Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
106,Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,21,2002,12.2,78.4,4.02,22.3,40.5,17,1.23,78.4,2.54,1.23,48.4,0.82,32.3,46.3,250.1,139.3,2.13,2.21,0.57,0.57,0.9,52.7,2.54,Matches
107,Sergio Camello,es ESP,FW,Rayo Vallecano,23,2001,12.6,31.6,1.35,3.1,13.7,15.6,3.65,31.6,1.83,1.03,56.5,0.63,34.8,17.6,89.5,44,1.59,1.27,0.63,3.02,1.83,24.4,5.4,Matches
108,José Campaña,es ESP,MF,Las Palmas,31,1993,13.2,71.7,3.03,17,43.7,11.6,0.38,71.7,1.36,0.61,44.4,0.61,44.4,36.2,163.9,74.8,0.83,0.91,0.08,1.29,1.14,45.8,1.14,Matches
109,Peio Canales,es ESP,"MF,FW",Athletic Club,19,2005,2.9,48.3,1.03,4.83,21.7,22.1,1.03,48.3,3.79,1.72,45.5,1.72,45.5,25.5,162.8,76.2,2.07,1.38,0.69,1.38,1.03,29.7,3.79,Matches
110,Antonio Candela,it ITA,DF,Valladolid,24,2000,10.1,52.3,3.86,23.7,21.4,7.92,0.69,52.3,1.49,0.59,40,0.89,60,25.8,160.2,83.3,1.58,0.79,0.1,0.79,0.5,32.9,2.87,Matches
111,Sergi Canós,es ESP,"MF,FW",Valencia,27,1997,4.1,56.3,1.46,8.29,18.5,29.8,4.88,56.3,3.17,0.24,7.7,2.93,92.3,30.2,131.7,68,1.71,1.46,0.98,3.17,1.22,40,11.5,Matches
112,Dani Cárdenas,es ESP,GK,Rayo Vallecano,27,1997,6,31.7,27.5,31.5,0.17,0,0,31.7,0,0,,0,,15.8,78,41,0,0,0,0,0,11.8,0,Matches
113,Irvin Cardona,fr FRA,"FW,MF",Espanyol,26,1997,6.7,36.7,1.04,4.03,14.6,18.4,3.43,36.7,1.94,0.45,23.1,1.19,61.5,17,130.4,68.7,2.09,2.09,0.9,3.28,0.6,24.9,6.42,Matches
114,Marc Cardona,es ESP,"FW,DF",Las Palmas,29,1995,1.5,48.7,0,10.7,22.7,15.3,4,48.7,4.67,0.67,14.3,4,85.7,30,100.7,36.7,1.33,0,0,1.33,2.67,35.3,8,Matches
115,Sergi Cardona,es ESP,DF,Villarreal,25,1999,32.7,56.3,4.01,21.7,19.3,15.5,1.93,56.3,0.92,0.31,33.3,0.49,53.3,24.9,113.8,62.9,1.59,1.04,0.31,0.73,0.34,29.1,6.06,Matches
116,Johnny Cardoso,us USA,MF,Betis,22,2001,23.8,60,3.82,16.7,35.5,8.45,1.09,60,1.76,1.09,61.9,0.63,35.7,31.6,141.8,65.4,0.8,0.67,0.04,1.51,0.97,37.4,1.18,Matches
117,José Carlos González,es ESP,DF,Las Palmas,18,2006,0.1,90,0,10,50,30,0,90,0,0,,0,,40,170,80,0,0,0,0,0,70,10,Matches
118,Carmona,es ESP,DF,Sevilla,22,2002,32.7,67,3.39,22.2,35.1,10.6,0.61,67,1.53,0.58,38,0.76,50,27.3,151.6,84.2,1.38,0.76,0.24,1.13,0.55,34.8,1.74,Matches
119,Sergio Carreira,es ESP,"MF,DF",Celta Vigo,23,2000,18.4,57.4,1.96,15.1,22.2,20.7,2.83,57.4,1.63,0.76,46.7,0.71,43.3,31,166.5,77.2,2.12,1.2,0.87,0.87,0.76,36.5,7.61,Matches
120,Dani Carvajal,es ESP,DF,Real Madrid,32,1992,6.8,78.2,3.82,18.5,34.1,25.9,1.76,78.2,0.74,0.29,40,0.44,60,40.9,189.4,75.4,1.91,0.74,0,1.18,0.88,55.3,7.06,Matches
121,William Carvalho,pt POR,MF,Betis,32,1992,5.4,80,2.04,17.4,47.2,16.1,1.11,80,0.93,0.56,60,0.19,20,54.4,224.6,109.6,0.93,1.67,0,1.11,1.11,63.3,1.85,Matches
122,Marc Casado,es ESP,MF,Barcelona,20,2003,17.9,85.8,1.4,12.5,58.1,15.4,0.5,85.8,0.5,0.22,44.4,0.22,44.4,48.6,196.8,86,0.67,1.23,0,0.95,0.5,65.5,1.34,Matches
123,Catena,es ESP,DF,Osasuna,29,1994,34.2,55.7,8.39,28.9,25.3,1.9,1.17,55.7,0.32,0.23,72.7,0.06,18.2,28.8,134.2,74.8,0.26,0.09,0,0.32,0.03,32.2,0.12,Matches
124,Maximiliano Caufriez,be BEL,DF,Valencia,27,1997,1,23,6,17,6,0,0,23,0,0,,0,,8,68,3,0,0,0,0,0,10,0,Matches
125,Dani Ceballos,es ESP,MF,Real Madrid,27,1996,13.5,109.1,2.59,19.8,69.6,20.5,0.67,109.1,1.11,0.59,53.3,0.22,20,74,384.1,218.6,3.11,2.22,0.15,0.81,0.52,89.3,1.26,Matches
126,Franco Cervi,ar ARG,"FW,MF",Celta Vigo,30,1994,3,53.3,1.33,12.3,26,15,0.33,53.3,0.67,0.33,50,0.33,50,27.3,134.7,57.7,1,0.67,0,1,0.67,31.7,7,Matches
127,Raúl Chasco,es ESP,DF,Valladolid,20,2003,1.4,52.9,1.43,25.7,22.9,5,0,52.9,1.43,0,0,1.43,100,20,73.6,38.6,0.71,0,0,2.14,0.71,20,1.43,Matches
128,Pep Chavarría,es ESP,"DF,FW",Rayo Vallecano,26,1998,28.7,65.6,3.24,21,27.9,17.4,1.08,65.6,1.11,0.35,31.3,0.63,56.3,30.9,148.6,80.1,2.06,1.18,0.21,1.36,0.21,36.7,4.63,Matches
129,Walid Cheddira,ma MAR,FW,Espanyol,26,1998,7.1,28.6,0.7,2.96,13.9,12.1,4.65,28.6,2.82,0.56,20,1.97,70,15.2,72.7,30.8,1.13,0.85,1.13,3.52,1.27,19.9,4.79,Matches
130,Chema,es ESP,MF,Real Madrid,19,2005,0.1,30,0,10,10,10,0,30,0,0,,0,,0,0,0,0,0,0,10,0,0,0,Matches
131,Julián Chicco,ar ARG,"MF,DF",Leganés,26,1998,3.4,57.6,3.24,13.8,32.1,12.4,0.88,57.6,1.18,0.59,50,0.29,25,27.1,130,67.9,2.35,1.47,0,3.53,1.47,32.6,2.06,Matches
132,Chiquinho,pt POR,"MF,FW",Mallorca,24,2000,1.6,47.5,0,3.75,14.4,30,5.63,47.5,8.13,3.13,38.5,4.38,53.8,26.9,190.6,60,2.5,1.25,0.63,10.6,5,30.6,7.5,Matches
133,Andreas Christensen,dk DEN,DF,Barcelona,28,1996,2.8,87.9,5,26.8,57.1,4.29,0.36,87.9,0,0,,0,,58.2,282.5,129.3,0.36,1.07,0,0.36,0,64.6,0.36,Matches
134,Jasper Cillessen,nl NED,GK,Las Palmas,35,1989,25.9,41.7,33.5,41.2,0.5,0,0,41.7,0,0,,0,,23.5,120.3,79.2,0,0,0,0.15,0,19.8,0,Matches
135,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,30,1994,23.8,60.9,4.45,19,35.9,6.47,0.76,60.9,0.97,0.59,60.9,0.34,34.8,31.5,130.5,65.1,0.8,1.01,0.04,0.67,0.84,36.8,0.5,Matches
136,Seydouba Cissé,gn GUI,MF,Leganés,23,2001,27.1,52,1.73,10.1,32.1,10.6,1.03,52,1.66,1.11,66.7,0.37,22.2,29,138.3,66.3,0.96,1.25,0.11,1.18,1.22,33.9,1.55,Matches
137,Silvi Clúa,es ESP,MF,Girona,19,2005,1.8,64.4,4.44,17.8,40,8.89,1.67,64.4,2.22,1.11,50,1.11,50,33.9,275,120.6,2.22,1.67,0.56,0.56,0,42.8,1.67,Matches
138,Eray Cömert,ch SUI,"DF,MF",Valladolid,26,1998,19.8,56.3,6.67,31,23.9,1.62,0.35,56.3,0.2,0.2,100,0,0,30.3,152.8,77.9,0.45,0.15,0,0.81,0.1,36.8,0.25,Matches
139,Santi Comesaña,es ESP,MF,Villarreal,27,1996,28.4,61.1,3.87,16,33.7,11.7,2.25,61.1,1.2,0.63,52.9,0.49,41.2,31.8,149.4,86.3,1.37,1.06,0.21,1.23,1.55,40.5,2.04,Matches
140,Diego Conde,es ESP,GK,Villarreal,25,1998,21.8,31.9,27.6,31.7,0.23,0,0,31.9,0,0,,0,,18,90.5,53.1,0,0,0,0.05,0,15.9,0,Matches
141,Tomás Conechny,ar ARG,"FW,MF",Alavés,26,1998,9.4,48.6,1.06,7.02,21,20.9,3.62,48.6,1.38,0.64,46.2,0.74,53.8,26.5,112.3,43.9,1.49,1.91,0.21,3.3,0.96,32.7,6.49,Matches
142,Copete,es ESP,DF,Mallorca,24,1999,17,58.1,9.82,30.1,26.2,1.82,0.71,58.1,0.29,0.24,80,0,0,30.5,142.1,80,0.59,0.18,0,0.41,0.12,34.7,0.12,Matches
143,Iker Córdoba,es ESP,DF,Valencia,18,2005,0.2,60,10,25,30,5,0,60,0,0,,0,,35,180,135,0,0,0,0,0,50,5,Matches
144,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,29,1995,8.9,47.1,0.45,6.07,14.5,27.3,9.21,47.1,4.27,1.46,34.2,2.7,63.2,31,162.2,86.3,3.37,2.25,1.46,3.26,1.8,34,9.55,Matches
145,Thierry Correia,pt POR,DF,Valencia,25,1999,8.5,65.3,3.41,20.8,25.3,20,1.41,65.3,2.71,0.94,34.8,1.41,52.2,28.2,156.2,92.4,1.88,1.06,0.71,2,0,34.5,5.65,Matches
146,Coba da Costa,es ESP,"MF,FW",Getafe,22,2002,11.2,45,0.89,6.7,17.1,21.9,4.2,45,5,1.7,33.9,2.95,58.9,23.3,190.8,96.1,4.11,2.05,2.23,2.32,2.05,26.3,7.41,Matches
147,Logan Costa,cv CPV,DF,Villarreal,23,2001,28.7,62.2,10.3,33.6,26.4,2.4,0.42,62.2,0.07,0,0,0.07,100,36.1,190.9,104.3,0.87,0.56,0,0.24,0,42.1,0.35,Matches
148,Samu Costa,pt POR,MF,Mallorca,23,2000,29.4,62.4,3.4,15.2,37.4,10.1,1.16,62.4,1.12,0.44,39.4,0.54,48.5,35,135.7,54.1,0.82,0.61,0.03,1.43,1.19,42,2.35,Matches
149,Thibaut Courtois,be BEL,GK,Real Madrid,32,1992,30,36.3,32,36.1,0.17,0,0,36.3,0.03,0,0,0.03,100,22,103.2,66.3,0,0,0,0,0,21.7,0,Matches
150,Juan Cruz Armada,es ESP,DF,Osasuna,32,1992,16.6,49.3,5,17.8,24.2,7.65,0.24,49.3,0.24,0.06,25,0.12,50,20.3,75.8,40.2,0.54,0.42,0.12,0.6,0.18,23.6,0.72,Matches
151,Juan Cruz,es ESP,"FW,MF",Leganés,24,2000,25.1,37.9,0.92,7.01,15.2,16.5,1.63,37.9,3.11,1.59,51.3,1.27,41,21.6,137.9,66.2,2.35,1.71,0.84,1.59,0.96,22.7,5.22,Matches
152,Pau Cubarsí,es ESP,DF,Barcelona,17,2007,29.1,96.4,6.67,35.9,57.5,3.2,0.58,96.4,0.27,0.21,75,0.07,25,62.6,308,171.8,0.89,0.55,0,0.24,0.03,75.4,0.21,Matches
153,Cucho,co COL,FW,Betis,25,1999,12.7,36.8,0.39,1.81,16.5,18.7,4.8,36.8,2.05,1.34,65.4,0.71,34.6,19.7,103.8,39.9,2.13,0.71,1.1,3.62,1.1,25,6.46,Matches
154,Arnaut Danjuma,nl NED,FW,Villarreal,27,1997,2.2,21.8,0,0.45,5.91,15.5,3.64,21.8,1.82,0,0,1.82,100,11.4,94.1,44.5,1.82,1.36,0.91,1.36,0,16.4,7.73,Matches
155,Arnaut Danjuma,nl NED,"FW,MF",Girona,27,1997,14.8,39.7,0.61,4.05,9.73,26.3,5.47,39.7,4.53,1.62,35.8,2.36,52.2,26.6,242.8,135.8,6.15,2.84,2.57,2.23,0.74,29.8,12.5,Matches
156,Sergi Darder,es ESP,"MF,FW",Mallorca,30,1993,30.5,51.1,0.62,5.67,29.1,17,0.95,51.1,2.43,1.11,45.9,0.98,40.5,29.9,164.8,72.5,1.21,1.9,0.23,1.18,0.98,33.8,2.72,Matches
157,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,30,1994,23.4,83.3,1.15,13.2,48.9,22.1,0.85,83.3,1.5,0.6,40,0.64,42.9,58.7,330.2,183.2,3.63,2.82,0.13,1.41,1.03,66,2.74,Matches
158,Mouctar Diakhaby,gn GUI,DF,Valencia,27,1996,7.3,60.3,8.9,37.1,19.6,3.97,2.6,60.3,0.55,0.27,50,0.27,50,30.4,138.8,66.6,0.68,0.82,0,0.68,0.27,37,0.27,Matches
159,Assane Diao,sn SEN,FW,Betis,18,2005,3.1,39.4,1.29,3.87,13.5,21.9,6.13,39.4,3.55,0.65,18.2,2.9,81.8,20.3,120,46.8,2.9,0.97,0.97,4.84,0.65,26.1,8.71,Matches
160,Moussa Diarra,ml MLI,DF,Alavés,23,2000,20.7,48.9,2.71,18.5,23.9,6.71,0.43,48.9,0.68,0.34,50,0.24,35.7,24.1,100.2,52.2,0.58,0.48,0.1,0.82,0.72,28.2,1.5,Matches
161,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,24,1999,15.4,54.1,0.32,4.94,27.1,22.7,4.29,54.1,3.05,1.56,51.1,1.23,40.4,35.1,162.4,79.4,2.53,1.04,0.78,2.86,1.75,43.4,7.14,Matches
162,Daniel Díaz,es ESP,MF,Real Sociedad,18,2006,0.1,60,0,20,10,30,10,60,10,0,0,10,100,10,0,0,0,0,0,0,0,40,0,Matches
163,Pedro Díaz,es ESP,MF,Rayo Vallecano,26,1998,13.5,52.4,0.52,8.59,25,19.6,1.41,52.3,2.52,1.48,58.8,0.96,38.2,28.9,161.1,87.2,2,2.22,0.15,1.78,0.59,34,3.63,Matches
164,Diego,es ESP,FW,Leganés,24,2000,13.3,24.2,0.83,1.5,10.2,12.9,3.31,24.2,0.75,0.3,40,0.45,60,14.4,58.4,21.9,0.68,0.83,0.38,3.38,0.9,18.5,3.68,Matches
165,Stole Dimitrievski,mk MKD,GK,Valencia,30,1993,4,35.8,24,33.8,2.25,0,0,35.8,0,0,,0,,17,90.5,60,0,0,0,0.25,0,13,0,Matches
166,Yan Diomandé,ci CIV,"MF,FW",Leganés,17,2006,6.1,50.7,0.66,8.03,17.7,26.4,6.89,50.7,6.23,3.77,60.5,2.3,36.8,32.8,259.3,158.4,6.07,2.62,3.28,4.26,2.62,33.4,10.5,Matches
167,Álvaro djaló,es ESP,FW,Athletic Club,24,1999,7.3,31.5,0.41,3.56,10.5,18.4,3.42,31.5,4.93,1.92,38.9,2.33,47.2,20.7,135.1,77,3.01,3.15,0.82,3.97,1.78,24.2,8.22,Matches
168,Djené,tg TOG,"DF,MF",Getafe,32,1991,28.3,41.1,3.11,14.3,21.4,5.94,0.6,41.1,0.6,0.25,41.2,0.25,41.2,18.2,89.2,45.1,0.64,0.35,0.04,0.81,0.6,18.6,0.74,Matches
169,Marko Dmitrović,rs SRB,GK,Leganés,32,1992,32,35.8,29.3,35.4,0.41,0,0,35.8,0.03,0.03,100,0,0,16.9,100.6,58.7,0,0,0,0.03,0,10.6,0,Matches
170,Marc Domenech,es ESP,"FW,MF",Mallorca,18,2006,3.4,24.7,0.59,3.24,7.65,14.4,3.82,24.7,0.59,0.29,50,0.29,50,12.4,43.5,18.2,0.29,0.59,0,3.24,0.88,15,6.18,Matches
171,Carlos Dominguez,es ESP,DF,Celta Vigo,23,2001,13.1,85.2,8.32,37.3,46.5,1.91,0.53,85.2,0.23,0.15,66.7,0.08,33.3,52.1,252.2,151.2,1.15,0.92,0,0.38,0,61.2,0.31,Matches
172,Israel Domínguez,es ESP,FW,Sevilla,21,2003,0.2,10,0,0,10,0,0,10,0,0,,0,,5,15,0,0,0,0,0,0,10,0,Matches
173,Sergi Dominguez,es ESP,DF,Barcelona,19,2005,1.9,100.5,6.84,36.3,63.7,1.58,0,100.5,0,0,,0,,66.8,299.5,149.5,0,0.53,0,0,0,82.6,0.53,Matches
174,Anastasios Douvikas,gr GRE,FW,Celta Vigo,24,1999,7.8,24.6,1.54,2.31,10.8,12.1,4.1,24.6,1.67,0.51,30.8,0.9,53.8,15.4,75,19.2,0.77,0.9,0.51,2.95,2.44,19.1,5.51,Matches
175,Domingos Duarte,pt POR,DF,Getafe,29,1995,20.7,42.4,5.31,21.9,19.9,1.06,0.43,42.4,0,0,,0,,18,80.8,30.2,0.14,0.1,0,0.1,0.1,19,0.14,Matches
176,Duk,cv CPV,"MF,FW",Leganés,24,2000,2,47.5,1,6,14.5,28,4.5,47.5,9.5,5,52.6,4,42.1,32,214,103.5,5,2,2.5,6,2.5,32,10.5,Matches
177,Pablo Durán,es ESP,"FW,MF",Celta Vigo,23,2001,15.5,37.7,0.71,4.39,16.6,17.1,4.13,37.7,2.71,0.77,28.6,1.81,66.7,21.8,101.8,41.5,1.55,0.9,0.84,2.71,1.29,25.9,8,Matches
178,Hugo Duro,es ESP,FW,Valencia,24,1999,24.1,26.3,0.62,1.95,13.6,11,3.73,26.3,0.83,0.29,35,0.54,65,12.3,43,15.1,0.54,0.33,0.29,2.41,1.33,19.5,3.65,Matches
179,Chidera Ejuke,ng NGA,FW,Sevilla,26,1998,10.7,57.2,0.56,6.17,25.4,27.3,4.02,57.2,7.94,4.39,55.3,3.08,38.8,38.9,313.6,177.4,7.01,3.27,2.43,3.27,2.06,41.4,9.44,Matches
180,Aritz Elustondo,es ESP,DF,Real Sociedad,30,1994,16.2,67.4,6.17,28.5,35.9,3.27,0.74,67.4,0.49,0.19,37.5,0.25,50,38.5,211.4,114.4,1.05,0.37,0.06,0.86,0.37,43.8,0.25,Matches
181,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,32,1992,17.9,47.3,0.95,5.81,18.6,24.2,2.46,47.3,3.13,1.12,35.7,1.68,53.6,26.1,153.5,70.2,2.63,1.84,0.67,3.41,1.34,29.4,6.37,Matches
182,Endrick,br BRA,FW,Real Madrid,18,2006,4,31.8,0.25,1.75,10.3,20,5.75,31.8,2.75,1,36.4,1.5,54.5,20.8,142.3,77,3,1.25,2.5,2.5,0.75,25.8,8,Matches
183,Alfonso Espino,uy URU,DF,Rayo Vallecano,32,1992,9.3,68.5,4.19,23.3,31,14.9,1.08,68.5,1.51,0.54,35.7,0.75,50,33,135.7,72.6,1.08,1.4,0.43,1.08,0.97,35.8,3.12,Matches
184,Dario Essugo,pt POR,MF,Las Palmas,19,2005,21.5,57.1,3.49,16.8,34,6.88,0.47,57.1,0.84,0.56,66.7,0.23,27.8,27.1,129.6,64.3,0.84,0.98,0.09,1.63,0.98,35.5,0.37,Matches
185,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,21,2002,0.4,32.5,2.5,2.5,12.5,17.5,5,32.5,5,0,0,5,100,10,22.5,0,0,0,0,5,0,22.5,2.5,Matches
186,Karl Etta,cm CMR,"MF,FW",Villarreal,20,2003,0.4,22.5,0,2.5,5,15,2.5,22.5,0,0,,0,,12.5,37.5,0,0,0,0,10,0,12.5,0,Matches
187,Edu Expósito,es ESP,MF,Espanyol,27,1996,11.6,54.3,1.9,9.05,26.6,19.8,2.24,54.3,2.41,1.29,53.6,1.12,46.4,29.3,151.5,82.2,1.98,1.72,0.34,2.5,1.55,32.9,3.53,Matches
188,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,22,2001,22,49.1,0.45,5.45,18.5,26.6,6.86,49.1,4.68,2.09,44.7,1.68,35.9,32.1,236.8,137.5,5.32,3.41,2.64,2.91,2.27,36.2,9.77,Matches
189,Ansu Fati,es ESP,FW,Barcelona,21,2002,2.6,65.4,0,3.08,22.7,40.4,8.46,65.4,4.23,1.92,45.5,1.92,45.5,41.2,225.4,90,2.69,2.69,1.54,3.85,1.54,51.5,12.3,Matches
190,Nabil Fekir,fr FRA,MF,Betis,31,1993,2,53.5,0,1.5,26,26.5,3,53.5,2.5,0,0,2,80,36,239.5,129.5,4.5,2,1,2,3,42.5,9,Matches
191,Kiko Femenía,es ESP,DF,Villarreal,33,1991,24.7,69.2,3.85,25.5,32.9,11.3,0.36,69.2,0.97,0.69,70.8,0.24,25,36.5,199.9,105.3,2.11,1.21,0,0.89,0.4,41.9,1.78,Matches
192,Aitor Fernández,es ESP,GK,Osasuna,33,1991,1,50,45,50,0,0,0,50,0,0,,0,,27,146,105,0,0,0,0,0,17,0,Matches
193,Álvaro Fernández,es ESP,GK,Sevilla,26,1998,8.3,42,32.8,41.8,0.24,0,0,42,0,0,,0,,22.5,103.1,48.2,0,0,0,0,0,23.6,0,Matches
194,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,21,2003,1.1,35.5,7.27,23.6,12.7,0,0,35.5,0,0,,0,,14.5,70,34.5,0,0,0,0,0.91,14.5,0,Matches
195,Roberto Férnandez,es ESP,FW,Espanyol,22,2002,16.6,26.3,1.57,4.22,13.4,9.1,2.23,26.3,1.63,0.66,40.7,0.96,59.3,13.7,52.8,17,0.42,0.6,0.18,3.31,0.96,17.6,3.01,Matches
196,Valery Fernández,es ESP,"MF,FW",Mallorca,24,1999,3.4,39.1,1.47,6.47,20.3,12.9,2.35,39.1,1.76,0.29,16.7,1.47,83.3,22.1,120.9,37.1,0.59,0.88,0.29,1.47,0.88,26.5,4.12,Matches
197,André Ferreira,pt POR,GK,Valladolid,28,1996,6,36,30.8,35.8,0.17,0,0,36,0,0,,0,,13.8,73.5,46.7,0,0,0,0,0,13,0,Matches
198,Mateo Flores,es ESP,MF,Betis,20,2004,1.7,49.4,2.35,15.9,27.6,6.47,0.59,49.4,0,0,,0,,27.6,111.2,32.4,0,0,0,1.76,1.76,29.4,1.18,Matches
199,Pablo Fornals,es ESP,"MF,FW",Betis,28,1996,20.3,62.7,0.99,8.42,33.7,21.1,1.77,62.7,1.38,0.39,28.6,0.99,71.4,38.3,159.9,75,1.58,1.67,0.34,1.18,0.79,44.9,4.19,Matches
200,Héctor Fort,es ESP,DF,Barcelona,17,2006,6.5,88.2,2.77,17.1,46.2,25.5,2.62,88.2,1.38,0.31,22.2,1.08,77.8,47.4,193.1,104.5,2.15,2.31,0.31,0.62,0.62,61.1,5.08,Matches
201,Dimitri Foulquier,fr FRA,DF,Valencia,31,1993,25.5,60,2.51,17.7,30.2,12.5,1.02,60,1.29,0.31,24.2,0.63,48.5,29.4,162.9,93,1.88,1.29,0.27,1.18,0.63,34.6,2.59,Matches
202,Juan Foyth,ar ARG,DF,Villarreal,26,1998,16.9,70.4,11.8,37.3,27.2,6.57,1.24,70.4,0.53,0.24,44.4,0.24,44.4,35.9,202.1,137.8,0.77,0.83,0,0.65,0.12,43,0.65,Matches
203,Fran,es ESP,GK,Real Madrid,19,2005,1,22,20,22,0,0,0,22,0,0,,0,,12,40,23,0,0,0,0,0,13,0,Matches
204,Alejandro Francés,es ESP,DF,Girona,21,2002,13,74.5,5.08,26.4,38.7,10,0.54,74.5,1.08,0.54,50,0.46,42.9,38.2,202.2,113,1.38,0.69,0.08,0.62,0.08,48.6,1.62,Matches
205,Enric Franquesa,es ESP,"DF,FW",Leganés,27,1997,6.8,45,1.76,13.1,23.1,10,0.88,45,3.09,1.32,42.9,1.03,33.3,19.6,116.6,49.6,1.62,1.47,0.29,3.09,0.29,22.2,4.41,Matches
206,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,27,1997,27.7,36.5,0.9,5.96,11.8,19.6,3.86,36.5,3.75,1.16,30.8,2.24,59.6,21.8,142.3,74.9,2.78,1.81,1.01,2.92,1.37,24.4,7.26,Matches
207,Darío Fuentes,es ESP,DF,Sevilla,21,2003,0.1,20,0,0,0,20,0,20,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
208,Manuel Fuster,es ESP,"FW,MF",Las Palmas,26,1997,11.1,66.8,1.71,8.38,32.8,25.9,2.07,66.8,1.53,0.45,29.4,0.81,52.9,36.9,181.2,91.5,2.07,1.35,0.27,1.8,1.44,48,6.76,Matches
209,Javi Galán,es ESP,DF,Atlético Madrid,29,1994,19.8,64.1,2.58,20.5,26.7,17.4,0.81,64.1,3.94,1.41,35.9,1.92,48.7,37.3,197.8,116.9,2.63,1.72,0.3,1.11,0.76,39.3,5.4,Matches
210,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,30,1993,16.4,59.6,1.28,9.33,37.7,13.5,0.49,59.6,1.4,0.98,69.6,0.3,21.7,32,162.2,77.2,1.65,0.85,0.18,1.04,0.98,41,2.38,Matches
211,Conor Gallagher,eng ENG,MF,Atlético Madrid,24,2000,18.1,58.7,1.93,12.8,30.7,15.9,2.1,58.7,2.32,0.94,40.5,0.99,42.9,37.2,154,61,1.33,1.27,0.39,1.38,1.27,41.7,3.54,Matches
212,Facundo Garcés,ar ARG,DF,Alavés,24,1999,7.5,37.3,5.87,16.3,18.3,2.8,1.73,37.3,0,0,,0,,15.2,64.5,24.9,0.4,0,0,0.27,0,17.2,0.4,Matches
213,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,31,1992,28.4,41,1.09,7.18,12.6,21.5,4.47,41,0.95,0.35,37,0.53,55.6,22.7,105.8,52.3,2.39,0.99,0.88,2.15,0.56,26.3,8.63,Matches
214,Eric García,es ESP,"DF,MF",Barcelona,23,2001,17.4,87.2,3.79,21.2,53.3,12.9,1.44,87.2,0.69,0.29,41.7,0.29,41.7,49,201.1,107.9,1.03,0.69,0.06,0.98,0.29,64.7,1.26,Matches
215,Fran Garcia,es ESP,DF,Real Madrid,24,1999,24.1,74.4,2.95,20.7,29.2,25.1,1.37,74.4,0.95,0.33,34.8,0.62,65.2,41.5,191.1,111.3,3.24,2.16,0.62,0.83,0.41,48.2,7.34,Matches
216,Gonzalo García,es ESP,"FW,DF",Real Madrid,20,2004,0.6,36.7,0,1.67,10,25,8.33,36.7,0,0,,0,,23.3,110,31.7,0,0,0,0,5,28.3,5,Matches
217,Joan García,es ESP,GK,Espanyol,23,2001,38,35.5,29.9,35.3,0.18,0.03,0.03,35.5,0,0,,0,,20.6,125.2,83.7,0,0,0,0.05,0,13.8,0,Matches
218,Pablo Garcia,es ESP,FW,Betis,17,2006,0.4,57.5,0,7.5,17.5,35,5,57.5,5,2.5,50,2.5,50,40,300,147.5,5,0,2.5,7.5,2.5,37.5,20,Matches
219,Rubén García,es ESP,"FW,MF",Osasuna,31,1993,26.8,54.7,1.16,7.65,24.2,23.5,2.39,54.7,1.34,0.45,33.3,0.75,55.6,29.1,132.2,51.6,1.38,1.72,0.49,1.46,0.78,36.2,5.86,Matches
220,Unai García,es ESP,DF,Osasuna,32,1992,0.7,61.4,7.14,35.7,22.9,2.86,1.43,61.4,0,0,,0,,27.1,90,58.6,0,0,0,1.43,0,44.3,0,Matches
221,Yarek Gasiorowski,es ESP,DF,Valencia,19,2005,10.5,59,6.95,28.1,29.4,2.1,0.57,59,0,0,,0,,26.3,126.6,70.1,0.86,0.19,0,0.1,0,32.1,0,Matches
222,Gavi,es ESP,"MF,FW",Barcelona,19,2004,12.1,77.9,0.83,8.84,49.7,19.8,2.81,77.9,1.49,0.74,50,0.41,27.8,46,187.9,93.2,1.07,1.32,0.08,1.57,0.74,58.8,3.47,Matches
223,Paulo Gazzaniga,ar ARG,GK,Girona,32,1992,35.5,36.3,31.5,36.1,0.17,0,0,36.3,0.11,0.08,75,0.03,25,21.8,101.8,61,0,0,0,0.03,0,21.1,0,Matches
224,Bryan Gil,es ESP,"FW,MF",Girona,23,2001,19.1,53.4,0.47,5.76,18.6,29.7,4.29,53.4,5.45,2.15,39.4,2.72,50,37.4,244.1,110.1,3.98,2.25,1.78,2.93,2.04,41.6,11,Matches
