Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
344,Carlos Martín,es ESP,"FW,MF",Alavés,22,2002,14.8,41.4,1.42,7.91,17.9,15.9,2.7,41.4,2.43,0.61,25,1.76,72.2,20.6,79.7,34.3,0.88,0.74,0.27,2.16,1.28,25.3,4.53,Matches
345,Diego Martín,es ESP,FW,Las Palmas,20,2003,0.4,47.5,0,7.5,17.5,22.5,2.5,47.5,0,0,,0,,25,90,60,2.5,0,0,0,0,30,12.5,Matches
346,Gerard Martín,es ESP,DF,Barcelona,22,2002,11.5,79,2.52,17.7,33.4,28.3,1.65,79,0.96,0.35,36.4,0.61,63.6,35.9,125,62.6,0.87,1.04,0.09,0.61,0.35,51,10.6,Matches
347,Iván Martín,es ESP,MF,Girona,25,1999,22.7,69.5,1.54,12.6,39.7,18.1,0.79,69.5,2.07,1.1,53.2,0.7,34,46,287.9,133.9,2.51,2.42,0.04,1.89,1.19,55.7,3.35,Matches
348,Jon Martin,es ESP,DF,Real Sociedad,18,2006,10,67.7,9.9,38.1,27.8,2,1.3,67.7,0,0,,0,,37.5,187.1,103.4,0.4,0.1,0,0.8,0,43.2,0,Matches
349,Mario Martín,es ESP,MF,Valladolid,20,2004,19.4,55.8,4.12,18,30,8.45,1.29,55.8,1.96,0.98,50,0.77,39.5,28.8,160.5,69.7,0.93,0.82,0.1,1.91,1.19,34.7,1.13,Matches
350,Arnau Martinez,es ESP,"DF,MF",Girona,21,2003,29.2,72.2,3.05,21.4,34.6,16.7,1.88,72.2,1.27,0.68,54.1,0.48,37.8,40.5,196.2,92.6,1.4,1.06,0.17,0.86,0.48,48,3.49,Matches
351,Iñigo Martínez,es ESP,DF,Barcelona,33,1991,27.7,95.7,5.27,31.6,58.8,5.63,0.94,95.7,0.11,0.11,100,0,0,61.8,368.1,264.8,2.53,1.91,0,0.4,0.11,72.3,0.4,Matches
352,Javi Martínez,es ESP,MF,Osasuna,24,1999,0.1,100,0,20,80,0,0,100,0,0,,0,,60,160,20,0,0,0,0,0,100,0,Matches
353,Ramón Martínez,es ESP,DF,Sevilla,21,2002,2.9,57.6,8.97,28.6,25.9,3.1,1.03,57.6,0.34,0.34,100,0,0,29.3,132.4,70.3,0.34,0.34,0,0.34,0.34,37.2,0.69,Matches
354,Toni Martínez,es ESP,FW,Alavés,27,1997,11.2,35.8,1.34,3.04,15.3,18.1,6.25,35.8,1.34,0.8,60,0.45,33.3,14.5,71.5,24.1,1.16,0.8,0.63,3.66,0.98,24.3,5.09,Matches
355,Javi Martón,es ESP,"FW,MF",Athletic Club,25,1999,0.6,23.3,0,1.67,13.3,8.33,0,23.3,0,0,,0,,10,13.3,1.67,0,0,0,8.33,0,13.3,5,Matches
356,Marvin,es ESP,"DF,FW",Las Palmas,24,2000,11.5,57.2,2.78,14.4,25.4,18,1.65,57.2,1.57,0.17,11.1,1.22,77.8,26.9,177.1,76.4,2.52,1.74,0.09,2.26,0.7,30.2,6.26,Matches
357,Omar Mascarell,gq EQG,MF,Mallorca,31,1993,22.1,53.8,4.43,16.9,32.5,4.84,0.45,53.8,0.68,0.45,66.7,0.18,26.7,26.7,124.4,48.1,0.45,0.59,0.05,0.5,0.41,32.9,0.54,Matches
358,Jaime Mata,es ESP,"FW,MF",Las Palmas,35,1988,7.3,37,1.51,2.74,18.5,15.9,5.21,37,1.23,0.68,55.6,0.41,33.3,16.2,62.7,21.6,0.82,0.41,0.27,2.33,0.41,26.3,6.58,Matches
359,Borja Mayoral,es ESP,FW,Getafe,27,1997,12.4,29.5,0.73,2.18,14,13.8,3.23,29.4,1.61,0.48,30,0.81,50,16.9,68.7,25.9,0.81,0.73,0.65,1.85,1.61,20.2,3.47,Matches
360,Kylian Mbappé,fr FRA,FW,Real Madrid,25,1998,32.3,48.7,0.03,1.08,13.6,34.5,9.91,48.4,5.79,2.57,44.4,2.82,48.7,33,216.3,117.9,4.64,2.94,2.97,2.6,1.52,42,12,Matches
361,Oliver McBurnie,sct SCO,FW,Las Palmas,28,1996,20.4,29.7,1.42,2.79,15,12.1,4.56,29.7,1.67,0.78,47.1,0.88,52.9,13.2,47,11.4,0.34,0.2,0.34,1.86,1.03,20.9,3.68,Matches
362,Scott McKenna,sct SCO,DF,Las Palmas,27,1996,27.4,63.7,9.93,37.8,24.1,1.97,0.84,63.7,0.11,0.11,100,0,0,33.3,150.3,77.8,0.4,0.36,0.07,0.29,0.15,41.6,0.11,Matches
363,Mateo Mejía,es ESP,FW,Sevilla,21,2003,0.1,20,0,0,10,10,0,20,10,0,0,0,0,10,20,0,0,0,0,0,0,10,0,Matches
364,Arthur Melo,br BRA,MF,Girona,27,1996,10.5,76.8,2.95,16.6,46.5,14.3,0.19,76.8,1.33,0.76,57.1,0.29,21.4,51.3,343.3,160.4,2.29,1.71,0,0.95,0.86,59.5,1.62,Matches
365,Brais Méndez,es ESP,MF,Real Sociedad,27,1997,17,60,1,7.59,31,21.7,3.41,60,2.94,0.82,28,1.82,62,32.6,155,66.3,1.88,1,0.47,2.18,2,43.8,5.06,Matches
366,Ferland Mendy,fr FRA,DF,Real Madrid,29,1995,11.2,66,2.68,16.8,36.4,13.3,0.36,66,0.54,0.27,50,0.27,50,39.9,145.2,64,1.07,0.89,0.09,0.89,0.8,47.8,3.57,Matches
367,Nobel Mendy,fr FRA,DF,Betis,19,2004,1.2,59.2,15,35.8,23.3,0,0,59.2,0,0,,0,,29.2,109.2,56.7,0,0,0,0.83,0,31.7,0,Matches
368,Víctor Meseguer,es ESP,MF,Valladolid,25,1999,4.6,50.9,1.09,12.8,27,11.1,2.39,50.9,0.87,0.22,25,0.65,75,21.7,75.9,32.8,0.43,0.22,0,1.52,0.65,32.8,4.78,Matches
369,Miguel,es ESP,FW,Leganés,24,1999,19.2,24.6,1.35,2.66,10.7,11.6,3.13,24.5,1.88,0.42,22.2,1.3,69.4,13.4,54.5,17.9,0.73,0.89,0.47,3.75,1.35,17,4.69,Matches
370,Éder Militão,br BRA,DF,Real Madrid,26,1998,10.4,78.8,8.85,38,38,3.17,1.25,78.8,0.77,0.48,62.5,0.29,37.5,51.3,263.3,153.2,0.67,0.67,0,0.58,0.29,58,0.1,Matches
371,Luis Milla,es ESP,MF,Getafe,29,1994,31.9,56.5,1.35,7.87,32.9,16.4,0.63,56.5,1.22,0.66,53.8,0.44,35.9,25,122.9,67.1,1,1.16,0.13,1.44,0.53,27.9,0.94,Matches
372,Pere Milla,es ESP,"MF,FW",Espanyol,31,1992,5.1,46.9,0.98,8.63,21,17.8,3.33,46.9,1.37,0.39,28.6,0.78,57.1,22.9,105.1,46.9,1.76,0.98,0.78,3.14,1.18,27.5,5.29,Matches
373,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,25,1999,30.3,81.2,2.08,19.7,37.1,25,1.39,81.2,1.98,0.83,41.7,1.02,51.7,45.8,214.2,110.4,2.28,2.05,0.4,1.35,0.46,55.8,6.4,Matches
374,Kim Minsu,kr KOR,"MF,FW",Girona,18,2006,0.2,90,0,0,40,50,0,90,10,0,0,10,100,60,310,45,0,0,0,15,5,75,10,Matches
375,Bojan Miovski,mk MKD,FW,Girona,25,1999,9.7,18.8,0.52,2.06,7.53,9.18,2.99,18.8,0.72,0.31,42.9,0.21,28.6,9.07,33.5,8.56,0.41,0.1,0.41,1.75,0.62,12.5,3.4,Matches
376,Rafa Mir,es ESP,"FW,MF",Valencia,27,1997,8.4,35,1.43,5.71,16.3,13.2,3.21,35,1.67,0.24,14.3,1.31,78.6,17.3,77.6,31.7,1.19,0.83,0,1.43,0.95,24.2,3.33,Matches
377,Luka Modrić,hr CRO,MF,Real Madrid,38,1985,20.3,104.6,1.92,15.5,57.6,32.5,1.28,104.6,1.18,0.69,58.3,0.44,37.5,69.9,355,172,3.05,2.86,0.64,1.13,0.64,81.2,3.1,Matches
378,Johan Mojica,co COL,DF,Mallorca,31,1992,30.6,63.7,3.14,19.4,26.7,18.6,0.59,63.7,2.91,1.08,37.1,1.57,53.9,33.5,166.3,72.8,2.16,1.73,0.16,1.7,0.88,36.4,4.64,Matches
379,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,20,2003,30.2,46.9,0.13,5.07,22.6,20.1,3.38,46.9,4.97,2.12,42.7,2.58,52,31.3,195.8,103.5,3.21,2.35,0.93,2.52,1.59,36.3,5.93,Matches
380,Nahuel Molina,ar ARG,DF,Atlético Madrid,26,1998,17.7,77.2,3.33,23.7,34.2,19.7,1.36,77.2,1.69,0.85,50,0.73,43.3,44.2,191.4,111.4,1.98,1.58,0.23,1.19,0.17,49.9,5.42,Matches
381,Jon Moncayola,es ESP,MF,Osasuna,26,1998,23.3,51.4,1.59,9.23,27.3,15.3,1.42,51.4,0.52,0.17,33.3,0.3,58.3,24.5,98,45.9,1.07,0.64,0.26,1.03,0.34,31.2,2.19,Matches
382,Gonzalo Montiel,ar ARG,"DF,MF",Sevilla,27,1997,1.3,76.2,6.92,31.5,32.3,12.3,1.54,76.2,0.77,0,0,0,0,28.5,117.7,69.2,2.31,0,0,1.54,0,43.8,2.31,Matches
383,Gerard Moreno,es ESP,FW,Villarreal,32,1992,8,50.5,1,3.75,22.9,24.4,6,50.1,3.88,2.25,58.1,1.63,41.9,30.4,173.4,75.1,2.38,1.75,1.13,2.13,1.13,40.5,7.5,Matches
384,Xavier Moreno,es ESP,FW,Valladolid,19,2004,0.5,34,2,10,14,12,4,34,2,0,0,2,100,16,100,54,2,2,0,0,2,18,10,Matches
385,Mateu Morey,es ESP,DF,Mallorca,24,2000,8.2,61.2,4.63,21.6,27.7,12.3,0.85,61.2,2.07,1.1,52.9,0.73,35.3,31,151,70.9,2.07,0.98,0.73,0.98,1.22,33.2,3.9,Matches
386,Ilaix Moriba,gn GUI,MF,Celta Vigo,21,2003,23.7,55.1,1.52,9.2,31.2,15.4,1.65,55.1,2.07,0.63,30.6,0.89,42.9,32.4,153.7,64.8,1.43,1.52,0.38,2.15,1.05,38.2,2.7,Matches
387,Manu Morlanes,es ESP,MF,Mallorca,25,1999,14.9,56.7,2.15,11.5,34.8,10.9,0.54,56.7,0.54,0.2,37.5,0.34,62.5,30.8,159.1,75.5,1.07,1.54,0,0.54,0.67,35.8,2.62,Matches
388,Raúl Moro,es ESP,"MF,FW",Valladolid,21,2002,26,40.4,0.65,4.77,15,21.5,4.15,40.4,5.08,2.19,43.2,2.58,50.8,23.3,218.9,115.3,4.31,2.65,2.31,1.81,0.42,27.4,7.31,Matches
389,Cristhian Mosquera,es ESP,DF,Valencia,20,2004,36.9,64.1,6.31,31.4,31,2.01,0.19,64.1,0.24,0.14,55.6,0.11,44.4,38,201.4,116.1,0.95,0.3,0,0.49,0.27,42.9,0.16,Matches
390,Santiago Mouriño,uy URU,DF,Alavés,22,2002,20.5,46.4,5.66,22.7,21.6,2.78,0.68,46.4,0.54,0.2,36.4,0.24,45.5,21.6,128,73.8,0.68,0.73,0,0.34,0.54,21.5,0.05,Matches
391,Abdul Mumin,gh GHA,DF,Rayo Vallecano,26,1998,22.4,60.3,11.3,39,20,1.74,0.58,60.3,0.45,0.22,50,0.18,40,32.4,154.8,68.1,0.54,0.22,0.09,0.71,0.22,36.6,0.27,Matches
392,Aihen Muñoz,es ESP,DF,Real Sociedad,26,1997,12.2,62.5,3.61,20.1,28.6,14.2,0.33,62.5,0.98,0.57,58.3,0.33,33.3,29.2,122.2,57.6,2.13,1.31,0.25,0.82,0.25,33.1,2.3,Matches
393,Álex Muñoz,es ESP,DF,Las Palmas,30,1994,15.7,62,5.22,25,26.6,10.8,1.21,62,0.57,0.13,22.2,0.38,66.7,25.4,110.8,65.4,0.96,0.51,0.06,0.64,0.06,34.6,3.38,Matches
394,Iker Muñoz,es ESP,MF,Osasuna,21,2002,6.8,53.7,2.06,8.24,34.6,11,1.03,53.7,0.59,0.29,50,0.29,50,27.1,103.8,46.2,0.88,0.44,0,0.88,0.59,35.6,1.47,Matches
395,Javier Muñoz,es ESP,"MF,DF",Las Palmas,29,1995,28.8,49,1.53,9.44,28.3,11.9,1.11,49,1.25,0.73,58.3,0.45,36.1,24.3,132.8,55.5,1.25,1.01,0.24,1.01,0.52,32.6,3.16,Matches
396,Víctor Muñoz,es ESP,"FW,DF",Real Madrid,21,2003,0.4,42.5,0,2.5,0,40,10,42.5,5,0,0,5,100,37.5,355,100,7.5,2.5,5,2.5,2.5,40,22.5,Matches
397,Vedat Muriqi,xk KVX,FW,Mallorca,30,1994,22.9,32,2.1,3.28,15.6,13.4,4.98,31.9,1.14,0.39,34.6,0.66,57.7,14.6,63.9,20.8,1,0.52,0.44,2.4,1.14,24,4.5,Matches
398,Juan Musso,ar ARG,GK,Atlético Madrid,30,1994,2,30.5,29,30.5,0,0,0,30.5,0,0,,0,,21,112,78.5,0,0,0,0,0,15.5,0,Matches
399,Matija Nastasić,rs SRB,DF,Leganés,31,1993,23.4,48.2,8.12,27.3,20.3,0.64,0.3,48.2,0.04,0.04,100,0,0,21.3,87.7,44.9,0.04,0.04,0,0.21,0,26.8,0,Matches
400,Natan,br BRA,DF,Betis,23,2001,24.2,62.6,8.14,33.6,27.7,1.74,0.79,62.6,0.12,0.08,66.7,0,0,38.4,197.9,113.6,0.5,0.21,0,0.62,0.33,41.1,0.25,Matches
401,Pau Navarro,es ESP,DF,Villarreal,19,2005,10.2,65.5,5,27.7,31.7,6.47,0.2,65.5,0.69,0.29,42.9,0.39,57.1,31.6,116.7,55.7,0.29,0.29,0,0.39,0.39,39.5,0.69,Matches
402,Roberto Navarro,es ESP,"MF,FW",Mallorca,22,2002,14.2,48.1,1.13,7.89,22.3,19.6,2.96,48.1,4.72,2.46,52.2,1.48,31.3,29.9,195.6,99.2,3.17,3.24,0.7,3.31,2.39,31.1,5.99,Matches
403,Jesús Navas,es ESP,"FW,MF",Sevilla,38,1985,4.7,62.8,1.28,8.51,26.4,27.9,1.06,62.8,1.28,0.85,66.7,0.43,33.3,31.9,178.1,96.4,2.77,1.49,0.21,1.06,0.85,46.6,10.2,Matches
404,Yvan Neyou,cm CMR,MF,Leganés,27,1997,25.7,53.7,1.75,12.6,34.2,7.55,0.35,53.7,1.63,0.74,45.2,0.66,40.5,31.4,136,57.6,0.93,1.01,0.04,1.09,0.82,36.3,1.17,Matches
405,Tanguy Nianzou,fr FRA,DF,Sevilla,22,2002,5.8,64.8,8.45,35.3,27.9,1.9,1.03,64.8,0.52,0.52,100,0,0,35.7,159.3,70.3,0.69,0.52,0,0.52,0,45.3,0,Matches
406,Saúl Ñíguez,es ESP,MF,Sevilla,29,1994,17.3,52.3,2.02,11.9,27.9,13.1,2.83,52.3,1.62,0.69,42.9,0.75,46.4,22.3,113.9,47.9,0.75,0.87,0.17,1.5,0.75,31,2.25,Matches
407,Tamás Nikitscher,hu HUN,"MF,DF",Valladolid,24,1999,9.5,42.2,3.05,15.1,24.5,3.26,0.63,42.2,0.74,0.53,71.4,0.11,14.3,19.9,121.2,42.1,0.21,0.53,0,0.63,0.95,24.8,0.74,Matches
408,Adrian Niño,es ESP,FW,Atlético Madrid,20,2004,0.1,20,0,0,0,20,20,20,0,0,,0,,10,40,0,0,0,0,0,0,10,10,Matches
409,Hugo Novoa,es ESP,"DF,MF",Alavés,21,2003,2.6,38.5,3.08,10.4,16.2,12.7,0.38,38.5,3.85,1.15,30,2.31,60,19.2,186.2,73.5,2.69,1.15,0,2.31,0.77,18.1,3.85,Matches
410,Randy Nteka,ao ANG,FW,Rayo Vallecano,26,1997,12.5,29.3,1.92,3.6,11.8,14,3.2,29.3,1.2,0.4,33.3,0.64,53.3,12.7,48.8,16.2,0.8,0.24,0.4,2.56,1.36,19.3,3.52,Matches
411,Unai Núñez,es ESP,DF,Athletic Club,27,1997,7.2,57.6,7.64,27.6,30,0.42,0.28,57.6,0.42,0.28,66.7,0,0,31.3,153.9,76.9,0.28,0,0,0.83,0,34,0,Matches
412,Ørjan Nyland,no NOR,GK,Sevilla,33,1990,29.7,36,30.4,35.6,0.37,0,0,36,0,0,,0,,19.9,96.6,51.7,0,0,0,0,0,19.1,0,Matches
413,Allan Nyom,cm CMR,"DF,MF",Getafe,36,1988,9.9,44.7,2.12,11.9,21.9,11.1,1.52,44.7,0.91,0.4,44.4,0.51,55.6,20.8,81.7,38.5,0.51,0.91,0,1.62,0.4,23.7,2.12,Matches
414,Jan Oblak,si SVN,GK,Atlético Madrid,31,1993,36,27.9,25.9,27.9,0.03,0,0,27.9,0.06,0.06,100,0,0,15,73.7,43.9,0,0,0,0.03,0,9.89,0,Matches
415,Lucas Ocampos,ar ARG,FW,Sevilla,30,1994,1.9,60.5,0.53,5.79,31.6,23.7,2.63,60.5,4.21,1.05,25,2.63,62.5,33.2,198.4,96.3,2.63,2.11,0,2.63,1.58,44.2,10.5,Matches
416,Álvaro Odriozola,es ESP,DF,Real Sociedad,28,1995,0.5,70,2,22,30,20,0,70,0,0,,0,,42,158,84,0,2,0,6,2,44,0,Matches
417,Thiago Ojeda,ar ARG,MF,Villarreal,21,2003,0.1,110,10,20,50,40,0,110,0,0,,0,,50,420,340,10,10,0,10,0,70,0,Matches
418,Aingeru Olabarrieta,es ESP,FW,Athletic Club,18,2005,0.6,41.7,1.67,3.33,18.3,21.7,0,41.7,6.67,1.67,25,5,75,25,176.7,98.3,3.33,3.33,0,0,1.67,30,5,Matches
419,Olasagasti,es ESP,MF,Real Sociedad,23,2000,9.5,53.9,1.37,7.47,30.9,16.1,2.11,53.9,1.37,0.32,23.1,0.84,61.5,27.2,126.9,56.2,1.16,1.68,0.21,1.16,0.42,35.3,4.32,Matches
420,Brian Oliván,es ESP,DF,Espanyol,30,1994,11.3,47.8,2.39,13.9,20.6,13.4,0.71,47.8,0.35,0.09,25,0.27,75,21.9,101.9,64,1.86,0.88,0,0.88,0.09,26.5,5.04,Matches
421,Lucas Oliveira Rosa,br BRA,DF,Valladolid,24,2000,21,51.2,3.62,19.6,22,10.4,1,51.2,1.48,0.67,45.2,0.62,41.9,21.3,128.2,69.5,1.48,1.14,0.24,1.38,0.52,26.2,3.52,Matches
422,Dani Olmo,es ESP,"MF,FW",Barcelona,26,1998,13.5,59,1.33,4.74,26,28.9,5.7,58.9,3.33,1.7,51.1,1.26,37.8,37.4,183.5,101,2.44,2.59,0.52,2.59,1.93,49,7.19,Matches
423,Aimar Oroz,es ESP,MF,Osasuna,22,2001,33,43.4,0.39,5.27,20.7,18.4,2.21,43.4,3.06,1.48,48.5,1.27,41.6,27.7,168.6,82.7,2.24,2.21,0.52,1.76,1.67,31.5,4.3,Matches
424,Ángel Ortíz,es ESP,DF,Betis,20,2004,3.9,69.7,1.79,24.6,29.2,16.4,1.79,69.7,2.05,1.03,50,1.03,50,34.1,171.5,96.2,1.03,0.77,0.26,1.79,0.51,39.2,5.13,Matches
425,Gabriel Osei Misehouy,nl NED,"FW,MF",Girona,19,2005,2.9,44.1,0.34,1.72,21,22.1,2.41,44.1,3.79,2.41,63.6,1.38,36.4,34.5,206.6,78.6,1.72,1.72,0,2.41,2.41,36.9,7.59,Matches
426,David Otorbi,es ESP,MF,Valencia,16,2007,0.2,30,0,0,20,10,0,30,10,0,0,0,0,15,120,65,5,0,0,5,0,20,0,Matches
427,Jesús Owono,gq EQG,GK,Alavés,23,2001,5.4,32,26.7,32,0,0,0,32,0.19,0.19,100,0,0,16.3,75,52,0,0,0,0,0,14.1,0,Matches
428,Mikel Oyarzabal,es ESP,FW,Real Sociedad,27,1997,25,29.2,0.6,2.36,13.9,13,4.28,29,0.8,0.36,45,0.36,45,15.7,73.5,30.9,1.24,0.72,0.64,2.52,1.2,21.3,5.32,Matches
429,Cenk Özkacar,tr TUR,DF,Valladolid,23,2000,8.4,60.4,10.5,37.3,22.3,0.95,0.71,60.4,0,0,,0,,29,143.1,74.3,0.24,0.24,0,0.48,0.12,36.4,0,Matches
430,Jon Pacheco,es ESP,DF,Real Sociedad,23,2001,9.5,61.6,7.79,29.6,31.5,0.95,0.53,61.6,0.21,0.11,50,0.11,50,32.9,202.6,130.7,1.26,0.32,0.11,0.42,0,37.7,0,Matches
431,Alex Padilla,es ESP,GK,Athletic Club,20,2003,3.6,37.2,30.6,36.4,0.83,0,0,37.2,0,0,,0,,19.2,106.4,66.4,0,0,0,0,0,12.8,0,Matches
432,Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,29,1994,24,53.5,0.5,5,24.7,24.3,1.79,53.5,2.75,1.04,37.9,1.42,51.5,29.8,146.7,54.9,1.25,1.21,0.29,2.25,1.79,38,5.13,Matches
433,Aitor Paredes,es ESP,DF,Athletic Club,24,2000,20.1,57.4,6.32,31,25.8,0.75,0.55,57.4,0.05,0,0,0.05,100,29.7,149,80.3,0.2,0.15,0,0.35,0.05,35.2,0.1,Matches
434,Daniel Parejo,es ESP,MF,Villarreal,35,1989,25.3,68.5,3.56,17.8,39.1,11.9,0.47,68.4,0.47,0.32,66.7,0.12,25,35.5,143,64.7,0.75,1.15,0,0.67,0.51,47.4,1.03,Matches
435,Iago Parente,es ESP,DF,Valladolid,18,2006,0.8,50,2.5,25,23.8,1.25,0,50,0,0,,0,,40,152.5,76.3,0,0,0,0,0,40,1.25,Matches
436,Álvaro Pascual,es ESP,FW,Sevilla,22,2002,4.5,29.3,2,4,10.4,15.6,4.44,29.3,0.44,0.22,50,0.22,50,14.9,62.7,17.6,0.89,0.67,0.67,4.89,1.11,18.7,6,Matches
437,Alfonso Pedraza,es ESP,"DF,MF",Villarreal,28,1996,5.1,53.7,3.33,17.8,17.6,18.8,3.14,53.7,3.73,1.76,47.4,1.76,47.4,30.4,202.7,114.9,4.12,2.35,1.18,0.98,0.39,32.4,8.43,Matches
438,Pedri,es ESP,MF,Barcelona,21,2002,32,95.6,1.16,8.72,57,30.9,1.56,95.6,1.91,1.25,65.6,0.63,32.8,62.9,351.2,170.7,2.88,3.22,0.25,1.5,1.09,74.7,4.25,Matches
439,Adrià Pedrosa,es ESP,DF,Sevilla,26,1998,25.5,59.8,3.53,20.9,24.9,14.6,0.82,59.8,1.45,0.67,45.9,0.71,48.6,24.2,131.4,71.8,1.61,1.92,0.24,1.45,0.59,32.4,3.76,Matches
440,Pejiño,es ESP,FW,Las Palmas,28,1996,0.2,45,0,10,15,20,0,45,0,0,,0,,45,285,85,5,0,0,5,0,35,10,Matches
441,Andy Pelmard,fr FRA,DF,Las Palmas,24,2000,2.3,66.1,4.78,21.7,33.5,10.9,0,66.1,0.87,0.43,50,0,0,30.9,181.7,69.1,0.43,0.43,0,1.3,0,39.1,2.17,Matches
442,Iñaki Peña,es ESP,GK,Barcelona,25,1999,15.5,43,30.5,42,1.03,0,0,43,0,0,,0,,25.7,113.4,63.9,0,0,0,0,0,23.4,0,Matches
443,Rubén Peña,es ESP,"FW,DF",Osasuna,33,1991,8.6,48.6,1.51,7.44,19.2,22.3,2.09,48.6,3.14,1.16,37,1.63,51.9,25.5,124.3,62.3,2.09,1.28,0.47,2.91,1.4,29.8,6.63,Matches
444,Nicolas Pépé,ci CIV,"FW,MF",Villarreal,29,1995,16.7,50.4,1.2,6.71,15.9,28.6,5.33,50.4,3.83,1.62,42.2,1.74,45.3,31,219.5,118.3,4.55,2.4,1.8,3.11,1.2,37.2,9.52,Matches
445,Peque,es ESP,"MF,FW",Sevilla,21,2002,12.6,38.5,0.24,4.05,20.1,14.8,2.78,38.5,2.06,0.87,42.3,0.95,46.2,21.1,92.1,44.1,1.11,0.95,0.08,1.83,2.06,27.5,3.49,Matches
446,Ayoze Pérez,es ESP,FW,Villarreal,31,1993,21.9,32.2,0.32,3.01,13.5,16.2,6.21,32.2,3.56,1.55,43.6,1.64,46.2,19.6,118.7,66.3,2.69,1.42,1.51,2.83,1.55,23.5,5.66,Matches
447,Carles Pérez,es ESP,"MF,FW",Getafe,26,1998,15.9,34.7,1.01,4.65,12.5,18.3,2.77,34.7,3.14,1.32,42,1.7,54,18.7,138,59.9,1.95,2.08,0.57,2.33,1.26,20.6,4.84,Matches
448,Francisco Perez,es ESP,"FW,MF",Valencia,21,2002,6.3,51.9,0.79,7.94,20,24.4,2.54,51.9,3.49,1.27,36.4,2.22,63.6,31.4,228.6,104.4,3.81,1.75,0.63,2.7,2.22,36.5,11.3,Matches
449,Kike Pérez,es ESP,MF,Valladolid,27,1997,13.2,54.8,1.44,12.6,31.2,12,1.36,54.8,1.67,0.61,36.4,0.91,54.5,26.1,167.5,85.2,1.44,1.36,0.3,1.89,0.98,33.4,2.12,Matches
450,Luis Pérez,es ESP,DF,Valladolid,29,1995,28.4,50.8,3.1,17.3,22.2,11.8,0.32,50.8,0.74,0.42,57.1,0.25,33.3,20.6,96.8,48.9,1.44,0.81,0.11,0.99,0.18,27.9,4.12,Matches
451,Romain Perraud,fr FRA,DF,Betis,26,1997,22.2,63.9,2.79,19.9,25.5,19.1,1.26,63.9,1.58,0.5,31.4,0.81,51.4,34.5,173.2,84.7,2.3,1.13,0.45,1.49,0.63,37.9,4.77,Matches
452,Valentín Pezzolesi,es ESP,DF,Las Palmas,17,2007,0.1,60,10,50,0,10,0,60,0,0,,0,,20,40,20,0,0,0,0,0,10,0,Matches
453,Pica,es ESP,DF,Alavés,22,2002,5.5,47.8,6,24.5,21.8,1.45,0.91,47.8,0.18,0.18,100,0,0,22.5,132.4,90.2,0.55,0.36,0,0.36,0.18,24.2,0,Matches
454,Yeremi Pino,es ESP,"MF,FW",Villarreal,21,2002,21.5,45.9,1.4,7.86,16.6,22.2,4.84,45.9,2.7,1.16,43.1,1.16,43.1,26.3,129.3,65.9,1.95,1.21,0.98,2.42,1.07,31.1,9.91,Matches
455,Portu,es ESP,"FW,MF",Girona,32,1992,8.7,34.6,0.46,3.79,12.6,18.4,2.87,34.6,1.15,0.46,40,0.57,50,19.3,97.2,59.5,2.3,1.72,0.46,1.26,0.34,24.6,9.08,Matches
456,Beñat Prados,es ESP,MF,Athletic Club,23,2001,19.1,51.9,1.73,9.95,32.9,9.63,1.26,51.9,1.57,0.79,50,0.63,40,25.1,121,56.6,1.05,0.99,0.05,1.31,1.05,31.6,1.68,Matches
457,Abdón Prats,es ESP,"FW,MF",Mallorca,31,1992,5.1,28.6,1.18,2.94,14.9,10.8,4.9,28.4,0.59,0.2,33.3,0.39,66.7,15.1,42.2,8.04,0,0,0,3.33,2.35,20.4,2.75,Matches
458,Javi Puado,es ESP,"FW,MF",Espanyol,26,1998,33,29.8,0.82,4.24,13.7,12.5,3.09,29.7,1.85,0.64,34.4,1.06,57.4,18.9,137.2,59.4,2.21,1.45,0.67,2.15,1,21.3,3.42,Matches
459,Dani Raba,es ESP,"FW,MF",Leganés,28,1995,20.9,44.5,1.1,5.31,21.3,19,2.06,44.3,4.35,2.2,50.5,1.82,41.8,25,138.5,70.5,2.01,2.01,0.48,2.54,1.91,27.4,4.83,Matches
460,Arnau Rafús,es ESP,GK,Valladolid,21,2003,1,43,39,43,0,0,0,43,0,0,,0,,22,97,61,0,0,0,0,0,27,0,Matches
461,Antonio Raillo,es ESP,DF,Mallorca,32,1991,35.6,61.4,10.6,32,25.5,3.99,1.85,61.4,0.08,0.06,66.7,0.03,33.3,31.1,175,104.1,0.87,0.45,0,0.2,0.17,36,0.56,Matches
462,Benito Ramírez,es ESP,"DF,FW",Las Palmas,29,1995,5.3,76.6,3.02,16.4,31.9,29.2,1.7,76.6,2.83,0.57,20,1.7,60,39.8,222.5,109.4,2.64,3.77,0.19,1.89,1.13,47.4,11.7,Matches
