Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,#ERROR!,#ERROR!,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
389,Clément Lenglet,fr FRA,DF,Atlético Madrid,29,1995,23,"1,972",86,57.7,21.9,23,86,19,0,,10,2.39,42,18,24,1.1,0.23,41.3,17.3,24,1.09,0.65,Matches
390,Jiří Letáček,,GK,Getafe,25,1999,0,,,,,0,,0,0,,38,,,,,,,,,,,,Matches
391,Robert Lewandowski,pl POL,FW,Barcelona,35,1988,34,"2,667",78,78,29.6,32,82,15,2,27,2,2.24,73,27,46,1.55,-0.48,63.4,31.2,32.2,1.09,-0.98,Matches
392,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,24,1999,31,"1,552",50,45.4,17.2,21,58,1,10,33,5,1.94,30,10,20,1.16,0.29,32.4,13.3,19,1.1,0.52,Matches
393,Javier Llabrés,es ESP,FW,Mallorca,21,2002,1,57,57,1.7,0.6,1,57,0,0,,8,0,0,1,-1,-1.58,-1.36,0.8,0.3,0.5,0.8,1.03,Matches
394,Diego Llorente,es ESP,DF,Betis,30,1993,30,"2,519",84,73.7,28,29,86,26,1,12,1,1.6,36,32,4,0.14,-0.16,42.5,33.8,8.7,0.31,0.78,Matches
395,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,29,1995,33,"2,513",76,73.5,27.9,28,85,22,5,29,0,2,53,25,28,1,0.01,46.9,24.3,22.6,0.81,-0.05,Matches
396,Giovani Lo Celso,ar ARG,"MF,FW",Betis,28,1996,25,"1,457",58,42.6,16.2,15,78,7,10,29,0,1.4,22,20,2,0.12,-0.11,25,19.2,5.7,0.35,0.43,Matches
397,Luca Lohr,es ESP,DF,Getafe,21,2002,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
398,Enzo Loiodice,fr FRA,MF,Las Palmas,23,2000,17,684,40,20,7.6,7,74,3,10,17,19,0.76,4,18,-14,-1.84,-1.61,5.9,14.6,-8.8,-1.15,-0.44,Matches
399,Alberto López,es ESP,GK,Sevilla,20,2003,0,,,,,0,,0,0,,22,,,,,,,,,,,,Matches
400,Alberto López,es ESP,MF,Sevilla,19,2005,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
401,David López,es ESP,DF,Mallorca,21,2003,2,169,85,4.9,1.9,2,85,1,0,,15,0.5,0,1,-1,-0.53,-0.31,1.1,2.9,-1.8,-0.94,-0.76,Matches
402,David López,es ESP,DF,Girona,34,1989,29,"2,429",84,71,27,27,88,23,2,30,9,1.24,34,37,-3,-0.11,1.07,31.7,33.9,-2.2,-0.08,0.44,Matches
403,Diego López,es ESP,"MF,FW",Valencia,22,2002,38,"2,737",72,80,30.4,35,76,9,3,25,0,1.21,40,40,0,0,1.32,35.4,40.7,-5.3,-0.18,0.26,Matches
404,Fer López,,"FW,MF",Celta Vigo,,,17,671,39,19.6,7.5,7,66,1,10,21,3,1.65,12,8,4,0.54,0.6,13.1,8.6,4.5,0.6,0.39,Matches
405,Fermin López,es ESP,"MF,FW",Barcelona,21,2003,28,"1,252",45,36.6,13.9,12,69,4,16,27,3,2.32,31,15,16,1.15,-0.8,30.2,14.4,15.8,1.14,-0.26,Matches
406,Javi López,es ESP,DF,Real Sociedad,22,2002,29,"1,936",67,56.6,21.5,21,80,12,8,32,7,1.31,22,31,-9,-0.42,-0.3,24.4,26.8,-2.4,-0.11,-0.17,Matches
407,José López,es ESP,DF,Espanyol,18,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
408,Pau López,es ESP,GK,Girona,29,1994,1,45,45,1.3,0.5,0,,0,1,45,16,0,1,2,-1,-2,-1.6,0.9,2.1,-1.2,-2.34,-2.16,Matches
409,Roberto López,es ESP,MF,Leganés,24,2000,13,396,30,11.6,4.4,3,86,2,10,14,25,1,2,8,-6,-1.36,-1.04,3.5,7.7,-4.2,-0.97,-0.4,Matches
410,Unai López,es ESP,MF,Rayo Vallecano,28,1995,32,"1,707",53,49.9,19,23,65,2,9,23,1,1.56,21,21,0,0,0.21,19.4,26.1,-6.7,-0.35,-0.52,Matches
411,Iker Losada,es ESP,"FW,MF",Celta Vigo,22,2001,12,358,30,10.5,4,4,54,0,8,18,5,2,7,7,0,0,-0.06,6.3,5.6,0.6,0.16,-0.14,Matches
412,Iker Losada,es ESP,"MF,FW",Betis,22,2001,10,336,34,9.8,3.7,3,67,0,7,19,11,1.5,4,8,-4,-1.07,-1.39,5.5,6.1,-0.7,-0.18,-0.32,Matches
413,Pol Lozano,es ESP,MF,Espanyol,24,1999,30,"1,943",65,56.8,21.6,27,70,5,3,15,4,1.17,19,23,-4,-0.19,0.24,14.8,25.4,-10.6,-0.49,0.06,Matches
414,Sergio Lozano,es ESP,DF,Rayo Vallecano,18,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
415,José Luis Gayà,es ESP,DF,Valencia,29,1995,23,"1,803",78,52.7,20,22,81,13,1,25,1,1.48,28,26,2,0.1,0.77,25.3,21.5,3.8,0.19,0.88,Matches
416,Dodi Lukebakio,be BEL,FW,Sevilla,26,1997,38,"3,092",81,90.4,34.4,36,84,23,2,35,0,1.08,40,47,-7,-0.2,1.44,38.5,42,-3.5,-0.1,0.22,Matches
417,Carlos Lumbreras,es ESP,FW,Osasuna,19,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
418,Daniel Luna,co COL,MF,Mallorca,21,2003,2,20,10,0.6,0.2,0,,0,2,10,19,0,0,0,0,0,0.24,0.3,0.5,-0.2,-0.91,-0.71,Matches
419,Andriy Lunin,ua UKR,GK,Real Madrid,25,1999,7,630,90,18.4,7,7,90,7,0,,29,2.57,15,7,8,1.14,0.11,14,8.4,5.6,0.8,-0.06,Matches
420,Darwin Machís,ve VEN,"MF,FW",Valladolid,31,1993,18,639,36,18.7,7.1,7,55,0,11,23,12,0.22,5,17,-12,-1.69,-0.01,6,13,-7,-0.98,-0.14,Matches
421,Warren Madrigal,cr CRC,MF,Valencia,20,2004,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
422,Pablo Maffeo,es ESP,DF,Mallorca,27,1997,30,"2,368",79,69.2,26.3,28,84,19,2,14,2,1.27,23,28,-5,-0.19,0.15,29.5,28.8,0.7,0.03,0.77,Matches
423,Jon Magunazelaia,es ESP,MF,Real Sociedad,23,2001,2,7,4,0.2,0.1,0,,0,2,4,14,3,1,0,1,12.86,13.17,0.9,0.1,0.8,10.11,10.17,Matches
424,Giorgi Mamardashvili,ge GEO,GK,Valencia,23,2000,34,"3,060",90,89.5,34,34,90,34,0,,0,1.29,40,48,-8,-0.24,0.26,37.6,44.9,-7.3,-0.21,0.12,Matches
425,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,30,1994,19,941,50,27.5,10.5,10,76,6,9,20,19,1.74,15,12,3,0.29,-0.98,11.8,12.4,-0.7,-0.07,-1.22,Matches
426,Javier Manquillo,es ESP,DF,Celta Vigo,30,1994,10,515,52,15.1,5.7,7,63,0,3,26,5,1,8,11,-3,-0.52,-0.68,8,6.8,1.2,0.21,-0.09,Matches
427,Marcão,br BRA,DF,Sevilla,28,1996,12,552,46,16.1,6.1,6,85,3,6,7,22,1.08,6,17,-11,-1.79,-1.73,7,10.6,-3.5,-0.58,-0.54,Matches
428,Alex Marchal,es ESP,MF,Real Sociedad,16,2007,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
429,Óscar de Marcos,es ESP,DF,Athletic Club,35,1989,26,"1,564",60,45.7,17.4,17,84,11,9,15,11,2.04,35,11,24,1.38,1.33,31.4,13.7,17.6,1.01,1.13,Matches
430,Alberto Marí,es ESP,FW,Valencia,23,2001,1,7,7,0.2,0.1,0,,0,1,7,2,0,0,0,0,0,0.26,0.1,0,0.1,1.07,1.3,Matches
431,José María Giménez,uy URU,DF,Atlético Madrid,29,1995,27,"1,999",74,58.5,22.2,20,88,19,7,34,7,1.89,41,20,21,0.95,-0.13,32.2,18.5,13.7,0.61,-0.5,Matches
432,Arkaitz Mariezkurrena,es ESP,"FW,MF",Real Sociedad,19,2005,9,241,27,7,2.7,1,70,0,8,21,5,0.78,2,4,-2,-0.75,-0.49,2,5.3,-3.3,-1.24,-1.29,Matches
433,Pablo Marín,es ESP,MF,Real Sociedad,21,2003,23,"1,239",54,36.2,13.8,14,79,8,9,15,11,1.17,12,22,-10,-0.73,-0.69,15.3,18.3,-3.1,-0.22,-0.29,Matches
434,Mika Mármol,es ESP,DF,Las Palmas,23,2001,30,"2,399",80,70.1,26.7,27,87,24,3,20,3,0.83,29,44,-15,-0.56,-0.03,26.8,46.6,-19.8,-0.74,0.19,Matches
435,Mario Maroto,es ESP,MF,Valladolid,20,2003,2,64,32,1.9,0.7,0,,0,2,32,7,0,1,1,0,0,1.72,0.5,1.1,-0.6,-0.82,0.05,Matches
436,Unai Marrero,es ESP,GK,Real Sociedad,22,2001,2,180,90,5.3,2,2,90,2,0,,36,0,0,3,-3,-1.5,-1.28,1.5,3.1,-1.7,-0.83,-0.84,Matches
437,Carlos Martín,es ESP,"FW,MF",Alavés,22,2002,26,"1,333",51,39,14.8,16,66,1,10,27,10,1.08,11,14,-3,-0.2,0.1,14.8,19.2,-4.3,-0.29,-0.3,Matches
438,Diego Martín,es ESP,FW,Las Palmas,20,2003,2,40,20,1.2,0.4,0,,0,2,20,1,0,0,2,-2,-4.5,-3.99,0.1,1.7,-1.6,-3.55,-2.78,Matches
439,Gerard Martín,es ESP,DF,Barcelona,22,2002,28,"1,038",37,30.4,11.5,11,70,4,17,16,10,2.54,37,15,22,1.91,0.36,27.8,13.9,13.9,1.21,-0.14,Matches
440,Iván Martín,es ESP,MF,Girona,25,1999,32,"2,039",64,59.6,22.7,24,76,10,8,26,1,1.09,22,36,-14,-0.62,-0.49,24.9,32.9,-8,-0.35,-0.36,Matches
441,Jon Martin,es ESP,DF,Real Sociedad,18,2006,13,904,70,26.4,10,6,90,6,7,52,24,0.69,6,19,-13,-1.29,-1.37,8.2,14.4,-6.2,-0.62,-0.79,Matches
442,Mario Martín,es ESP,MF,Valladolid,20,2004,30,"1,748",58,51.1,19.4,20,76,7,10,23,3,0.37,13,48,-35,-1.8,-0.24,17.7,32.1,-14.5,-0.74,0.25,Matches
443,Arnau Martinez,es ESP,"DF,MF",Girona,21,2003,32,"2,624",82,76.7,29.2,30,87,24,2,4,5,1.16,32,45,-13,-0.45,-0.11,31.3,39.1,-7.8,-0.27,-0.25,Matches
444,Joaquín Martínez Gauna,es ESP,FW,Sevilla,21,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
445,Iñigo Martínez,es ESP,DF,Barcelona,33,1991,28,"2,490",89,72.8,27.7,28,89,25,0,,6,2.32,75,31,44,1.59,-0.25,70.2,32.8,37.4,1.35,0.18,Matches
446,Javi Martínez,es ESP,MF,Osasuna,24,1999,1,6,6,0.2,0.1,0,,0,1,6,14,0,0,1,-1,-15,-14.92,0,0.9,-0.9,-13.09,-12.86,Matches
447,Ramón Martínez,es ESP,DF,Sevilla,21,2002,5,261,52,7.6,2.9,2,90,2,3,27,13,1.4,5,4,1,0.34,0.74,5.2,2.3,2.8,0.98,1.2,Matches
448,Raúl Martínez,es ESP,MF,Girona,22,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
449,Toni Martínez,es ESP,FW,Alavés,27,1997,28,"1,012",36,29.6,11.2,9,71,2,19,19,8,1,12,17,-5,-0.44,-0.26,12.9,14.9,-2,-0.17,-0.09,Matches
450,Javi Martón,es ESP,"FW,MF",Athletic Club,25,1999,3,53,18,1.5,0.6,0,,0,3,18,12,1.67,1,0,1,1.7,1.06,1.6,0.4,1.3,2.18,1.8,Matches
451,Marvin,es ESP,"DF,FW",Las Palmas,24,2000,23,"1,038",45,30.4,11.5,9,75,4,14,26,1,0.87,15,18,-3,-0.26,0.42,11.7,20.9,-9.2,-0.79,0.01,Matches
452,Omar Mascarell,gq EQG,MF,Mallorca,31,1993,32,"1,992",62,58.2,22.1,21,83,12,11,22,5,1.47,22,29,-7,-0.32,-0.19,24.4,28.4,-4,-0.18,0.08,Matches
453,Jaime Mata,es ESP,"FW,MF",Las Palmas,35,1988,30,656,22,19.2,7.3,4,69,0,26,15,6,0.84,10,11,-1,-0.14,0.51,11.1,10.7,0.4,0.05,1.06,Matches
454,Borja Mayoral,es ESP,FW,Getafe,27,1997,24,"1,114",46,32.6,12.4,7,86,4,17,30,1,1.25,17,16,1,0.08,0.31,13.8,17.3,-3.6,-0.29,-0.06,Matches
455,Kylian Mbappé,fr FRA,FW,Real Madrid,25,1998,34,"2,907",86,85,32.3,34,86,22,0,,0,2.24,68,32,36,1.11,0.41,69,35.2,33.8,1.05,1.27,Matches
456,Oliver McBurnie,sct SCO,FW,Las Palmas,28,1996,34,"1,837",54,53.7,20.4,20,77,8,14,21,4,0.68,21,37,-16,-0.78,-0.5,20.8,36.1,-15.3,-0.75,0.11,Matches
457,Scott McKenna,sct SCO,DF,Las Palmas,27,1996,29,"2,466",85,72.1,27.4,28,87,26,1,22,1,1.07,33,43,-10,-0.36,0.67,26.6,49.2,-22.6,-0.83,-0.08,Matches
458,Djordjije Medenica,es ESP,GK,Getafe,17,2006,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
459,Mateo Mejía,es ESP,FW,Sevilla,21,2003,1,11,11,0.3,0.1,0,,0,1,11,3,1,1,0,1,8.18,8.55,0.7,0,0.7,5.55,5.69,Matches
460,Arthur Melo,br BRA,MF,Girona,27,1996,15,941,63,27.5,10.5,10,79,4,5,30,0,0.67,8,13,-5,-0.48,-0.08,9,12.6,-3.6,-0.34,-0.19,Matches
461,Brais Méndez,es ESP,MF,Real Sociedad,27,1997,27,"1,531",57,44.8,17,19,71,4,8,23,5,1.3,19,16,3,0.18,0.84,22.1,17,5.1,0.3,0.61,Matches
462,Diego Méndez,es ESP,MF,Rayo Vallecano,20,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
463,Ferland Mendy,fr FRA,DF,Real Madrid,29,1995,14,"1,005",72,29.4,11.2,12,80,5,2,21,11,1.93,16,13,3,0.27,-1.11,14.8,14.3,0.6,0.05,-1.14,Matches
464,Nobel Mendy,fr FRA,DF,Betis,19,2004,2,108,54,3.2,1.2,1,90,1,1,18,11,0.5,1,5,-4,-3.33,-3.63,1.1,5.1,-4,-3.36,-3.58,Matches
465,Víctor Meseguer,es ESP,MF,Valladolid,25,1999,14,418,30,12.2,4.6,2,74,1,12,23,4,0.86,2,8,-6,-1.29,0.45,3.6,9.2,-5.6,-1.2,-0.37,Matches
466,Sergio Mestre,es ESP,GK,Real Madrid,19,2005,0,,,,,0,,0,0,,21,,,,,,,,,,,,Matches
467,Miguel,es ESP,FW,Leganés,24,1999,34,"1,724",51,50.4,19.2,17,80,5,17,21,3,1.12,18,25,-7,-0.37,0.17,18.3,29.6,-11.4,-0.59,0.04,Matches
468,Éder Militão,br BRA,DF,Real Madrid,26,1998,12,938,78,27.4,10.4,11,83,9,1,20,0,2.25,20,9,11,1.06,0,18.6,11,7.6,0.73,-0.17,Matches
469,Luis Milla,es ESP,MF,Getafe,29,1994,33,"2,875",87,84.1,31.9,32,89,28,1,35,0,1.06,25,34,-9,-0.28,-0.94,30.9,38.8,-7.9,-0.25,0.01,Matches
470,Pere Milla,es ESP,"MF,FW",Espanyol,31,1992,20,456,23,13.3,5.1,1,56,0,19,21,17,1.1,6,7,-1,-0.2,0.11,5.6,6,-0.5,-0.09,0.48,Matches
471,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,25,1999,34,"2,729",80,79.8,30.3,31,83,20,3,48,0,1.56,50,47,3,0.1,0.23,46.8,35.6,11.2,0.37,0.41,Matches
472,Kim Minsu,kr KOR,"MF,FW",Girona,18,2006,3,22,7,0.6,0.2,0,,0,3,7,2,1,0,0,0,0,0.42,0.3,0,0.2,0.96,1.17,Matches
473,Bojan Miovski,mk MKD,FW,Girona,25,1999,17,869,51,25.4,9.7,12,67,1,5,14,13,1.12,11,18,-7,-0.72,-0.41,8.8,11.6,-2.8,-0.29,-0.11,Matches
474,Rafa Mir,es ESP,"FW,MF",Valencia,27,1997,20,753,38,22,8.4,5,74,0,15,25,3,1.1,10,9,1,0.12,0.49,9.9,12.1,-2.3,-0.27,-0.06,Matches
475,Luka Modrić,hr CRO,MF,Real Madrid,38,1985,35,"1,827",52,53.4,20.3,17,84,8,18,22,2,2.14,42,21,21,1.03,-0.04,42.6,23.5,19.1,0.94,0.18,Matches
476,Johan Mojica,co COL,DF,Mallorca,31,1992,36,"2,755",77,80.6,30.6,30,88,26,6,18,1,1.31,30,38,-8,-0.26,-0.13,32,37.6,-5.7,-0.19,0.14,Matches
477,Horaţiu Moldovan,ro ROU,GK,Atlético Madrid,26,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
478,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,20,2003,35,"2,714",78,79.4,30.2,32,81,16,3,40,1,0.83,35,48,-13,-0.43,0.59,31.1,50.5,-19.4,-0.64,0.77,Matches
479,Nahuel Molina,ar ARG,DF,Atlético Madrid,26,1998,30,"1,590",53,46.5,17.7,17,74,9,13,26,6,1.9,19,11,8,0.45,-1.02,22.8,17.8,5,0.28,-1.01,Matches
480,Jon Moncayola,es ESP,MF,Osasuna,26,1998,32,"2,099",66,61.4,23.3,26,74,6,6,28,1,1.34,32,29,3,0.13,0.61,26,32.6,-6.6,-0.28,-0.07,Matches
481,Gonzalo Montiel,ar ARG,"DF,MF",Sevilla,27,1997,6,113,19,3.3,1.3,1,85,0,5,6,11,1.5,2,3,-1,-0.8,-0.47,1.6,1.8,-0.2,-0.16,-0.04,Matches
482,Joni Montiel,es ESP,MF,Rayo Vallecano,25,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
483,Israel Mora,,,Las Palmas,,,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
484,Gerard Moreno,es ESP,FW,Villarreal,32,1992,17,721,42,21.1,8,6,67,1,11,29,4,1.76,17,10,7,0.87,0.44,19.3,7.8,11.5,1.44,1.14,Matches
485,Xavier Moreno,es ESP,FW,Valladolid,19,2004,1,45,45,1.3,0.5,1,45,0,0,,1,0,0,1,-1,-2,-0.32,0.7,1.2,-0.5,-0.94,-0.07,Matches
486,Mateu Morey,es ESP,DF,Mallorca,24,2000,16,741,46,21.7,8.2,8,80,3,8,12,17,1.18,6,14,-8,-0.97,-0.94,5.2,15.7,-10.5,-1.28,-1.36,Matches
487,Ilaix Moriba,gn GUI,MF,Celta Vigo,21,2003,33,"2,132",65,62.3,23.7,22,83,13,11,28,3,1.3,37,34,3,0.13,0.2,32.5,28.1,4.5,0.19,-0.26,Matches
488,Manu Morlanes,es ESP,MF,Mallorca,25,1999,23,"1,338",58,39.1,14.9,15,80,5,8,17,2,1.3,15,15,0,0,0.39,15.3,15.8,-0.5,-0.03,0.29,Matches
489,Raúl Moro,es ESP,"MF,FW",Valladolid,21,2002,33,"2,341",71,68.5,26,26,81,15,7,34,0,0.48,19,53,-34,-1.31,1.2,26.7,43.4,-16.6,-0.64,0.72,Matches
490,Morro,es ESP,GK,Rayo Vallecano,23,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
491,Cristhian Mosquera,es ESP,DF,Valencia,20,2004,37,"3,319",90,97,36.9,37,90,36,0,,0,1.24,43,47,-4,-0.11,5.24,41.4,47.2,-5.8,-0.16,2.33,Matches
492,Santiago Mouriño,uy URU,DF,Alavés,22,2002,25,"1,849",74,54.1,20.5,20,87,18,5,23,7,1.12,18,22,-4,-0.19,0.15,21.7,26.1,-4.4,-0.21,-0.22,Matches
493,Abdul Mumin,gh GHA,DF,Rayo Vallecano,26,1998,24,"2,017",84,59,22.4,24,84,21,0,,0,1.46,24,21,3,0.13,0.58,26.6,25.1,1.5,0.06,0.39,Matches
494,Aihen Muñoz,es ESP,DF,Real Sociedad,26,1997,21,"1,098",52,32.1,12.2,13,72,6,8,21,14,1.1,10,13,-3,-0.25,0.06,12.3,14.6,-2.4,-0.19,-0.23,Matches
495,Álex Muñoz,es ESP,DF,Las Palmas,30,1994,21,"1,415",67,41.4,15.7,18,76,9,3,18,16,0.9,15,29,-14,-0.89,-0.58,12.7,29.5,-16.8,-1.07,-0.46,Matches
496,Egoitz Muñoz,es ESP,DF,Alavés,19,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
497,Iker Muñoz,es ESP,MF,Osasuna,21,2002,23,610,27,17.8,6.8,4,59,1,19,20,5,1.43,10,12,-2,-0.3,-0.23,9.4,12.3,-3,-0.44,-0.22,Matches
498,Javier Muñoz,es ESP,"MF,DF",Las Palmas,29,1995,35,"2,588",74,75.7,28.8,28,86,20,7,27,1,0.91,32,49,-17,-0.59,-0.16,27.7,50.8,-23.1,-0.8,0,Matches
499,Víctor Muñoz,es ESP,"FW,DF",Real Madrid,21,2003,2,36,18,1.1,0.4,0,,0,2,18,2,1.5,2,0,2,5,3.99,1.8,0.6,1.2,3.07,2.24,Matches
500,Vedat Muriqi,xk KVX,FW,Mallorca,30,1994,29,"2,058",71,60.2,22.9,24,80,10,5,28,0,1.1,20,30,-10,-0.44,-0.5,22.2,27.7,-5.5,-0.24,-0.08,Matches
501,Juan Musso,ar ARG,GK,Atlético Madrid,30,1994,2,180,90,5.3,2,2,90,2,0,,34,3,5,0,5,2.5,1.58,4.4,0.3,4.1,2.04,1.28,Matches
502,Matija Nastasić,rs SRB,DF,Leganés,31,1993,26,"2,110",81,61.7,23.4,24,85,20,2,39,4,0.96,25,41,-16,-0.68,-0.61,22.8,40.7,-17.9,-0.76,-0.38,Matches
503,Natan,br BRA,DF,Betis,23,2001,31,"2,175",70,63.6,24.2,23,90,23,8,13,5,1.55,36,36,0,0,-0.51,31.8,32.3,-0.5,-0.02,-0.34,Matches
504,Pau Navarro,es ESP,DF,Villarreal,19,2005,17,916,54,26.8,10.2,8,74,3,9,36,21,2.24,28,16,12,1.18,0.89,18.7,12.9,5.8,0.57,0.05,Matches
505,Roberto Navarro,es ESP,"MF,FW",Mallorca,22,2002,23,"1,278",56,37.4,14.2,15,71,0,8,27,2,1.48,13,13,0,0,0.38,16.5,14.2,2.3,0.16,0.6,Matches
506,Jesús Navas,es ESP,"FW,MF",Sevilla,38,1985,15,424,28,12.4,4.7,3,66,0,12,19,3,1.47,5,6,-1,-0.21,0.15,6.9,6.2,0.6,0.13,0.29,Matches
507,Yvan Neyou,cm CMR,MF,Leganés,27,1997,30,"2,312",77,67.6,25.7,27,83,15,3,26,1,0.9,25,36,-11,-0.43,0.06,23.5,42.3,-18.8,-0.73,-0.36,Matches
508,Tanguy Nianzou,fr FRA,DF,Sevilla,22,2002,6,518,86,15.1,5.8,6,86,4,0,,4,1.83,7,5,2,0.35,0.81,6.9,7,-0.1,-0.02,0.12,Matches
509,Saúl Ñíguez,es ESP,MF,Sevilla,29,1994,24,"1,553",65,45.4,17.3,17,80,8,7,27,2,1,14,20,-6,-0.35,-0.01,17.7,18.7,-1,-0.06,0.12,Matches
510,Tamás Nikitscher,hu HUN,"MF,DF",Valladolid,24,1999,13,858,66,25.1,9.5,9,86,8,4,20,4,0.08,3,25,-22,-2.31,-0.83,8.4,16.9,-8.5,-0.9,-0.04,Matches
511,Adrian Niño,es ESP,FW,Atlético Madrid,20,2004,1,12,12,0.4,0.1,0,,0,1,12,0,0,0,0,0,0,-1,1.3,0,1.3,10.1,9.31,Matches
512,Hugo Novoa,es ESP,"DF,MF",Alavés,21,2003,5,237,47,6.9,2.6,2,90,2,3,19,20,1.2,4,6,-2,-0.76,-0.53,4.6,3.3,1.3,0.48,0.63,Matches
513,Randy Nteka,ao ANG,FW,Rayo Vallecano,26,1997,24,"1,129",47,33,12.5,16,62,0,8,17,9,1.17,10,15,-5,-0.4,-0.44,12.3,17.7,-5.4,-0.43,-0.5,Matches
514,Lucas Núñez,es ESP,MF,Valencia,18,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
515,Unai Núñez,es ESP,DF,Athletic Club,27,1997,10,645,65,18.9,7.2,7,85,5,3,18,23,1.6,9,5,4,0.56,-0.12,8.5,7.4,1.1,0.15,-0.31,Matches
516,Ørjan Nyland,no NOR,GK,Sevilla,33,1990,30,"2,673",89,78.2,29.7,30,89,29,0,,4,1.13,32,39,-7,-0.24,0.49,34.3,36.5,-2.2,-0.07,0.23,Matches
517,Allan Nyom,cm CMR,"DF,MF",Getafe,36,1988,20,887,44,25.9,9.9,10,75,5,10,13,2,0.95,8,12,-4,-0.41,-0.37,7.1,11.5,-4.4,-0.45,-0.27,Matches
518,Jan Oblak,si SVN,GK,Atlético Madrid,31,1993,36,"3,240",90,94.7,36,36,90,36,0,,0,1.94,63,30,33,0.92,-1.58,60.2,33.1,27.1,0.75,-1.28,Matches
519,Lucas Ocampos,ar ARG,FW,Sevilla,30,1994,2,175,88,5.1,1.9,2,88,1,0,,0,0.5,3,3,0,0,0.36,2.8,2,0.7,0.37,0.52,Matches
520,Álvaro Odriozola,es ESP,DF,Real Sociedad,28,1995,2,43,22,1.3,0.5,0,,0,2,22,17,0,0,0,0,0,0.29,0.3,0.4,-0.1,-0.27,-0.24,Matches
521,Sixtus Ogbuehi,ng NGA,FW,Osasuna,21,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
522,Thiago Ojeda,ar ARG,MF,Villarreal,21,2003,1,8,8,0.2,0.1,0,,0,1,8,3,1,0,0,0,0,-0.53,0.3,0,0.3,3.39,2.86,Matches
523,Aingeru Olabarrieta,es ESP,FW,Athletic Club,18,2005,1,54,54,1.6,0.6,1,54,0,0,,2,3,0,0,0,0,-0.67,0.2,0.3,-0.2,-0.32,-0.73,Matches
524,Olasagasti,es ESP,MF,Real Sociedad,23,2000,22,857,39,25.1,9.5,7,66,0,15,26,16,1.41,12,8,4,0.42,0.95,9.3,9.7,-0.3,-0.04,0,Matches
525,Brian Oliván,es ESP,DF,Espanyol,30,1994,17,"1,017",60,29.7,11.3,12,75,7,5,23,8,1,12,16,-4,-0.35,-0.09,9.5,14.2,-4.7,-0.41,0.14,Matches
526,Lucas Oliveira Rosa,br BRA,DF,Valladolid,24,2000,21,"1,890",90,55.3,21,21,90,21,0,,0,0.57,12,45,-33,-1.57,0.25,16.8,38.4,-21.6,-1.03,-0.36,Matches
527,Alexis Olmedo,es ESP,DF,Barcelona,18,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
528,Dani Olmo,es ESP,"MF,FW",Barcelona,26,1998,25,"1,212",48,35.4,13.5,13,66,0,12,30,2,2.28,40,10,30,2.23,0.88,36.5,16.4,20.1,1.49,0.29,Matches
529,Aimar Oroz,es ESP,MF,Osasuna,22,2001,37,"2,966",80,86.7,33,35,83,16,2,29,0,1.41,47,40,7,0.21,2.39,40,44.1,-4.1,-0.12,0.98,Matches
530,Ángel Ortíz,es ESP,DF,Betis,20,2004,5,353,71,10.3,3.9,4,86,3,1,9,2,1.4,8,6,2,0.51,0.36,5,5.8,-0.8,-0.2,-0.34,Matches
531,Eneko Ortiz,es ESP,MF,Alavés,21,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
532,Pedro Ortiz,es ESP,MF,Sevilla,23,2000,0,,,,,0,,0,0,,15,,,,,,,,,,,,Matches
533,Asier Osambela,es ESP,MF,Osasuna,20,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
534,Gabriel Osei Misehouy,nl NED,"FW,MF",Girona,19,2005,9,257,29,7.5,2.9,1,90,1,8,21,19,0.56,2,3,-1,-0.35,0.08,4.5,3.6,0.9,0.31,0.56,Matches
