Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
507,Jorge Sáenz,es ESP,DF,Leganés,27,1996,18.8,1181,153,643,528,16,12,1181,7,4,57.1,2,28.6,579,2331,1292,5,1,0,6,1,687,2,Matches
508,Jan Salas,es ESP,"MF,FW",Mallorca,18,2005,0.5,32,1,10,13,9,0,32,0,0,,0,,13,83,69,1,1,0,1,0,21,4,Matches
509,Kike Salas,es ESP,DF,Sevilla,22,2002,24.9,1710,177,883,707,129,27,1710,5,3,60,2,40,717,2745,1430,7,3,0,11,2,1022,18,Matches
510,Albert Sambi Lokonga,be BEL,MF,Sevilla,24,1999,16.3,1018,42,262,596,162,17,1018,10,4,40,4,40,533,2948,1640,24,14,1,19,13,746,20,Matches
511,Chuky san jose,es ESP,MF,Valladolid,20,2004,8.1,232,5,37,107,89,12,232,9,4,44.4,5,55.6,107,481,251,6,5,1,14,5,145,27,Matches
512,Oihan Sancet,es ESP,MF,Athletic Club,24,2000,18,767,9,61,378,345,68,764,50,24,48,21,42,464,2996,1662,52,39,8,56,45,610,115,Matches
513,Antonio Sánchez,es ESP,"MF,DF",Mallorca,27,1997,15.5,729,35,211,333,201,20,729,25,14,56,8,32,367,1900,780,18,14,7,26,7,404,53,Matches
514,Iván Sánchez,es ESP,"MF,FW",Valladolid,31,1992,15.6,755,12,127,331,308,22,755,49,28,57.1,10,20.4,467,3520,2016,60,34,11,24,21,520,93,Matches
515,Javi Sánchez,es ESP,DF,Valladolid,27,1997,22.5,1387,228,934,424,32,11,1387,2,2,100,0,0,720,3293,1625,4,3,0,8,1,968,4,Matches
516,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,20,2003,19.1,884,22,204,413,279,31,884,28,11,39.3,16,57.1,427,2330,1394,44,23,8,24,12,558,83,Matches
517,Manu Sánchez,es ESP,DF,Alavés,23,2000,29.3,1477,71,431,615,443,29,1477,37,8,21.6,24,64.9,562,3141,1592,47,27,5,39,20,627,97,Matches
518,Maroan Sannadi,es ESP,FW,Athletic Club,23,2001,8.4,282,2,12,128,145,44,282,30,14,46.7,13,43.3,198,1096,512,21,7,9,41,18,237,67,Matches
519,Jesús Santiago,es ESP,MF,Getafe,20,2004,4.1,184,7,40,109,37,4,184,7,1,14.3,6,85.7,97,490,239,4,5,0,8,0,97,4,Matches
520,Aleksandar Sedlar,rs SRB,DF,Alavés,32,1991,6.6,296,27,138,156,3,2,296,1,0,0,1,100,141,793,489,2,2,0,0,0,156,1,Matches
521,Sergi,es ESP,DF,Leganés,32,1992,32.9,1875,243,1054,790,35,22,1875,5,4,80,0,0,977,4046,2161,3,3,0,7,2,1199,2,Matches
522,Nicolás Serrano,es ESP,FW,Athletic Club,21,2003,1.2,68,1,7,19,42,4,68,9,3,33.3,6,66.7,27,163,65,2,1,1,1,3,44,18,Matches
523,Fábio Silva,pt POR,FW,Las Palmas,22,2002,20.7,706,32,69,311,335,101,703,53,21,39.6,29,54.7,330,1969,810,30,11,21,58,30,491,119,Matches
524,Rui Silva,pt POR,GK,Betis,30,1994,15,553,412,552,1,0,0,553,0,0,,0,,334,1482,710,0,0,0,1,0,277,0,Matches
525,Giuliano Simeone,ar ARG,MF,Atlético Madrid,21,2002,21.4,1034,20,173,416,461,87,1034,68,30,44.1,33,48.5,652,3555,1783,69,42,24,55,20,748,189,Matches
526,Unai Simón,es ESP,GK,Athletic Club,27,1997,21,704,516,698,7,0,0,704,0,0,,0,,397,2064,1133,0,0,0,1,1,328,0,Matches
527,Daley Sinkgraven,nl NED,DF,Las Palmas,29,1995,1,77,4,22,35,20,1,77,1,1,100,0,0,46,262,95,2,2,1,1,1,50,7,Matches
528,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,28,1995,6.8,551,56,214,306,34,8,551,4,3,75,1,25,369,1861,1091,10,10,2,1,5,414,3,Matches
529,Antonio Sivera,es ESP,GK,Alavés,27,1996,31.2,1045,762,1021,25,0,0,1045,0,0,,0,,482,3054,2180,0,0,0,0,0,339,0,Matches
530,Justin Smith,ca CAN,MF,Espanyol,21,2003,2.3,95,3,33,53,12,0,95,3,1,33.3,2,66.7,41,340,132,4,3,0,4,1,49,7,Matches
531,Alex Sola,es ESP,"MF,FW",Getafe,25,1999,11.4,446,8,63,166,225,35,446,61,21,34.4,35,57.4,265,1570,631,24,12,10,54,21,302,61,Matches
532,Arnau Solà,es ESP,MF,Villarreal,21,2003,0.1,3,0,2,0,1,0,3,0,0,,0,,1,0,0,0,0,0,0,0,2,0,Matches
533,Jhon Solis,co COL,MF,Girona,19,2004,5.9,364,11,67,231,69,6,364,12,5,41.7,6,50,229,1305,557,9,10,1,9,10,274,15,Matches
534,David Soria,es ESP,GK,Getafe,31,1993,38,1118,882,1098,20,0,0,1118,0,0,,0,,459,2883,1988,0,0,0,3,0,286,0,Matches
535,Juan Soriano,es ESP,GK,Leganés,26,1997,6,199,173,199,0,0,0,199,0,0,,0,,90,447,281,0,0,0,0,0,59,0,Matches
536,Hugo Sotelo,es ESP,MF,Celta Vigo,20,2003,13.9,1097,17,177,706,226,10,1097,20,8,40,9,45,656,3170,1326,21,18,2,11,12,860,38,Matches
537,Djibril Sow,ch SUI,MF,Sevilla,27,1997,22.9,1197,35,277,709,219,32,1197,25,10,40,11,44,604,3061,1370,23,16,3,36,9,827,50,Matches
538,Carl Starfelt,se SWE,DF,Celta Vigo,29,1995,25.2,1901,265,963,915,29,11,1901,1,1,100,0,0,1104,4606,2548,11,5,1,9,0,1337,1,Matches
539,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,19,2004,10.5,285,9,25,127,134,37,285,8,2,25,5,62.5,122,462,154,6,2,5,17,11,207,50,Matches
540,Stoichkov,es ESP,"MF,FW",Alavés,30,1993,7.8,304,6,39,135,135,28,304,18,6,33.3,9,50,179,938,377,9,5,3,20,7,194,41,Matches
541,Cristhian Stuani,uy URU,FW,Girona,37,1986,12,256,10,32,107,118,55,253,5,2,40,2,40,96,292,83,2,0,2,24,7,156,36,Matches
542,Álex Suárez,es ESP,DF,Las Palmas,31,1993,27.3,1609,225,877,684,53,19,1609,2,0,0,2,100,816,3700,1912,6,4,0,12,1,1020,3,Matches
543,Denis Suárez,es ESP,MF,Villarreal,30,1994,6.8,358,5,70,147,143,23,358,17,10,58.8,5,29.4,197,1368,807,27,18,5,13,8,257,24,Matches
544,Luka Sučić,hr CRO,MF,Real Sociedad,21,2002,19.9,1094,20,146,623,339,32,1094,53,25,47.2,24,45.3,666,3752,1594,30,34,5,33,16,779,56,Matches
545,Suso,es ESP,"FW,MF",Sevilla,30,1993,6.7,463,1,53,159,257,15,463,32,14,43.8,16,50,280,1526,769,20,22,2,9,15,334,74,Matches
546,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,20,2004,15,562,6,53,222,293,72,562,44,10,22.7,29,65.9,351,2103,1032,34,21,18,50,16,412,116,Matches
547,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,30,1994,17.6,431,14,44,226,163,37,427,17,5,29.4,8,47.1,188,873,399,15,8,6,43,20,284,52,Matches
548,Wojciech Szczęsny,pl POL,GK,Barcelona,34,1990,15,492,370,482,10,0,0,492,1,1,100,0,0,286,1121,509,0,0,0,0,0,274,0,Matches
549,Alexander Sørloth,no NOR,FW,Atlético Madrid,28,1995,17.4,602,29,58,276,276,116,601,37,14,37.8,22,59.5,323,1713,787,32,13,15,63,32,454,81,Matches
550,Renato Tapia,pe PER,"MF,DF",Leganés,29,1995,26.9,1397,134,469,802,138,13,1397,37,19,51.4,14,37.8,663,2944,1418,17,15,3,33,15,779,20,Matches
551,César Tárrega,es ESP,DF,Valencia,22,2002,33.6,2096,330,1141,914,58,37,2096,15,11,73.3,2,13.3,1134,6087,3641,20,10,0,16,4,1318,1,Matches
552,Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,24,2000,29.9,2324,216,798,1332,207,25,2324,16,10,62.5,3,18.8,1440,7111,3821,19,16,1,23,8,1689,13,Matches
553,Álvaro Tejero,es ESP,"MF,DF",Espanyol,28,1996,13.8,757,33,162,322,286,13,757,14,3,21.4,10,71.4,336,1885,892,27,17,2,17,6,394,72,Matches
554,Martín Tejón,es ESP,"MF,DF",Valencia,20,2004,0.5,34,1,3,14,18,2,34,4,2,50,2,50,17,93,36,0,0,0,1,3,23,6,Matches
555,Nahuel Tenaglia,ar ARG,DF,Alavés,28,1996,32.5,1835,105,575,808,466,48,1835,35,17,48.6,13,37.1,757,3858,2004,42,41,5,36,15,829,98,Matches
556,Marc-André ter Stegen,de GER,GK,Barcelona,32,1992,7.5,262,186,260,2,0,0,262,0,0,,0,,158,755,562,0,0,0,0,0,154,0,Matches
557,Ramón Terrats,es ESP,"MF,FW",Villarreal,23,2000,1.5,106,8,25,54,27,2,106,6,1,16.7,5,83.3,64,194,69,1,0,0,6,2,75,3,Matches
558,Ramón Terrats,es ESP,"MF,FW",Getafe,23,2000,13.5,493,15,77,219,213,23,493,50,25,50,20,40,256,1340,480,8,10,4,33,12,291,37,Matches
559,Raúl de Tomás,es ESP,"DF,FW",Rayo Vallecano,29,1994,0.2,11,0,1,6,4,1,11,1,0,0,1,100,8,33,0,0,0,0,2,1,10,2,Matches
560,Pablo Torre,es ESP,"MF,FW",Barcelona,21,2003,3.4,254,5,27,120,109,10,254,6,2,33.3,3,50,130,503,205,5,7,0,5,6,190,20,Matches
561,David Torres,es ESP,DF,Valladolid,21,2003,15.4,846,139,539,295,18,5,846,2,1,50,1,50,451,2520,1604,11,6,0,2,3,547,3,Matches
562,Ferrán Torres,es ESP,"FW,MF",Barcelona,24,2000,12.3,498,3,30,153,317,81,498,21,11,52.4,8,38.1,291,1348,566,23,14,13,28,13,397,98,Matches
563,Lucas Torró,es ESP,MF,Osasuna,30,1994,32.9,1706,105,457,1004,262,55,1706,9,6,66.7,3,33.3,736,2958,938,10,14,0,42,23,981,30,Matches
564,Hamari Traoré,ml MLI,DF,Real Sociedad,32,1992,7.8,529,22,155,291,88,9,529,10,6,60,4,40,252,987,455,12,2,5,6,1,299,20,Matches
565,Óscar Trejo,ar ARG,MF,Rayo Vallecano,36,1988,5.5,409,7,33,231,152,13,409,22,8,36.4,13,59.1,227,1084,463,15,8,3,25,26,311,28,Matches
566,Viktor Tsyhankov,ua UKR,"FW,MF",Girona,26,1997,21.3,1064,23,103,408,564,74,1064,35,15,42.9,19,54.3,650,4031,1883,62,46,27,32,25,770,195,Matches
567,Beñat Turrientes,es ESP,MF,Real Sociedad,22,2002,10.5,561,27,108,334,125,8,561,24,13,54.2,7,29.2,317,1866,848,18,17,1,20,11,392,28,Matches
568,Christantus Uche,ng NGA,"FW,MF",Getafe,21,2003,27.6,971,17,102,391,498,105,971,91,32,35.2,49,53.8,553,3077,1160,43,26,18,113,67,726,148,Matches
569,Naci Ünüvar,nl NED,"MF,DF",Espanyol,21,2003,0.3,23,0,3,8,12,2,23,2,0,0,1,50,14,68,34,1,0,0,0,0,15,4,Matches
570,Óscar Valentín,es ESP,MF,Rayo Vallecano,29,1994,20.4,1068,79,325,617,138,14,1068,11,5,45.5,4,36.4,509,2254,1158,13,13,1,18,8,571,8,Matches
571,Germán Valera,es ESP,MF,Valencia,22,2002,1.6,73,2,9,33,32,4,73,8,3,37.5,3,37.5,46,276,87,1,0,0,5,1,46,10,Matches
572,Martin Valjent,sk SVK,DF,Mallorca,28,1995,30.7,1723,224,877,774,81,16,1723,10,6,60,1,10,948,5700,3063,23,13,1,13,1,1049,17,Matches
573,Jesús Vallejo,es ESP,DF,Real Madrid,27,1997,1.5,78,7,29,46,5,0,78,0,0,,0,,50,163,62,0,0,0,0,0,52,1,Matches
574,Federico Valverde,uy URU,"MF,DF",Real Madrid,26,1998,33.7,2543,98,528,1461,572,43,2543,28,16,57.1,10,35.7,1525,8009,4084,66,57,5,35,1,1905,76,Matches
575,Siebe Van Der Heyden,be BEL,"DF,MF",Mallorca,26,1998,1.1,83,5,26,42,15,1,83,3,1,33.3,1,33.3,57,218,72,1,0,0,0,2,63,1,Matches
576,Ruben Vargas,ch SUI,"FW,MF",Sevilla,25,1998,7.5,362,8,50,144,173,30,362,33,12,36.4,16,48.5,186,1260,676,29,15,11,31,6,231,63,Matches
577,José Luis García Vayá,es ESP,MF,Valencia,25,1998,19.4,1406,61,291,827,307,12,1404,13,8,61.5,3,23.1,645,2536,1295,13,16,1,16,11,857,19,Matches
578,Jesus Vazquez,es ESP,DF,Valencia,21,2003,10.2,586,36,170,237,188,14,586,36,14,38.9,17,47.2,250,1510,881,32,27,5,14,8,284,48,Matches
579,Lucas Vázquez,es ESP,DF,Real Madrid,33,1991,24.3,1850,66,481,804,577,58,1850,36,19,52.8,15,41.7,1031,4132,2045,37,17,17,34,13,1331,194,Matches
580,Alejo Véliz,ar ARG,FW,Espanyol,20,2003,12.5,317,25,35,189,93,30,317,5,1,20,3,60,123,408,116,2,3,0,34,12,205,27,Matches
581,Mikel Vesga,es ESP,MF,Athletic Club,31,1993,11,653,30,143,398,119,11,652,12,7,58.3,5,41.7,291,1242,591,10,13,3,11,9,400,22,Matches
582,Carlos Vicente,es ESP,"FW,MF",Alavés,25,1999,34.4,1551,28,218,574,780,86,1550,106,34,32.1,63,59.4,781,4788,2188,104,48,28,83,49,898,226,Matches
583,Pau Victor,es ESP,FW,Barcelona,22,2001,3.5,170,5,15,71,87,21,170,12,7,58.3,5,41.7,92,375,171,6,2,6,7,8,125,28,Matches
584,Nacho Vidal,es ESP,DF,Osasuna,29,1995,1.4,65,5,23,24,19,0,65,2,2,100,0,0,24,129,77,3,3,0,2,2,33,5,Matches
585,Fran Vieites,es ESP,GK,Betis,25,1999,4,126,97,124,1,1,1,126,0,0,,0,,59,248,139,0,0,0,0,0,48,0,Matches
586,Sergio Viera,es ESP,MF,Las Palmas,19,2005,1.1,59,1,8,43,9,1,59,2,1,50,1,50,32,119,30,0,0,0,2,0,46,2,Matches
587,Asier Villalibre,es ESP,FW,Alavés,26,1997,3.7,116,6,8,57,52,22,115,12,2,16.7,9,75,55,299,114,4,3,3,9,5,75,18,Matches
588,Iván Villar,es ESP,GK,Celta Vigo,27,1997,4,130,118,128,2,0,0,130,0,0,,0,,60,269,172,0,0,0,0,0,49,0,Matches
589,Viti,es ESP,DF,Las Palmas,26,1997,22,1186,62,396,562,241,23,1186,20,9,45,7,35,491,3138,1498,43,14,4,28,6,559,65,Matches
590,Daniel Vivian,es ESP,DF,Athletic Club,25,1999,29,2085,147,901,1119,79,26,2085,17,10,58.8,6,35.3,1169,6581,4326,36,17,1,19,13,1325,6,Matches
591,Krapyvtsov Vladyslav,ua UKR,GK,Girona,19,2005,2,79,71,78,1,0,0,79,0,0,,0,,54,243,115,0,0,0,0,0,44,0,Matches
592,Iñaki Williams,gh GHA,FW,Athletic Club,30,1994,29.5,1169,35,113,392,679,138,1169,101,33,32.7,56,55.4,739,4233,2259,107,39,49,65,44,898,302,Matches
593,Nico Williams,es ESP,FW,Athletic Club,22,2002,22.2,1064,8,84,333,671,113,1064,187,68,36.4,104,55.6,697,5556,2949,118,58,58,62,46,767,254,Matches
594,Axel Witsel,be BEL,DF,Atlético Madrid,35,1989,9.5,645,82,325,306,16,4,645,2,1,50,1,50,405,2146,1194,2,3,1,9,0,418,1,Matches
595,Lamine Yamal,es ESP,FW,Barcelona,17,2007,31.7,2094,9,104,667,1364,226,2094,316,161,50.9,128,40.5,1486,10141,5270,181,96,95,102,49,1723,433,Matches
596,Daniel Yáñez,es ESP,FW,Real Madrid,17,2007,0,0,0,0,0,0,0,0,0,0,,0,,1,6,6,0,0,0,0,0,1,0,Matches
597,Bertuğ Yıldırım,tr TUR,FW,Getafe,22,2002,12,323,21,32,145,150,46,323,16,7,43.8,6,37.5,133,633,148,8,4,2,40,15,209,48,Matches
598,Arsen Zakharyan,ru RUS,"MF,FW",Real Sociedad,21,2003,0.8,44,1,8,21,15,2,44,1,1,100,0,0,21,67,19,0,1,0,1,0,36,4,Matches
599,Bryan Zaragoza,es ESP,"FW,MF",Osasuna,23,2001,20.4,782,4,70,286,444,84,782,131,57,43.5,67,51.1,544,4839,2697,105,62,51,41,15,585,140,Matches
600,Igor Zubeldia,es ESP,DF,Real Sociedad,27,1997,25.2,1732,163,768,923,46,14,1732,6,6,100,0,0,1036,5787,3741,22,8,1,8,1,1145,3,Matches
601,Martín Zubimendi,es ESP,MF,Real Sociedad,25,1999,32.9,2131,122,489,1332,325,59,2131,28,19,67.9,9,32.1,1074,5591,2548,38,34,5,39,17,1412,43,Matches
