Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
1,Max Aarons,eng ENG,"DF,MF",Valencia,24,2000,1.3,85,1,21,28,36,0,85,4,1,25,2,50,46,215,103,0,3,0,3,1,49,10,Matches
2,Rodrigo Abajas,es ESP,DF,Valencia,21,2003,0.7,36,1,8,19,9,1,36,1,1,100,0,0,13,101,67,3,2,1,0,2,16,3,Matches
3,Abel,es ESP,DF,Osasuna,23,2000,23,1322,65,370,605,357,19,1322,35,18,51.4,13,37.1,605,3269,1792,50,44,7,27,18,683,92,Matches
4,Nabil Aberdin,fr FRA,MF,Getafe,21,2002,2.9,87,6,21,56,10,2,87,3,2,66.7,1,33.3,34,148,74,2,0,0,1,1,36,2,Matches
5,Abdel Abqar,ma MAR,DF,Alavés,25,1999,27.4,1251,160,659,545,58,25,1251,4,3,75,1,25,632,3531,2013,16,7,0,18,3,650,4,Matches
6,Akor Adams,ng NGA,FW,Sevilla,24,2000,1.5,34,1,4,18,12,1,34,1,1,100,0,0,5,18,0,0,0,0,2,0,20,5,Matches
7,Adrián,es ESP,GK,Betis,37,1987,19,658,568,657,1,0,0,658,0,0,,0,,390,1788,1161,0,0,0,1,0,299,0,Matches
8,Julen Agirrezabala,es ESP,GK,Athletic Club,23,2000,13.4,437,357,436,1,0,0,437,0,0,,0,,237,1238,682,0,0,0,1,0,211,0,Matches
9,Lucien Agoume,fr FRA,MF,Sevilla,22,2002,23.5,1481,65,386,867,248,19,1481,30,22,73.3,7,23.3,689,3227,1597,29,23,2,26,13,928,23,Matches
10,Álvaro Aguado,es ESP,MF,Espanyol,28,1996,4.9,303,7,68,161,78,6,303,8,5,62.5,2,25,175,1443,753,15,10,4,9,4,189,4,Matches
11,Lorenzo Aguado,es ESP,DF,Real Madrid,21,2002,0.1,3,0,3,0,0,0,3,0,0,,0,,1,2,0,0,0,0,0,1,1,0,Matches
12,Nayef Aguerd,ma MAR,DF,Real Sociedad,28,1996,19.6,1594,132,729,815,53,16,1594,10,5,50,2,20,1019,6113,3798,26,18,0,7,3,1138,1,Matches
13,Joseph Aidoo,gh GHA,DF,Valladolid,28,1995,6.5,431,61,265,168,2,1,431,1,1,100,0,0,259,1248,678,1,0,0,0,1,320,0,Matches
14,Joseph Aidoo,gh GHA,DF,Celta Vigo,28,1995,0,8,0,4,4,0,0,8,0,0,,0,,7,9,8,0,0,0,0,1,6,0,Matches
15,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,20,2004,6.5,293,8,44,89,163,29,293,43,19,44.2,17,39.5,200,1310,759,30,18,20,15,10,209,64,Matches
16,David Alaba,at AUT,DF,Real Madrid,32,1992,3.5,247,36,137,100,11,2,247,0,0,,0,,180,934,482,2,1,0,1,0,199,4,Matches
17,Ibrahim Alani,ng NGA,MF,Valladolid,18,2006,1.8,113,8,36,74,4,0,113,1,1,100,0,0,54,305,130,2,0,0,1,2,65,1,Matches
18,Raúl Albiol,es ESP,DF,Villarreal,38,1985,13.2,915,157,533,369,14,3,915,0,0,,0,,514,2346,1226,3,1,0,3,1,652,0,Matches
19,Omar Alderete,py PAR,DF,Getafe,27,1996,33,1585,192,681,796,122,39,1585,28,18,64.3,10,35.7,633,4014,2546,25,20,2,30,9,658,7,Matches
20,Carles Aleñá,es ESP,"MF,FW",Getafe,26,1998,5,163,5,26,84,56,10,163,4,3,75,1,25,88,427,169,3,2,1,3,6,98,10,Matches
21,Carles Aleñá,es ESP,"MF,FW",Alavés,26,1998,12.1,590,2,63,290,243,22,590,24,12,50,5,20.8,330,1428,671,18,25,2,23,14,409,43,Matches
22,Alfon,es ESP,"FW,MF",Celta Vigo,25,1999,15.2,551,2,44,139,374,114,551,63,25,39.7,31,49.2,374,2856,1693,89,39,47,29,20,428,170,Matches
23,Tadeo Allende,ar ARG,FW,Celta Vigo,25,1999,0,4,1,1,3,0,0,4,1,0,0,1,100,3,13,4,0,0,0,0,0,3,0,Matches
24,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Valencia,24,2000,22,1162,15,150,596,428,43,1162,54,22,40.7,22,40.7,676,3596,1810,45,48,11,37,38,836,77,Matches
25,Iker Almena,es ESP,"FW,DF",Girona,20,2004,0.5,39,2,4,6,30,1,39,3,2,66.7,1,33.3,32,233,152,6,3,1,1,0,31,10,Matches
26,Marcos Alonso,es ESP,DF,Celta Vigo,33,1990,29.4,2683,211,1022,1399,298,35,2680,25,16,64,8,32,1733,10524,6481,64,48,2,20,9,1901,49,Matches
27,Adrià Altimira,es ESP,"DF,FW",Leganés,23,2001,18.1,826,57,248,380,209,8,826,31,10,32.3,12,38.7,370,1917,1049,23,23,4,28,7,432,69,Matches
28,Sergi Altimira,es ESP,MF,Betis,22,2001,21.9,1521,53,321,940,272,18,1521,24,16,66.7,7,29.2,908,3871,1635,25,14,1,27,21,1064,30,Matches
29,Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,21,2003,17.5,1214,26,262,471,489,82,1214,72,32,44.4,38,52.8,726,3910,2266,74,38,41,33,12,817,171,Matches
30,Julián Álvarez,ar ARG,FW,Atlético Madrid,24,2000,27.9,1238,9,105,501,649,116,1234,65,34,52.3,28,43.1,776,4621,2198,79,51,29,62,40,892,162,Matches
31,Yeray Álvarez,es ESP,DF,Athletic Club,29,1995,19.8,1425,100,554,825,55,14,1425,9,6,66.7,3,33.3,792,4934,3165,19,8,0,11,7,903,0,Matches
32,Selim Amallah,ma MAR,MF,Valladolid,27,1996,15.3,607,7,101,334,184,18,606,68,33,48.5,27,39.7,308,1860,836,24,17,6,35,25,353,27,Matches
33,Amath,sn SEN,"FW,DF",Valladolid,28,1996,4.2,166,4,24,71,73,12,166,16,7,43.8,9,56.3,103,616,318,10,9,4,10,4,119,29,Matches
34,Marcos André,br BRA,FW,Valladolid,27,1996,13.2,372,13,46,208,128,32,372,41,17,41.5,18,43.9,195,1010,345,11,9,5,40,23,255,39,Matches
35,Leandro Antonetti,pr PUR,FW,Sevilla,21,2003,0.3,12,0,2,4,7,0,12,1,0,0,1,100,5,52,43,1,1,0,2,1,8,3,Matches
36,Antoniu,es ESP,"FW,MF",Espanyol,21,2002,11.4,369,10,74,150,158,20,369,54,29,53.7,17,31.5,215,1556,966,35,23,5,27,12,225,63,Matches
37,Antony,br BRA,FW,Betis,24,2000,15.1,982,9,100,315,585,63,982,63,24,38.1,33,52.4,663,4570,2729,94,77,30,53,20,751,157,Matches
38,Anuar,ma MAR,"MF,FW",Valladolid,29,1995,19.1,705,31,214,324,173,28,705,24,7,29.2,12,50,359,2145,834,24,15,6,25,14,430,68,Matches
39,Aritz Arambarri,es ESP,DF,Leganés,26,1998,2,86,12,59,26,1,1,86,0,0,,0,,44,253,137,0,0,0,1,0,48,0,Matches
40,Mauro Arambarri,uy URU,MF,Getafe,28,1995,29.6,1146,45,203,693,264,72,1143,34,18,52.9,12,35.3,534,2364,863,17,8,3,60,29,622,55,Matches
41,Jon Aramburu,ve VEN,DF,Real Sociedad,22,2002,27.3,1887,105,630,936,336,20,1887,37,8,21.6,26,70.3,847,3104,1502,26,20,0,34,12,979,53,Matches
42,Ronald Araújo,uy URU,DF,Barcelona,25,1999,8.4,798,33,227,542,32,9,798,1,0,0,1,100,515,2800,1731,6,4,0,2,1,596,3,Matches
43,Adu Ares,es ESP,FW,Athletic Club,22,2001,0.2,11,0,2,3,6,1,11,1,0,0,1,100,8,44,29,1,1,0,0,2,11,2,Matches
44,Jesús Areso,es ESP,DF,Osasuna,25,1999,34.2,1902,104,423,767,730,23,1902,64,24,37.5,32,50,904,5490,2869,101,66,9,62,29,1075,203,Matches
45,David Argüelles,es ESP,MF,Getafe,22,2002,0.1,7,0,2,2,3,0,7,0,0,,0,,3,30,12,1,0,0,0,0,3,0,Matches
46,José Arnaiz,es ESP,"FW,MF",Osasuna,29,1995,1.5,117,4,17,44,58,11,117,5,1,20,2,40,55,296,171,6,2,3,5,5,59,20,Matches
47,Sergio Arribas,es ESP,DF,Betis,21,2003,1,71,5,24,43,4,0,71,0,0,,0,,33,128,75,0,0,0,0,0,35,4,Matches
48,Takuma Asano,jp JPN,"FW,MF",Mallorca,29,1994,11.7,356,8,53,141,169,53,356,25,6,24,16,64,207,1312,589,28,12,12,27,12,226,76,Matches
49,Raúl Asencio,es ESP,DF,Real Madrid,21,2003,18.6,1149,156,623,501,37,11,1149,9,6,66.7,0,0,720,3559,1874,5,5,1,5,6,807,4,Matches
50,Iago Aspas,es ESP,"FW,MF",Celta Vigo,36,1987,19.4,1038,4,75,510,466,67,1032,27,15,55.6,8,29.6,724,3480,1573,50,39,15,35,20,876,143,Matches
51,Yaser Asprilla,co COL,"FW,MF",Girona,20,2003,15.6,831,11,69,319,453,48,831,64,29,45.3,25,39.1,534,3762,1860,72,37,29,45,17,607,140,Matches
52,Ezequiel Ávila,ar ARG,FW,Betis,30,1994,7.5,323,7,34,131,163,34,323,11,5,45.5,5,45.5,173,767,334,12,7,4,23,7,216,48,Matches
53,Adam Aznou,ma MAR,DF,Valladolid,18,2006,9.7,508,39,191,241,89,12,508,41,19,46.3,15,36.6,219,1349,804,16,6,3,28,12,228,26,Matches
54,César Azpilicueta,es ESP,DF,Atlético Madrid,34,1989,9.7,759,41,232,393,137,11,759,2,1,50,1,50,432,1914,1318,13,18,1,8,1,516,20,Matches
55,Papa Ba,es ESP,MF,Girona,19,2004,0.5,20,1,5,10,5,1,20,2,1,50,1,50,9,69,24,1,0,1,1,1,14,2,Matches
56,Loïc Bade,fr FRA,DF,Sevilla,24,2000,29.8,2135,284,1298,799,54,20,2135,22,17,77.3,2,9.1,1173,5710,2853,11,10,1,17,8,1463,6,Matches
57,Alex Baena,es ESP,"MF,FW",Villarreal,23,2001,28.8,1569,23,209,634,762,89,1568,56,21,37.5,27,48.2,895,5493,3201,91,93,15,42,32,1044,154,Matches
58,Juma Bah,sl SLE,DF,Valladolid,18,2006,9.6,523,85,321,194,10,8,523,4,3,75,1,25,265,1091,459,0,1,0,3,5,316,1,Matches
59,Eric Bailly,ci CIV,DF,Villarreal,30,1994,6.9,394,57,196,186,13,5,394,3,3,100,0,0,200,1048,519,1,4,0,6,1,251,0,Matches
60,Stefan Bajcetic,es ESP,"MF,DF",Las Palmas,19,2004,10.8,570,33,148,339,90,6,570,24,11,45.8,9,37.5,238,1175,538,8,9,0,21,6,293,9,Matches
61,Cédric Bakambu,cd COD,FW,Betis,33,1991,7.9,226,6,16,97,115,33,226,7,1,14.3,5,71.4,113,505,274,9,4,7,28,11,157,43,Matches
62,Alejandro Balde,es ESP,DF,Barcelona,20,2003,25.4,1721,38,310,843,596,47,1721,110,46,41.8,44,40,1075,6639,3463,107,68,16,44,27,1245,246,Matches
63,Iván Balliu,al ALB,DF,Rayo Vallecano,32,1992,13.3,762,42,262,340,166,10,762,6,3,50,1,16.7,326,1014,441,8,6,2,12,2,379,21,Matches
64,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,28,1996,9,468,7,74,235,170,21,468,38,15,39.5,19,50,307,1885,936,31,15,8,20,13,351,71,Matches
65,Adrian Baquerin,es ESP,FW,Valladolid,17,2007,0.5,18,1,2,8,8,3,18,2,0,0,1,50,10,21,4,0,0,0,1,1,11,0,Matches
66,Valentín Barco,ar ARG,"DF,FW",Sevilla,20,2004,3.2,236,4,45,92,100,3,236,13,3,23.1,9,69.2,124,546,254,4,4,0,6,4,142,13,Matches
67,Borna Barišić,hr CRO,DF,Leganés,31,1992,0.1,4,0,0,2,2,0,4,0,0,,0,,2,6,1,0,0,0,0,0,3,0,Matches
68,Kike Barja,es ESP,"FW,MF",Osasuna,27,1997,3.5,167,1,24,46,98,17,167,16,7,43.8,8,50,102,831,384,22,9,5,16,5,111,39,Matches
69,Enzo Barrenechea,ar ARG,MF,Valencia,23,2001,24.3,1601,68,378,1038,198,14,1601,31,11,35.5,15,48.4,762,3275,1515,21,17,0,23,18,1068,16,Matches
70,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,22,2001,14,751,11,102,263,402,63,751,69,26,37.7,40,58,470,2996,1239,43,26,19,47,26,522,152,Matches
71,Pablo Barrios,es ESP,MF,Atlético Madrid,21,2003,25.9,1784,51,415,1001,378,29,1784,42,25,59.5,14,33.3,1119,5204,2315,29,35,6,49,23,1308,69,Matches
72,Thierno Barry,fr FRA,FW,Villarreal,21,2002,25.8,624,22,44,246,346,126,623,50,18,36,25,50,347,2237,1041,44,35,25,86,27,485,124,Matches
73,Marc Bartra,es ESP,DF,Betis,33,1991,23.3,1483,219,862,561,70,18,1483,15,7,46.7,8,53.3,804,3902,2534,7,15,1,12,5,903,1,Matches
74,Aboubacar Bassinga,ci CIV,MF,Las Palmas,19,2005,0,4,0,0,4,0,0,4,0,0,,0,,3,11,4,0,0,0,0,1,3,0,Matches
75,Augusto Batalla,ar ARG,GK,Rayo Vallecano,28,1996,32,1260,1034,1245,15,0,0,1260,6,6,100,0,0,769,3644,2275,0,0,0,1,0,628,0,Matches
76,Rafael Bauza,es ESP,MF,Espanyol,19,2005,2,74,6,22,39,14,1,74,2,1,50,1,50,37,193,102,1,2,0,1,0,42,3,Matches
77,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,29,1995,11.1,384,10,41,113,236,36,384,11,4,36.4,4,36.4,242,1882,1038,51,16,14,17,4,300,110,Matches
78,Donny van de Beek,nl NED,MF,Girona,27,1997,15.8,580,14,113,246,230,61,580,13,6,46.2,7,53.8,281,1412,588,17,15,2,13,15,387,85,Matches
79,Luken Beitia,es ESP,DF,Real Sociedad,20,2004,0.1,7,2,6,1,0,0,7,0,0,,0,,6,12,1,0,0,0,0,0,5,0,Matches
80,Ismael Bekhoucha,ma MAR,"MF,DF",Getafe,19,2004,0.8,35,7,14,13,9,0,35,3,2,66.7,1,33.3,16,71,35,1,0,0,2,0,16,1,Matches
81,Héctor Bellerín,es ESP,DF,Betis,29,1995,6.4,384,25,122,190,73,11,384,8,6,75,2,25,212,729,344,3,4,0,6,1,242,22,Matches
82,Jude Bellingham,eng ENG,MF,Real Madrid,21,2003,27.6,1881,32,239,910,752,110,1879,75,41,54.7,28,37.3,1229,6054,2818,74,61,14,54,43,1542,143,Matches
83,Fran Beltrán,es ESP,MF,Celta Vigo,25,1999,26.9,1711,58,385,1088,246,14,1711,19,10,52.6,8,42.1,950,4552,2137,28,29,2,23,22,1209,29,Matches
84,Carlos Benavídez,uy URU,MF,Alavés,26,1998,5.4,292,18,83,167,47,2,292,6,4,66.7,1,16.7,147,625,283,4,2,1,5,0,161,5,Matches
85,Iker Benito,es ESP,"FW,MF",Osasuna,21,2002,0.4,18,1,4,11,4,0,18,1,0,0,1,100,8,60,25,2,1,0,1,0,13,4,Matches
86,Yuri Berchiche,es ESP,DF,Athletic Club,34,1990,22.7,1631,74,454,884,305,16,1631,16,6,37.5,8,50,775,3774,2158,43,29,3,18,2,926,66,Matches
87,Álex Berenguer,es ESP,"FW,MF",Athletic Club,29,1995,26,1250,18,98,462,713,86,1249,82,33,40.2,41,50,643,4310,2050,65,40,27,52,50,809,216,Matches
88,Marc Bernal,es ESP,MF,Barcelona,17,2007,2.7,184,4,47,116,21,1,184,3,2,66.7,1,33.3,97,461,150,0,2,0,2,2,137,2,Matches
89,Juan Bernat,es ESP,"DF,MF",Villarreal,31,1993,2.4,160,10,42,63,56,13,160,8,3,37.5,5,62.5,83,347,168,4,3,1,3,2,100,23,Matches
90,Juan Bernat,es ESP,"MF,DF",Getafe,31,1993,7.8,291,12,62,132,103,15,291,23,12,52.2,11,47.8,148,636,190,2,6,2,17,15,158,36,Matches
91,Juan Berrocal,es ESP,DF,Getafe,25,1999,11.8,498,51,246,238,16,8,498,0,0,,0,,196,833,390,1,1,0,3,0,201,1,Matches
92,Antonio Blanco,es ESP,MF,Alavés,24,2000,30.3,1543,63,353,991,216,6,1543,21,15,71.4,6,28.6,762,3175,1407,13,17,0,29,26,889,19,Matches
93,Daley Blind,nl NED,DF,Girona,34,1990,30.9,2860,172,910,1600,364,21,2860,28,15,53.6,11,39.3,1862,10086,5550,71,67,3,16,12,2151,61,Matches
94,Adama Boiro,es ESP,"DF,FW",Athletic Club,22,2002,12.2,627,25,158,309,165,14,627,26,8,30.8,16,61.5,288,1675,890,25,21,5,23,15,332,36,Matches
95,Enzo Boyomo,cm CMR,DF,Osasuna,22,2001,33.2,1723,192,821,850,69,21,1723,16,9,56.3,6,37.5,965,4884,2884,16,6,1,19,10,1064,7,Matches
96,Enzo Boyomo,cm CMR,DF,Valladolid,22,2001,3,215,23,131,79,6,4,215,1,1,100,0,0,128,563,282,1,0,0,0,0,159,0,Matches
97,Darko Brašanac,rs SRB,MF,Leganés,32,1992,18,672,49,169,307,197,28,672,7,2,28.6,5,71.4,268,987,414,6,12,1,16,9,356,53,Matches
98,Tajon Buchanan,ca CAN,MF,Villarreal,25,1999,4.6,223,2,41,69,119,25,223,22,10,45.5,7,31.8,133,973,499,19,9,6,18,7,138,45,Matches
99,Ante Budimir,hr CRO,FW,Osasuna,33,1991,32.8,788,31,52,335,407,170,780,43,10,23.3,29,67.4,380,1566,541,23,15,8,83,44,540,134,Matches
100,Manu Bueno,es ESP,"MF,FW",Sevilla,20,2004,1.6,91,2,15,43,33,2,91,2,1,50,1,50,56,277,121,2,3,0,2,2,74,5,Matches
101,Endika Buján,es ESP,FW,Athletic Club,21,2003,0.1,7,0,0,0,7,2,7,2,1,50,1,50,5,26,13,1,0,0,0,0,5,0,Matches
102,Pau Cabanes,es ESP,"MF,FW",Villarreal,19,2005,1.8,122,2,17,35,71,11,122,12,5,41.7,6,50,74,467,245,10,9,5,8,3,89,33,Matches
103,Pau Cabanes,es ESP,"MF,FW",Alavés,19,2005,2.1,125,1,16,49,63,7,125,13,4,30.8,7,53.8,83,493,309,15,9,3,10,3,82,15,Matches
104,Leandro Cabrera,uy URU,DF,Espanyol,33,1991,31.9,1796,332,1047,681,76,33,1796,2,1,50,1,50,833,3674,2284,9,9,0,9,1,1009,6,Matches
105,Fernando Calero,es ESP,"DF,MF",Espanyol,28,1995,7.9,498,66,288,187,24,2,498,0,0,,0,,236,947,525,0,2,0,6,0,286,2,Matches
106,Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,21,2002,12.2,957,49,272,494,207,15,957,31,15,48.4,10,32.3,565,3051,1699,26,27,7,7,11,643,31,Matches
107,Sergio Camello,es ESP,FW,Rayo Vallecano,23,2001,12.6,398,17,39,173,196,46,398,23,13,56.5,8,34.8,222,1128,554,20,16,8,38,23,308,68,Matches
108,José Campaña,es ESP,MF,Las Palmas,31,1993,13.2,946,40,224,577,153,5,946,18,8,44.4,8,44.4,478,2164,988,11,12,1,17,15,605,15,Matches
109,Peio Canales,es ESP,"MF,FW",Athletic Club,19,2005,2.9,140,3,14,63,64,3,140,11,5,45.5,5,45.5,74,472,221,6,4,2,4,3,86,11,Matches
110,Antonio Candela,it ITA,DF,Valladolid,24,2000,10.1,528,39,239,216,80,7,528,15,6,40,9,60,261,1618,841,16,8,1,8,5,332,29,Matches
111,Sergi Canós,es ESP,"MF,FW",Valencia,27,1997,4.1,231,6,34,76,122,20,231,13,1,7.7,12,92.3,124,540,279,7,6,4,13,5,164,47,Matches
112,Dani Cárdenas,es ESP,GK,Rayo Vallecano,27,1997,6,190,165,189,1,0,0,190,0,0,,0,,95,468,246,0,0,0,0,0,71,0,Matches
113,Irvin Cardona,fr FRA,"FW,MF",Espanyol,26,1997,6.7,246,7,27,98,123,23,246,13,3,23.1,8,61.5,114,874,460,14,14,6,22,4,167,43,Matches
114,Marc Cardona,es ESP,"FW,DF",Las Palmas,29,1995,1.5,73,0,16,34,23,6,73,7,1,14.3,6,85.7,45,151,55,2,0,0,2,4,53,12,Matches
115,Sergi Cardona,es ESP,DF,Villarreal,25,1999,32.7,1842,131,711,632,506,63,1842,30,10,33.3,16,53.3,813,3721,2057,52,34,10,24,11,952,198,Matches
116,Johnny Cardoso,us USA,MF,Betis,22,2001,23.8,1427,91,397,846,201,26,1427,42,26,61.9,15,35.7,752,3374,1557,19,16,1,36,23,890,28,Matches
117,José Carlos González,es ESP,DF,Las Palmas,18,2006,0.1,9,0,1,5,3,0,9,0,0,,0,,4,17,8,0,0,0,0,0,7,1,Matches
118,Carmona,es ESP,DF,Sevilla,22,2002,32.7,2192,111,726,1149,346,20,2192,50,19,38,25,50,894,4958,2754,45,25,8,37,18,1138,57,Matches
119,Sergio Carreira,es ESP,"MF,DF",Celta Vigo,23,2000,18.4,1057,36,277,408,380,52,1057,30,14,46.7,13,43.3,571,3064,1421,39,22,16,16,14,672,140,Matches
120,Dani Carvajal,es ESP,DF,Real Madrid,32,1992,6.8,532,26,126,232,176,12,532,5,2,40,3,60,278,1288,513,13,5,0,8,6,376,48,Matches
121,William Carvalho,pt POR,MF,Betis,32,1992,5.4,432,11,94,255,87,6,432,5,3,60,1,20,294,1213,592,5,9,0,6,6,342,10,Matches
122,Marc Casado,es ESP,MF,Barcelona,20,2003,17.9,1536,25,223,1040,276,9,1536,9,4,44.4,4,44.4,870,3523,1540,12,22,0,17,9,1172,24,Matches
123,Catena,es ESP,DF,Osasuna,29,1994,34.2,1905,287,988,864,65,40,1905,11,8,72.7,2,18.2,984,4590,2558,9,3,0,11,1,1101,4,Matches
124,Maximiliano Caufriez,be BEL,DF,Valencia,27,1997,1,23,6,17,6,0,0,23,0,0,,0,,8,68,3,0,0,0,0,0,10,0,Matches
125,Dani Ceballos,es ESP,MF,Real Madrid,27,1996,13.5,1473,35,267,940,277,9,1473,15,8,53.3,3,20,999,5186,2951,42,30,2,11,7,1206,17,Matches
126,Franco Cervi,ar ARG,"FW,MF",Celta Vigo,30,1994,3,160,4,37,78,45,1,160,2,1,50,1,50,82,404,173,3,2,0,3,2,95,21,Matches
127,Raúl Chasco,es ESP,DF,Valladolid,20,2003,1.4,74,2,36,32,7,0,74,2,0,0,2,100,28,103,54,1,0,0,3,1,28,2,Matches
128,Pep Chavarría,es ESP,"DF,FW",Rayo Vallecano,26,1998,28.7,1884,93,602,801,500,31,1884,32,10,31.3,18,56.3,887,4265,2300,59,34,6,39,6,1053,133,Matches
129,Walid Cheddira,ma MAR,FW,Espanyol,26,1998,7.1,203,5,21,99,86,33,203,20,4,20,14,70,108,516,219,8,6,8,25,9,141,34,Matches
130,Chema,es ESP,MF,Real Madrid,19,2005,0.1,3,0,1,1,1,0,3,0,0,,0,,0,0,0,0,0,0,1,0,0,0,Matches
131,Julián Chicco,ar ARG,"MF,DF",Leganés,26,1998,3.4,196,11,47,109,42,3,196,4,2,50,1,25,92,442,231,8,5,0,12,5,111,7,Matches
132,Chiquinho,pt POR,"MF,FW",Mallorca,24,2000,1.6,76,0,6,23,48,9,76,13,5,38.5,7,53.8,43,305,96,4,2,1,17,8,49,12,Matches
133,Andreas Christensen,dk DEN,DF,Barcelona,28,1996,2.8,246,14,75,160,12,1,246,0,0,,0,,163,791,362,1,3,0,1,0,181,1,Matches
134,Jasper Cillessen,nl NED,GK,Las Palmas,35,1989,25.9,1079,867,1066,13,0,0,1079,0,0,,0,,609,3115,2050,0,0,0,4,0,514,0,Matches
135,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,30,1994,23.8,1449,106,453,854,154,18,1449,23,14,60.9,8,34.8,749,3105,1550,19,24,1,16,20,877,12,Matches
136,Seydouba Cissé,gn GUI,MF,Leganés,23,2001,27.1,1409,47,273,869,287,28,1409,45,30,66.7,10,22.2,787,3748,1797,26,34,3,32,33,920,42,Matches
137,Silvi Clúa,es ESP,MF,Girona,19,2005,1.8,116,8,32,72,16,3,116,4,2,50,2,50,61,495,217,4,3,1,1,0,77,3,Matches
138,Eray Cömert,ch SUI,"DF,MF",Valladolid,26,1998,19.8,1114,132,613,474,32,7,1114,4,4,100,0,0,599,3025,1543,9,3,0,16,2,728,5,Matches
139,Santi Comesaña,es ESP,MF,Villarreal,27,1996,28.4,1734,110,453,958,333,64,1734,34,18,52.9,14,41.2,903,4242,2451,39,30,6,35,44,1149,58,Matches
140,Diego Conde,es ESP,GK,Villarreal,25,1998,21.8,696,602,691,5,0,0,696,0,0,,0,,393,1972,1157,0,0,0,1,0,347,0,Matches
141,Tomás Conechny,ar ARG,"FW,MF",Alavés,26,1998,9.4,457,10,66,197,196,34,457,13,6,46.2,7,53.8,249,1056,413,14,18,2,31,9,307,61,Matches
142,Copete,es ESP,DF,Mallorca,24,1999,17,987,167,512,446,31,12,987,5,4,80,0,0,518,2416,1360,10,3,0,7,2,590,2,Matches
143,Iker Córdoba,es ESP,DF,Valencia,18,2005,0.2,12,2,5,6,1,0,12,0,0,,0,,7,36,27,0,0,0,0,0,10,1,Matches
144,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,29,1995,8.9,419,4,54,129,243,82,419,38,13,34.2,24,63.2,276,1444,768,30,20,13,29,16,303,85,Matches
145,Thierry Correia,pt POR,DF,Valencia,25,1999,8.5,555,29,177,215,170,12,555,23,8,34.8,12,52.2,240,1328,785,16,9,6,17,0,293,48,Matches
146,Coba da Costa,es ESP,"MF,FW",Getafe,22,2002,11.2,504,10,75,191,245,47,504,56,19,33.9,33,58.9,261,2137,1076,46,23,25,26,23,294,83,Matches
147,Logan Costa,cv CPV,DF,Villarreal,23,2001,28.7,1785,295,965,758,69,12,1785,2,0,0,2,100,1037,5478,2994,25,16,0,7,0,1209,10,Matches
148,Samu Costa,pt POR,MF,Mallorca,23,2000,29.4,1834,100,446,1100,298,34,1834,33,13,39.4,16,48.5,1029,3991,1591,24,18,1,42,35,1235,69,Matches
149,Thibaut Courtois,be BEL,GK,Real Madrid,32,1992,30,1088,960,1083,5,0,0,1088,1,0,0,1,100,659,3096,1989,0,0,0,0,0,650,0,Matches
150,Juan Cruz Armada,es ESP,DF,Osasuna,32,1992,16.6,819,83,296,401,127,4,819,4,1,25,2,50,337,1259,668,9,7,2,10,3,391,12,Matches
151,Juan Cruz,es ESP,"FW,MF",Leganés,24,2000,25.1,951,23,176,381,413,41,951,78,40,51.3,32,41,543,3461,1661,59,43,21,40,24,570,131,Matches
152,Pau Cubarsí,es ESP,DF,Barcelona,17,2007,29.1,2805,194,1045,1672,93,17,2805,8,6,75,2,25,1823,8964,4999,26,16,0,7,1,2193,6,Matches
153,Cucho,co COL,FW,Betis,25,1999,12.7,467,5,23,210,237,61,467,26,17,65.4,9,34.6,250,1318,507,27,9,14,46,14,318,82,Matches
154,Arnaut Danjuma,nl NED,FW,Villarreal,27,1997,2.2,48,0,1,13,34,8,48,4,0,0,4,100,25,207,98,4,3,2,3,0,36,17,Matches
155,Arnaut Danjuma,nl NED,"FW,MF",Girona,27,1997,14.8,588,9,60,144,389,81,588,67,24,35.8,35,52.2,394,3594,2010,91,42,38,33,11,441,185,Matches
156,Sergi Darder,es ESP,"MF,FW",Mallorca,30,1993,30.5,1558,19,173,887,518,29,1558,74,34,45.9,30,40.5,911,5026,2211,37,58,7,36,30,1030,83,Matches
157,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,30,1994,23.4,1950,27,308,1144,517,20,1950,35,14,40,15,42.9,1373,7726,4286,85,66,3,33,24,1544,64,Matches
158,Mouctar Diakhaby,gn GUI,DF,Valencia,27,1996,7.3,440,65,271,143,29,19,440,4,2,50,2,50,222,1013,486,5,6,0,5,2,270,2,Matches
159,Assane Diao,sn SEN,FW,Betis,18,2005,3.1,122,4,12,42,68,19,122,11,2,18.2,9,81.8,63,372,145,9,3,3,15,2,81,27,Matches
