Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
464,Jacobo Ramón,es ESP,DF,Real Madrid,19,2005,2.3,0.43,0,0,0.87,0.43,0,0,1.3,1.3,0,0,0,2.17,3.48,3.04,53.3,Matches
465,Raphinha,br BRA,"FW,MF",Barcelona,27,1996,31.5,0.13,0,0,0.35,1.17,0.32,6.83,0.35,0.7,0.06,0,0,2.98,0.29,0.19,60,Matches
466,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,26,1998,34.1,0.15,0,0,0.7,0.62,0.15,2.26,0.79,1.2,0,0,0,4.96,0.59,0.97,37.7,Matches
467,Raúl,es ESP,"FW,MF",Osasuna,23,2000,8.3,0.12,0,0,1.33,1.45,0.72,0.72,0,0.96,0,0,0,1.69,2.41,2.65,47.6,Matches
468,Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,25,1998,4.3,0.23,0,0,1.16,1.4,0.47,3.95,0,0.47,0,0,0,3.72,0.23,2.56,8.3,Matches
469,Álex Remiro,es ESP,GK,Real Sociedad,29,1995,36,0,0,0,0,0.17,0,0,0,0,0,0,0,1.78,0.14,0,100,Matches
470,Daniel Requena,es ESP,MF,Villarreal,20,2004,0.1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,Matches
471,Diego Rico,es ESP,DF,Getafe,31,1993,31.3,0.29,0.03,0,1.21,1.79,0.1,4.73,1.09,1.57,0.03,0,0,4.22,0.83,0.61,57.8,Matches
472,Luis Rioja,es ESP,FW,Alavés,30,1993,0.3,0,0,0,3.33,3.33,0,20,0,3.33,0,0,0,3.33,0,0,,Matches
473,Luis Rioja,es ESP,"MF,FW",Valencia,30,1993,31.5,0.19,0,0,0.57,1.21,0.35,6.44,0.7,0.67,0,0,0,3.52,0.48,0.7,40.5,Matches
474,Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,24,2000,5.7,0,0,0,1.4,1.4,0.7,5.96,0.35,0.88,0,0,0,3.68,0.53,0.53,50,Matches
475,Alberto Risco,es ESP,"MF,FW",Getafe,18,2005,0.8,0,0,0,1.25,2.5,0,5,0,5,0,0,0,6.25,1.25,3.75,25,Matches
476,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,28,1995,4.8,0.21,0,0,1.67,0.42,0,2.71,0.42,1.46,0,0,0,3.54,0.63,1.88,25,Matches
477,Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,19,2004,0.2,0,0,0,5,5,0,0,0,0,0,0,0,5,0,5,0,Matches
478,Marc Roca,es ESP,MF,Betis,27,1996,10.1,0.4,0,0,1.58,0.5,0,0.99,1.39,1.39,0,0,0,5.05,0.5,1.29,27.8,Matches
479,Rodri,es ESP,FW,Betis,24,2000,1.3,0,0,0,1.54,1.54,0.77,4.62,0.77,0.77,0,0,0,7.69,0,1.54,0,Matches
480,Adrian Rodriguez,es ESP,GK,Alavés,23,2000,1.4,0.71,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,,Matches
481,Álvaro Rodríguez,uy URU,FW,Getafe,20,2004,9.5,0.63,0,0,3.16,2,0.63,0.53,0.32,0.74,0,0,0,3.26,10.9,8.84,55.3,Matches
482,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,26,1998,14.8,0.41,0.07,0,1.28,1.69,0.07,3.72,1.35,1.15,0.07,0.07,0,3.78,0.81,1.62,33.3,Matches
483,Arturo Rodríguez,es ESP,FW,Las Palmas,17,2006,0.2,0,0,0,0,0,0,10,0,0,0,0,0,5,0,5,0,Matches
484,Damián Rodríguez,es ESP,MF,Celta Vigo,21,2003,10.3,0.29,0,0,1.26,0.87,0,2.91,0.68,0.87,0,0,0,4.76,0,0.39,0,Matches
485,Dani Rodríguez,es ESP,"MF,FW",Mallorca,36,1988,24,0.21,0,0,2.13,1.67,0.33,4.83,0.5,1.21,0,0,0,2.92,1.13,1.54,42.2,Matches
486,Daniel Rodriguez,es ESP,FW,Barcelona,18,2005,0.4,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,,Matches
487,James Rodríguez,co COL,"MF,FW",Rayo Vallecano,33,1991,1.6,0.63,0,0,1.25,0.63,1.88,8.13,0.63,1.25,0,0,0,5,1.25,1.88,40,Matches
488,Javi Rodríguez,es ESP,DF,Celta Vigo,21,2003,27.9,0.25,0,0,1.33,0.79,0,0.14,1.18,1.36,0,0,0,3.12,1.43,1.25,53.3,Matches
489,Jesus Rodríguez,es ESP,FW,Betis,18,2005,12.3,0,0,0,1.38,3.09,0.16,1.46,0.49,1.14,0.08,0,0,4.72,0.24,0.65,27.3,Matches
490,Kirian Rodríguez,es ESP,MF,Las Palmas,28,1996,19.5,0.1,0,0,0.46,0.92,0,0.92,0.51,0.87,0,0,0,5.13,0.67,0.87,43.3,Matches
491,Ricardo Rodríguez,ch SUI,DF,Betis,31,1992,14.2,0,0,0,0.85,0.42,0,1.06,0.56,1.06,0,0,0,3.87,1.9,1.2,61.4,Matches
492,Rodrygo,br BRA,"FW,MF",Real Madrid,23,2001,21.4,0,0,0,0.37,1.73,0.05,3.79,0.51,0.65,0.05,0,0,3.32,0.33,0.75,30.4,Matches
493,Leo Román,es ESP,GK,Mallorca,24,2000,7,0,0,0,0,0.14,0,0,0,0,0,0,0,1.14,0,0,,Matches
494,Carlos Romero,es ESP,DF,Espanyol,22,2001,28.4,0.25,0,0,1.2,0.74,0.04,3.24,1.06,1.65,0,0.07,0,4.4,0.49,0.85,36.8,Matches
495,Isaac Romero,es ESP,FW,Sevilla,24,2000,24,0.42,0.04,0,1.58,1.54,0.46,0.75,0.29,0.29,0.04,0.04,0,2.46,1.21,2.13,36.3,Matches
496,Luka Romero,ar ARG,"FW,MF",Alavés,19,2004,2.2,0,0,0,1.36,1.36,0.45,4.55,0.45,1.82,0.45,0,0,4.09,0.91,1.82,33.3,Matches
497,Oriol Romeu,es ESP,MF,Girona,32,1991,15.1,0.33,0,0,1.85,1.19,0,0.53,0.79,1.66,0,0.07,0,4.7,0.86,1.19,41.9,Matches
498,Vitor Roque,br BRA,FW,Betis,19,2005,13.7,0.29,0,0,2.19,2.19,0.36,0.44,0.51,0.44,0.15,0,0,2.55,1.09,2.12,34.1,Matches
499,Valentin Rosier,fr FRA,DF,Leganés,27,1996,28.8,0.28,0,0,1.53,0.63,0.28,1.35,1.81,1.81,0,0,0,4.2,0.9,0.59,60.5,Matches
500,Antonio Rüdiger,de GER,DF,Real Madrid,31,1993,25.5,0.12,0,0,0.59,0.59,0.08,0.16,0.35,0.51,0.08,0.04,0,4,1.37,0.94,59.3,Matches
501,Aitor Ruibal,es ESP,"DF,FW",Betis,28,1996,14.6,0.34,0,0,0.68,1.23,0.14,2.19,0.96,1.58,0,0,0,4.86,0.48,0.89,35,Matches
502,Abel Ruiz,es ESP,FW,Girona,24,2000,15,0.2,0,0,0.47,0.87,0.33,0.27,0.33,0.13,0,0,0,1.4,0.6,1.27,32.1,Matches
503,Ferrán Ruiz,es ESP,MF,Girona,21,2003,0.2,0,0,0,0,0,0,0,5,0,0,0,0,5,0,5,0,Matches
504,Youssouf Sabaly,sn SEN,DF,Betis,31,1993,17.6,0.06,0,0,1.02,0.68,0.06,1.76,0.74,1.42,0,0,0,4.94,0.51,0.74,40.9,Matches
505,Umar Sadiq,ng NGA,FW,Valencia,27,1997,9.2,0.43,0,0,3.15,1.74,1.41,0,0.11,0.54,0,0,0,1.52,2.5,2.07,54.8,Matches
506,Umar Sadiq,ng NGA,FW,Real Sociedad,27,1997,2.5,0.4,0,0,3.2,0.4,2,0.8,0.4,0.4,0,0,0,2,3.6,4.4,45,Matches
507,Jorge Sáenz,es ESP,DF,Leganés,27,1996,18.8,0.21,0.05,0,1.6,0.8,0.05,0,1.33,1.22,0,0.05,0.05,3.09,2.18,2.02,51.9,Matches
508,Jan Salas,es ESP,"MF,FW",Mallorca,18,2005,0.5,0,0,0,0,6,0,2,0,2,0,0,0,4,2,0,100,Matches
509,Kike Salas,es ESP,DF,Sevilla,22,2002,24.9,0.24,0,0,0.84,0.6,0,0.36,1.29,1.12,0,0,0,3.82,3.09,1.33,70,Matches
510,Albert Sambi Lokonga,be BEL,MF,Sevilla,24,1999,16.3,0.25,0,0,1.35,1.29,0,0.12,0.55,0.92,0,0,0,4.23,1.72,0.86,66.7,Matches
511,Chuky san jose,es ESP,MF,Valladolid,20,2004,8.1,0.12,0,0,0.37,1.23,0.49,2.96,0,0.25,0,0,0,2.47,0.25,1.23,16.7,Matches
512,Oihan Sancet,es ESP,MF,Athletic Club,24,2000,18,0.11,0,0,0.89,1.33,0.28,1,0.28,0.44,0,0,0,4.28,0.67,0.72,48,Matches
513,Antonio Sánchez,es ESP,"MF,DF",Mallorca,27,1997,15.5,0.19,0,0,1.55,0.71,0.26,2.13,1.16,1.03,0,0,0,4.97,0.39,1.03,27.3,Matches
514,Iván Sánchez,es ESP,"MF,FW",Valladolid,31,1992,15.6,0.26,0,0,0.96,3.08,0.19,7.31,0.9,1.28,0,0,0,3.78,0.71,0.71,50,Matches
515,Javi Sánchez,es ESP,DF,Valladolid,27,1997,22.5,0.27,0,0,0.84,0.13,0,0,0.98,0.71,0,0.09,0,2.53,1.51,1.38,52.3,Matches
516,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,20,2003,19.1,0.31,0.05,0.05,0.94,0.63,0.05,2.09,0.89,1.78,0,0,0,3.46,0.99,0.99,50,Matches
517,Manu Sánchez,es ESP,DF,Alavés,23,2000,29.3,0.2,0.03,0,1.91,0.72,0.03,2.66,1.02,1.91,0,0.03,0.03,3.58,0.27,1.09,20,Matches
518,Maroan Sannadi,es ESP,FW,Athletic Club,23,2001,8.4,0,0,0,2.38,3.57,0.83,0.71,0.12,0,0.12,0,0,2.86,1.67,2.02,45.2,Matches
519,Jesús Santiago,es ESP,MF,Getafe,20,2004,4.1,1.22,0,0,3.41,1.46,0,0.73,0.24,1.95,0,0,0,5.12,0.24,1.22,16.7,Matches
520,Aleksandar Sedlar,rs SRB,DF,Alavés,32,1991,6.6,0.15,0.15,0,1.36,0.76,0,0,1.52,1.52,0,0,0,2.73,1.36,0.91,60,Matches
521,Sergi,es ESP,DF,Leganés,32,1992,32.9,0.06,0.03,0,0.91,0.36,0.21,0.03,1.19,0.88,0.03,0.03,0.03,2.43,1.91,1.76,52.1,Matches
522,Nicolás Serrano,es ESP,FW,Athletic Club,21,2003,1.2,0,0,0,1.67,1.67,0,10.8,0.83,0.83,0,0,0,2.5,0,1.67,0,Matches
523,Fábio Silva,pt POR,FW,Las Palmas,22,2002,20.7,0.34,0,0,1.88,2.08,0.97,1.01,0.19,0.34,0,0,0,2.32,2.46,2.51,49.5,Matches
524,Rui Silva,pt POR,GK,Betis,30,1994,15,0.07,0,0,0.07,0.13,0,0,0,0,0,0.07,0,1.67,0.13,0,100,Matches
525,Giuliano Simeone,ar ARG,MF,Atlético Madrid,21,2002,21.4,0.19,0,0,1.07,1.96,0.33,2.29,0.65,0.61,0.05,0,0,3.36,0.51,1.07,32.4,Matches
526,Unai Simón,es ESP,GK,Athletic Club,27,1997,21,0,0,0,0,0.14,0,0,0.05,0,0,0,0,1.57,0.29,0,100,Matches
527,Daley Sinkgraven,nl NED,DF,Las Palmas,29,1995,1,0,0,0,2,2,0,4,1,1,0,0,0,6,1,0,100,Matches
528,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,28,1995,6.8,0.29,0,0,0.59,0.59,0,0.15,1.32,1.62,0,0,0.15,4.71,2.65,2.5,51.4,Matches
529,Antonio Sivera,es ESP,GK,Alavés,27,1996,31.2,0.19,0.03,0,0.13,0.16,0,0,0,0.03,0,0.1,0.03,0.67,0.16,0.03,83.3,Matches
530,Justin Smith,ca CAN,MF,Espanyol,21,2003,2.3,0,0,0,2.17,0.87,0,0.43,1.74,1.3,0,0,0,3.48,1.3,0,100,Matches
531,Alex Sola,es ESP,"MF,FW",Getafe,25,1999,11.4,0.35,0,0,2.11,2.28,0.61,1.58,0.61,1.23,0,0,0,4.12,1.58,2.46,39.1,Matches
532,Arnau Solà,es ESP,MF,Villarreal,21,2003,0.1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,Matches
533,Jhon Solis,co COL,MF,Girona,19,2004,5.9,0.51,0,0,1.53,1.02,0,0.51,0.68,1.19,0,0,0,4.58,0.51,0.85,37.5,Matches
534,David Soria,es ESP,GK,Getafe,31,1993,38,0.05,0,0,0,0.05,0,0,0.03,0.11,0,0,0,0.74,0.16,0,100,Matches
535,Juan Soriano,es ESP,GK,Leganés,26,1997,6,0.17,0.17,0,0,0.5,0,0,0,0.17,0,0,0.17,0.83,0,0,,Matches
536,Hugo Sotelo,es ESP,MF,Celta Vigo,20,2003,13.9,0.36,0,0,1.37,0.65,0.07,3.6,0.36,1.22,0,0,0,5.11,0.14,0.72,16.7,Matches
537,Djibril Sow,ch SUI,MF,Sevilla,27,1997,22.9,0.22,0,0,1,1.79,0,0.39,1.22,0.61,0,0,0,4.8,1.05,1,51.1,Matches
538,Carl Starfelt,se SWE,DF,Celta Vigo,29,1995,25.2,0.2,0,0,0.83,0.44,0,0,1.23,0.79,0,0,0,3.06,2.38,2.02,54.1,Matches
539,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,19,2004,10.5,0.1,0,0,0.67,0.57,0.95,0.67,0.19,0.57,0,0,0,1.43,2.95,5.24,36,Matches
540,Stoichkov,es ESP,"MF,FW",Alavés,30,1993,7.8,0.13,0,0,1.15,2.05,0.64,1.67,0.13,1.15,0,0,0,5.64,0.64,1.92,25,Matches
541,Cristhian Stuani,uy URU,FW,Girona,37,1986,12,0.33,0,0,2.92,0.58,0.92,0.17,0.58,0.58,0,0,0,1.17,1.83,1.42,56.4,Matches
542,Álex Suárez,es ESP,DF,Las Palmas,31,1993,27.3,0.44,0,0,0.99,0.77,0.04,0.04,0.48,0.84,0,0.04,0.07,2.49,0.92,1.76,34.2,Matches
543,Denis Suárez,es ESP,MF,Villarreal,30,1994,6.8,0,0,0,0.15,1.03,0,3.68,0.44,1.18,0,0,0,3.68,0.15,0.88,14.3,Matches
544,Luka Sučić,hr CRO,MF,Real Sociedad,21,2002,19.9,0.2,0,0,0.55,0.75,0.15,0.9,0.75,0.9,0,0,0,5.48,1.31,1.26,51,Matches
545,Suso,es ESP,"FW,MF",Sevilla,30,1993,6.7,0.45,0,0,0.9,2.39,0.3,8.81,0.6,1.04,0,0,0,4.63,0.3,0.75,28.6,Matches
546,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,20,2004,15,0.07,0,0,1.4,2.13,0.47,1.2,0.2,1.07,0,0,0,3.07,0.53,1,34.8,Matches
547,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,30,1994,17.6,0.28,0,0,0.91,1.82,0.74,0.51,0.17,0.23,0.11,0,0,1.99,2.33,3.3,41.4,Matches
548,Wojciech Szczęsny,pl POL,GK,Barcelona,34,1990,15,0,0,0,0.07,0.07,0,0,0,0.07,0,0.07,0,3.47,0,0,,Matches
549,Alexander Sørloth,no NOR,FW,Atlético Madrid,28,1995,17.4,0.23,0,0,1.49,0.75,0.46,0.29,0.06,0.29,0,0,0,2.36,5.63,2.87,66.2,Matches
550,Renato Tapia,pe PER,"MF,DF",Leganés,29,1995,26.9,0.3,0,0,1.41,1.26,0,0.45,1,1.3,0,0,0,5.76,1.19,0.89,57.1,Matches
551,César Tárrega,es ESP,DF,Valencia,22,2002,33.6,0.21,0,0,1.67,0.45,0,0.03,0.65,1.1,0,0.06,0.06,3.1,2.59,1.85,58.4,Matches
552,Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,24,2000,29.9,0.17,0,0,0.87,0.8,0,0.4,1.54,0.77,0,0.03,0,4.78,2.47,0.9,73.3,Matches
553,Álvaro Tejero,es ESP,"MF,DF",Espanyol,28,1996,13.8,0.14,0,0,1.01,1.38,0.07,8.19,0.94,0.29,0,0,0,4.64,0.72,0.87,45.5,Matches
554,Martín Tejón,es ESP,"MF,DF",Valencia,20,2004,0.5,0,0,0,2,2,0,2,0,0,0,0,0,8,0,6,0,Matches
555,Nahuel Tenaglia,ar ARG,DF,Alavés,28,1996,32.5,0.34,0,0,1.14,1.38,0.06,2.62,1.45,1.88,0.09,0,0,3.6,1.42,1.6,46.9,Matches
556,Marc-André ter Stegen,de GER,GK,Barcelona,32,1992,7.5,0,0,0,0,0.27,0,0,0,0,0,0,0,1.87,0.13,0,100,Matches
557,Ramón Terrats,es ESP,"MF,FW",Villarreal,23,2000,1.5,0.67,0,0,1.33,1.33,0,3.33,1.33,2,0,0,0,7.33,2,1.33,60,Matches
558,Ramón Terrats,es ESP,"MF,FW",Getafe,23,2000,13.5,0.07,0,0,0.96,1.63,0.3,2.59,0.59,0.74,0,0,0,3.93,1.04,0.96,51.9,Matches
559,Raúl de Tomás,es ESP,"DF,FW",Rayo Vallecano,29,1994,0.2,0,0,0,5,10,0,0,0,10,0,0,0,10,0,0,,Matches
560,Pablo Torre,es ESP,"MF,FW",Barcelona,21,2003,3.4,0,0,0,1.18,2.35,0.29,3.82,0.88,1.18,0,0,0,4.41,0.29,1.76,14.3,Matches
561,David Torres,es ESP,DF,Valladolid,21,2003,15.4,0.32,0,0,0.84,0.19,0,0.19,0.65,0.52,0,0,0.06,1.75,1.3,1.36,48.8,Matches
562,Ferrán Torres,es ESP,"FW,MF",Barcelona,24,2000,12.3,0.08,0.08,0,0.41,1.3,0.49,1.38,0.33,0.33,0,0,0,2.2,0.41,0.73,35.7,Matches
563,Lucas Torró,es ESP,MF,Osasuna,30,1994,32.9,0.3,0,0,2.28,1.12,0.03,0.03,1.37,1.25,0,0.06,0,5.23,4.83,2.04,70.4,Matches
564,Hamari Traoré,ml MLI,DF,Real Sociedad,32,1992,7.8,0.26,0,0,1.54,0.38,0,1.15,1.15,1.54,0,0,0,3.72,1.15,1.15,50,Matches
565,Óscar Trejo,ar ARG,MF,Rayo Vallecano,36,1988,5.5,0.18,0,0,3.09,2.18,0.18,1.27,0.73,0.91,0,0,0,4.55,0.91,1.27,41.7,Matches
566,Viktor Tsyhankov,ua UKR,"FW,MF",Girona,26,1997,21.3,0.05,0,0,0.66,1.31,0.19,5.82,0.7,0.56,0.05,0,0,3.24,0.42,0.85,33.3,Matches
567,Beñat Turrientes,es ESP,MF,Real Sociedad,22,2002,10.5,0.38,0,0,1.24,2.19,0,1.81,0.48,0.57,0,0,0,4.29,0.95,1.71,35.7,Matches
568,Christantus Uche,ng NGA,"FW,MF",Getafe,21,2003,27.6,0.29,0.07,0.04,1.99,2.46,0.69,0.8,0.36,0.76,0,0,0,3.99,3.3,4.49,42.3,Matches
569,Naci Ünüvar,nl NED,"MF,DF",Espanyol,21,2003,0.3,0,0,0,0,3.33,3.33,6.67,0,6.67,0,0,0,10,0,0,,Matches
570,Óscar Valentín,es ESP,MF,Rayo Vallecano,29,1994,20.4,0.25,0,0,2.79,1.52,0,0.1,1.03,2.01,0,0,0,5.34,1.62,1.91,45.8,Matches
571,Germán Valera,es ESP,MF,Valencia,22,2002,1.6,0,0,0,1.25,2.5,0,3.75,2.5,0.63,0,0,0,2.5,0.63,1.25,33.3,Matches
572,Martin Valjent,sk SVK,DF,Mallorca,28,1995,30.7,0.13,0,0,0.49,0.42,0,0.36,0.59,0.68,0,0,0,3.32,1.6,1.34,54.4,Matches
573,Jesús Vallejo,es ESP,DF,Real Madrid,27,1997,1.5,0,0,0,0,0,0,0,1.33,0,0,0,0,5.33,2,2,50,Matches
574,Federico Valverde,uy URU,"MF,DF",Real Madrid,26,1998,33.7,0.12,0,0,0.36,0.45,0.03,0.77,1.63,0.89,0,0,0,5.16,0.8,0.45,64.3,Matches
575,Siebe Van Der Heyden,be BEL,"DF,MF",Mallorca,26,1998,1.1,0,0,0,1.82,0,0,1.82,1.82,0.91,0,0,0,4.55,1.82,0.91,66.7,Matches
576,Ruben Vargas,ch SUI,"FW,MF",Sevilla,25,1998,7.5,0,0,0,1.47,1.2,0.4,4.93,0.4,0.53,0,0,0,4.13,0.93,0.8,53.8,Matches
577,José Luis García Vayá,es ESP,MF,Valencia,25,1998,19.4,0.41,0.05,0,1.34,0.98,0.05,5.62,0.98,1.29,0,0,0,5.1,1.19,1.08,52.3,Matches
578,Jesus Vazquez,es ESP,DF,Valencia,21,2003,10.2,0.29,0,0,1.67,1.08,0.1,2.25,0.98,1.76,0,0,0,4.12,1.18,1.27,48,Matches
579,Lucas Vázquez,es ESP,DF,Real Madrid,33,1991,24.3,0.16,0,0,1.19,1.32,0.12,2.59,0.7,1.4,0,0,0,3.42,0.25,0.53,31.6,Matches
580,Alejo Véliz,ar ARG,FW,Espanyol,20,2003,12.5,0.24,0,0,1.6,2.64,0.4,0,0.32,0.08,0.08,0,0,1.6,4.08,4.64,46.8,Matches
581,Mikel Vesga,es ESP,MF,Athletic Club,31,1993,11,0.09,0,0,1.27,0.36,0,0.73,1.36,1.36,0,0,0,6,2.27,1.45,61,Matches
582,Carlos Vicente,es ESP,"FW,MF",Alavés,25,1999,34.4,0.09,0,0,1.1,1.8,0.29,7.82,0.41,0.9,0,0,0,3.87,0.99,1.74,36.2,Matches
583,Pau Victor,es ESP,FW,Barcelona,22,2001,3.5,0.57,0,0,2,0.86,0,0.86,0.57,0.29,0,0,0,4,0.86,0.29,75,Matches
584,Nacho Vidal,es ESP,DF,Osasuna,29,1995,1.4,0,0,0,1.43,0.71,0,1.43,0,0,0,0,0,3.57,2.14,0.71,75,Matches
585,Fran Vieites,es ESP,GK,Betis,25,1999,4,0,0,0,0,0.5,0,0,0,0,0,0,0,1.75,0.25,0,100,Matches
586,Sergio Viera,es ESP,MF,Las Palmas,19,2005,1.1,0.91,0,0,0.91,0.91,0,0,0.91,0.91,0,0,0,4.55,0.91,1.82,33.3,Matches
587,Asier Villalibre,es ESP,FW,Alavés,26,1997,3.7,0.54,0,0,2.97,1.89,0.54,0.54,0.27,0.54,0,0,0,1.89,5.95,3.24,64.7,Matches
588,Iván Villar,es ESP,GK,Celta Vigo,27,1997,4,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.25,0.25,50,Matches
589,Viti,es ESP,DF,Las Palmas,26,1997,22,0.23,0,0,1.27,1.41,0,2.05,1.23,2.09,0,0,0,3.86,0.82,0.86,48.6,Matches
590,Daniel Vivian,es ESP,DF,Athletic Club,25,1999,29,0.1,0,0,0.93,0.72,0.03,0.28,1.62,0.9,0,0.03,0,5.66,1.48,1.07,58.1,Matches
591,Krapyvtsov Vladyslav,ua UKR,GK,Girona,19,2005,2,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,,Matches
592,Iñaki Williams,gh GHA,FW,Athletic Club,30,1994,29.5,0.03,0,0,0.75,1.32,0.58,3.9,0.41,0.34,0.03,0,0,2.95,1.02,0.68,60,Matches
593,Nico Williams,es ESP,FW,Athletic Club,22,2002,22.2,0.05,0,0,0.77,1.58,0.45,4.82,0.32,0.81,0,0,0,4.32,0.5,0.77,39.3,Matches
594,Axel Witsel,be BEL,DF,Atlético Madrid,35,1989,9.5,0.11,0,0,0.42,0.53,0.11,0,1.16,1.26,0,0,0,3.37,2.42,1.68,59,Matches
595,Lamine Yamal,es ESP,FW,Barcelona,17,2007,31.7,0.09,0,0,0.95,1.89,0.41,3.41,0.5,0.88,0.06,0,0,3.88,0.03,0.09,25,Matches
596,Daniel Yáñez,es ESP,FW,Real Madrid,17,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
597,Bertuğ Yıldırım,tr TUR,FW,Getafe,22,2002,12,0.58,0,0,2.75,1.5,1.17,0.58,0.08,0.42,0.08,0,0,2,6.08,5.25,53.7,Matches
598,Arsen Zakharyan,ru RUS,"MF,FW",Real Sociedad,21,2003,0.8,0,0,0,1.25,0,0,1.25,1.25,1.25,0,0,0,2.5,0,0,,Matches
599,Bryan Zaragoza,es ESP,"FW,MF",Osasuna,23,2001,20.4,0.2,0,0,0.93,1.91,0.44,5.1,0.2,0.44,0,0,0,2.7,0.1,0.49,16.7,Matches
600,Igor Zubeldia,es ESP,DF,Real Sociedad,27,1997,25.2,0.24,0.04,0,1.51,0.44,0,0.04,1.23,0.87,0,0.04,0,3.41,2.58,3.17,44.8,Matches
601,Martín Zubimendi,es ESP,MF,Real Sociedad,25,1999,32.9,0.18,0,0,1.34,0.58,0,0.36,1.34,1.12,0.03,0,0,4.26,1.61,0.97,62.4,Matches
