Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
192,Aitor Fernández,es ESP,GK,Osasuna,33,1991,1,45,27,18,7,0,0,0,0,0,0,0,0,29,0,0,Matches
193,Álvaro Fernández,es ESP,GK,Sevilla,26,1998,8.3,324,258,65,19,0,0,0,0,0,0,0,0,212,1,0,Matches
194,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,21,2003,1.1,28,27,1,1,0,0,0,0,0,0,0,0,24,0,0,Matches
195,Roberto Férnandez,es ESP,FW,Espanyol,22,2002,16.6,259,236,23,0,2,0,2,0,0,0,0,0,187,0,12,Matches
196,Valery Fernández,es ESP,"MF,FW",Mallorca,24,1999,3.4,99,97,2,0,0,0,3,2,0,0,0,0,88,0,1,Matches
197,André Ferreira,pt POR,GK,Valladolid,28,1996,6,195,117,77,21,0,0,0,0,0,0,0,0,138,1,0,Matches
198,Mateo Flores,es ESP,MF,Betis,20,2004,1.7,69,67,2,2,0,0,1,0,0,0,0,0,56,0,2,Matches
199,Pablo Fornals,es ESP,"MF,FW",Betis,28,1996,20.3,1109,1051,55,20,10,10,54,12,23,7,6,0,887,3,26,Matches
200,Héctor Fort,es ESP,DF,Barcelona,17,2006,6.5,497,440,56,4,0,2,12,52,0,0,0,0,448,1,12,Matches
201,Dimitri Foulquier,fr FRA,DF,Valencia,31,1993,25.5,1276,1000,270,44,2,4,57,226,0,0,0,0,1007,6,43,Matches
202,Juan Foyth,ar ARG,DF,Villarreal,26,1998,16.9,963,864,98,46,3,6,4,35,0,0,0,0,838,1,8,Matches
203,Fran,es ESP,GK,Real Madrid,19,2005,1,20,15,5,1,0,0,0,0,0,0,0,0,19,0,0,Matches
204,Alejandro Francés,es ESP,DF,Girona,21,2002,13,813,695,116,20,1,10,25,96,0,0,0,0,685,2,21,Matches
205,Enric Franquesa,es ESP,"DF,FW",Leganés,27,1997,6.8,225,179,43,0,0,0,16,43,0,0,0,0,158,3,9,Matches
206,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,27,1997,27.7,666,643,19,1,3,1,69,16,0,0,0,0,455,4,44,Matches
207,Darío Fuentes,es ESP,DF,Sevilla,21,2003,0.1,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,Matches
208,Manuel Fuster,es ESP,"FW,MF",Las Palmas,26,1997,11.1,624,559,61,25,3,10,67,13,22,7,10,1,478,4,17,Matches
209,Javi Galán,es ESP,DF,Atlético Madrid,29,1994,19.8,1028,838,186,19,1,2,57,167,0,0,0,0,852,4,24,Matches
210,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,30,1993,16.4,844,805,34,26,6,8,29,0,6,1,5,0,683,5,18,Matches
211,Conor Gallagher,eng ENG,MF,Atlético Madrid,24,2000,18.1,840,818,16,6,3,1,13,8,1,1,0,0,714,6,18,Matches
212,Facundo Garcés,ar ARG,DF,Alavés,24,1999,7.5,197,185,12,11,0,0,1,1,0,0,0,0,150,0,2,Matches
213,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,31,1992,28.4,841,818,18,1,2,6,109,7,1,1,0,0,543,5,43,Matches
214,Eric García,es ESP,"DF,MF",Barcelona,23,2001,17.4,1340,1269,69,24,4,3,7,44,0,0,0,0,1234,2,12,Matches
215,Fran Garcia,es ESP,DF,Real Madrid,24,1999,24.1,1551,1350,199,30,1,5,66,169,0,0,0,0,1344,2,38,Matches
216,Gonzalo García,es ESP,"FW,DF",Real Madrid,20,2004,0.6,20,20,0,0,0,0,0,0,0,0,0,0,19,0,0,Matches
217,Joan García,es ESP,GK,Espanyol,23,2001,38,1259,913,343,127,0,5,0,0,0,0,0,0,901,3,1,Matches
218,Pablo Garcia,es ESP,FW,Betis,17,2006,0.4,14,13,1,0,0,1,2,1,0,0,0,0,10,0,1,Matches
219,Rubén García,es ESP,"FW,MF",Osasuna,31,1993,26.8,1215,1069,139,44,1,25,136,12,72,31,14,2,903,7,37,Matches
220,Unai García,es ESP,DF,Osasuna,32,1992,0.7,38,36,2,2,0,1,0,0,0,0,0,0,36,0,0,Matches
221,Yarek Gasiorowski,es ESP,DF,Valencia,19,2005,10.5,482,448,34,17,1,1,3,16,0,0,0,0,387,0,7,Matches
222,Gavi,es ESP,"MF,FW",Barcelona,19,2004,12.1,814,792,21,13,1,5,9,5,1,0,0,0,733,1,7,Matches
223,Paulo Gazzaniga,ar ARG,GK,Girona,32,1992,35.5,1211,971,235,55,0,1,0,0,0,0,0,0,969,5,1,Matches
224,Bryan Gil,es ESP,"FW,MF",Girona,23,2001,19.1,759,731,23,1,0,0,78,8,14,6,6,0,621,5,23,Matches
225,Dani Gómez,es ESP,FW,Valencia,26,1998,5.9,83,72,11,0,0,0,0,2,0,0,0,0,62,0,6,Matches
226,Moi Gómez,es ESP,"MF,FW",Osasuna,30,1994,8.8,494,480,13,7,0,9,28,1,2,1,1,0,398,1,16,Matches
227,Sergi Gómez,es ESP,DF,Espanyol,32,1992,7.4,350,337,13,11,0,0,1,0,0,0,0,0,311,0,1,Matches
228,Sergio Gómez,es ESP,"MF,DF",Real Sociedad,23,2000,30.4,1439,1186,244,58,1,9,231,46,133,47,67,0,1076,9,47,Matches
229,Unai Gómez,es ESP,"MF,FW",Athletic Club,21,2003,14.3,305,278,26,3,2,0,23,1,12,11,0,0,223,1,6,Matches
230,Fabio González,es ESP,MF,Las Palmas,27,1997,0.6,53,53,0,0,0,1,1,0,0,0,0,0,43,0,3,Matches
231,Peter González,do DOM,"MF,FW",Getafe,22,2002,5.3,131,117,12,2,0,0,14,9,0,0,0,0,86,2,6,Matches
232,Urko González,es ESP,MF,Espanyol,23,2001,15.3,432,425,6,4,2,1,3,1,1,0,1,0,335,1,14,Matches
233,Urko González,es ESP,MF,Real Sociedad,23,2001,0.5,17,17,0,0,0,1,1,0,0,0,0,0,10,0,1,Matches
234,Andoni Gorosabel,es ESP,DF,Athletic Club,27,1996,16.5,884,690,193,14,0,0,41,179,0,0,0,0,736,1,21,Matches
235,José Gragera,es ESP,MF,Espanyol,23,2000,6.3,217,206,10,10,0,1,0,0,0,0,0,0,190,1,2,Matches
236,Dominik Greif,sk SVK,GK,Mallorca,27,1997,31,1047,745,295,102,0,2,0,0,0,0,0,0,735,7,1,Matches
237,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,33,1991,27.4,1463,1313,145,26,12,9,138,13,81,28,29,0,1094,5,39,Matches
238,Florian Grillitsch,at AUT,MF,Valladolid,28,1995,6.9,349,327,22,12,3,7,6,1,4,3,0,0,289,0,4,Matches
239,Vicente Guaita,es ESP,GK,Celta Vigo,37,1987,34,972,680,290,60,0,1,0,0,0,0,0,0,798,2,0,Matches
240,Sergi Guardiola,es ESP,FW,Rayo Vallecano,33,1991,4,84,81,3,0,0,0,4,0,0,0,0,0,56,0,5,Matches
241,Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,32,1991,27.7,1371,1260,106,62,1,9,31,0,23,15,3,0,1192,5,6,Matches
242,Javier Guerra,es ESP,MF,Valencia,21,2003,28.7,1314,1248,55,28,8,11,45,6,15,7,3,0,1023,11,40,Matches
243,Ander Guevara,es ESP,MF,Alavés,27,1997,21.6,995,950,37,22,0,6,5,2,0,0,0,0,762,8,19,Matches
244,Pape Gueye,sn SEN,MF,Villarreal,25,1999,24.7,1144,1091,41,33,8,20,20,1,2,1,0,0,911,12,21,Matches
245,Hugo Guillamón,es ESP,MF,Valencia,24,2000,4,188,178,9,9,0,3,1,0,0,0,0,0,154,1,1,Matches
246,Carlos Guirao,es ESP,MF,Betis,21,2003,1.2,46,43,3,2,0,0,0,1,0,0,0,0,36,0,4,Matches
247,Arda Güler,tr TUR,"MF,FW",Real Madrid,19,2005,13.9,886,805,80,18,10,8,57,13,47,30,7,0,763,1,13,Matches
248,Gerard Gumbau,es ESP,MF,Rayo Vallecano,29,1994,9.4,420,378,41,16,0,5,38,2,23,14,7,0,317,1,11,Matches
249,Jon Guridi,es ESP,"MF,FW",Alavés,29,1995,23.1,737,704,28,7,2,0,17,4,5,1,3,0,547,5,18,Matches
250,Gorka Guruzeta,es ESP,FW,Athletic Club,27,1996,20.4,411,383,25,0,1,4,5,3,0,0,0,0,298,3,13,Matches
251,Miguel Gutiérrez,es ESP,"DF,MF",Girona,23,2001,27.3,1502,1234,255,40,4,11,153,193,22,2,18,0,1241,13,41,Matches
252,Munir El Haddadi,ma MAR,"FW,MF",Leganés,28,1995,9.6,268,251,14,5,1,0,13,3,2,0,1,0,201,3,6,Matches
253,Sébastien Haller,ci CIV,FW,Leganés,30,1994,4.5,90,85,5,0,2,0,0,0,0,0,0,0,54,0,1,Matches
254,Henrique,br BRA,DF,Valladolid,30,1994,3.9,197,170,27,6,1,0,3,20,1,1,0,0,169,0,5,Matches
255,Javi Hernández,es ESP,DF,Leganés,26,1998,26.5,1060,835,222,37,1,4,52,181,4,1,0,0,797,3,21,Matches
256,Aridane Hernández,es ESP,DF,Rayo Vallecano,35,1989,11.4,527,484,42,15,0,5,0,0,0,0,0,0,463,1,2,Matches
257,Jorge Herrando,es ESP,DF,Osasuna,23,2001,15.2,732,694,36,22,0,6,2,8,0,0,0,0,625,2,5,Matches
258,Ander Herrera,es ESP,MF,Athletic Club,34,1989,3,200,194,6,5,0,0,1,1,0,0,0,0,181,0,0,Matches
259,Sergio Herrera,es ESP,GK,Osasuna,31,1993,37,1246,851,391,114,0,3,0,1,0,0,0,0,871,4,0,Matches
260,Yangel Herrera,ve VEN,MF,Girona,26,1998,25.1,1068,1046,16,10,2,10,44,3,0,0,0,0,868,6,22,Matches
261,Juan Herzog,es ESP,DF,Las Palmas,21,2003,14.6,647,598,47,20,0,3,0,6,0,0,0,0,559,2,3,Matches
262,Omar El Hilali,ma MAR,DF,Espanyol,20,2003,35,1577,1220,354,61,1,16,57,293,0,0,0,0,1245,3,25,Matches
263,Roger Hinojo,es ESP,DF,Espanyol,19,2005,0.1,10,9,1,0,0,0,2,1,0,0,0,0,5,0,1,Matches
264,Dinko Horkaš,hr CRO,GK,Las Palmas,25,1999,12.1,525,445,77,30,0,3,0,0,0,0,0,0,397,3,0,Matches
265,Pablo Ibáñez,es ESP,MF,Osasuna,25,1998,14.4,513,494,14,4,2,5,13,4,1,0,0,0,384,5,14,Matches
266,Stanis Idumbo,be BEL,"FW,MF",Sevilla,19,2005,3.2,76,72,3,0,1,0,0,3,0,0,0,0,63,1,3,Matches
267,Iglesias,es ESP,DF,Getafe,26,1998,32.1,1202,843,349,26,0,14,84,323,0,0,0,0,686,10,42,Matches
268,Borja Iglesias,es ESP,FW,Celta Vigo,31,1993,21.7,489,425,56,1,8,8,6,2,0,0,0,0,346,8,21,Matches
269,Kelechi Iheanacho,ng NGA,FW,Sevilla,27,1996,4.4,80,76,4,0,0,2,0,1,0,0,0,0,60,0,1,Matches
270,Isco,es ESP,MF,Betis,32,1992,17.2,1173,1027,143,60,6,27,92,5,72,28,28,0,957,3,24,Matches
271,Diego Iturralde,es ESP,FW,Sevilla,21,2003,0.4,7,7,0,0,0,0,0,0,0,0,0,0,5,0,1,Matches
272,Ivan Jaime Pajuelo,es ESP,MF,Valencia,23,2000,3.3,106,98,6,2,0,2,6,0,4,1,0,0,80,2,4,Matches
273,Karl Jakob Hein,ee EST,GK,Valladolid,22,2002,31,1167,841,324,100,0,1,0,0,0,0,0,0,856,2,0,Matches
274,Adnan Januzaj,be BEL,"MF,FW",Las Palmas,29,1995,6.6,350,288,61,13,8,8,65,11,30,15,6,1,242,1,19,Matches
275,Mikel Jauregizar,es ESP,MF,Athletic Club,20,2003,24.9,1121,1074,42,24,5,13,27,0,18,2,11,0,904,5,13,Matches
276,John Joe,ie IRL,"MF,FW",Getafe,20,2003,0.5,20,20,0,0,0,0,0,0,0,0,0,0,16,0,1,Matches
277,Jofre,es ESP,"MF,FW",Espanyol,23,2001,24.1,525,508,14,1,2,2,54,11,2,0,2,0,352,3,26,Matches
278,Frenkie de Jong,nl NED,MF,Barcelona,27,1997,12.7,1148,1120,26,24,4,2,6,2,0,0,0,0,1084,2,11,Matches
279,Joan Jordán,es ESP,MF,Alavés,30,1994,15.7,915,761,151,66,0,18,106,3,63,26,31,1,685,3,16,Matches
280,Juanmi,es ESP,"FW,MF",Getafe,31,1993,7.7,137,131,6,0,0,0,0,3,0,0,0,0,105,0,10,Matches
281,Juanmi,es ESP,"FW,MF",Betis,31,1993,2.7,70,67,3,1,0,0,1,2,0,0,0,0,58,0,5,Matches
282,Juanpe,es ESP,DF,Girona,33,1991,8.1,581,543,37,30,0,11,1,5,0,0,0,0,507,1,5,Matches
283,Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,23,2001,16.2,491,352,139,40,0,1,0,0,0,0,0,0,359,0,1,Matches
284,Vinicius Júnior,br BRA,FW,Real Madrid,24,2000,25,901,862,29,9,15,16,56,10,8,0,0,0,673,10,45,Matches
285,Stanko Jurić,hr CRO,MF,Valladolid,27,1996,19.2,755,734,20,19,1,1,0,1,0,0,0,0,636,1,14,Matches
286,Willy Kambwala,fr FRA,DF,Villarreal,19,2004,12.4,594,538,52,24,0,2,0,13,0,0,0,0,521,4,5,Matches
287,Abdoulaye Keita,es ESP,"FW,MF",Getafe,21,2002,1.1,27,26,1,0,0,1,1,1,0,0,0,0,15,0,1,Matches
288,Kenedy,br BRA,"MF,FW",Valladolid,28,1996,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
289,Kiké,es ESP,FW,Alavés,34,1989,28.2,588,571,14,2,4,6,13,1,0,0,0,0,384,3,18,Matches
290,Koke,es ESP,MF,Atlético Madrid,32,1992,21.4,1640,1565,67,48,3,6,22,7,12,5,2,0,1444,8,16,Matches
291,Jules Koundé,fr FRA,DF,Barcelona,25,1998,28.9,2140,1803,332,66,6,13,63,266,0,0,0,0,1856,5,25,Matches
292,Alex Král,cz CZE,MF,Espanyol,26,1998,30.2,837,801,29,10,6,6,38,2,4,0,4,0,602,7,30,Matches
293,Ladislav Krejčí,cz CZE,DF,Girona,25,1999,27.1,2135,2041,92,57,3,8,11,12,0,0,0,0,1924,2,7,Matches
294,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,23,2001,26.4,962,907,48,11,7,2,85,8,28,13,8,0,694,7,43,Matches
295,Marash Kumbulla,al ALB,DF,Espanyol,24,2000,33,1407,1350,52,34,0,7,6,2,0,0,0,0,1189,5,8,Matches
296,Luca de la Torre,us USA,MF,Celta Vigo,26,1998,0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
297,Yoel Lago,es ESP,DF,Celta Vigo,20,2004,6.5,426,412,14,12,2,1,0,2,0,0,0,0,394,0,1,Matches
298,Cyle Larin,ca CAN,FW,Mallorca,29,1995,19.6,317,309,7,0,0,0,6,2,0,0,0,0,214,1,11,Matches
299,Juanmi Latasa,es ESP,FW,Valladolid,23,2001,15.5,260,232,26,3,1,3,5,0,0,0,0,0,154,2,1,Matches
300,Toni Lato,es ESP,DF,Mallorca,26,1997,6.9,314,256,56,1,0,0,23,55,0,0,0,0,236,2,5,Matches
301,Robin Le Normand,es ESP,DF,Atlético Madrid,27,1996,23.9,1298,1263,34,26,0,5,1,4,0,0,0,0,1174,1,3,Matches
302,Florian Lejeune,fr FRA,DF,Rayo Vallecano,33,1991,36.9,2062,1955,105,85,0,35,8,6,0,0,0,0,1728,2,19,Matches
303,Iñigo Lekue,es ESP,DF,Athletic Club,31,1993,8.6,439,348,89,10,0,1,16,79,0,0,0,0,345,2,6,Matches
304,Thomas Lemar,fr FRA,MF,Atlético Madrid,28,1995,0.9,68,61,7,4,0,0,3,1,2,0,0,0,57,0,1,Matches
305,Clément Lenglet,fr FRA,DF,Atlético Madrid,29,1995,21.9,1364,1318,45,35,0,13,4,3,0,0,0,0,1193,1,13,Matches
306,Robert Lewandowski,pl POL,FW,Barcelona,35,1988,29.6,522,503,15,1,3,6,5,0,0,0,0,0,383,4,22,Matches
307,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,24,1999,17.2,821,792,28,3,1,3,41,23,2,0,0,0,652,1,31,Matches
308,Javier Llabrés,es ESP,FW,Mallorca,21,2002,0.6,24,24,0,0,0,0,4,0,0,0,0,0,20,0,0,Matches
309,Diego Llorente,es ESP,DF,Betis,30,1993,28,1595,1533,59,53,0,11,1,5,0,0,0,0,1383,3,9,Matches
310,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,29,1995,27.9,1563,1371,183,13,1,2,62,170,0,0,0,0,1337,9,34,Matches
311,Giovani Lo Celso,ar ARG,"MF,FW",Betis,28,1996,16.2,970,812,157,73,15,8,95,11,67,36,22,0,766,1,21,Matches
312,Enzo Loiodice,fr FRA,MF,Las Palmas,23,2000,7.6,443,429,14,6,0,3,10,1,7,3,1,1,377,0,11,Matches
313,David López,es ESP,DF,Mallorca,21,2003,1.9,53,52,0,0,0,0,0,0,0,0,0,0,43,1,1,Matches
314,David López,es ESP,DF,Girona,34,1989,27,2041,1946,92,64,0,16,3,9,0,0,0,0,1879,3,8,Matches
315,Diego López,es ESP,"MF,FW",Valencia,22,2002,30.4,943,904,36,0,5,3,67,33,0,0,0,0,680,3,47,Matches
316,Fer López,,"FW,MF",Celta Vigo,,,7.5,260,254,2,0,7,4,2,0,2,1,1,0,220,4,5,Matches
317,Fermin López,es ESP,"MF,FW",Barcelona,21,2003,13.9,675,624,48,6,8,5,47,4,28,12,2,1,552,3,12,Matches
318,Javi López,es ESP,DF,Real Sociedad,22,2002,21.5,1038,783,254,21,0,8,60,233,0,0,0,0,814,1,27,Matches
319,Pau López,es ESP,GK,Girona,29,1994,0.5,24,16,8,1,0,0,0,0,0,0,0,0,18,0,0,Matches
320,Roberto López,es ESP,MF,Leganés,24,2000,4.4,208,176,28,13,0,3,24,1,12,7,3,0,152,4,6,Matches
321,Unai López,es ESP,MF,Rayo Vallecano,28,1995,19,1236,1172,62,22,5,8,33,12,19,10,5,0,1041,2,19,Matches
322,Iker Losada,es ESP,"FW,MF",Celta Vigo,22,2001,4,128,127,0,0,3,2,5,0,0,0,0,0,96,1,4,Matches
323,Iker Losada,es ESP,"MF,FW",Betis,22,2001,3.7,142,141,1,1,2,1,4,0,0,0,0,0,107,0,6,Matches
324,Pol Lozano,es ESP,MF,Espanyol,24,1999,21.6,828,777,47,32,4,8,19,5,10,2,5,0,694,4,14,Matches
325,José Luis Gayà,es ESP,DF,Valencia,29,1995,20,996,823,170,13,1,5,84,157,0,0,0,0,775,3,20,Matches
326,Dodi Lukebakio,be BEL,FW,Sevilla,26,1997,34.4,1052,945,101,24,7,12,124,8,64,43,12,0,780,6,30,Matches
327,Daniel Luna,co COL,MF,Mallorca,21,2003,0.2,13,11,2,0,0,0,3,1,1,1,0,0,8,0,0,Matches
328,Andriy Lunin,ua UKR,GK,Real Madrid,25,1999,7,202,147,53,8,0,1,0,0,0,0,0,0,174,2,1,Matches
329,Darwin Machís,ve VEN,"MF,FW",Valladolid,31,1993,7.1,268,222,45,14,1,4,68,7,24,14,5,0,160,1,7,Matches
330,Pablo Maffeo,es ESP,DF,Mallorca,27,1997,26.3,1039,804,226,10,4,2,96,216,0,0,0,0,736,9,33,Matches
331,Jon Magunazelaia,es ESP,MF,Real Sociedad,23,2001,0.1,13,13,0,0,1,0,0,0,0,0,0,0,7,0,1,Matches
332,Giorgi Mamardashvili,ge GEO,GK,Valencia,23,2000,34,1080,742,336,117,0,3,0,0,0,0,0,0,732,2,1,Matches
333,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,30,1994,10.5,612,517,95,11,0,1,8,84,0,0,0,0,515,0,7,Matches
334,Javier Manquillo,es ESP,DF,Celta Vigo,30,1994,5.7,373,358,15,9,1,0,3,6,0,0,0,0,335,0,5,Matches
335,Marcão,br BRA,DF,Sevilla,28,1996,6.1,315,296,18,10,0,0,0,0,0,0,0,0,284,1,4,Matches
336,Óscar de Marcos,es ESP,DF,Athletic Club,35,1989,17.4,1010,793,213,21,4,2,55,192,0,0,0,0,800,4,20,Matches
337,Alberto Marí,es ESP,FW,Valencia,23,2001,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
338,José María Giménez,uy URU,DF,Atlético Madrid,29,1995,22.2,1362,1283,78,54,1,18,0,5,0,0,0,0,1250,1,4,Matches
339,Arkaitz Mariezkurrena,es ESP,"FW,MF",Real Sociedad,19,2005,2.7,68,65,3,1,0,0,5,0,0,0,0,0,47,0,5,Matches
340,Pablo Marín,es ESP,MF,Real Sociedad,21,2003,13.8,467,453,12,3,2,0,12,0,0,0,0,0,374,2,11,Matches
341,Mika Mármol,es ESP,DF,Las Palmas,23,2001,26.7,1495,1264,227,30,0,7,57,192,0,0,0,0,1112,4,24,Matches
342,Mario Maroto,es ESP,MF,Valladolid,20,2003,0.7,41,39,2,0,0,0,2,0,2,2,0,0,31,0,1,Matches
343,Unai Marrero,es ESP,GK,Real Sociedad,22,2001,2,57,37,19,4,0,0,0,0,0,0,0,0,46,1,0,Matches
344,Carlos Martín,es ESP,"FW,MF",Alavés,22,2002,14.8,400,394,6,2,4,2,24,4,0,0,0,0,261,0,23,Matches
345,Diego Martín,es ESP,FW,Las Palmas,20,2003,0.4,15,15,0,0,0,0,4,0,0,0,0,0,8,0,3,Matches
346,Gerard Martín,es ESP,DF,Barcelona,22,2002,11.5,789,682,106,11,1,1,36,95,0,0,0,0,656,1,23,Matches
347,Iván Martín,es ESP,MF,Girona,25,1999,22.7,1387,1360,26,17,1,1,21,9,0,0,0,0,1251,1,17,Matches
348,Jon Martin,es ESP,DF,Real Sociedad,18,2006,10,539,527,12,12,0,1,0,0,0,0,0,0,468,0,3,Matches
349,Mario Martín,es ESP,MF,Valladolid,20,2004,19.4,801,761,38,25,2,4,11,2,1,1,0,0,677,2,14,Matches
350,Arnau Martinez,es ESP,"DF,MF",Girona,21,2003,29.2,1855,1590,258,44,6,5,58,213,1,0,1,0,1603,7,35,Matches
351,Iñigo Martínez,es ESP,DF,Barcelona,33,1991,27.7,2435,2316,116,94,3,34,8,7,0,0,0,0,2217,3,15,Matches
352,Javi Martínez,es ESP,MF,Osasuna,24,1999,0.1,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
353,Ramón Martínez,es ESP,DF,Sevilla,21,2002,2.9,130,120,10,2,0,0,0,8,0,0,0,0,119,0,0,Matches
354,Toni Martínez,es ESP,FW,Alavés,27,1997,11.2,240,227,10,0,2,3,7,1,0,0,0,0,140,3,2,Matches
355,Javi Martón,es ESP,"FW,MF",Athletic Club,25,1999,0.6,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
356,Marvin,es ESP,"DF,FW",Las Palmas,24,2000,11.5,502,418,83,17,0,0,52,66,0,0,0,0,370,1,19,Matches
357,Omar Mascarell,gq EQG,MF,Mallorca,31,1993,22.1,963,945,14,14,1,9,5,0,0,0,0,0,809,4,10,Matches
358,Jaime Mata,es ESP,"FW,MF",Las Palmas,35,1988,7.3,187,182,4,0,0,0,9,1,0,0,0,0,127,1,6,Matches
359,Borja Mayoral,es ESP,FW,Getafe,27,1997,12.4,254,225,27,2,0,5,9,3,0,0,0,0,197,2,7,Matches
360,Kylian Mbappé,fr FRA,FW,Real Madrid,25,1998,32.3,1145,1074,66,3,6,19,35,11,6,0,0,0,949,5,33,Matches
361,Oliver McBurnie,sct SCO,FW,Las Palmas,28,1996,20.4,419,386,31,1,0,0,2,5,0,0,0,0,276,2,5,Matches
362,Scott McKenna,sct SCO,DF,Las Palmas,27,1996,27.4,1471,1411,58,36,0,6,2,5,0,0,0,0,1276,2,5,Matches
363,Mateo Mejía,es ESP,FW,Sevilla,21,2003,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
364,Arthur Melo,br BRA,MF,Girona,27,1996,10.5,723,701,20,16,0,0,7,3,1,1,0,0,668,2,7,Matches
365,Brais Méndez,es ESP,MF,Real Sociedad,27,1997,17,810,730,73,32,3,12,52,7,29,8,16,0,631,7,22,Matches
366,Ferland Mendy,fr FRA,DF,Real Madrid,29,1995,11.2,671,581,88,19,0,2,1,69,0,0,0,0,630,2,8,Matches
367,Nobel Mendy,fr FRA,DF,Betis,19,2004,1.2,53,51,2,1,0,0,0,0,0,0,0,0,46,0,0,Matches
368,Víctor Meseguer,es ESP,MF,Valladolid,25,1999,4.6,189,183,6,3,1,1,3,1,0,0,0,0,148,0,6,Matches
369,Miguel,es ESP,FW,Leganés,24,1999,19.2,237,219,15,0,4,1,9,2,0,0,0,0,139,3,12,Matches
370,Éder Militão,br BRA,DF,Real Madrid,26,1998,10.4,712,676,34,19,0,15,2,2,0,0,0,0,636,2,3,Matches
371,Luis Milla,es ESP,MF,Getafe,29,1994,31.9,1536,1220,304,171,4,23,201,1,113,45,49,1,1129,12,17,Matches
372,Pere Milla,es ESP,"MF,FW",Espanyol,31,1992,5.1,165,145,19,6,5,2,14,5,7,2,5,0,97,1,12,Matches
373,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,25,1999,30.3,2197,1814,374,69,15,14,139,270,35,14,16,0,1692,9,40,Matches
374,Kim Minsu,kr KOR,"MF,FW",Girona,18,2006,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
375,Bojan Miovski,mk MKD,FW,Girona,25,1999,9.7,113,94,18,0,0,0,3,0,0,0,0,0,86,1,4,Matches
376,Rafa Mir,es ESP,"FW,MF",Valencia,27,1997,8.4,200,197,2,0,0,1,7,0,0,0,0,0,144,1,9,Matches
377,Luka Modrić,hr CRO,MF,Real Madrid,38,1985,20.3,1969,1778,188,82,11,24,112,8,98,48,25,1,1724,3,15,Matches
378,Johan Mojica,co COL,DF,Mallorca,31,1992,30.6,1641,1297,332,28,2,9,143,303,1,0,1,0,1217,12,51,Matches
379,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,20,2003,30.2,1039,1006,30,11,9,1,32,11,2,0,1,0,845,3,24,Matches
380,Nahuel Molina,ar ARG,DF,Atlético Madrid,26,1998,17.7,1182,998,178,15,2,6,55,154,9,3,6,0,945,6,37,Matches
381,Jon Moncayola,es ESP,MF,Osasuna,26,1998,23.3,992,887,100,40,1,9,107,5,47,14,19,0,738,5,21,Matches
382,Gonzalo Montiel,ar ARG,"DF,MF",Sevilla,27,1997,1.3,78,64,14,2,0,0,3,11,1,0,0,0,68,0,1,Matches
383,Gerard Moreno,es ESP,FW,Villarreal,32,1992,8,305,289,12,1,2,2,10,0,0,0,0,0,235,4,10,Matches
384,Xavier Moreno,es ESP,FW,Valladolid,19,2004,0.5,13,12,1,1,0,0,2,0,0,0,0,0,3,0,1,Matches
385,Mateu Morey,es ESP,DF,Mallorca,24,2000,8.2,390,331,57,3,1,0,16,54,0,0,0,0,301,2,9,Matches
386,Ilaix Moriba,gn GUI,MF,Celta Vigo,21,2003,23.7,984,953,27,22,3,11,6,4,0,0,0,0,843,4,7,Matches
387,Manu Morlanes,es ESP,MF,Mallorca,25,1999,14.9,709,683,24,19,2,5,8,3,1,0,1,0,630,2,3,Matches
388,Raúl Moro,es ESP,"MF,FW",Valladolid,21,2002,26,797,692,100,18,7,14,149,31,51,18,12,1,517,5,32,Matches
389,Cristhian Mosquera,es ESP,DF,Valencia,20,2004,36.9,2053,1931,117,57,0,6,2,49,0,0,0,0,1858,5,9,Matches
390,Santiago Mouriño,uy URU,DF,Alavés,22,2002,20.5,691,638,50,23,2,3,4,23,0,0,0,0,539,3,8,Matches
391,Abdul Mumin,gh GHA,DF,Rayo Vallecano,26,1998,22.4,1085,1017,65,25,0,8,6,1,0,0,0,0,900,3,4,Matches
