Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
318,Javi López,es ESP,DF,Real Sociedad,22,2002,21.5,48.3,36.4,11.8,0.98,0,0.37,2.79,10.8,0,0,0,0,37.9,0.05,1.26,Matches
319,Pau López,es ESP,GK,Girona,29,1994,0.5,48,32,16,2,0,0,0,0,0,0,0,0,36,0,0,Matches
320,Roberto López,es ESP,MF,Leganés,24,2000,4.4,47.3,40,6.36,2.95,0,0.68,5.45,0.23,2.73,1.59,0.68,0,34.5,0.91,1.36,Matches
321,Unai López,es ESP,MF,Rayo Vallecano,28,1995,19,65.1,61.7,3.26,1.16,0.26,0.42,1.74,0.63,1,0.53,0.26,0,54.8,0.11,1,Matches
322,Iker Losada,es ESP,"FW,MF",Celta Vigo,22,2001,4,32,31.8,0,0,0.75,0.5,1.25,0,0,0,0,0,24,0.25,1,Matches
323,Iker Losada,es ESP,"MF,FW",Betis,22,2001,3.7,38.4,38.1,0.27,0.27,0.54,0.27,1.08,0,0,0,0,0,28.9,0,1.62,Matches
324,Pol Lozano,es ESP,MF,Espanyol,24,1999,21.6,38.3,36,2.18,1.48,0.19,0.37,0.88,0.23,0.46,0.09,0.23,0,32.1,0.19,0.65,Matches
325,José Luis Gayà,es ESP,DF,Valencia,29,1995,20,49.8,41.1,8.5,0.65,0.05,0.25,4.2,7.85,0,0,0,0,38.8,0.15,1,Matches
326,Dodi Lukebakio,be BEL,FW,Sevilla,26,1997,34.4,30.6,27.5,2.94,0.7,0.2,0.35,3.6,0.23,1.86,1.25,0.35,0,22.7,0.17,0.87,Matches
327,Daniel Luna,co COL,MF,Mallorca,21,2003,0.2,65,55,10,0,0,0,15,5,5,5,0,0,40,0,0,Matches
328,Andriy Lunin,ua UKR,GK,Real Madrid,25,1999,7,28.9,21,7.57,1.14,0,0.14,0,0,0,0,0,0,24.9,0.29,0.14,Matches
329,Darwin Machís,ve VEN,"MF,FW",Valladolid,31,1993,7.1,37.7,31.3,6.34,1.97,0.14,0.56,9.58,0.99,3.38,1.97,0.7,0,22.5,0.14,0.99,Matches
330,Pablo Maffeo,es ESP,DF,Mallorca,27,1997,26.3,39.5,30.6,8.59,0.38,0.15,0.08,3.65,8.21,0,0,0,0,28,0.34,1.25,Matches
331,Jon Magunazelaia,es ESP,MF,Real Sociedad,23,2001,0.1,130,130,0,0,10,0,0,0,0,0,0,0,70,0,10,Matches
332,Giorgi Mamardashvili,ge GEO,GK,Valencia,23,2000,34,31.8,21.8,9.88,3.44,0,0.09,0,0,0,0,0,0,21.5,0.06,0.03,Matches
333,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,30,1994,10.5,58.3,49.2,9.05,1.05,0,0.1,0.76,8,0,0,0,0,49,0,0.67,Matches
334,Javier Manquillo,es ESP,DF,Celta Vigo,30,1994,5.7,65.4,62.8,2.63,1.58,0.18,0,0.53,1.05,0,0,0,0,58.8,0,0.88,Matches
335,Marcão,br BRA,DF,Sevilla,28,1996,6.1,51.6,48.5,2.95,1.64,0,0,0,0,0,0,0,0,46.6,0.16,0.66,Matches
336,Óscar de Marcos,es ESP,DF,Athletic Club,35,1989,17.4,58,45.6,12.2,1.21,0.23,0.11,3.16,11,0,0,0,0,46,0.23,1.15,Matches
337,Alberto Marí,es ESP,FW,Valencia,23,2001,0.1,40,40,0,0,0,0,0,0,0,0,0,0,20,0,0,Matches
338,José María Giménez,uy URU,DF,Atlético Madrid,29,1995,22.2,61.4,57.8,3.51,2.43,0.05,0.81,0,0.23,0,0,0,0,56.3,0.05,0.18,Matches
339,Arkaitz Mariezkurrena,es ESP,"FW,MF",Real Sociedad,19,2005,2.7,25.2,24.1,1.11,0.37,0,0,1.85,0,0,0,0,0,17.4,0,1.85,Matches
340,Pablo Marín,es ESP,MF,Real Sociedad,21,2003,13.8,33.8,32.8,0.87,0.22,0.14,0,0.87,0,0,0,0,0,27.1,0.14,0.8,Matches
341,Mika Mármol,es ESP,DF,Las Palmas,23,2001,26.7,56,47.3,8.5,1.12,0,0.26,2.13,7.19,0,0,0,0,41.6,0.15,0.9,Matches
342,Mario Maroto,es ESP,MF,Valladolid,20,2003,0.7,58.6,55.7,2.86,0,0,0,2.86,0,2.86,2.86,0,0,44.3,0,1.43,Matches
343,Unai Marrero,es ESP,GK,Real Sociedad,22,2001,2,28.5,18.5,9.5,2,0,0,0,0,0,0,0,0,23,0.5,0,Matches
344,Carlos Martín,es ESP,"FW,MF",Alavés,22,2002,14.8,27,26.6,0.41,0.14,0.27,0.14,1.62,0.27,0,0,0,0,17.6,0,1.55,Matches
345,Diego Martín,es ESP,FW,Las Palmas,20,2003,0.4,37.5,37.5,0,0,0,0,10,0,0,0,0,0,20,0,7.5,Matches
346,Gerard Martín,es ESP,DF,Barcelona,22,2002,11.5,68.6,59.3,9.22,0.96,0.09,0.09,3.13,8.26,0,0,0,0,57,0.09,2,Matches
347,Iván Martín,es ESP,MF,Girona,25,1999,22.7,61.1,59.9,1.15,0.75,0.04,0.04,0.93,0.4,0,0,0,0,55.1,0.04,0.75,Matches
348,Jon Martin,es ESP,DF,Real Sociedad,18,2006,10,53.9,52.7,1.2,1.2,0,0.1,0,0,0,0,0,0,46.8,0,0.3,Matches
349,Mario Martín,es ESP,MF,Valladolid,20,2004,19.4,41.3,39.2,1.96,1.29,0.1,0.21,0.57,0.1,0.05,0.05,0,0,34.9,0.1,0.72,Matches
350,Arnau Martinez,es ESP,"DF,MF",Girona,21,2003,29.2,63.5,54.5,8.84,1.51,0.21,0.17,1.99,7.29,0.03,0,0.03,0,54.9,0.24,1.2,Matches
351,Iñigo Martínez,es ESP,DF,Barcelona,33,1991,27.7,87.9,83.6,4.19,3.39,0.11,1.23,0.29,0.25,0,0,0,0,80,0.11,0.54,Matches
352,Javi Martínez,es ESP,MF,Osasuna,24,1999,0.1,90,90,0,0,0,0,0,0,0,0,0,0,90,0,0,Matches
353,Ramón Martínez,es ESP,DF,Sevilla,21,2002,2.9,44.8,41.4,3.45,0.69,0,0,0,2.76,0,0,0,0,41,0,0,Matches
354,Toni Martínez,es ESP,FW,Alavés,27,1997,11.2,21.4,20.3,0.89,0,0.18,0.27,0.63,0.09,0,0,0,0,12.5,0.27,0.18,Matches
355,Javi Martón,es ESP,"FW,MF",Athletic Club,25,1999,0.6,11.7,11.7,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
356,Marvin,es ESP,"DF,FW",Las Palmas,24,2000,11.5,43.7,36.3,7.22,1.48,0,0,4.52,5.74,0,0,0,0,32.2,0.09,1.65,Matches
357,Omar Mascarell,gq EQG,MF,Mallorca,31,1993,22.1,43.6,42.8,0.63,0.63,0.05,0.41,0.23,0,0,0,0,0,36.6,0.18,0.45,Matches
358,Jaime Mata,es ESP,"FW,MF",Las Palmas,35,1988,7.3,25.6,24.9,0.55,0,0,0,1.23,0.14,0,0,0,0,17.4,0.14,0.82,Matches
359,Borja Mayoral,es ESP,FW,Getafe,27,1997,12.4,20.5,18.1,2.18,0.16,0,0.4,0.73,0.24,0,0,0,0,15.9,0.16,0.56,Matches
360,Kylian Mbappé,fr FRA,FW,Real Madrid,25,1998,32.3,35.4,33.3,2.04,0.09,0.19,0.59,1.08,0.34,0.19,0,0,0,29.4,0.15,1.02,Matches
361,Oliver McBurnie,sct SCO,FW,Las Palmas,28,1996,20.4,20.5,18.9,1.52,0.05,0,0,0.1,0.25,0,0,0,0,13.5,0.1,0.25,Matches
362,Scott McKenna,sct SCO,DF,Las Palmas,27,1996,27.4,53.7,51.5,2.12,1.31,0,0.22,0.07,0.18,0,0,0,0,46.6,0.07,0.18,Matches
363,Mateo Mejía,es ESP,FW,Sevilla,21,2003,0.1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
364,Arthur Melo,br BRA,MF,Girona,27,1996,10.5,68.9,66.8,1.9,1.52,0,0,0.67,0.29,0.1,0.1,0,0,63.6,0.19,0.67,Matches
365,Brais Méndez,es ESP,MF,Real Sociedad,27,1997,17,47.6,42.9,4.29,1.88,0.18,0.71,3.06,0.41,1.71,0.47,0.94,0,37.1,0.41,1.29,Matches
366,Ferland Mendy,fr FRA,DF,Real Madrid,29,1995,11.2,59.9,51.9,7.86,1.7,0,0.18,0.09,6.16,0,0,0,0,56.3,0.18,0.71,Matches
367,Nobel Mendy,fr FRA,DF,Betis,19,2004,1.2,44.2,42.5,1.67,0.83,0,0,0,0,0,0,0,0,38.3,0,0,Matches
368,Víctor Meseguer,es ESP,MF,Valladolid,25,1999,4.6,41.1,39.8,1.3,0.65,0.22,0.22,0.65,0.22,0,0,0,0,32.2,0,1.3,Matches
369,Miguel,es ESP,FW,Leganés,24,1999,19.2,12.3,11.4,0.78,0,0.21,0.05,0.47,0.1,0,0,0,0,7.24,0.16,0.63,Matches
370,Éder Militão,br BRA,DF,Real Madrid,26,1998,10.4,68.5,65,3.27,1.83,0,1.44,0.19,0.19,0,0,0,0,61.2,0.19,0.29,Matches
371,Luis Milla,es ESP,MF,Getafe,29,1994,31.9,48.2,38.2,9.53,5.36,0.13,0.72,6.3,0.03,3.54,1.41,1.54,0.03,35.4,0.38,0.53,Matches
372,Pere Milla,es ESP,"MF,FW",Espanyol,31,1992,5.1,32.4,28.4,3.73,1.18,0.98,0.39,2.75,0.98,1.37,0.39,0.98,0,19,0.2,2.35,Matches
373,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,25,1999,30.3,72.5,59.9,12.3,2.28,0.5,0.46,4.59,8.91,1.16,0.46,0.53,0,55.8,0.3,1.32,Matches
374,Kim Minsu,kr KOR,"MF,FW",Girona,18,2006,0.2,50,50,0,0,0,0,0,0,0,0,0,0,45,0,0,Matches
375,Bojan Miovski,mk MKD,FW,Girona,25,1999,9.7,11.6,9.69,1.86,0,0,0,0.31,0,0,0,0,0,8.87,0.1,0.41,Matches
376,Rafa Mir,es ESP,"FW,MF",Valencia,27,1997,8.4,23.8,23.5,0.24,0,0,0.12,0.83,0,0,0,0,0,17.1,0.12,1.07,Matches
377,Luka Modrić,hr CRO,MF,Real Madrid,38,1985,20.3,97,87.6,9.26,4.04,0.54,1.18,5.52,0.39,4.83,2.36,1.23,0.05,84.9,0.15,0.74,Matches
378,Johan Mojica,co COL,DF,Mallorca,31,1992,30.6,53.6,42.4,10.8,0.92,0.07,0.29,4.67,9.9,0.03,0,0.03,0,39.8,0.39,1.67,Matches
379,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,20,2003,30.2,34.4,33.3,0.99,0.36,0.3,0.03,1.06,0.36,0.07,0,0.03,0,28,0.1,0.79,Matches
380,Nahuel Molina,ar ARG,DF,Atlético Madrid,26,1998,17.7,66.8,56.4,10.1,0.85,0.11,0.34,3.11,8.7,0.51,0.17,0.34,0,53.4,0.34,2.09,Matches
381,Jon Moncayola,es ESP,MF,Osasuna,26,1998,23.3,42.6,38.1,4.29,1.72,0.04,0.39,4.59,0.21,2.02,0.6,0.82,0,31.7,0.21,0.9,Matches
382,Gonzalo Montiel,ar ARG,"DF,MF",Sevilla,27,1997,1.3,60,49.2,10.8,1.54,0,0,2.31,8.46,0.77,0,0,0,52.3,0,0.77,Matches
383,Gerard Moreno,es ESP,FW,Villarreal,32,1992,8,38.1,36.1,1.5,0.13,0.25,0.25,1.25,0,0,0,0,0,29.4,0.5,1.25,Matches
384,Xavier Moreno,es ESP,FW,Valladolid,19,2004,0.5,26,24,2,2,0,0,4,0,0,0,0,0,6,0,2,Matches
385,Mateu Morey,es ESP,DF,Mallorca,24,2000,8.2,47.6,40.4,6.95,0.37,0.12,0,1.95,6.59,0,0,0,0,36.7,0.24,1.1,Matches
386,Ilaix Moriba,gn GUI,MF,Celta Vigo,21,2003,23.7,41.5,40.2,1.14,0.93,0.13,0.46,0.25,0.17,0,0,0,0,35.6,0.17,0.3,Matches
387,Manu Morlanes,es ESP,MF,Mallorca,25,1999,14.9,47.6,45.8,1.61,1.28,0.13,0.34,0.54,0.2,0.07,0,0.07,0,42.3,0.13,0.2,Matches
388,Raúl Moro,es ESP,"MF,FW",Valladolid,21,2002,26,30.7,26.6,3.85,0.69,0.27,0.54,5.73,1.19,1.96,0.69,0.46,0.04,19.9,0.19,1.23,Matches
389,Cristhian Mosquera,es ESP,DF,Valencia,20,2004,36.9,55.6,52.3,3.17,1.54,0,0.16,0.05,1.33,0,0,0,0,50.4,0.14,0.24,Matches
390,Santiago Mouriño,uy URU,DF,Alavés,22,2002,20.5,33.7,31.1,2.44,1.12,0.1,0.15,0.2,1.12,0,0,0,0,26.3,0.15,0.39,Matches
391,Abdul Mumin,gh GHA,DF,Rayo Vallecano,26,1998,22.4,48.4,45.4,2.9,1.12,0,0.36,0.27,0.04,0,0,0,0,40.2,0.13,0.18,Matches
392,Aihen Muñoz,es ESP,DF,Real Sociedad,26,1997,12.2,51.7,40.2,11.2,0.41,0,0.08,2.87,10.8,0,0,0,0,36.7,0.33,1.39,Matches
393,Álex Muñoz,es ESP,DF,Las Palmas,30,1994,15.7,49.4,40.4,8.85,0.76,0,0.13,1.72,7.58,0,0,0,0,39.4,0.06,0.83,Matches
394,Iker Muñoz,es ESP,MF,Osasuna,21,2002,6.8,44.6,44,0.59,0.29,0.15,0,1.03,0.15,0,0,0,0,35.1,0,1.32,Matches
395,Javier Muñoz,es ESP,"MF,DF",Las Palmas,29,1995,28.8,40.9,37.8,2.95,0.76,0.1,0.63,1.77,1.7,0.1,0,0.03,0.03,31.9,0.1,1.01,Matches
396,Víctor Muñoz,es ESP,"FW,DF",Real Madrid,21,2003,0.4,30,30,0,0,0,0,5,0,0,0,0,0,27.5,0,2.5,Matches
397,Vedat Muriqi,xk KVX,FW,Mallorca,30,1994,22.9,21.3,20.7,0.35,0,0.13,0.09,0.44,0,0,0,0,0,12.9,0.17,0.83,Matches
398,Juan Musso,ar ARG,GK,Atlético Madrid,30,1994,2,30,20.5,9,2.5,0,0.5,0,0,0,0,0,0,25.5,0.5,0,Matches
399,Matija Nastasić,rs SRB,DF,Leganés,31,1993,23.4,36.4,34.8,1.5,1.32,0,0.09,0,0.09,0,0,0,0,30.1,0.13,0.17,Matches
400,Natan,br BRA,DF,Betis,23,2001,24.2,52.3,49.5,2.64,1.98,0,0.45,0.08,0.45,0,0,0,0,46.4,0.17,0,Matches
401,Pau Navarro,es ESP,DF,Villarreal,19,2005,10.2,56.6,48.7,7.65,1.86,0,0.2,0.2,5.78,0,0,0,0,50.7,0.2,0.2,Matches
402,Roberto Navarro,es ESP,"MF,FW",Mallorca,22,2002,14.2,33.3,31.8,1.2,0.35,0.35,0,2.04,0.35,0.49,0.14,0.14,0,25.1,0.35,0.92,Matches
403,Jesús Navas,es ESP,"FW,MF",Sevilla,38,1985,4.7,55.7,50.4,5.11,0.85,0,0.85,7.02,4.04,0.21,0,0,0,43.2,0.21,1.49,Matches
404,Yvan Neyou,cm CMR,MF,Leganés,27,1997,25.7,43.9,42.7,0.82,0.78,0.08,0.35,0.58,0.04,0,0,0,0,37.9,0.35,0.51,Matches
405,Tanguy Nianzou,fr FRA,DF,Sevilla,22,2002,5.8,54.1,51.7,2.41,1.9,0,0.17,0,0,0,0,0,0,49.1,0,0,Matches
406,Saúl Ñíguez,es ESP,MF,Sevilla,29,1994,17.3,38.1,37.2,0.75,0.35,0.17,0.23,1.1,0.17,0.06,0.06,0,0,29.8,0.12,0.87,Matches
407,Tamás Nikitscher,hu HUN,"MF,DF",Valladolid,24,1999,9.5,32.7,32.1,0.63,0.63,0,0.11,0.11,0,0,0,0,0,29.9,0,0.11,Matches
408,Adrian Niño,es ESP,FW,Atlético Madrid,20,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
409,Hugo Novoa,es ESP,"DF,MF",Alavés,21,2003,2.6,26.5,22.7,3.85,0,0,0.38,2.69,3.85,0,0,0,0,20.4,0,1.15,Matches
410,Randy Nteka,ao ANG,FW,Rayo Vallecano,26,1997,12.5,17.8,16.7,1.04,0,0,0,0.32,0,0,0,0,0,11.5,0.08,0.72,Matches
411,Unai Núñez,es ESP,DF,Athletic Club,27,1997,7.2,45.1,43.1,2.08,1.81,0,0.97,0,0,0,0,0,0,39.3,0,0,Matches
412,Ørjan Nyland,no NOR,GK,Sevilla,33,1990,29.7,33.9,26.2,7.54,1.92,0,0,0,0.03,0,0,0,0,21.4,0.17,0,Matches
413,Allan Nyom,cm CMR,"DF,MF",Getafe,36,1988,9.9,35.6,28.2,7.27,0.61,0,0,1.52,6.67,0,0,0,0,28.3,0.1,0.1,Matches
414,Jan Oblak,si SVN,GK,Atlético Madrid,31,1993,36,26.3,16.9,9.42,1.72,0,0.03,0,0,0,0,0,0,21.2,0.03,0,Matches
415,Lucas Ocampos,ar ARG,FW,Sevilla,30,1994,1.9,47.9,44.7,2.63,0,0,1.05,2.11,2.11,0.53,0.53,0,0,34.2,0.53,2.11,Matches
416,Álvaro Odriozola,es ESP,DF,Real Sociedad,28,1995,0.5,60,50,10,0,0,0,2,10,0,0,0,0,44,0,0,Matches
417,Thiago Ojeda,ar ARG,MF,Villarreal,21,2003,0.1,80,80,0,0,0,0,10,0,0,0,0,0,70,0,0,Matches
418,Aingeru Olabarrieta,es ESP,FW,Athletic Club,18,2005,0.6,30,30,0,0,0,0,6.67,0,0,0,0,0,15,0,3.33,Matches
419,Olasagasti,es ESP,MF,Real Sociedad,23,2000,9.5,42.8,41.4,1.37,0.32,0,0.53,1.05,0.11,0.42,0,0.21,0,33.1,0.11,0.74,Matches
420,Brian Oliván,es ESP,DF,Espanyol,30,1994,11.3,40.5,32,8.41,1.15,0,0.27,4.87,6.46,0.8,0.09,0.53,0,28.1,0.09,1.15,Matches
421,Lucas Oliveira Rosa,br BRA,DF,Valladolid,24,2000,21,39.7,31.2,8.19,1.1,0.19,0.14,1.71,7.1,0,0,0,0,30.3,0.29,1.24,Matches
422,Dani Olmo,es ESP,"MF,FW",Barcelona,26,1998,13.5,47.5,45.3,2.07,0.74,0.81,0.44,1.56,0,0.81,0.44,0.15,0,38.5,0.15,1.33,Matches
423,Aimar Oroz,es ESP,MF,Osasuna,22,2001,33,34.2,32.6,1.33,0.27,0.27,0.21,0.88,0.18,0.15,0.03,0.06,0,28,0.21,0.91,Matches
424,Ángel Ortíz,es ESP,DF,Betis,20,2004,3.9,57.7,47.7,9.74,0.77,0,0,4.87,8.97,0,0,0,0,42.8,0.26,2.56,Matches
425,Gabriel Osei Misehouy,nl NED,"FW,MF",Girona,19,2005,2.9,35.5,33.4,2.07,0.34,0,0,2.07,0.69,1.03,0.69,0.34,0,31,0,0,Matches
426,David Otorbi,es ESP,MF,Valencia,16,2007,0.2,20,20,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
427,Jesús Owono,gq EQG,GK,Alavés,23,2001,5.4,30.2,20,10,3.33,0.19,0,0,0,0,0,0,0,18.3,0.19,0.19,Matches
428,Mikel Oyarzabal,es ESP,FW,Real Sociedad,27,1997,25,20.2,18.7,1.44,0,0.08,0.12,0.4,0.16,0,0,0,0,14.8,0.04,0.68,Matches
429,Cenk Özkacar,tr TUR,DF,Valladolid,23,2000,8.4,46.7,43.9,2.62,2.14,0,0.36,0,0,0,0,0,0,39.4,0.12,0.36,Matches
430,Jon Pacheco,es ESP,DF,Real Sociedad,23,2001,9.5,52,49.2,2.74,2,0.11,0.95,0,0.11,0,0,0,0,43.3,0.11,0.53,Matches
431,Alex Padilla,es ESP,GK,Athletic Club,20,2003,3.6,33.6,21.9,11.4,5.28,0,0,0,0,0,0,0,0,18.6,0.28,0,Matches
432,Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,29,1994,24,42.3,36.2,5.67,0.71,0.54,0.25,4.63,0.21,3.83,1.92,1.29,0,32.6,0.46,0.96,Matches
433,Aitor Paredes,es ESP,DF,Athletic Club,24,2000,20.1,47.1,45.2,1.79,1.44,0,0.3,0.05,0,0,0,0,0,39.3,0.1,0.25,Matches
434,Daniel Parejo,es ESP,MF,Villarreal,35,1989,25.3,61.2,57.2,3.79,2.37,0.12,0.55,1.46,0.04,1.38,0.63,0.32,0.08,53.5,0.16,0.47,Matches
435,Iago Parente,es ESP,DF,Valladolid,18,2006,0.8,46.3,45,1.25,1.25,0,0,1.25,0,0,0,0,0,33.8,0,2.5,Matches
436,Álvaro Pascual,es ESP,FW,Sevilla,22,2002,4.5,16.4,14.9,1.33,0,0.22,0,0.67,0,0,0,0,0,10.7,0.22,1.33,Matches
437,Alfonso Pedraza,es ESP,"DF,MF",Villarreal,28,1996,5.1,41.8,36.7,5.1,0.59,0.39,0.2,5.1,4.51,0,0,0,0,30.8,0,2.55,Matches
438,Pedri,es ESP,MF,Barcelona,21,2002,32,85.9,81.4,4.38,2.31,0.84,0.5,1.81,0.47,1.28,0.69,0.03,0,75.1,0.13,1.34,Matches
439,Adrià Pedrosa,es ESP,DF,Sevilla,26,1998,25.5,46.9,36.9,9.8,1.45,0.04,0.35,3.8,7.96,0.39,0.24,0.12,0,34.7,0.24,1.33,Matches
440,Pejiño,es ESP,FW,Las Palmas,28,1996,0.2,35,35,0,0,0,0,5,0,0,0,0,0,30,0,0,Matches
441,Andy Pelmard,fr FRA,DF,Las Palmas,24,2000,2.3,50,42.2,7.83,1.3,0,0,0.87,6.52,0,0,0,0,42.6,0,1.3,Matches
442,Iñaki Peña,es ESP,GK,Barcelona,25,1999,15.5,40.6,33.4,7.29,1.87,0,0,0,0,0,0,0,0,36.3,0,0,Matches
443,Rubén Peña,es ESP,"FW,DF",Osasuna,33,1991,8.6,35.9,32,3.84,0.23,0,0.12,6.05,3.14,0.47,0.23,0.12,0,21.3,0.12,2.21,Matches
444,Nicolas Pépé,ci CIV,"FW,MF",Villarreal,29,1995,16.7,37.8,34.4,3.05,0.78,0.3,0.12,2.63,0.48,1.2,0.72,0.12,0,29.9,0.3,1.44,Matches
445,Peque,es ESP,"MF,FW",Sevilla,21,2002,12.6,27.7,26.1,1.59,0,0.4,0,0.79,0,0.32,0.16,0,0,22.1,0,1.03,Matches
446,Ayoze Pérez,es ESP,FW,Villarreal,31,1993,21.9,18.9,16.8,1.87,0.09,0.37,0,0.68,0.05,0,0,0,0,14.3,0.18,0.55,Matches
447,Carles Pérez,es ESP,"MF,FW",Getafe,26,1998,15.9,21.1,19.9,1.07,0.57,0.13,0,2.64,0.06,0.44,0.25,0.06,0,14.2,0.13,0.69,Matches
448,Francisco Perez,es ESP,"FW,MF",Valencia,21,2002,6.3,36.5,35.2,1.27,0,0.16,0.32,4.29,1.11,0.16,0,0,0,26.8,0,2.54,Matches
449,Kike Pérez,es ESP,MF,Valladolid,27,1997,13.2,42.7,36.4,5.91,2.8,0.15,0.98,2.5,0.38,1.36,0.3,0.76,0,33.3,0.38,0.53,Matches
450,Luis Pérez,es ESP,DF,Valladolid,29,1995,28.4,42.1,33.6,8.31,0.95,0.07,0.21,3.7,7.36,0,0,0,0,31.9,0.18,1.02,Matches
451,Romain Perraud,fr FRA,DF,Betis,26,1997,22.2,52.1,41.3,10.6,1.4,0,0.23,3.2,9.23,0,0,0,0,41.5,0.23,2.03,Matches
452,Valentín Pezzolesi,es ESP,DF,Las Palmas,17,2007,0.1,50,50,0,0,0,0,0,0,0,0,0,0,20,0,0,Matches
453,Pica,es ESP,DF,Alavés,22,2002,5.5,36.5,34.2,2.18,0.73,0,0.18,0.36,0.18,0,0,0,0,28.2,0.18,0.36,Matches
454,Yeremi Pino,es ESP,"MF,FW",Villarreal,21,2002,21.5,32.9,32.5,0.42,0.05,0.28,0.05,2.19,0.33,0.05,0,0,0,24.3,0,2,Matches
455,Portu,es ESP,"FW,MF",Girona,32,1992,8.7,27.2,25.1,1.84,0.34,0.11,0,2.99,0.11,1.15,0.8,0.23,0,19.4,0.34,0.92,Matches
456,Beñat Prados,es ESP,MF,Athletic Club,23,2001,19.1,41.3,40.5,0.73,0.58,0.21,0.16,0.47,0.16,0,0,0,0,33.9,0.05,0.52,Matches
457,Abdón Prats,es ESP,"FW,MF",Mallorca,31,1992,5.1,17.1,16.1,0.98,0,0,0,0,0,0,0,0,0,11.4,0,0.2,Matches
458,Javi Puado,es ESP,"FW,MF",Espanyol,26,1998,33,20.5,19.7,0.7,0,0.18,0.18,0.82,0.21,0.03,0,0,0,15.8,0.12,0.58,Matches
459,Dani Raba,es ESP,"FW,MF",Leganés,28,1995,20.9,31,24.1,6.41,2.58,0.72,0.14,4.31,0.29,2.2,0.72,1.1,0,20.8,0.48,0.77,Matches
460,Arnau Rafús,es ESP,GK,Valladolid,21,2003,1,43,35,8,3,0,0,0,0,0,0,0,0,33,0,1,Matches
461,Antonio Raillo,es ESP,DF,Mallorca,32,1991,35.6,49.8,45.3,4.41,1.88,0.03,0.11,0.08,0.06,0,0,0,0,44.2,0.08,0.28,Matches
462,Benito Ramírez,es ESP,"DF,FW",Las Palmas,29,1995,5.3,61.5,52.5,8.87,1.51,0,0,7.36,6.42,0.94,0,0.75,0,48.9,0.19,2.45,Matches
463,Sandro Ramírez,es ESP,"FW,MF",Las Palmas,29,1995,22.6,30.2,25.7,4.16,1.15,0.13,0.13,5.4,0.35,2.65,0.75,1.59,0,19.4,0.35,1.15,Matches
464,Jacobo Ramón,es ESP,DF,Real Madrid,19,2005,2.3,39.1,37,2.17,2.17,0,0,0,0,0,0,0,0,36.5,0,0.87,Matches
465,Raphinha,br BRA,"FW,MF",Barcelona,27,1996,31.5,47.5,40,7.14,1.56,0.35,0.48,6.83,0.6,4.44,1.52,1.3,0,33.8,0.38,1.14,Matches
466,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,26,1998,34.1,51.6,42.5,8.86,0.29,0.09,0.06,2.26,8.56,0,0,0,0,42.1,0.23,1.64,Matches
467,Raúl,es ESP,"FW,MF",Osasuna,23,2000,8.3,20.2,18.6,1.45,0.12,0,0.12,0.72,0.12,0,0,0,0,14,0.24,0.84,Matches
468,Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,25,1998,4.3,27.4,25.1,2.33,0.23,0,0.23,3.95,0.47,1.63,0.93,0,0,17.2,0,1.4,Matches
469,Álex Remiro,es ESP,GK,Real Sociedad,29,1995,36,35.9,26.3,9.47,2.97,0,0.08,0,0,0,0,0,0,26.5,0.11,0.03,Matches
470,Daniel Requena,es ESP,MF,Villarreal,20,2004,0.1,50,50,0,0,0,0,0,0,0,0,0,0,40,0,10,Matches
471,Diego Rico,es ESP,DF,Getafe,31,1993,31.3,50,35,14.5,1.41,0,0.29,4.73,12.7,0.38,0,0.38,0,33.8,0.38,1.41,Matches
472,Luis Rioja,es ESP,FW,Alavés,30,1993,0.3,36.7,30,6.67,3.33,0,0,20,3.33,0,0,0,0,16.7,0,0,Matches
473,Luis Rioja,es ESP,"MF,FW",Valencia,30,1993,31.5,38.5,34.2,4.19,0.89,0.19,0.44,6.44,1.52,1.78,0.98,0.44,0,26.1,0.1,1.94,Matches
474,Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,24,2000,5.7,47.2,42.8,4.39,0.53,0.18,0,5.96,1.4,2.28,1.05,0.88,0,36.8,0,1.75,Matches
475,Alberto Risco,es ESP,"MF,FW",Getafe,18,2005,0.8,42.5,41.3,0,0,0,0,5,0,0,0,0,0,31.3,1.25,1.25,Matches
476,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,28,1995,4.8,51.3,38.8,12.5,1.46,0,0,2.71,9.58,1.46,0.63,0.63,0.21,39.8,0,1.88,Matches
477,Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,19,2004,0.2,55,30,25,0,0,0,0,25,0,0,0,0,25,0,0,Matches
