Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
158,Mouctar Diakhaby,gn GUI,DF,Valencia,27,1996,7.3,46,43.8,1.92,1.23,0,0.41,0.14,0.27,0,0,0,0,38.6,0.27,0.55,Matches
159,Assane Diao,sn SEN,FW,Betis,18,2005,3.1,21.3,19.7,1.61,0,0,0,1.29,0.65,0,0,0,0,15.8,0,1.29,Matches
160,Moussa Diarra,ml MLI,DF,Alavés,23,2000,20.7,40.3,34.3,5.8,1.4,0,0.29,1.11,4.35,0,0,0,0,32.4,0.19,0.68,Matches
161,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,24,1999,15.4,42.9,41.2,1.23,0.65,0.52,0.06,0.52,0.52,0,0,0,0,37.2,0.39,0.84,Matches
162,Daniel Díaz,es ESP,MF,Real Sociedad,18,2006,0.1,30,30,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
163,Pedro Díaz,es ESP,MF,Rayo Vallecano,26,1998,13.5,41.9,38.7,2.74,1.04,0.15,0.59,3.11,0,1.7,0.81,0.74,0,33,0.44,0.74,Matches
164,Diego,es ESP,FW,Leganés,24,2000,13.3,14.4,13.2,0.98,0,0,0.08,0.38,0.08,0,0,0,0,9.1,0.23,0.45,Matches
165,Stole Dimitrievski,mk MKD,GK,Valencia,30,1993,4,33.3,22,11.3,6.25,0,0,0,0,0,0,0,0,17,0,0,Matches
166,Yan Diomandé,ci CIV,"MF,FW",Leganés,17,2006,6.1,32.8,31,1.8,0.16,0.16,0,1.97,1.64,0,0,0,0,27.2,0,0.82,Matches
167,Álvaro djaló,es ESP,FW,Athletic Club,24,1999,7.3,17.5,16.8,0.55,0,0,0.55,1.92,0.14,0,0,0,0,11.6,0.14,0.41,Matches
168,Djené,tg TOG,"DF,MF",Getafe,32,1991,28.3,32.4,28.6,3.71,0.6,0,0.14,1.13,3.11,0,0,0,0,24.5,0.14,0.28,Matches
169,Marko Dmitrović,rs SRB,GK,Leganés,32,1992,32,32.9,19.4,13.3,3.81,0,0.03,0,0.03,0,0,0,0,14.7,0.19,0,Matches
170,Marc Domenech,es ESP,"FW,MF",Mallorca,18,2006,3.4,14.4,14.4,0,0,0,0,1.18,0,0,0,0,0,10,0,0.29,Matches
171,Carlos Dominguez,es ESP,DF,Celta Vigo,23,2001,13.1,73.8,71.5,2.14,1.98,0,0.46,0,0.15,0,0,0,0,65.3,0.23,0.38,Matches
172,Israel Domínguez,es ESP,FW,Sevilla,21,2003,0.2,10,5,5,0,0,0,0,5,0,0,0,0,10,0,0,Matches
173,Sergi Dominguez,es ESP,DF,Barcelona,19,2005,1.9,94.7,91.1,3.68,2.11,0,0,0,0.53,0,0,0,0,90,0,0,Matches
174,Anastasios Douvikas,gr GRE,FW,Celta Vigo,24,1999,7.8,13.7,10.9,2.69,0,0,0,0.13,0,0,0,0,0,9.74,0.13,0.77,Matches
175,Domingos Duarte,pt POR,DF,Getafe,29,1995,20.7,30.6,29.1,1.4,1.3,0.05,0.29,0,0.1,0,0,0,0,24,0.1,0.05,Matches
176,Duk,cv CPV,"MF,FW",Leganés,24,2000,2,26.5,24.5,2,0,0,0,4,2,0,0,0,0,16.5,0,2.5,Matches
177,Pablo Durán,es ESP,"FW,MF",Celta Vigo,23,2001,15.5,25.8,24.2,1.48,0,0.06,0.19,1.16,0.45,0.06,0,0.06,0,18.3,0.13,1.23,Matches
178,Hugo Duro,es ESP,FW,Valencia,24,1999,24.1,17.8,16,1.7,0.04,0,0.04,0.29,0.04,0,0,0,0,12.3,0.04,0.62,Matches
179,Chidera Ejuke,ng NGA,FW,Sevilla,26,1998,10.7,41.6,38.2,3.27,0,0.19,0.75,2.06,1.12,2.15,1.03,0.09,0,33.9,0.09,1.59,Matches
180,Aritz Elustondo,es ESP,DF,Real Sociedad,30,1994,16.2,56,52.1,3.64,1.79,0.19,0.31,0.25,1.73,0,0,0,0,47.8,0.25,0.56,Matches
181,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,32,1992,17.9,33.5,29.4,3.85,1.12,0.22,0.11,6.37,0.61,1.96,1.12,0.5,0,21.4,0.17,1.51,Matches
182,Endrick,br BRA,FW,Real Madrid,18,2006,4,18.8,17.3,1.5,0,0,0.25,0.5,0.5,0,0,0,0,14.8,0,0,Matches
183,Alfonso Espino,uy URU,DF,Rayo Vallecano,32,1992,9.3,52.8,43.3,9.03,0.97,0,0,2.58,8.06,0,0,0,0,39.2,0.43,1.29,Matches
184,Dario Essugo,pt POR,MF,Las Palmas,19,2005,21.5,44.2,43.4,0.7,0.56,0.19,0.47,0.05,0.05,0,0,0,0,37.8,0.09,0.33,Matches
185,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,21,2002,0.4,12.5,12.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,Matches
186,Karl Etta,cm CMR,"MF,FW",Villarreal,20,2003,0.4,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
187,Edu Expósito,es ESP,MF,Espanyol,27,1996,11.6,41.8,35.1,6.29,3.28,1.12,0.43,5.69,0.09,2.84,0.78,1.64,0.09,27.4,0.43,0.69,Matches
188,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,22,2001,22,34.4,33.3,1.05,0.27,0.09,0.18,2.23,0.68,0.05,0,0,0,24.6,0.09,1.23,Matches
189,Ansu Fati,es ESP,FW,Barcelona,21,2002,2.6,48.1,45.8,1.54,1.15,0.77,0,0,0,0.38,0,0,0,40,0.77,1.15,Matches
190,Nabil Fekir,fr FRA,MF,Betis,31,1993,2,41,35.5,5.5,1.5,0.5,0.5,5,0,4,1.5,1.5,0,33.5,0,2,Matches
191,Kiko Femenía,es ESP,DF,Villarreal,33,1991,24.7,61,50.6,10.3,2.02,0.04,0.32,1.9,8.22,0,0,0,0,54.2,0.08,0.57,Matches
192,Aitor Fernández,es ESP,GK,Osasuna,33,1991,1,45,27,18,7,0,0,0,0,0,0,0,0,29,0,0,Matches
193,Álvaro Fernández,es ESP,GK,Sevilla,26,1998,8.3,39,31.1,7.83,2.29,0,0,0,0,0,0,0,0,25.5,0.12,0,Matches
194,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,21,2003,1.1,25.5,24.5,0.91,0.91,0,0,0,0,0,0,0,0,21.8,0,0,Matches
195,Roberto Férnandez,es ESP,FW,Espanyol,22,2002,16.6,15.6,14.2,1.39,0,0.12,0,0.12,0,0,0,0,0,11.3,0,0.72,Matches
196,Valery Fernández,es ESP,"MF,FW",Mallorca,24,1999,3.4,29.1,28.5,0.59,0,0,0,0.88,0.59,0,0,0,0,25.9,0,0.29,Matches
197,André Ferreira,pt POR,GK,Valladolid,28,1996,6,32.5,19.5,12.8,3.5,0,0,0,0,0,0,0,0,23,0.17,0,Matches
198,Mateo Flores,es ESP,MF,Betis,20,2004,1.7,40.6,39.4,1.18,1.18,0,0,0.59,0,0,0,0,0,32.9,0,1.18,Matches
199,Pablo Fornals,es ESP,"MF,FW",Betis,28,1996,20.3,54.6,51.8,2.71,0.99,0.49,0.49,2.66,0.59,1.13,0.34,0.3,0,43.7,0.15,1.28,Matches
200,Héctor Fort,es ESP,DF,Barcelona,17,2006,6.5,76.5,67.7,8.62,0.62,0,0.31,1.85,8,0,0,0,0,68.9,0.15,1.85,Matches
201,Dimitri Foulquier,fr FRA,DF,Valencia,31,1993,25.5,50,39.2,10.6,1.73,0.08,0.16,2.24,8.86,0,0,0,0,39.5,0.24,1.69,Matches
202,Juan Foyth,ar ARG,DF,Villarreal,26,1998,16.9,57,51.1,5.8,2.72,0.18,0.36,0.24,2.07,0,0,0,0,49.6,0.06,0.47,Matches
203,Fran,es ESP,GK,Real Madrid,19,2005,1,20,15,5,1,0,0,0,0,0,0,0,0,19,0,0,Matches
204,Alejandro Francés,es ESP,DF,Girona,21,2002,13,62.5,53.5,8.92,1.54,0.08,0.77,1.92,7.38,0,0,0,0,52.7,0.15,1.62,Matches
205,Enric Franquesa,es ESP,"DF,FW",Leganés,27,1997,6.8,33.1,26.3,6.32,0,0,0,2.35,6.32,0,0,0,0,23.2,0.44,1.32,Matches
206,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,27,1997,27.7,24,23.2,0.69,0.04,0.11,0.04,2.49,0.58,0,0,0,0,16.4,0.14,1.59,Matches
207,Darío Fuentes,es ESP,DF,Sevilla,21,2003,0.1,20,0,20,0,0,0,0,20,0,0,0,0,0,0,0,Matches
208,Manuel Fuster,es ESP,"FW,MF",Las Palmas,26,1997,11.1,56.2,50.4,5.5,2.25,0.27,0.9,6.04,1.17,1.98,0.63,0.9,0.09,43.1,0.36,1.53,Matches
209,Javi Galán,es ESP,DF,Atlético Madrid,29,1994,19.8,51.9,42.3,9.39,0.96,0.05,0.1,2.88,8.43,0,0,0,0,43,0.2,1.21,Matches
210,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,30,1993,16.4,51.5,49.1,2.07,1.59,0.37,0.49,1.77,0,0.37,0.06,0.3,0,41.6,0.3,1.1,Matches
211,Conor Gallagher,eng ENG,MF,Atlético Madrid,24,2000,18.1,46.4,45.2,0.88,0.33,0.17,0.06,0.72,0.44,0.06,0.06,0,0,39.4,0.33,0.99,Matches
212,Facundo Garcés,ar ARG,DF,Alavés,24,1999,7.5,26.3,24.7,1.6,1.47,0,0,0.13,0.13,0,0,0,0,20,0,0.27,Matches
213,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,31,1992,28.4,29.6,28.8,0.63,0.04,0.07,0.21,3.84,0.25,0.04,0.04,0,0,19.1,0.18,1.51,Matches
214,Eric García,es ESP,"DF,MF",Barcelona,23,2001,17.4,77,72.9,3.97,1.38,0.23,0.17,0.4,2.53,0,0,0,0,70.9,0.11,0.69,Matches
215,Fran Garcia,es ESP,DF,Real Madrid,24,1999,24.1,64.4,56,8.26,1.24,0.04,0.21,2.74,7.01,0,0,0,0,55.8,0.08,1.58,Matches
216,Gonzalo García,es ESP,"FW,DF",Real Madrid,20,2004,0.6,33.3,33.3,0,0,0,0,0,0,0,0,0,0,31.7,0,0,Matches
217,Joan García,es ESP,GK,Espanyol,23,2001,38,33.1,24,9.03,3.34,0,0.13,0,0,0,0,0,0,23.7,0.08,0.03,Matches
218,Pablo Garcia,es ESP,FW,Betis,17,2006,0.4,35,32.5,2.5,0,0,2.5,5,2.5,0,0,0,0,25,0,2.5,Matches
219,Rubén García,es ESP,"FW,MF",Osasuna,31,1993,26.8,45.3,39.9,5.19,1.64,0.04,0.93,5.07,0.45,2.69,1.16,0.52,0.07,33.7,0.26,1.38,Matches
220,Unai García,es ESP,DF,Osasuna,32,1992,0.7,54.3,51.4,2.86,2.86,0,1.43,0,0,0,0,0,0,51.4,0,0,Matches
221,Yarek Gasiorowski,es ESP,DF,Valencia,19,2005,10.5,45.9,42.7,3.24,1.62,0.1,0.1,0.29,1.52,0,0,0,0,36.9,0,0.67,Matches
222,Gavi,es ESP,"MF,FW",Barcelona,19,2004,12.1,67.3,65.5,1.74,1.07,0.08,0.41,0.74,0.41,0.08,0,0,0,60.6,0.08,0.58,Matches
223,Paulo Gazzaniga,ar ARG,GK,Girona,32,1992,35.5,34.1,27.4,6.62,1.55,0,0.03,0,0,0,0,0,0,27.3,0.14,0.03,Matches
224,Bryan Gil,es ESP,"FW,MF",Girona,23,2001,19.1,39.7,38.3,1.2,0.05,0,0,4.08,0.42,0.73,0.31,0.31,0,32.5,0.26,1.2,Matches
225,Dani Gómez,es ESP,FW,Valencia,26,1998,5.9,14.1,12.2,1.86,0,0,0,0,0.34,0,0,0,0,10.5,0,1.02,Matches
226,Moi Gómez,es ESP,"MF,FW",Osasuna,30,1994,8.8,56.1,54.5,1.48,0.8,0,1.02,3.18,0.11,0.23,0.11,0.11,0,45.2,0.11,1.82,Matches
227,Sergi Gómez,es ESP,DF,Espanyol,32,1992,7.4,47.3,45.5,1.76,1.49,0,0,0.14,0,0,0,0,0,42,0,0.14,Matches
228,Sergio Gómez,es ESP,"MF,DF",Real Sociedad,23,2000,30.4,47.3,39,8.03,1.91,0.03,0.3,7.6,1.51,4.38,1.55,2.2,0,35.4,0.3,1.55,Matches
229,Unai Gómez,es ESP,"MF,FW",Athletic Club,21,2003,14.3,21.3,19.4,1.82,0.21,0.14,0,1.61,0.07,0.84,0.77,0,0,15.6,0.07,0.42,Matches
230,Fabio González,es ESP,MF,Las Palmas,27,1997,0.6,88.3,88.3,0,0,0,1.67,1.67,0,0,0,0,0,71.7,0,5,Matches
231,Peter González,do DOM,"MF,FW",Getafe,22,2002,5.3,24.7,22.1,2.26,0.38,0,0,2.64,1.7,0,0,0,0,16.2,0.38,1.13,Matches
232,Urko González,es ESP,MF,Espanyol,23,2001,15.3,28.2,27.8,0.39,0.26,0.13,0.07,0.2,0.07,0.07,0,0.07,0,21.9,0.07,0.92,Matches
233,Urko González,es ESP,MF,Real Sociedad,23,2001,0.5,34,34,0,0,0,2,2,0,0,0,0,0,20,0,2,Matches
234,Andoni Gorosabel,es ESP,DF,Athletic Club,27,1996,16.5,53.6,41.8,11.7,0.85,0,0,2.48,10.8,0,0,0,0,44.6,0.06,1.27,Matches
235,José Gragera,es ESP,MF,Espanyol,23,2000,6.3,34.4,32.7,1.59,1.59,0,0.16,0,0,0,0,0,0,30.2,0.16,0.32,Matches
236,Dominik Greif,sk SVK,GK,Mallorca,27,1997,31,33.8,24,9.52,3.29,0,0.06,0,0,0,0,0,0,23.7,0.23,0.03,Matches
237,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,33,1991,27.4,53.4,47.9,5.29,0.95,0.44,0.33,5.04,0.47,2.96,1.02,1.06,0,39.9,0.18,1.42,Matches
238,Florian Grillitsch,at AUT,MF,Valladolid,28,1995,6.9,50.6,47.4,3.19,1.74,0.43,1.01,0.87,0.14,0.58,0.43,0,0,41.9,0,0.58,Matches
239,Vicente Guaita,es ESP,GK,Celta Vigo,37,1987,34,28.6,20,8.53,1.76,0,0.03,0,0,0,0,0,0,23.5,0.06,0,Matches
240,Sergi Guardiola,es ESP,FW,Rayo Vallecano,33,1991,4,21,20.3,0.75,0,0,0,1,0,0,0,0,0,14,0,1.25,Matches
241,Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,32,1991,27.7,49.5,45.5,3.83,2.24,0.04,0.32,1.12,0,0.83,0.54,0.11,0,43,0.18,0.22,Matches
242,Javier Guerra,es ESP,MF,Valencia,21,2003,28.7,45.8,43.5,1.92,0.98,0.28,0.38,1.57,0.21,0.52,0.24,0.1,0,35.6,0.38,1.39,Matches
243,Ander Guevara,es ESP,MF,Alavés,27,1997,21.6,46.1,44,1.71,1.02,0,0.28,0.23,0.09,0,0,0,0,35.3,0.37,0.88,Matches
244,Pape Gueye,sn SEN,MF,Villarreal,25,1999,24.7,46.3,44.2,1.66,1.34,0.32,0.81,0.81,0.04,0.08,0.04,0,0,36.9,0.49,0.85,Matches
245,Hugo Guillamón,es ESP,MF,Valencia,24,2000,4,47,44.5,2.25,2.25,0,0.75,0.25,0,0,0,0,0,38.5,0.25,0.25,Matches
246,Carlos Guirao,es ESP,MF,Betis,21,2003,1.2,38.3,35.8,2.5,1.67,0,0,0,0.83,0,0,0,0,30,0,3.33,Matches
247,Arda Güler,tr TUR,"MF,FW",Real Madrid,19,2005,13.9,63.7,57.9,5.76,1.29,0.72,0.58,4.1,0.94,3.38,2.16,0.5,0,54.9,0.07,0.94,Matches
248,Gerard Gumbau,es ESP,MF,Rayo Vallecano,29,1994,9.4,44.7,40.2,4.36,1.7,0,0.53,4.04,0.21,2.45,1.49,0.74,0,33.7,0.11,1.17,Matches
249,Jon Guridi,es ESP,"MF,FW",Alavés,29,1995,23.1,31.9,30.5,1.21,0.3,0.09,0,0.74,0.17,0.22,0.04,0.13,0,23.7,0.22,0.78,Matches
250,Gorka Guruzeta,es ESP,FW,Athletic Club,27,1996,20.4,20.1,18.8,1.23,0,0.05,0.2,0.25,0.15,0,0,0,0,14.6,0.15,0.64,Matches
251,Miguel Gutiérrez,es ESP,"DF,MF",Girona,23,2001,27.3,55,45.2,9.34,1.47,0.15,0.4,5.6,7.07,0.81,0.07,0.66,0,45.5,0.48,1.5,Matches
252,Munir El Haddadi,ma MAR,"FW,MF",Leganés,28,1995,9.6,27.9,26.1,1.46,0.52,0.1,0,1.35,0.31,0.21,0,0.1,0,20.9,0.31,0.63,Matches
253,Sébastien Haller,ci CIV,FW,Leganés,30,1994,4.5,20,18.9,1.11,0,0.44,0,0,0,0,0,0,0,12,0,0.22,Matches
254,Henrique,br BRA,DF,Valladolid,30,1994,3.9,50.5,43.6,6.92,1.54,0.26,0,0.77,5.13,0.26,0.26,0,0,43.3,0,1.28,Matches
255,Javi Hernández,es ESP,DF,Leganés,26,1998,26.5,40,31.5,8.38,1.4,0.04,0.15,1.96,6.83,0.15,0.04,0,0,30.1,0.11,0.79,Matches
256,Aridane Hernández,es ESP,DF,Rayo Vallecano,35,1989,11.4,46.2,42.5,3.68,1.32,0,0.44,0,0,0,0,0,0,40.6,0.09,0.18,Matches
257,Jorge Herrando,es ESP,DF,Osasuna,23,2001,15.2,48.2,45.7,2.37,1.45,0,0.39,0.13,0.53,0,0,0,0,41.1,0.13,0.33,Matches
258,Ander Herrera,es ESP,MF,Athletic Club,34,1989,3,66.7,64.7,2,1.67,0,0,0.33,0.33,0,0,0,0,60.3,0,0,Matches
259,Sergio Herrera,es ESP,GK,Osasuna,31,1993,37,33.7,23,10.6,3.08,0,0.08,0,0.03,0,0,0,0,23.5,0.11,0,Matches
260,Yangel Herrera,ve VEN,MF,Girona,26,1998,25.1,42.5,41.7,0.64,0.4,0.08,0.4,1.75,0.12,0,0,0,0,34.6,0.24,0.88,Matches
261,Juan Herzog,es ESP,DF,Las Palmas,21,2003,14.6,44.3,41,3.22,1.37,0,0.21,0,0.41,0,0,0,0,38.3,0.14,0.21,Matches
262,Omar El Hilali,ma MAR,DF,Espanyol,20,2003,35,45.1,34.9,10.1,1.74,0.03,0.46,1.63,8.37,0,0,0,0,35.6,0.09,0.71,Matches
263,Roger Hinojo,es ESP,DF,Espanyol,19,2005,0.1,100,90,10,0,0,0,20,10,0,0,0,0,50,0,10,Matches
264,Dinko Horkaš,hr CRO,GK,Las Palmas,25,1999,12.1,43.4,36.8,6.36,2.48,0,0.25,0,0,0,0,0,0,32.8,0.25,0,Matches
265,Pablo Ibáñez,es ESP,MF,Osasuna,25,1998,14.4,35.6,34.3,0.97,0.28,0.14,0.35,0.9,0.28,0.07,0,0,0,26.7,0.35,0.97,Matches
266,Stanis Idumbo,be BEL,"FW,MF",Sevilla,19,2005,3.2,23.8,22.5,0.94,0,0.31,0,0,0.94,0,0,0,0,19.7,0.31,0.94,Matches
267,Iglesias,es ESP,DF,Getafe,26,1998,32.1,37.4,26.3,10.9,0.81,0,0.44,2.62,10.1,0,0,0,0,21.4,0.31,1.31,Matches
268,Borja Iglesias,es ESP,FW,Celta Vigo,31,1993,21.7,22.5,19.6,2.58,0.05,0.37,0.37,0.28,0.09,0,0,0,0,15.9,0.37,0.97,Matches
269,Kelechi Iheanacho,ng NGA,FW,Sevilla,27,1996,4.4,18.2,17.3,0.91,0,0,0.45,0,0.23,0,0,0,0,13.6,0,0.23,Matches
270,Isco,es ESP,MF,Betis,32,1992,17.2,68.2,59.7,8.31,3.49,0.35,1.57,5.35,0.29,4.19,1.63,1.63,0,55.6,0.17,1.4,Matches
271,Diego Iturralde,es ESP,FW,Sevilla,21,2003,0.4,17.5,17.5,0,0,0,0,0,0,0,0,0,0,12.5,0,2.5,Matches
272,Ivan Jaime Pajuelo,es ESP,MF,Valencia,23,2000,3.3,32.1,29.7,1.82,0.61,0,0.61,1.82,0,1.21,0.3,0,0,24.2,0.61,1.21,Matches
273,Karl Jakob Hein,ee EST,GK,Valladolid,22,2002,31,37.6,27.1,10.5,3.23,0,0.03,0,0,0,0,0,0,27.6,0.06,0,Matches
274,Adnan Januzaj,be BEL,"MF,FW",Las Palmas,29,1995,6.6,53,43.6,9.24,1.97,1.21,1.21,9.85,1.67,4.55,2.27,0.91,0.15,36.7,0.15,2.88,Matches
275,Mikel Jauregizar,es ESP,MF,Athletic Club,20,2003,24.9,45,43.1,1.69,0.96,0.2,0.52,1.08,0,0.72,0.08,0.44,0,36.3,0.2,0.52,Matches
276,John Joe,ie IRL,"MF,FW",Getafe,20,2003,0.5,40,40,0,0,0,0,0,0,0,0,0,0,32,0,2,Matches
277,Jofre,es ESP,"MF,FW",Espanyol,23,2001,24.1,21.8,21.1,0.58,0.04,0.08,0.08,2.24,0.46,0.08,0,0.08,0,14.6,0.12,1.08,Matches
278,Frenkie de Jong,nl NED,MF,Barcelona,27,1997,12.7,90.4,88.2,2.05,1.89,0.31,0.16,0.47,0.16,0,0,0,0,85.4,0.16,0.87,Matches
279,Joan Jordán,es ESP,MF,Alavés,30,1994,15.7,58.3,48.5,9.62,4.2,0,1.15,6.75,0.19,4.01,1.66,1.97,0.06,43.6,0.19,1.02,Matches
280,Juanmi,es ESP,"FW,MF",Getafe,31,1993,7.7,17.8,17,0.78,0,0,0,0,0.39,0,0,0,0,13.6,0,1.3,Matches
281,Juanmi,es ESP,"FW,MF",Betis,31,1993,2.7,25.9,24.8,1.11,0.37,0,0,0.37,0.74,0,0,0,0,21.5,0,1.85,Matches
282,Juanpe,es ESP,DF,Girona,33,1991,8.1,71.7,67,4.57,3.7,0,1.36,0.12,0.62,0,0,0,0,62.6,0.12,0.62,Matches
283,Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,23,2001,16.2,30.3,21.7,8.58,2.47,0,0.06,0,0,0,0,0,0,22.2,0,0.06,Matches
284,Vinicius Júnior,br BRA,FW,Real Madrid,24,2000,25,36,34.5,1.16,0.36,0.6,0.64,2.24,0.4,0.32,0,0,0,26.9,0.4,1.8,Matches
285,Stanko Jurić,hr CRO,MF,Valladolid,27,1996,19.2,39.3,38.2,1.04,0.99,0.05,0.05,0,0.05,0,0,0,0,33.1,0.05,0.73,Matches
286,Willy Kambwala,fr FRA,DF,Villarreal,19,2004,12.4,47.9,43.4,4.19,1.94,0,0.16,0,1.05,0,0,0,0,42,0.32,0.4,Matches
287,Abdoulaye Keita,es ESP,"FW,MF",Getafe,21,2002,1.1,24.5,23.6,0.91,0,0,0.91,0.91,0.91,0,0,0,0,13.6,0,0.91,Matches
288,Kenedy,br BRA,"MF,FW",Valladolid,28,1996,0.1,20,20,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
289,Kiké,es ESP,FW,Alavés,34,1989,28.2,20.9,20.2,0.5,0.07,0.14,0.21,0.46,0.04,0,0,0,0,13.6,0.11,0.64,Matches
290,Koke,es ESP,MF,Atlético Madrid,32,1992,21.4,76.6,73.1,3.13,2.24,0.14,0.28,1.03,0.33,0.56,0.23,0.09,0,67.5,0.37,0.75,Matches
291,Jules Koundé,fr FRA,DF,Barcelona,25,1998,28.9,74,62.4,11.5,2.28,0.21,0.45,2.18,9.2,0,0,0,0,64.2,0.17,0.87,Matches
292,Alex Král,cz CZE,MF,Espanyol,26,1998,30.2,27.7,26.5,0.96,0.33,0.2,0.2,1.26,0.07,0.13,0,0.13,0,19.9,0.23,0.99,Matches
293,Ladislav Krejčí,cz CZE,DF,Girona,25,1999,27.1,78.8,75.3,3.39,2.1,0.11,0.3,0.41,0.44,0,0,0,0,71,0.07,0.26,Matches
294,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,23,2001,26.4,36.4,34.4,1.82,0.42,0.27,0.08,3.22,0.3,1.06,0.49,0.3,0,26.3,0.27,1.63,Matches
295,Marash Kumbulla,al ALB,DF,Espanyol,24,2000,33,42.6,40.9,1.58,1.03,0,0.21,0.18,0.06,0,0,0,0,36,0.15,0.24,Matches
296,Luca de la Torre,us USA,MF,Celta Vigo,26,1998,0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
297,Yoel Lago,es ESP,DF,Celta Vigo,20,2004,6.5,65.5,63.4,2.15,1.85,0.31,0.15,0,0.31,0,0,0,0,60.6,0,0.15,Matches
298,Cyle Larin,ca CAN,FW,Mallorca,29,1995,19.6,16.2,15.8,0.36,0,0,0,0.31,0.1,0,0,0,0,10.9,0.05,0.56,Matches
299,Juanmi Latasa,es ESP,FW,Valladolid,23,2001,15.5,16.8,15,1.68,0.19,0.06,0.19,0.32,0,0,0,0,0,9.94,0.13,0.06,Matches
300,Toni Lato,es ESP,DF,Mallorca,26,1997,6.9,45.5,37.1,8.12,0.14,0,0,3.33,7.97,0,0,0,0,34.2,0.29,0.72,Matches
301,Robin Le Normand,es ESP,DF,Atlético Madrid,27,1996,23.9,54.3,52.8,1.42,1.09,0,0.21,0.04,0.17,0,0,0,0,49.1,0.04,0.13,Matches
302,Florian Lejeune,fr FRA,DF,Rayo Vallecano,33,1991,36.9,55.9,53,2.85,2.3,0,0.95,0.22,0.16,0,0,0,0,46.8,0.05,0.51,Matches
303,Iñigo Lekue,es ESP,DF,Athletic Club,31,1993,8.6,51,40.5,10.3,1.16,0,0.12,1.86,9.19,0,0,0,0,40.1,0.23,0.7,Matches
304,Thomas Lemar,fr FRA,MF,Atlético Madrid,28,1995,0.9,75.6,67.8,7.78,4.44,0,0,3.33,1.11,2.22,0,0,0,63.3,0,1.11,Matches
305,Clément Lenglet,fr FRA,DF,Atlético Madrid,29,1995,21.9,62.3,60.2,2.05,1.6,0,0.59,0.18,0.14,0,0,0,0,54.5,0.05,0.59,Matches
306,Robert Lewandowski,pl POL,FW,Barcelona,35,1988,29.6,17.6,17,0.51,0.03,0.1,0.2,0.17,0,0,0,0,0,12.9,0.14,0.74,Matches
307,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,24,1999,17.2,47.7,46,1.63,0.17,0.06,0.17,2.38,1.34,0.12,0,0,0,37.9,0.06,1.8,Matches
308,Javier Llabrés,es ESP,FW,Mallorca,21,2002,0.6,40,40,0,0,0,0,6.67,0,0,0,0,0,33.3,0,0,Matches
309,Diego Llorente,es ESP,DF,Betis,30,1993,28,57,54.8,2.11,1.89,0,0.39,0.04,0.18,0,0,0,0,49.4,0.11,0.32,Matches
310,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,29,1995,27.9,56,49.1,6.56,0.47,0.04,0.07,2.22,6.09,0,0,0,0,47.9,0.32,1.22,Matches
311,Giovani Lo Celso,ar ARG,"MF,FW",Betis,28,1996,16.2,59.9,50.1,9.69,4.51,0.93,0.49,5.86,0.68,4.14,2.22,1.36,0,47.3,0.06,1.3,Matches
312,Enzo Loiodice,fr FRA,MF,Las Palmas,23,2000,7.6,58.3,56.4,1.84,0.79,0,0.39,1.32,0.13,0.92,0.39,0.13,0.13,49.6,0,1.45,Matches
313,David López,es ESP,DF,Mallorca,21,2003,1.9,27.9,27.4,0,0,0,0,0,0,0,0,0,0,22.6,0.53,0.53,Matches
314,David López,es ESP,DF,Girona,34,1989,27,75.6,72.1,3.41,2.37,0,0.59,0.11,0.33,0,0,0,0,69.6,0.11,0.3,Matches
315,Diego López,es ESP,"MF,FW",Valencia,22,2002,30.4,31,29.7,1.18,0,0.16,0.1,2.2,1.09,0,0,0,0,22.4,0.1,1.55,Matches
316,Fer López,,"FW,MF",Celta Vigo,,,7.5,34.7,33.9,0.27,0,0.93,0.53,0.27,0,0.27,0.13,0.13,0,29.3,0.53,0.67,Matches
317,Fermin López,es ESP,"MF,FW",Barcelona,21,2003,13.9,48.6,44.9,3.45,0.43,0.58,0.36,3.38,0.29,2.01,0.86,0.14,0.07,39.7,0.22,0.86,Matches
