Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
339,Arkaitz Mariezkurrena,es ESP,"FW,MF",Real Sociedad,19,2005,2.7,17.4,25.2,69.1,245.2,46.3,12.2,15.6,78.6,4.44,5.19,85.7,0.37,1.48,25,0,0.04,0.07,-0.04,0.74,0.37,1.48,0.37,1.48,Matches
340,Pablo Marín,es ESP,MF,Real Sociedad,21,2003,13.8,27.1,33.8,80.1,431.3,79,12.5,15.1,82.8,12,14.1,84.6,1.67,2.54,65.7,0.14,0.07,0.06,0.07,1.01,2.75,0.65,0.14,3.26,Matches
341,Mika Mármol,es ESP,DF,Las Palmas,23,2001,26.7,41.6,56,74.4,752.5,336.7,18.7,21,89.1,17.6,21.7,81.2,4.68,11.2,41.9,0.04,0.06,0.07,-0.02,0.6,4.46,0.6,0.26,3.97,Matches
342,Mario Maroto,es ESP,MF,Valladolid,20,2003,0.7,44.3,58.6,75.6,811.4,160,20,22.9,87.5,20,25.7,77.8,4.29,5.71,75,1.43,0.14,0,1.29,1.43,4.29,0,0,2.86,Matches
343,Unai Marrero,es ESP,GK,Real Sociedad,22,2001,2,23,28.5,80.7,577.5,341,4.5,4.5,100,12.5,13,96.2,6,10.5,57.1,0,0,0,0,0,0,0,0,0,Matches
344,Carlos Martín,es ESP,"FW,MF",Alavés,22,2002,14.8,17.6,27,65.3,254.5,61.8,9.53,13.2,71.9,6.55,8.85,74,0.74,2.23,33.3,0.14,0.18,0.09,-0.05,0.88,1.01,0.47,0.27,1.42,Matches
345,Diego Martín,es ESP,FW,Las Palmas,20,2003,0.4,20,37.5,53.3,307.5,100,12.5,17.5,71.4,5,10,50,2.5,5,50,0,0,0,0,0,2.5,0,0,5,Matches
346,Gerard Martín,es ESP,DF,Barcelona,22,2002,11.5,57,68.6,83.1,866.5,240,30.3,33.5,90.6,23.3,26.4,88.2,2,4.35,46,0.26,0.1,0.15,0.17,1.04,2.35,1.39,0.35,3.48,Matches
347,Iván Martín,es ESP,MF,Girona,25,1999,22.7,55.1,61.1,90.2,868.3,168.5,27.8,30,92.6,22.5,24.3,92.4,3.17,3.74,84.7,0.04,0.08,0.09,-0.04,0.97,4.45,0.66,0.13,5.77,Matches
348,Jon Martin,es ESP,DF,Real Sociedad,18,2006,10,46.8,53.9,86.8,913,297.5,13.6,15.5,87.7,29.2,31.4,93,3.7,5.9,62.7,0.1,0.02,0.02,0.08,0.4,1.9,0.2,0,3.4,Matches
349,Mario Martín,es ESP,MF,Valladolid,20,2004,19.4,34.9,41.3,84.5,617.8,152.3,14.3,16.4,87.1,16.4,18,91.4,2.94,4.38,67.1,0.05,0.07,0.06,-0.02,0.62,2.68,0.15,0.05,3.4,Matches
350,Arnau Martinez,es ESP,"DF,MF",Girona,21,2003,29.2,54.9,63.5,86.4,884.5,236.7,27.6,29.6,93.3,23.5,26.4,89,3.05,5.14,59.3,0.07,0.08,0.06,-0.01,0.62,5.31,0.48,0.14,5.55,Matches
351,Iñigo Martínez,es ESP,DF,Barcelona,33,1991,27.7,80,87.9,91,1512.3,526.2,29.6,31.3,94.7,42.2,44.4,95,7.51,10.4,72.2,0.14,0.09,0.06,0.05,0.58,9.35,0.32,0.04,9.39,Matches
352,Javi Martínez,es ESP,MF,Osasuna,24,1999,0.1,90,90,100,1260,550,60,60,100,30,30,100,0,0,,0,0,0,0,0,10,0,0,10,Matches
353,Ramón Martínez,es ESP,DF,Sevilla,21,2002,2.9,41,44.8,91.5,826.6,186.6,11.7,11.7,100,23.1,25.9,89.3,5.86,6.55,89.5,0,0.03,0,-0.03,0.34,3.45,0,0,1.72,Matches
354,Toni Martínez,es ESP,FW,Alavés,27,1997,11.2,12.5,21.4,58.3,149.6,25,8.57,11.8,72.7,2.86,5.98,47.8,0.27,0.89,30,0,0.05,0.08,-0.05,0.98,0.98,0.36,0.09,0.98,Matches
355,Javi Martón,es ESP,"FW,MF",Athletic Club,25,1999,0.6,10,11.7,85.7,113.3,3.33,6.67,8.33,80,3.33,3.33,100,0,0,,0,0,0,0,0,1.67,0,0,0,Matches
356,Marvin,es ESP,"DF,FW",Las Palmas,24,2000,11.5,32.2,43.7,73.7,542,166.8,15.8,18.1,87.5,12.8,16.7,76.6,2.7,5.39,50,0,0.1,0.1,-0.1,0.52,2.09,1.22,0.87,2.61,Matches
357,Omar Mascarell,gq EQG,MF,Mallorca,31,1993,22.1,36.6,43.6,84,644.4,178.1,16.7,18.4,91.1,15.3,17.1,89.7,3.67,6.02,60.9,0,0.01,0.01,-0.01,0.14,3.26,0.14,0,3.39,Matches
358,Jaime Mata,es ESP,"FW,MF",Las Palmas,35,1988,7.3,17.4,25.6,67.9,248.9,38.6,10.4,13.8,75.2,5.07,7.12,71.2,0.96,1.78,53.8,0,0.01,0.04,-0.01,0.41,1.1,0.41,0.14,1.37,Matches
359,Borja Mayoral,es ESP,FW,Getafe,27,1997,12.4,15.9,20.5,77.6,231.9,37,9.11,10.7,85,4.6,5.65,81.4,1.05,1.37,76.5,0.08,0.07,0.02,0.01,0.65,0.89,0.16,0,1.05,Matches
360,Kylian Mbappé,fr FRA,FW,Real Madrid,25,1998,32.3,29.4,35.4,82.9,421.7,73.7,17.8,20.2,88.2,7.74,9.04,85.6,1.92,2.41,79.5,0.09,0.24,0.2,-0.15,1.58,2.32,1.61,0.09,4.33,Matches
361,Oliver McBurnie,sct SCO,FW,Las Palmas,28,1996,20.4,13.5,20.5,65.9,166.2,38.2,9.07,12.4,73.1,3.09,5.2,59.4,0.29,0.44,66.7,0.29,0.14,0.05,0.16,1.18,1.13,0.34,0.05,1.32,Matches
362,Scott McKenna,sct SCO,DF,Las Palmas,27,1996,27.4,46.6,53.7,86.7,863,287.4,16.1,17.5,92.1,26.8,29.2,91.8,3.1,5.77,53.8,0,0.03,0.01,-0.03,0.15,1.82,0.04,0,1.64,Matches
363,Mateo Mejía,es ESP,FW,Sevilla,21,2003,0.1,0,10,0,0,0,0,10,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
364,Arthur Melo,br BRA,MF,Girona,27,1996,10.5,63.6,68.9,92.4,1155.4,242.4,24.4,25.7,94.8,32.5,34.4,94.5,5.81,7.05,82.4,0,0.02,0.06,-0.02,0.48,6.67,0.38,0.1,6.67,Matches
365,Brais Méndez,es ESP,MF,Real Sociedad,27,1997,17,37.1,47.6,77.9,563.1,160.3,21,23.9,87.9,11.8,14.8,80.1,2.71,5.47,49.5,0.12,0.12,0.14,0,1.35,4,0.76,0.18,5.35,Matches
366,Ferland Mendy,fr FRA,DF,Real Madrid,29,1995,11.2,56.3,59.9,93.9,811.7,217.1,34.6,35.6,97,17.8,18.9,93.9,2.86,3.39,84.2,0.09,0.04,0.06,0.04,0.27,3.93,0.09,0,3.21,Matches
367,Nobel Mendy,fr FRA,DF,Betis,19,2004,1.2,38.3,44.2,86.8,901.7,370,10.8,10.8,100,20.8,22.5,92.6,6.67,10.8,61.5,0,0,0,0,0,4.17,0,0,2.5,Matches
368,Víctor Meseguer,es ESP,MF,Valladolid,25,1999,4.6,32.2,41.1,78.3,491.7,152.8,16.5,19.3,85.4,12.4,15.4,80.3,1.3,2.39,54.5,0,0,0.07,0,0.22,3.7,0.22,0.22,4.78,Matches
369,Miguel,es ESP,FW,Leganés,24,1999,19.2,7.24,12.3,58.6,105.3,19.8,4.01,5.94,67.5,2.4,3.75,63.9,0.31,0.78,40,0.16,0.07,0.04,0.08,0.36,0.47,0.26,0.05,0.83,Matches
370,Éder Militão,br BRA,DF,Real Madrid,26,1998,10.4,61.2,68.5,89.3,1259.1,445.5,18.2,19.3,94,35.8,37.9,94.4,6.92,10.6,65.5,0.1,0.05,0.02,0.05,0.58,5.38,0.29,0,4.42,Matches
371,Luis Milla,es ESP,MF,Getafe,29,1994,31.9,35.4,48.2,73.5,642.5,192.9,16,18.2,88.1,13.8,17.1,80.3,4.7,10.5,44.6,0.13,0.12,0.15,0,2.19,4.67,0.82,0.31,4.76,Matches
372,Pere Milla,es ESP,"MF,FW",Espanyol,31,1992,5.1,19,32.4,58.8,334.7,89.4,8.43,12.2,69.4,7.25,10.6,68.5,2.55,5.49,46.4,0,0.06,0.06,-0.06,0.98,1.76,0.98,0,2.55,Matches
373,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,25,1999,30.3,55.8,72.5,77,983.6,389.9,25.4,28.1,90.4,23.4,29.5,79.4,5.71,11.5,49.7,0.2,0.18,0.21,0.01,1.16,5.81,2.28,0.36,6.6,Matches
374,Kim Minsu,kr KOR,"MF,FW",Girona,18,2006,0.2,45,50,90,525,40,25,30,83.3,15,15,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
375,Bojan Miovski,mk MKD,FW,Girona,25,1999,9.7,8.87,11.6,76.1,129.9,10.9,5.05,5.98,84.5,3.4,4.33,78.6,0.31,0.31,100,0.1,0.02,0.02,0.08,0.41,0.21,0.1,0.1,0.41,Matches
376,Rafa Mir,es ESP,"FW,MF",Valencia,27,1997,8.4,17.1,23.8,72,264.8,47.7,9.05,11.2,80.9,6.07,7.5,81,1.31,2.5,52.4,0.24,0.08,0.06,0.15,0.48,1.79,0.48,0.24,2.38,Matches
377,Luka Modrić,hr CRO,MF,Real Madrid,38,1985,20.3,84.9,97,87.6,1465,475.2,40.9,43.7,93.6,32.2,35.4,91.1,9.16,13.8,66.2,0.3,0.34,0.31,-0.05,3.25,11.1,1.67,0.1,10.2,Matches
378,Johan Mojica,co COL,DF,Mallorca,31,1992,30.6,39.8,53.6,74.2,704,304,20.1,22.8,88.4,14.3,18.4,77.8,4.77,9.35,51,0.07,0.13,0.14,-0.07,1.31,3.33,1.73,1.08,4.25,Matches
379,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,20,2003,30.2,28,34.4,81.3,396.1,90.5,17.2,19.6,88,8.64,10.5,82.1,1.23,2.02,60.7,0.03,0.11,0.12,-0.08,1.36,2.48,0.96,0.17,3.84,Matches
380,Nahuel Molina,ar ARG,DF,Atlético Madrid,26,1998,17.7,53.4,66.8,79.9,801.8,287.2,30.4,33.5,90.7,18.5,22.9,80.5,2.82,6.1,46.3,0.17,0.08,0.11,0.08,0.73,2.43,1.07,0.28,3.45,Matches
381,Jon Moncayola,es ESP,MF,Osasuna,26,1998,23.3,31.7,42.6,74.4,584.3,191.9,13.6,15.6,87.1,13,16.5,78.6,4.25,8.03,52.9,0,0.16,0.2,-0.16,1.42,3.26,1.07,0.56,4.59,Matches
382,Gonzalo Montiel,ar ARG,"DF,MF",Sevilla,27,1997,1.3,52.3,60,87.2,990.8,280,22.3,23.1,96.7,25.4,28.5,89.2,4.62,7.69,60,0,0,0.08,0,0,6.15,0.77,0.77,1.54,Matches
383,Gerard Moreno,es ESP,FW,Villarreal,32,1992,8,29.4,38.1,77,524,145.1,13.6,15.9,85.8,11.8,13.6,86.2,3.38,5.38,62.8,0.25,0.45,0.24,-0.2,2.13,3.75,1.88,0.25,6.63,Matches
384,Xavier Moreno,es ESP,FW,Valladolid,19,2004,0.5,6,26,23.1,132,22,0,10,0,6,12,50,0,0,,0,0,0,0,0,0,0,0,2,Matches
385,Mateu Morey,es ESP,DF,Mallorca,24,2000,8.2,36.7,47.6,77.2,567.1,163,19.6,21.8,89.9,15.1,18.4,82.1,1.59,4.39,36.1,0,0.04,0.02,-0.04,0.49,1.71,0.37,0.12,2.07,Matches
386,Ilaix Moriba,gn GUI,MF,Celta Vigo,21,2003,23.7,35.6,41.5,85.7,567.1,150.6,17.8,20.2,88.1,13.4,14.9,89.5,2.7,3.67,73.6,0.04,0.06,0.1,-0.02,0.84,4.51,0.8,0.08,5.02,Matches
387,Manu Morlanes,es ESP,MF,Mallorca,25,1999,14.9,42.3,47.6,88.9,686.9,208.1,20.5,21.9,93.3,18.2,20.4,89.1,2.28,3.29,69.4,0,0.02,0.05,-0.02,0.67,5.64,0.67,0.2,5.91,Matches
388,Raúl Moro,es ESP,"MF,FW",Valladolid,21,2002,26,19.9,30.7,64.9,392.8,117.8,8.62,10.9,78.9,6.92,9.92,69.8,3.92,7.27,54,0.19,0.22,0.21,-0.03,1.69,1.58,1.46,0.85,3.12,Matches
389,Cristhian Mosquera,es ESP,DF,Valencia,20,2004,36.9,50.4,55.6,90.5,889.6,313.2,20.8,22,94.3,25.7,27.3,93.9,3.41,5.01,68.1,0,0,0.01,0,0,3.2,0.03,0,3.33,Matches
390,Santiago Mouriño,uy URU,DF,Alavés,22,2002,20.5,26.3,33.7,78,482,211.2,10.4,12,86.2,13,15.4,84.5,2.59,5.27,49.1,0.05,0.04,0.03,0,0.34,2.29,0.24,0.1,2.24,Matches
391,Abdul Mumin,gh GHA,DF,Rayo Vallecano,26,1998,22.4,40.2,48.4,82.9,769.2,313.2,14.1,15.1,92.9,22,23.9,91.8,3.88,8.48,45.8,0.04,0.01,0,0.04,0.04,1.79,0.04,0,1.79,Matches
392,Aihen Muñoz,es ESP,DF,Real Sociedad,26,1997,12.2,36.7,51.7,71,580.2,230.6,19.5,21.6,90.5,14.1,19.3,73.2,2.13,7.95,26.8,0,0.02,0.02,-0.02,0.25,3.11,0.25,0.16,3.11,Matches
393,Álex Muñoz,es ESP,DF,Las Palmas,30,1994,15.7,39.4,49.4,79.7,632.8,225.1,19,21.3,89,18.2,22.5,81,1.72,3.63,47.4,0,0.03,0.04,-0.03,0.45,2.17,0.57,0.51,2.87,Matches
394,Iker Muñoz,es ESP,MF,Osasuna,21,2002,6.8,35.1,44.6,78.9,609.9,157.2,16.5,18.7,88.2,15,17.9,83.6,2.79,4.71,59.4,0.15,0.15,0.1,0,0.88,4.41,0.88,0.29,3.53,Matches
395,Javier Muñoz,es ESP,"MF,DF",Las Palmas,29,1995,28.8,31.9,40.9,77.9,550.5,161.3,15.3,17.7,86.8,12.1,15,80.6,3.37,5.76,58.4,0.1,0.09,0.08,0.02,1.01,3.99,1.11,0.45,3.75,Matches
396,Víctor Muñoz,es ESP,"FW,DF",Real Madrid,21,2003,0.4,27.5,30,91.7,375,52.5,22.5,22.5,100,2.5,2.5,100,2.5,2.5,100,0,0,0.75,0,0,0,2.5,2.5,0,Matches
397,Vedat Muriqi,xk KVX,FW,Mallorca,30,1994,22.9,12.9,21.3,60.6,187.7,38,7.69,10.7,72.1,3.71,6.72,55.2,0.74,1.22,60.7,0.09,0.1,0.07,-0.01,1.14,1,0.26,0,1.31,Matches
398,Juan Musso,ar ARG,GK,Atlético Madrid,30,1994,2,25.5,30,85,486,260.5,8.5,8.5,100,14.5,14.5,100,2.5,6.5,38.5,0,0,0,0,0,0,0,0,0,Matches
399,Matija Nastasić,rs SRB,DF,Leganés,31,1993,23.4,30.1,36.4,82.6,605.9,206,8.8,9.74,90.4,17.9,19.7,90.5,3.08,6.2,49.7,0,0,0.02,0,0.09,1.58,0.04,0,2.52,Matches
400,Natan,br BRA,DF,Betis,23,2001,24.2,46.4,52.3,88.7,888.9,291.9,15.8,16.8,94.3,25.7,28,92,4.3,6.78,63.4,0.04,0.02,0.03,0.02,0.21,2.15,0.12,0.04,2.15,Matches
401,Pau Navarro,es ESP,DF,Villarreal,19,2005,10.2,50.7,56.6,89.6,851.4,306.1,22.6,24.3,93.1,23.9,25.9,92.4,3.04,4.71,64.6,0,0,0.02,0,0.1,2.75,0.1,0,3.92,Matches
402,Roberto Navarro,es ESP,"MF,FW",Mallorca,22,2002,14.2,25.1,33.3,75.5,360.7,100.3,15.6,18.2,86,7.46,9.93,75.2,1.34,2.61,51.4,0,0.13,0.11,-0.13,0.92,1.9,0.99,0.21,3.59,Matches
403,Jesús Navas,es ESP,"FW,MF",Sevilla,38,1985,4.7,43.2,55.7,77.5,732.6,173.6,22.3,24.9,89.7,15.1,18.7,80.7,4.68,8.09,57.9,0,0.11,0.13,-0.11,2.13,3.4,1.28,1.06,4.89,Matches
404,Yvan Neyou,cm CMR,MF,Leganés,27,1997,25.7,37.9,43.9,86.4,592.1,150.5,20,21.9,91.3,14.2,15.9,89,2.37,3.42,69.3,0.04,0.02,0.04,0.02,0.51,3.35,0.39,0.04,3.74,Matches
405,Tanguy Nianzou,fr FRA,DF,Sevilla,22,2002,5.8,49.1,54.1,90.8,802.4,252.6,22.6,24,94.2,24.7,26.7,92.3,1.21,2.59,46.7,0,0,0,0,0,1.03,0,0,1.72,Matches
406,Saúl Ñíguez,es ESP,MF,Sevilla,29,1994,17.3,29.8,38.1,78.3,495.5,132.7,14.5,16.6,86.8,12.7,15.2,83.7,1.79,3.76,47.7,0.35,0.14,0.13,0.2,1.27,2.95,0.46,0.12,3.82,Matches
407,Tamás Nikitscher,hu HUN,"MF,DF",Valladolid,24,1999,9.5,29.9,32.7,91.3,475.6,103.7,14.3,15.7,91.3,13.2,13.7,96.2,1.47,2.11,70,0,0,0.01,0,0.21,1.37,0.11,0,1.37,Matches
408,Adrian Niño,es ESP,FW,Atlético Madrid,20,2004,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
409,Hugo Novoa,es ESP,"DF,MF",Alavés,21,2003,2.6,20.4,26.5,76.8,306.9,100.4,13.5,16.5,81.4,4.62,6.15,75,1.54,1.54,100,0,0.08,0.08,-0.08,0.77,0,0.77,0.77,0.77,Matches
410,Randy Nteka,ao ANG,FW,Rayo Vallecano,26,1997,12.5,11.5,17.8,64.6,146.7,18.4,7.52,9.84,76.4,3.12,5.2,60,0.24,0.48,50,0,0.04,0.02,-0.04,0.72,0.4,0.16,0,0.64,Matches
411,Unai Núñez,es ESP,DF,Athletic Club,27,1997,7.2,39.3,45.1,87.1,884.3,328.6,7.64,8.89,85.9,25.8,27.4,94.4,5.69,8.47,67.2,0,0.01,0.01,-0.01,0.14,2.22,0.14,0,3.61,Matches
412,Ørjan Nyland,no NOR,GK,Sevilla,33,1990,29.7,21.4,33.9,63.3,576.8,434,5.19,5.22,99.4,9.9,10.2,96.7,6.33,18.2,34.8,0,0.01,0,-0.01,0.13,0.91,0.07,0,0.03,Matches
413,Allan Nyom,cm CMR,"DF,MF",Getafe,36,1988,9.9,28.3,35.6,79.5,457.6,167.5,14.3,15.6,92.2,11.6,14.1,82.1,1.72,4.75,36.2,0.2,0.03,0.03,0.17,0.51,2.32,0.51,0.4,2.22,Matches
414,Jan Oblak,si SVN,GK,Atlético Madrid,31,1993,36,21.2,26.3,80.5,555.1,370.1,3.86,3.86,100,11.3,11.4,99.3,5.86,10.9,53.8,0,0,0,0,0,0.19,0,0,0,Matches
415,Lucas Ocampos,ar ARG,FW,Sevilla,30,1994,1.9,34.2,47.9,71.4,536.8,155.8,18.9,23.7,80,10,12.1,82.6,3.16,5.79,54.5,0.53,0.16,0.05,0.37,1.58,4.21,1.05,0.53,3.68,Matches
416,Álvaro Odriozola,es ESP,DF,Real Sociedad,28,1995,0.5,44,60,73.3,688,222,22,24,91.7,12,24,50,6,8,75,0,0,0,0,0,8,2,2,6,Matches
417,Thiago Ojeda,ar ARG,MF,Villarreal,21,2003,0.1,70,80,87.5,1030,150,40,40,100,30,40,75,0,0,,0,0,0,0,0,10,0,0,20,Matches
418,Aingeru Olabarrieta,es ESP,FW,Athletic Club,18,2005,0.6,15,30,50,190,40,10,16.7,60,3.33,5,66.7,0,3.33,0,0,0,0,0,0,0,0,0,1.67,Matches
419,Olasagasti,es ESP,MF,Real Sociedad,23,2000,9.5,33.1,42.8,77.1,514.4,99.2,17.5,20.8,83.8,11.7,14.3,81.6,2.32,4.32,53.7,0.11,0.08,0.07,0.02,0.63,3.58,0.84,0,4,Matches
420,Brian Oliván,es ESP,DF,Espanyol,30,1994,11.3,28.1,40.5,69.2,501.9,246.7,12.8,13.8,92.9,11.9,17,69.8,3.01,7.7,39.1,0.09,0.1,0.07,-0.01,1.33,3.89,1.06,0.8,3.54,Matches
421,Lucas Oliveira Rosa,br BRA,DF,Valladolid,24,2000,21,30.3,39.7,76.5,491,165.7,15.8,17.7,89,12,15.1,79.2,2,4.38,45.7,0.05,0.1,0.07,-0.05,0.62,1.62,0.29,0.19,2.38,Matches
422,Dani Olmo,es ESP,"MF,FW",Barcelona,26,1998,13.5,38.5,47.5,81.1,565.5,164.1,22.7,25.3,89.5,11.3,13.6,83.1,2.44,3.48,70.2,0.22,0.22,0.27,0,1.93,3.63,2.15,0.07,6,Matches
423,Aimar Oroz,es ESP,MF,Osasuna,22,2001,33,28,34.2,81.9,450.9,110.9,14.8,16.8,87.9,10.4,12.3,84,2,2.73,73.3,0.12,0.09,0.11,0.03,1.24,2.76,1.09,0.15,4.94,Matches
424,Ángel Ortíz,es ESP,DF,Betis,20,2004,3.9,42.8,57.7,74.2,645.1,277.9,23.3,25.9,90.1,16.7,22.8,73,1.79,5.38,33.3,0.26,0.03,0.05,0.23,0.77,3.85,0.77,0.51,3.85,Matches
425,Gabriel Osei Misehouy,nl NED,"FW,MF",Girona,19,2005,2.9,31,35.5,87.4,457.6,85.2,17.2,18.3,94.3,13.4,14.1,95.1,0,2.76,0,0,0.1,0.1,-0.1,1.38,3.79,1.38,0,5.17,Matches
426,David Otorbi,es ESP,MF,Valencia,16,2007,0.2,10,20,50,135,20,10,15,66.7,0,0,,0,5,0,0,0,0,0,0,0,0,0,0,Matches
427,Jesús Owono,gq EQG,GK,Alavés,23,2001,5.4,18.3,30.2,60.7,718.1,642.6,1.85,1.85,100,6.67,6.67,100,9.81,21.3,46.1,0,0,0,0,0,0.93,0,0,0,Matches
428,Mikel Oyarzabal,es ESP,FW,Real Sociedad,27,1997,25,14.8,20.2,73.5,196,33.5,9.44,11,85.5,3.96,5.32,74.4,0.44,0.92,47.8,0.12,0.1,0.07,0.02,0.6,0.76,0.4,0.12,1.12,Matches
429,Cenk Özkacar,tr TUR,DF,Valladolid,23,2000,8.4,39.4,46.7,84.4,765.5,290,12.5,13.6,92.1,23.5,25.7,91.2,3.21,6.43,50,0,0,0.04,0,0.12,1.31,0,0,1.79,Matches
430,Jon Pacheco,es ESP,DF,Real Sociedad,23,2001,9.5,43.3,52,83.2,833.2,250.6,16.2,18.1,89.5,22.2,24.1,92.1,4.84,8.95,54.1,0,0.01,0.04,-0.01,0.11,2.95,0.21,0,2.84,Matches
431,Alex Padilla,es ESP,GK,Athletic Club,20,2003,3.6,18.6,33.6,55.4,643.6,545.6,2.5,2.5,100,6.94,6.94,100,9.17,23.9,38.4,0,0,0,0,0,1.11,0,0,0,Matches
432,Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,29,1994,24,32.6,42.3,77.1,550.6,164.3,17,19.2,88.3,11.3,13.6,82.9,3.58,6.79,52.8,0.17,0.18,0.2,-0.02,2,3.21,0.79,0.17,4.88,Matches
433,Aitor Paredes,es ESP,DF,Athletic Club,24,2000,20.1,39.3,47.1,83.3,839,309.3,8.86,9.9,89.4,25.6,27.4,93.3,4.68,9.15,51.1,0,0,0.01,0,0.1,2.09,0.1,0,2.29,Matches
434,Daniel Parejo,es ESP,MF,Villarreal,35,1989,25.3,53.5,61.2,87.5,1010.9,309.1,21.2,23,92.3,25.1,27.3,91.9,6.64,9.29,71.5,0.12,0.07,0.08,0.05,0.91,6.96,0.67,0.12,6.96,Matches
435,Iago Parente,es ESP,DF,Valladolid,18,2006,0.8,33.8,46.3,73,582.5,287.5,12.5,12.5,100,20,22.5,88.9,1.25,8.75,14.3,0,0,0,0,1.25,3.75,0,0,5,Matches
436,Álvaro Pascual,es ESP,FW,Sevilla,22,2002,4.5,10.7,16.4,64.9,171.1,20.7,5.78,8,72.2,3.33,4.67,71.4,1.11,1.33,83.3,0,0,0.02,0,0.44,0.89,0.22,0,0.67,Matches
437,Alfonso Pedraza,es ESP,"DF,MF",Villarreal,28,1996,5.1,30.8,41.8,73.7,490.2,180,15.9,16.5,96.4,11.6,15.3,75.6,1.96,5.1,38.5,0.39,0.27,0.27,0.12,1.76,1.37,1.57,1.18,1.76,Matches
438,Pedri,es ESP,MF,Barcelona,21,2002,32,75.1,85.9,87.4,1275.1,317.6,36.2,38.5,94,29.8,33.5,89.2,7.28,10.1,72.1,0.16,0.23,0.28,-0.07,2.19,10.3,2.47,0.13,11.3,Matches
439,Adrià Pedrosa,es ESP,DF,Sevilla,26,1998,25.5,34.7,46.9,74.1,588.7,208.8,16.9,18.6,90.9,14.9,18.9,78.8,2.35,6.98,33.7,0.04,0.06,0.07,-0.02,0.78,2.59,0.86,0.39,3.1,Matches
440,Pejiño,es ESP,FW,Las Palmas,28,1996,0.2,30,35,85.7,435,110,15,15,100,15,20,75,0,0,,0,0,0,0,0,0,5,0,5,Matches
441,Andy Pelmard,fr FRA,DF,Las Palmas,24,2000,2.3,42.6,50,85.2,727.8,204.3,21.7,22.6,96.2,17.8,20,89.1,2.61,5.65,46.2,0,0,0.04,0,0.43,3.91,1.74,0,5.65,Matches
442,Iñaki Peña,es ESP,GK,Barcelona,25,1999,15.5,36.3,40.6,89.2,805.1,457,6.26,6.32,99,24.8,25,99.2,5.1,9.23,55.2,0,0,0,0,0,0,0,0,0.19,Matches
443,Rubén Peña,es ESP,"FW,DF",Osasuna,33,1991,8.6,21.3,35.9,59.2,354.1,163.7,10.9,14.2,77,8.26,14.2,58.2,1.86,4.53,41,0,0.07,0.08,-0.07,1.51,2.33,1.16,0.7,3.14,Matches
444,Nicolas Pépé,ci CIV,"FW,MF",Villarreal,29,1995,16.7,29.9,37.8,79.1,411.5,97.1,18,19.7,91.2,8.68,11.1,78.4,1.74,3.05,56.9,0.36,0.29,0.25,0.07,1.98,1.5,1.62,0.18,3.59,Matches
445,Peque,es ESP,"MF,FW",Sevilla,21,2002,12.6,22.1,27.7,79.9,328.4,67.6,13.1,15.2,85.9,6.83,8.33,81.9,1.35,2.06,65.4,0.08,0.1,0.07,-0.02,0.95,1.98,0.48,0.08,2.78,Matches
446,Ayoze Pérez,es ESP,FW,Villarreal,31,1993,21.9,14.3,18.9,75.8,229.4,60.1,6.53,7.99,81.7,6.3,7.58,83.1,0.87,1.37,63.3,0.09,0.14,0.09,-0.05,1.46,1.69,0.96,0.23,3.33,Matches
447,Carles Pérez,es ESP,"MF,FW",Getafe,26,1998,15.9,14.2,21.1,67.3,217.3,51.4,8.18,10.4,78.8,4.59,6.48,70.9,1.01,2.52,40,0,0.09,0.08,-0.09,1.07,1.07,0.88,0.5,1.26,Matches
448,Francisco Perez,es ESP,"FW,MF",Valencia,21,2002,6.3,26.8,36.5,73.5,401.4,84.6,17.1,18.9,90.8,6.83,9.84,69.4,2.06,3.81,54.2,0,0.41,0.24,-0.41,1.11,1.11,0.95,0.32,2.06,Matches
449,Kike Pérez,es ESP,MF,Valladolid,27,1997,13.2,33.3,42.7,78,611,187.9,13.9,16.7,83.2,14.5,16.4,88,3.71,6.97,53.3,0,0.08,0.08,-0.08,1.29,3.56,0.38,0,5.08,Matches
450,Luis Pérez,es ESP,DF,Valladolid,29,1995,28.4,31.9,42.1,75.7,566.1,207.7,14.4,16.3,87.9,13.1,17.1,76.3,3.98,6.73,59.2,0,0.07,0.09,-0.07,0.95,2.01,1.13,1.02,3.13,Matches
451,Romain Perraud,fr FRA,DF,Betis,26,1997,22.2,41.5,52.1,79.6,572.5,197,25.7,28.2,91.2,12.4,15.6,79.5,1.44,3.96,36.4,0.09,0.07,0.06,0.02,0.72,2.75,0.72,0.5,2.79,Matches
452,Valentín Pezzolesi,es ESP,DF,Las Palmas,17,2007,0.1,20,50,40,450,40,0,20,0,20,30,66.7,0,0,,0,0,0,0,0,0,0,0,0,Matches
