Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
373,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,25,1999,30.3,6,1,0,24,31,2,139,22,24,1,0,0,138,11,11,50,Matches
374,Kim Minsu,kr KOR,"MF,FW",Girona,18,2006,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,Matches
375,Bojan Miovski,mk MKD,FW,Girona,25,1999,9.7,0,0,0,13,11,8,3,2,5,1,0,0,13,13,22,37.1,Matches
376,Rafa Mir,es ESP,"FW,MF",Valencia,27,1997,8.4,4,0,0,13,7,5,7,5,6,0,0,0,18,12,21,36.4,Matches
377,Luka Modrić,hr CRO,MF,Real Madrid,38,1985,20.3,7,0,0,23,19,2,112,27,20,0,0,0,105,6,13,31.6,Matches
378,Johan Mojica,co COL,DF,Mallorca,31,1992,30.6,5,0,0,18,24,0,143,26,23,1,2,0,181,9,18,33.3,Matches
379,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,20,2003,30.2,5,0,0,31,40,2,32,18,12,0,0,0,132,5,22,18.5,Matches
380,Nahuel Molina,ar ARG,DF,Atlético Madrid,26,1998,17.7,1,0,0,13,8,4,55,13,19,0,0,0,66,10,12,45.5,Matches
381,Jon Moncayola,es ESP,MF,Osasuna,26,1998,23.3,8,0,0,34,9,0,107,11,41,0,0,0,91,15,16,48.4,Matches
382,Gonzalo Montiel,ar ARG,"DF,MF",Sevilla,27,1997,1.3,1,0,0,3,1,0,3,2,2,0,0,0,4,1,0,100,Matches
383,Gerard Moreno,es ESP,FW,Villarreal,32,1992,8,0,0,0,10,11,1,10,2,4,1,0,0,25,17,4,81,Matches
384,Xavier Moreno,es ESP,FW,Valladolid,19,2004,0.5,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,100,Matches
385,Mateu Morey,es ESP,DF,Mallorca,24,2000,8.2,1,0,0,17,10,1,16,15,18,0,0,0,41,8,6,57.1,Matches
386,Ilaix Moriba,gn GUI,MF,Celta Vigo,21,2003,23.7,9,1,1,32,58,2,6,14,42,1,0,0,108,24,25,49,Matches
387,Manu Morlanes,es ESP,MF,Mallorca,25,1999,14.9,7,0,0,15,13,0,8,24,27,0,0,0,79,10,16,38.5,Matches
388,Raúl Moro,es ESP,"MF,FW",Valladolid,21,2002,26,2,0,0,4,16,12,149,10,13,0,0,0,85,8,16,33.3,Matches
389,Cristhian Mosquera,es ESP,DF,Valencia,20,2004,36.9,6,0,0,14,26,0,2,35,36,0,3,0,190,41,51,44.6,Matches
390,Santiago Mouriño,uy URU,DF,Alavés,22,2002,20.5,7,0,0,32,23,1,4,29,28,1,0,0,85,38,28,57.6,Matches
391,Abdul Mumin,gh GHA,DF,Rayo Vallecano,26,1998,22.4,6,1,0,22,12,0,6,23,25,0,0,0,93,31,25,55.4,Matches
392,Aihen Muñoz,es ESP,DF,Real Sociedad,26,1997,12.2,5,0,0,15,12,0,35,14,12,0,1,0,43,23,17,57.5,Matches
393,Álex Muñoz,es ESP,DF,Las Palmas,30,1994,15.7,3,0,0,30,14,2,27,16,29,0,1,0,35,24,21,53.3,Matches
394,Iker Muñoz,es ESP,MF,Osasuna,21,2002,6.8,2,0,0,12,14,0,7,4,2,0,0,0,28,10,12,45.5,Matches
395,Javier Muñoz,es ESP,"MF,DF",Las Palmas,29,1995,28.8,5,0,0,30,26,2,51,31,35,0,0,0,112,15,26,36.6,Matches
396,Víctor Muñoz,es ESP,"FW,DF",Real Madrid,21,2003,0.4,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,,Matches
397,Vedat Muriqi,xk KVX,FW,Mallorca,30,1994,22.9,1,2,0,29,41,19,10,7,5,1,1,1,49,135,98,57.9,Matches
398,Juan Musso,ar ARG,GK,Atlético Madrid,30,1994,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,Matches
399,Matija Nastasić,rs SRB,DF,Leganés,31,1993,23.4,3,0,0,15,8,2,0,21,11,1,2,0,50,39,17,69.6,Matches
400,Natan,br BRA,DF,Betis,23,2001,24.2,5,1,0,19,13,0,2,28,24,0,0,0,75,65,30,68.4,Matches
401,Pau Navarro,es ESP,DF,Villarreal,19,2005,10.2,1,0,0,10,8,0,2,4,17,0,0,0,46,9,14,39.1,Matches
402,Roberto Navarro,es ESP,"MF,FW",Mallorca,22,2002,14.2,3,0,0,14,21,2,29,19,22,0,0,0,94,5,9,35.7,Matches
403,Jesús Navas,es ESP,"FW,MF",Sevilla,38,1985,4.7,0,0,0,1,4,3,33,4,2,0,0,0,10,5,5,50,Matches
404,Yvan Neyou,cm CMR,MF,Leganés,27,1997,25.7,14,0,0,33,50,0,15,26,33,0,0,0,121,22,19,53.7,Matches
405,Tanguy Nianzou,fr FRA,DF,Sevilla,22,2002,5.8,3,1,1,10,5,0,0,8,5,0,0,1,9,17,2,89.5,Matches
406,Saúl Ñíguez,es ESP,MF,Sevilla,29,1994,17.3,8,1,0,44,11,1,19,22,32,0,1,0,86,40,33,54.8,Matches
407,Tamás Nikitscher,hu HUN,"MF,DF",Valladolid,24,1999,9.5,2,0,0,18,9,0,1,11,8,0,0,0,34,15,9,62.5,Matches
408,Adrian Niño,es ESP,FW,Atlético Madrid,20,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches
409,Hugo Novoa,es ESP,"DF,MF",Alavés,21,2003,2.6,0,0,0,1,1,2,7,0,5,0,0,0,9,1,8,11.1,Matches
410,Randy Nteka,ao ANG,FW,Rayo Vallecano,26,1997,12.5,6,0,0,39,15,16,4,4,5,0,0,0,26,41,51,44.6,Matches
411,Unai Núñez,es ESP,DF,Athletic Club,27,1997,7.2,4,0,0,10,5,1,0,17,5,0,0,0,28,13,12,52,Matches
412,Ørjan Nyland,no NOR,GK,Sevilla,33,1990,29.7,2,0,0,1,2,0,0,0,2,0,0,0,28,7,0,100,Matches
413,Allan Nyom,cm CMR,"DF,MF",Getafe,36,1988,9.9,4,0,0,18,9,0,15,4,11,0,1,0,32,8,16,33.3,Matches
414,Jan Oblak,si SVN,GK,Atlético Madrid,31,1993,36,0,0,0,0,2,0,0,0,0,0,0,0,29,3,0,100,Matches
415,Lucas Ocampos,ar ARG,FW,Sevilla,30,1994,1.9,0,0,0,3,2,0,4,0,2,0,0,0,6,3,4,42.9,Matches
416,Álvaro Odriozola,es ESP,DF,Real Sociedad,28,1995,0.5,1,0,0,2,1,0,1,0,1,0,0,0,2,1,0,100,Matches
417,Thiago Ojeda,ar ARG,MF,Villarreal,21,2003,0.1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Matches
418,Aingeru Olabarrieta,es ESP,FW,Athletic Club,18,2005,0.6,0,0,0,1,0,0,4,1,0,0,0,0,4,1,0,100,Matches
419,Olasagasti,es ESP,MF,Real Sociedad,23,2000,9.5,2,0,0,15,7,0,10,15,10,0,0,0,42,12,22,35.3,Matches
420,Brian Oliván,es ESP,DF,Espanyol,30,1994,11.3,2,0,0,13,6,3,55,10,10,0,0,0,28,3,10,23.1,Matches
421,Lucas Oliveira Rosa,br BRA,DF,Valladolid,24,2000,21,6,0,0,35,19,1,36,28,33,0,0,0,87,18,10,64.3,Matches
422,Dani Olmo,es ESP,"MF,FW",Barcelona,26,1998,13.5,1,0,0,21,27,1,21,3,11,3,0,0,46,9,9,50,Matches
423,Aimar Oroz,es ESP,MF,Osasuna,22,2001,33,8,0,0,28,64,5,29,20,19,0,0,0,164,18,22,45,Matches
424,Ángel Ortíz,es ESP,DF,Betis,20,2004,3.9,0,0,0,6,6,0,19,5,8,0,0,0,16,5,7,41.7,Matches
425,Gabriel Osei Misehouy,nl NED,"FW,MF",Girona,19,2005,2.9,0,0,0,1,5,2,6,0,1,0,0,0,11,0,3,0,Matches
426,David Otorbi,es ESP,MF,Valencia,16,2007,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
427,Jesús Owono,gq EQG,GK,Alavés,23,2001,5.4,0,0,0,1,2,0,0,0,1,0,1,0,3,0,0,,Matches
428,Mikel Oyarzabal,es ESP,FW,Real Sociedad,27,1997,25,4,1,0,14,22,18,10,4,16,1,0,0,48,32,73,30.5,Matches
429,Cenk Özkacar,tr TUR,DF,Valladolid,23,2000,8.4,1,0,0,5,1,0,0,18,5,0,1,0,30,11,15,42.3,Matches
430,Jon Pacheco,es ESP,DF,Real Sociedad,23,2001,9.5,3,0,0,18,5,0,0,9,9,0,0,0,35,19,17,52.8,Matches
431,Alex Padilla,es ESP,GK,Athletic Club,20,2003,3.6,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,100,Matches
432,Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,29,1994,24,5,0,0,39,53,3,111,8,17,0,0,0,102,18,40,31,Matches
433,Aitor Paredes,es ESP,DF,Athletic Club,24,2000,20.1,4,1,1,23,6,0,1,22,13,0,1,0,62,30,29,50.8,Matches
434,Daniel Parejo,es ESP,MF,Villarreal,35,1989,25.3,8,0,0,20,37,1,37,24,40,0,0,0,142,24,9,72.7,Matches
435,Iago Parente,es ESP,DF,Valladolid,18,2006,0.8,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,Matches
436,Álvaro Pascual,es ESP,FW,Sevilla,22,2002,4.5,1,0,0,11,5,1,3,2,3,0,0,0,12,11,17,39.3,Matches
437,Alfonso Pedraza,es ESP,"DF,MF",Villarreal,28,1996,5.1,0,0,0,4,2,0,26,6,2,0,0,0,18,5,2,71.4,Matches
438,Pedri,es ESP,MF,Barcelona,21,2002,32,3,0,0,10,51,2,58,26,34,0,0,0,254,7,6,53.8,Matches
439,Adrià Pedrosa,es ESP,DF,Sevilla,26,1998,25.5,7,0,0,38,19,3,97,24,32,0,0,0,100,11,28,28.2,Matches
440,Pejiño,es ESP,FW,Las Palmas,28,1996,0.2,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,,Matches
441,Andy Pelmard,fr FRA,DF,Las Palmas,24,2000,2.3,1,0,0,2,3,0,2,2,0,0,0,0,4,1,1,50,Matches
442,Iñaki Peña,es ESP,GK,Barcelona,25,1999,15.5,1,0,0,0,0,0,0,0,0,0,0,0,65,1,0,100,Matches
443,Rubén Peña,es ESP,"FW,DF",Osasuna,33,1991,8.6,1,0,0,12,7,0,52,6,5,1,0,0,33,7,15,31.8,Matches
444,Nicolas Pépé,ci CIV,"FW,MF",Villarreal,29,1995,16.7,3,0,0,20,25,8,44,5,9,1,0,0,53,16,18,47.1,Matches
445,Peque,es ESP,"MF,FW",Sevilla,21,2002,12.6,1,0,0,22,26,2,10,8,5,0,1,0,41,8,26,23.5,Matches
446,Ayoze Pérez,es ESP,FW,Villarreal,31,1993,21.9,4,0,0,22,39,6,15,8,14,0,0,0,56,13,32,28.9,Matches
447,Carles Pérez,es ESP,"MF,FW",Getafe,26,1998,15.9,2,0,0,44,11,1,42,6,23,0,0,0,50,13,27,32.5,Matches
448,Francisco Perez,es ESP,"FW,MF",Valencia,21,2002,6.3,1,0,0,6,12,0,27,3,12,0,0,0,27,5,7,41.7,Matches
449,Kike Pérez,es ESP,MF,Valladolid,27,1997,13.2,6,0,0,32,21,1,33,7,26,0,0,0,60,12,15,44.4,Matches
450,Luis Pérez,es ESP,DF,Valladolid,29,1995,28.4,2,0,0,13,25,3,105,29,30,0,1,0,77,15,34,30.6,Matches
451,Romain Perraud,fr FRA,DF,Betis,26,1997,22.2,8,1,0,26,44,5,71,22,22,0,1,0,95,9,17,34.6,Matches
452,Valentín Pezzolesi,es ESP,DF,Las Palmas,17,2007,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
453,Pica,es ESP,DF,Alavés,22,2002,5.5,1,0,0,6,3,0,2,9,7,0,0,0,13,18,11,62.1,Matches
454,Yeremi Pino,es ESP,"MF,FW",Villarreal,21,2002,21.5,11,0,0,49,30,15,47,8,32,1,0,0,93,12,16,42.9,Matches
455,Portu,es ESP,"FW,MF",Girona,32,1992,8.7,4,0,0,14,10,7,26,0,7,0,0,0,24,10,12,45.5,Matches
456,Beñat Prados,es ESP,MF,Athletic Club,23,2001,19.1,7,0,0,40,15,0,9,28,36,0,0,0,91,29,22,56.9,Matches
457,Abdón Prats,es ESP,"FW,MF",Mallorca,31,1992,5.1,4,0,0,6,19,2,0,1,1,1,0,0,13,19,32,37.3,Matches
458,Javi Puado,es ESP,"FW,MF",Espanyol,26,1998,33,8,0,0,22,27,6,27,5,17,1,0,0,105,9,30,23.1,Matches
459,Dani Raba,es ESP,"FW,MF",Leganés,28,1995,20.9,6,0,0,40,56,9,90,14,23,1,0,0,90,5,15,25,Matches
460,Arnau Rafús,es ESP,GK,Valladolid,21,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
461,Antonio Raillo,es ESP,DF,Mallorca,32,1991,35.6,7,1,0,50,9,2,3,29,18,0,0,0,104,132,84,61.1,Matches
462,Benito Ramírez,es ESP,"DF,FW",Las Palmas,29,1995,5.3,2,1,0,5,8,0,39,1,5,0,0,0,32,4,11,26.7,Matches
463,Sandro Ramírez,es ESP,"FW,MF",Las Palmas,29,1995,22.6,6,0,0,26,43,5,122,16,15,1,1,0,93,12,16,42.9,Matches
464,Jacobo Ramón,es ESP,DF,Real Madrid,19,2005,2.3,1,0,0,2,1,0,0,3,3,0,0,0,5,8,7,53.3,Matches
465,Raphinha,br BRA,"FW,MF",Barcelona,27,1996,31.5,4,0,0,11,37,10,215,11,22,2,0,0,94,9,6,60,Matches
466,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,26,1998,34.1,5,0,0,24,21,5,77,27,41,0,0,0,169,20,33,37.7,Matches
467,Raúl,es ESP,"FW,MF",Osasuna,23,2000,8.3,1,0,0,11,12,6,6,0,8,0,0,0,14,20,22,47.6,Matches
468,Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,25,1998,4.3,1,0,0,5,6,2,17,0,2,0,0,0,16,1,11,8.3,Matches
469,Álex Remiro,es ESP,GK,Real Sociedad,29,1995,36,0,0,0,0,6,0,0,0,0,0,0,0,64,5,0,100,Matches
470,Daniel Requena,es ESP,MF,Villarreal,20,2004,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
471,Diego Rico,es ESP,DF,Getafe,31,1993,31.3,9,1,0,38,56,3,148,34,49,1,0,0,132,26,19,57.8,Matches
472,Luis Rioja,es ESP,FW,Alavés,30,1993,0.3,0,0,0,1,1,0,6,0,1,0,0,0,1,0,0,,Matches
473,Luis Rioja,es ESP,"MF,FW",Valencia,30,1993,31.5,6,0,0,18,38,11,203,22,21,0,0,0,111,15,22,40.5,Matches
474,Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,24,2000,5.7,0,0,0,8,8,4,34,2,5,0,0,0,21,3,3,50,Matches
475,Alberto Risco,es ESP,"MF,FW",Getafe,18,2005,0.8,0,0,0,1,2,0,4,0,4,0,0,0,5,1,3,25,Matches
476,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,28,1995,4.8,1,0,0,8,2,0,13,2,7,0,0,0,17,3,9,25,Matches
477,Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,19,2004,0.2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,Matches
478,Marc Roca,es ESP,MF,Betis,27,1996,10.1,4,0,0,16,5,0,10,14,14,0,0,0,51,5,13,27.8,Matches
479,Rodri,es ESP,FW,Betis,24,2000,1.3,0,0,0,2,2,1,6,1,1,0,0,0,10,0,2,0,Matches
480,Adrian Rodriguez,es ESP,GK,Alavés,23,2000,1.4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,Matches
481,Álvaro Rodríguez,uy URU,FW,Getafe,20,2004,9.5,6,0,0,30,19,6,5,3,7,0,0,0,31,104,84,55.3,Matches
482,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,26,1998,14.8,6,1,0,19,25,1,55,20,17,1,1,0,56,12,24,33.3,Matches
483,Arturo Rodríguez,es ESP,FW,Las Palmas,17,2006,0.2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,Matches
484,Damián Rodríguez,es ESP,MF,Celta Vigo,21,2003,10.3,3,0,0,13,9,0,30,7,9,0,0,0,49,0,4,0,Matches
485,Dani Rodríguez,es ESP,"MF,FW",Mallorca,36,1988,24,5,0,0,51,40,8,116,12,29,0,0,0,70,27,37,42.2,Matches
486,Daniel Rodriguez,es ESP,FW,Barcelona,18,2005,0.4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,Matches
487,James Rodríguez,co COL,"MF,FW",Rayo Vallecano,33,1991,1.6,1,0,0,2,1,3,13,1,2,0,0,0,8,2,3,40,Matches
488,Javi Rodríguez,es ESP,DF,Celta Vigo,21,2003,27.9,7,0,0,37,22,0,4,33,38,0,0,0,87,40,35,53.3,Matches
489,Jesus Rodríguez,es ESP,FW,Betis,18,2005,12.3,0,0,0,17,38,2,18,6,14,1,0,0,58,3,8,27.3,Matches
490,Kirian Rodríguez,es ESP,MF,Las Palmas,28,1996,19.5,2,0,0,9,18,0,18,10,17,0,0,0,100,13,17,43.3,Matches
491,Ricardo Rodríguez,ch SUI,DF,Betis,31,1992,14.2,0,0,0,12,6,0,15,8,15,0,0,0,55,27,17,61.4,Matches
492,Rodrygo,br BRA,"FW,MF",Real Madrid,23,2001,21.4,0,0,0,8,37,1,81,11,14,1,0,0,71,7,16,30.4,Matches
493,Leo Román,es ESP,GK,Mallorca,24,2000,7,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,,Matches
494,Carlos Romero,es ESP,DF,Espanyol,22,2001,28.4,7,0,0,34,21,1,92,30,47,0,2,0,125,14,24,36.8,Matches
495,Isaac Romero,es ESP,FW,Sevilla,24,2000,24,10,1,0,38,37,11,18,7,7,1,1,0,59,29,51,36.3,Matches
496,Luka Romero,ar ARG,"FW,MF",Alavés,19,2004,2.2,0,0,0,3,3,1,10,1,4,1,0,0,9,2,4,33.3,Matches
497,Oriol Romeu,es ESP,MF,Girona,32,1991,15.1,5,0,0,28,18,0,8,12,25,0,1,0,71,13,18,41.9,Matches
498,Vitor Roque,br BRA,FW,Betis,19,2005,13.7,4,0,0,30,30,5,6,7,6,2,0,0,35,15,29,34.1,Matches
499,Valentin Rosier,fr FRA,DF,Leganés,27,1996,28.8,8,0,0,44,18,8,39,52,52,0,0,0,121,26,17,60.5,Matches
500,Antonio Rüdiger,de GER,DF,Real Madrid,31,1993,25.5,3,0,0,15,15,2,4,9,13,2,1,0,102,35,24,59.3,Matches
501,Aitor Ruibal,es ESP,"DF,FW",Betis,28,1996,14.6,5,0,0,10,18,2,32,14,23,0,0,0,71,7,13,35,Matches
502,Abel Ruiz,es ESP,FW,Girona,24,2000,15,3,0,0,7,13,5,4,5,2,0,0,0,21,9,19,32.1,Matches
503,Ferrán Ruiz,es ESP,MF,Girona,21,2003,0.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Matches
504,Youssouf Sabaly,sn SEN,DF,Betis,31,1993,17.6,1,0,0,18,12,1,31,13,25,0,0,0,87,9,13,40.9,Matches
505,Umar Sadiq,ng NGA,FW,Valencia,27,1997,9.2,4,0,0,29,16,13,0,1,5,0,0,0,14,23,19,54.8,Matches
506,Umar Sadiq,ng NGA,FW,Real Sociedad,27,1997,2.5,1,0,0,8,1,5,2,1,1,0,0,0,5,9,11,45,Matches
507,Jorge Sáenz,es ESP,DF,Leganés,27,1996,18.8,4,1,0,30,15,1,0,25,23,0,1,1,58,41,38,51.9,Matches
508,Jan Salas,es ESP,"MF,FW",Mallorca,18,2005,0.5,0,0,0,0,3,0,1,0,1,0,0,0,2,1,0,100,Matches
509,Kike Salas,es ESP,DF,Sevilla,22,2002,24.9,6,0,0,21,15,0,9,32,28,0,0,0,95,77,33,70,Matches
510,Albert Sambi Lokonga,be BEL,MF,Sevilla,24,1999,16.3,4,0,0,22,21,0,2,9,15,0,0,0,69,28,14,66.7,Matches
511,Chuky san jose,es ESP,MF,Valladolid,20,2004,8.1,1,0,0,3,10,4,24,0,2,0,0,0,20,2,10,16.7,Matches
512,Oihan Sancet,es ESP,MF,Athletic Club,24,2000,18,2,0,0,16,24,5,18,5,8,0,0,0,77,12,13,48,Matches
513,Antonio Sánchez,es ESP,"MF,DF",Mallorca,27,1997,15.5,3,0,0,24,11,4,33,18,16,0,0,0,77,6,16,27.3,Matches
514,Iván Sánchez,es ESP,"MF,FW",Valladolid,31,1992,15.6,4,0,0,15,48,3,114,14,20,0,0,0,59,11,11,50,Matches
515,Javi Sánchez,es ESP,DF,Valladolid,27,1997,22.5,6,0,0,19,3,0,0,22,16,0,2,0,57,34,31,52.3,Matches
516,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,20,2003,19.1,6,1,1,18,12,1,40,17,34,0,0,0,66,19,19,50,Matches
517,Manu Sánchez,es ESP,DF,Alavés,23,2000,29.3,6,1,0,56,21,1,78,30,56,0,1,1,105,8,32,20,Matches
518,Maroan Sannadi,es ESP,FW,Athletic Club,23,2001,8.4,0,0,0,20,30,7,6,1,0,1,0,0,24,14,17,45.2,Matches
519,Jesús Santiago,es ESP,MF,Getafe,20,2004,4.1,5,0,0,14,6,0,3,1,8,0,0,0,21,1,5,16.7,Matches
520,Aleksandar Sedlar,rs SRB,DF,Alavés,32,1991,6.6,1,1,0,9,5,0,0,10,10,0,0,0,18,9,6,60,Matches
521,Sergi,es ESP,DF,Leganés,32,1992,32.9,2,1,0,30,12,7,1,39,29,1,1,1,80,63,58,52.1,Matches
522,Nicolás Serrano,es ESP,FW,Athletic Club,21,2003,1.2,0,0,0,2,2,0,13,1,1,0,0,0,3,0,2,0,Matches
523,Fábio Silva,pt POR,FW,Las Palmas,22,2002,20.7,7,0,0,39,43,20,21,4,7,0,0,0,48,51,52,49.5,Matches
524,Rui Silva,pt POR,GK,Betis,30,1994,15,1,0,0,1,2,0,0,0,0,0,1,0,25,2,0,100,Matches
525,Giuliano Simeone,ar ARG,MF,Atlético Madrid,21,2002,21.4,4,0,0,23,42,7,49,14,13,1,0,0,72,11,23,32.4,Matches
526,Unai Simón,es ESP,GK,Athletic Club,27,1997,21,0,0,0,0,3,0,0,1,0,0,0,0,33,6,0,100,Matches
527,Daley Sinkgraven,nl NED,DF,Las Palmas,29,1995,1,0,0,0,2,2,0,4,1,1,0,0,0,6,1,0,100,Matches
528,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,28,1995,6.8,2,0,0,4,4,0,1,9,11,0,0,1,32,18,17,51.4,Matches
529,Antonio Sivera,es ESP,GK,Alavés,27,1996,31.2,6,1,0,4,5,0,0,0,1,0,3,1,21,5,1,83.3,Matches
530,Justin Smith,ca CAN,MF,Espanyol,21,2003,2.3,0,0,0,5,2,0,1,4,3,0,0,0,8,3,0,100,Matches
531,Alex Sola,es ESP,"MF,FW",Getafe,25,1999,11.4,4,0,0,24,26,7,18,7,14,0,0,0,47,18,28,39.1,Matches
532,Arnau Solà,es ESP,MF,Villarreal,21,2003,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
533,Jhon Solis,co COL,MF,Girona,19,2004,5.9,3,0,0,9,6,0,3,4,7,0,0,0,27,3,5,37.5,Matches
534,David Soria,es ESP,GK,Getafe,31,1993,38,2,0,0,0,2,0,0,1,4,0,0,0,28,6,0,100,Matches
535,Juan Soriano,es ESP,GK,Leganés,26,1997,6,1,1,0,0,3,0,0,0,1,0,0,1,5,0,0,,Matches
536,Hugo Sotelo,es ESP,MF,Celta Vigo,20,2003,13.9,5,0,0,19,9,1,50,5,17,0,0,0,71,2,10,16.7,Matches
537,Djibril Sow,ch SUI,MF,Sevilla,27,1997,22.9,5,0,0,23,41,0,9,28,14,0,0,0,110,24,23,51.1,Matches
538,Carl Starfelt,se SWE,DF,Celta Vigo,29,1995,25.2,5,0,0,21,11,0,0,31,20,0,0,0,77,60,51,54.1,Matches
539,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,19,2004,10.5,1,0,0,7,6,10,7,2,6,0,0,0,15,31,55,36,Matches
540,Stoichkov,es ESP,"MF,FW",Alavés,30,1993,7.8,1,0,0,9,16,5,13,1,9,0,0,0,44,5,15,25,Matches
541,Cristhian Stuani,uy URU,FW,Girona,37,1986,12,4,0,0,35,7,11,2,7,7,0,0,0,14,22,17,56.4,Matches
542,Álex Suárez,es ESP,DF,Las Palmas,31,1993,27.3,12,0,0,27,21,1,1,13,23,0,1,2,68,25,48,34.2,Matches
543,Denis Suárez,es ESP,MF,Villarreal,30,1994,6.8,0,0,0,1,7,0,25,3,8,0,0,0,25,1,6,14.3,Matches
544,Luka Sučić,hr CRO,MF,Real Sociedad,21,2002,19.9,4,0,0,11,15,3,18,15,18,0,0,0,109,26,25,51,Matches
545,Suso,es ESP,"FW,MF",Sevilla,30,1993,6.7,3,0,0,6,16,2,59,4,7,0,0,0,31,2,5,28.6,Matches
546,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,20,2004,15,1,0,0,21,32,7,18,3,16,0,0,0,46,8,15,34.8,Matches
547,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,30,1994,17.6,5,0,0,16,32,13,9,3,4,2,0,0,35,41,58,41.4,Matches
548,Wojciech Szczęsny,pl POL,GK,Barcelona,34,1990,15,0,0,0,1,1,0,0,0,1,0,1,0,52,0,0,,Matches
549,Alexander Sørloth,no NOR,FW,Atlético Madrid,28,1995,17.4,4,0,0,26,13,8,5,1,5,0,0,0,41,98,50,66.2,Matches
550,Renato Tapia,pe PER,"MF,DF",Leganés,29,1995,26.9,8,0,0,38,34,0,12,27,35,0,0,0,155,32,24,57.1,Matches
551,César Tárrega,es ESP,DF,Valencia,22,2002,33.6,7,0,0,56,15,0,1,22,37,0,2,2,104,87,62,58.4,Matches
552,Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,24,2000,29.9,5,0,0,26,24,0,12,46,23,0,1,0,143,74,27,73.3,Matches
553,Álvaro Tejero,es ESP,"MF,DF",Espanyol,28,1996,13.8,2,0,0,14,19,1,113,13,4,0,0,0,64,10,12,45.5,Matches
554,Martín Tejón,es ESP,"MF,DF",Valencia,20,2004,0.5,0,0,0,1,1,0,1,0,0,0,0,0,4,0,3,0,Matches
555,Nahuel Tenaglia,ar ARG,DF,Alavés,28,1996,32.5,11,0,0,37,45,2,85,47,61,3,0,0,117,46,52,46.9,Matches
556,Marc-André ter Stegen,de GER,GK,Barcelona,32,1992,7.5,0,0,0,0,2,0,0,0,0,0,0,0,14,1,0,100,Matches
557,Ramón Terrats,es ESP,"MF,FW",Villarreal,23,2000,1.5,1,0,0,2,2,0,5,2,3,0,0,0,11,3,2,60,Matches
558,Ramón Terrats,es ESP,"MF,FW",Getafe,23,2000,13.5,1,0,0,13,22,4,35,8,10,0,0,0,53,14,13,51.9,Matches
559,Raúl de Tomás,es ESP,"DF,FW",Rayo Vallecano,29,1994,0.2,0,0,0,1,2,0,0,0,2,0,0,0,2,0,0,,Matches
560,Pablo Torre,es ESP,"MF,FW",Barcelona,21,2003,3.4,0,0,0,4,8,1,13,3,4,0,0,0,15,1,6,14.3,Matches
561,David Torres,es ESP,DF,Valladolid,21,2003,15.4,5,0,0,13,3,0,3,10,8,0,0,1,27,20,21,48.8,Matches
562,Ferrán Torres,es ESP,"FW,MF",Barcelona,24,2000,12.3,1,1,0,5,16,6,17,4,4,0,0,0,27,5,9,35.7,Matches
563,Lucas Torró,es ESP,MF,Osasuna,30,1994,32.9,10,0,0,75,37,1,1,45,41,0,2,0,172,159,67,70.4,Matches
