Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
160,Moussa Diarra,ml MLI,DF,Alavés,23,2000,20.7,0.87,0.87,0.68,0,0,0,0.19,0,0.19,0.19,0.1,0,0,0,0.1,0,Matches
161,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,24,1999,15.4,3.64,3.64,2.79,0,0.39,0.32,0.06,0.06,0.78,0.78,0.45,0,0.06,0.19,0,0.06,Matches
162,Daniel Díaz,es ESP,MF,Real Sociedad,18,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
163,Pedro Díaz,es ESP,MF,Rayo Vallecano,26,1998,13.5,3.7,3.72,2.44,0.52,0.37,0.37,0,0,0.37,0.37,0.07,0,0.15,0.15,0,0,Matches
164,Diego,es ESP,FW,Leganés,24,2000,13.3,0.9,0.9,0.53,0,0,0.15,0.23,0,0.08,0.08,0,0,0,0,0.08,0,Matches
165,Stole Dimitrievski,mk MKD,GK,Valencia,30,1993,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
166,Yan Diomandé,ci CIV,"MF,FW",Leganés,17,2006,6.1,6.07,6.11,4.1,0,1.31,0.33,0.16,0.16,0.82,0.83,0.33,0,0.49,0,0,0,Matches
167,Álvaro djaló,es ESP,FW,Athletic Club,24,1999,7.3,1.64,1.64,0.68,0,0.14,0.14,0.68,0,0.14,0.14,0,0,0,0,0.14,0,Matches
168,Djené,tg TOG,"DF,MF",Getafe,32,1991,28.3,0.74,0.74,0.64,0.04,0,0,0.04,0.04,0.04,0.04,0.04,0,0,0,0,0,Matches
169,Marko Dmitrović,rs SRB,GK,Leganés,32,1992,32,0.19,0.19,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,Matches
170,Marc Domenech,es ESP,"FW,MF",Mallorca,18,2006,3.4,2.06,2.09,1.47,0,0,0.59,0,0,0,0,0,0,0,0,0,0,Matches
171,Carlos Dominguez,es ESP,DF,Celta Vigo,23,2001,13.1,0.46,0.46,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
172,Israel Domínguez,es ESP,FW,Sevilla,21,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
173,Sergi Dominguez,es ESP,DF,Barcelona,19,2005,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
174,Anastasios Douvikas,gr GRE,FW,Celta Vigo,24,1999,7.8,1.41,1.41,0.64,0,0.26,0.13,0.38,0,0.13,0.13,0.13,0,0,0,0,0,Matches
175,Domingos Duarte,pt POR,DF,Getafe,29,1995,20.7,0.43,0.44,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
176,Duk,cv CPV,"MF,FW",Leganés,24,2000,2,3.5,3.54,2.5,0,0.5,0.5,0,0,0.5,0.51,0,0,0,0.5,0,0,Matches
177,Pablo Durán,es ESP,"FW,MF",Celta Vigo,23,2001,15.5,1.94,1.94,1.42,0,0.13,0.26,0.13,0,0.26,0.26,0.19,0,0,0.06,0,0,Matches
178,Hugo Duro,es ESP,FW,Valencia,24,1999,24.1,1.2,1.2,0.79,0,0.04,0.17,0.21,0,0.21,0.21,0.04,0,0,0.04,0.12,0,Matches
179,Chidera Ejuke,ng NGA,FW,Sevilla,26,1998,10.7,4.21,4.19,2.62,0.47,0.84,0,0.28,0,0.19,0.19,0.19,0,0,0,0,0,Matches
180,Aritz Elustondo,es ESP,DF,Real Sociedad,30,1994,16.2,0.68,0.68,0.68,0,0,0,0,0,0.06,0.06,0.06,0,0,0,0,0,Matches
181,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,32,1992,17.9,2.57,2.58,1.56,0.56,0.06,0.06,0.34,0,0.11,0.11,0.11,0,0,0,0,0,Matches
182,Endrick,br BRA,FW,Real Madrid,18,2006,4,2,1.96,1.5,0,0.25,0,0.25,0,0.5,0.49,0,0,0.25,0,0.25,0,Matches
183,Alfonso Espino,uy URU,DF,Rayo Vallecano,32,1992,9.3,1.4,1.4,0.86,0.43,0.11,0,0,0,0.11,0.11,0.11,0,0,0,0,0,Matches
184,Dario Essugo,pt POR,MF,Las Palmas,19,2005,21.5,1.67,1.67,1.16,0,0.14,0.14,0.14,0.09,0.05,0.05,0.05,0,0,0,0,0,Matches
185,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,21,2002,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
186,Karl Etta,cm CMR,"MF,FW",Villarreal,20,2003,0.4,2.5,2.43,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,Matches
187,Edu Expósito,es ESP,MF,Espanyol,27,1996,11.6,3.79,3.79,1.9,1.29,0.17,0.17,0.26,0,0.17,0.17,0,0.17,0,0,0,0,Matches
188,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,22,2001,22,3,2.99,1.95,0,0.45,0.36,0.18,0.05,0.32,0.32,0.18,0,0,0.09,0.05,0,Matches
189,Ansu Fati,es ESP,FW,Barcelona,21,2002,2.6,4.23,4.25,3.46,0,0,0.77,0,0,0,0,0,0,0,0,0,0,Matches
190,Nabil Fekir,fr FRA,MF,Betis,31,1993,2,6,6,4.5,1,0,0,0,0.5,0.5,0.5,0,0.5,0,0,0,0,Matches
191,Kiko Femenía,es ESP,DF,Villarreal,33,1991,24.7,1.74,1.74,1.42,0.12,0.08,0,0,0.12,0.2,0.2,0.2,0,0,0,0,0,Matches
192,Aitor Fernández,es ESP,GK,Osasuna,33,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
193,Álvaro Fernández,es ESP,GK,Sevilla,26,1998,8.3,0.36,0.36,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
194,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,21,2003,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
195,Roberto Férnandez,es ESP,FW,Espanyol,22,2002,16.6,1.69,1.68,1.08,0,0.18,0.12,0.24,0.06,0.18,0.18,0,0,0,0,0.12,0.06,Matches
196,Valery Fernández,es ESP,"MF,FW",Mallorca,24,1999,3.4,1.47,1.45,1.18,0,0,0,0,0.29,0.88,0.87,0.59,0,0,0,0,0.29,Matches
197,André Ferreira,pt POR,GK,Valladolid,28,1996,6,0.17,0.17,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,Matches
198,Mateo Flores,es ESP,MF,Betis,20,2004,1.7,1.18,1.18,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
199,Pablo Fornals,es ESP,"MF,FW",Betis,28,1996,20.3,4.33,4.33,3.84,0.25,0.1,0.15,0,0,0.44,0.44,0.44,0,0,0,0,0,Matches
200,Héctor Fort,es ESP,DF,Barcelona,17,2006,6.5,2.46,2.46,2.31,0.15,0,0,0,0,0.15,0.15,0.15,0,0,0,0,0,Matches
201,Dimitri Foulquier,fr FRA,DF,Valencia,31,1993,25.5,1.41,1.41,1.02,0.16,0.04,0.12,0,0.08,0.16,0.16,0.12,0,0,0.04,0,0,Matches
202,Juan Foyth,ar ARG,DF,Villarreal,26,1998,16.9,1.18,1.19,1.12,0,0,0.06,0,0,0.06,0.06,0.06,0,0,0,0,0,Matches
203,Fran,es ESP,GK,Real Madrid,19,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
204,Alejandro Francés,es ESP,DF,Girona,21,2002,13,1.23,1.23,1.15,0,0,0.08,0,0,0.08,0.08,0.08,0,0,0,0,0,Matches
205,Enric Franquesa,es ESP,"DF,FW",Leganés,27,1997,6.8,0.88,0.88,0.59,0,0,0.15,0,0.15,0,0,0,0,0,0,0,0,Matches
206,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,27,1997,27.7,2.24,2.24,1.73,0,0.22,0.07,0.14,0.07,0.36,0.36,0.18,0,0.11,0,0.04,0.04,Matches
207,Darío Fuentes,es ESP,DF,Sevilla,21,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
208,Manuel Fuster,es ESP,"FW,MF",Las Palmas,26,1997,11.1,5.05,5.02,3.96,0.72,0.09,0.09,0.09,0.09,0.54,0.54,0.45,0,0,0,0,0.09,Matches
209,Javi Galán,es ESP,DF,Atlético Madrid,29,1994,19.8,1.67,1.66,1.52,0.05,0.05,0,0.05,0,0.3,0.3,0.3,0,0,0,0,0,Matches
210,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,30,1993,16.4,3.05,3.04,2.62,0.24,0.12,0.06,0,0,0.37,0.37,0.24,0.12,0,0,0,0,Matches
211,Conor Gallagher,eng ENG,MF,Atlético Madrid,24,2000,18.1,1.77,1.76,1.33,0,0.22,0,0.17,0.06,0.44,0.44,0.28,0,0.06,0,0.06,0.06,Matches
212,Facundo Garcés,ar ARG,DF,Alavés,24,1999,7.5,0.4,0.4,0.13,0,0,0.27,0,0,0,0,0,0,0,0,0,0,Matches
213,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,31,1992,28.4,3.66,3.66,2.89,0,0.07,0.46,0.18,0.07,0.25,0.25,0.21,0,0,0.04,0,0,Matches
214,Eric García,es ESP,"DF,MF",Barcelona,23,2001,17.4,1.84,1.84,1.67,0,0,0.17,0,0,0.4,0.4,0.34,0,0,0.06,0,0,Matches
215,Fran Garcia,es ESP,DF,Real Madrid,24,1999,24.1,2.32,2.32,2.07,0,0.04,0.12,0,0.08,0.12,0.12,0.12,0,0,0,0,0,Matches
216,Gonzalo García,es ESP,"FW,DF",Real Madrid,20,2004,0.6,3.33,3.21,3.33,0,0,0,0,0,1.67,1.61,1.67,0,0,0,0,0,Matches
217,Joan García,es ESP,GK,Espanyol,23,2001,38,0.24,0.24,0.13,0.11,0,0,0,0,0.03,0.03,0,0.03,0,0,0,0,Matches
218,Pablo Garcia,es ESP,FW,Betis,17,2006,0.4,5,4.62,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,Matches
219,Rubén García,es ESP,"FW,MF",Osasuna,31,1993,26.8,3.88,3.88,2.31,1.19,0.07,0.15,0.15,0,0.45,0.45,0.3,0.04,0,0.04,0.07,0,Matches
220,Unai García,es ESP,DF,Osasuna,32,1992,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
221,Yarek Gasiorowski,es ESP,DF,Valencia,19,2005,10.5,0.67,0.67,0.48,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,Matches
222,Gavi,es ESP,"MF,FW",Barcelona,19,2004,12.1,3.22,3.24,3.06,0,0.08,0.08,0,0,0.33,0.33,0.33,0,0,0,0,0,Matches
223,Paulo Gazzaniga,ar ARG,GK,Girona,32,1992,35.5,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
224,Bryan Gil,es ESP,"FW,MF",Girona,23,2001,19.1,2.93,2.93,2.04,0.16,0.42,0.05,0.21,0.05,0.26,0.26,0.26,0,0,0,0,0,Matches
225,Dani Gómez,es ESP,FW,Valencia,26,1998,5.9,1.02,1.02,0.68,0,0,0.17,0,0.17,0,0,0,0,0,0,0,0,Matches
226,Moi Gómez,es ESP,"MF,FW",Osasuna,30,1994,8.8,2.16,2.15,1.82,0.34,0,0,0,0,0,0,0,0,0,0,0,0,Matches
227,Sergi Gómez,es ESP,DF,Espanyol,32,1992,7.4,0.54,0.54,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
228,Sergio Gómez,es ESP,"MF,DF",Real Sociedad,23,2000,30.4,3.36,3.35,1.68,1.45,0.03,0.1,0.07,0.03,0.33,0.33,0.23,0.1,0,0,0,0,Matches
229,Unai Gómez,es ESP,"MF,FW",Athletic Club,21,2003,14.3,1.61,1.61,1.05,0.28,0.07,0.14,0.07,0,0.21,0.21,0.14,0,0,0.07,0,0,Matches
230,Fabio González,es ESP,MF,Las Palmas,27,1997,0.6,3.33,3.4,3.33,0,0,0,0,0,1.67,1.7,1.67,0,0,0,0,0,Matches
231,Peter González,do DOM,"MF,FW",Getafe,22,2002,5.3,2.45,2.44,1.32,0.19,0,0.57,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,Matches
232,Urko González,es ESP,MF,Espanyol,23,2001,15.3,1.5,1.51,1.24,0,0.13,0.07,0.07,0,0.33,0.33,0.33,0,0,0,0,0,Matches
233,Urko González,es ESP,MF,Real Sociedad,23,2001,0.5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
234,Andoni Gorosabel,es ESP,DF,Athletic Club,27,1996,16.5,1.94,1.94,1.76,0.12,0.06,0,0,0,0.12,0.12,0.12,0,0,0,0,0,Matches
235,José Gragera,es ESP,MF,Espanyol,23,2000,6.3,1.11,1.11,0.63,0,0,0,0.16,0.32,0,0,0,0,0,0,0,0,Matches
236,Dominik Greif,sk SVK,GK,Mallorca,27,1997,31,0.16,0.16,0.1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,Matches
237,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,33,1991,27.4,3.39,3.39,2.52,0.55,0,0.22,0.07,0.04,0.47,0.47,0.44,0,0,0.04,0,0,Matches
238,Florian Grillitsch,at AUT,MF,Valladolid,28,1995,6.9,3.19,3.17,2.75,0,0.14,0,0.29,0,0.14,0.14,0.14,0,0,0,0,0,Matches
239,Vicente Guaita,es ESP,GK,Celta Vigo,37,1987,34,0.09,0.09,0.03,0.06,0,0,0,0,0.03,0.03,0.03,0,0,0,0,0,Matches
240,Sergi Guardiola,es ESP,FW,Rayo Vallecano,33,1991,4,2.25,2.24,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
241,Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,32,1991,27.7,1.23,1.23,0.69,0.4,0.04,0,0.04,0.07,0.07,0.07,0,0.07,0,0,0,0,Matches
242,Javier Guerra,es ESP,MF,Valencia,21,2003,28.7,2.58,2.58,1.95,0.17,0.17,0.14,0.1,0.03,0.21,0.21,0.14,0,0,0.07,0,0,Matches
243,Ander Guevara,es ESP,MF,Alavés,27,1997,21.6,1.9,1.89,1.81,0.05,0.05,0,0,0,0.23,0.23,0.23,0,0,0,0,0,Matches
244,Pape Gueye,sn SEN,MF,Villarreal,25,1999,24.7,1.98,1.98,1.66,0.08,0,0.12,0.04,0.08,0.36,0.36,0.28,0.04,0,0.04,0,0,Matches
245,Hugo Guillamón,es ESP,MF,Valencia,24,2000,4,1.75,1.73,1.5,0,0.25,0,0,0,0.25,0.25,0.25,0,0,0,0,0,Matches
246,Carlos Guirao,es ESP,MF,Betis,21,2003,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
247,Arda Güler,tr TUR,"MF,FW",Real Madrid,19,2005,13.9,5.68,5.69,3.74,0.94,0.58,0.29,0.07,0.07,0.79,0.79,0.29,0.22,0.07,0.14,0.07,0,Matches
248,Gerard Gumbau,es ESP,MF,Rayo Vallecano,29,1994,9.4,3.09,3.07,2.02,0.96,0.11,0,0,0,0.11,0.11,0.11,0,0,0,0,0,Matches
249,Jon Guridi,es ESP,"MF,FW",Alavés,29,1995,23.1,2.08,2.08,1.52,0.13,0.13,0.17,0.04,0.09,0.35,0.35,0.22,0,0.09,0.04,0,0,Matches
250,Gorka Guruzeta,es ESP,FW,Athletic Club,27,1996,20.4,1.42,1.42,1.13,0.05,0,0.2,0,0.05,0.05,0.05,0.05,0,0,0,0,0,Matches
251,Miguel Gutiérrez,es ESP,"DF,MF",Girona,23,2001,27.3,2.71,2.71,2.01,0.48,0.04,0.11,0.04,0.04,0.29,0.29,0.22,0.04,0,0.04,0,0,Matches
252,Munir El Haddadi,ma MAR,"FW,MF",Leganés,28,1995,9.6,2.19,2.2,1.35,0,0.1,0.21,0.52,0,0.21,0.21,0.1,0,0,0.1,0,0,Matches
253,Sébastien Haller,ci CIV,FW,Leganés,30,1994,4.5,0.89,0.89,0.67,0,0.22,0,0,0,0,0,0,0,0,0,0,0,Matches
254,Henrique,br BRA,DF,Valladolid,30,1994,3.9,1.54,1.53,1.28,0,0,0,0.26,0,0,0,0,0,0,0,0,0,Matches
255,Javi Hernández,es ESP,DF,Leganés,26,1998,26.5,1.55,1.54,1.17,0.23,0,0.04,0.08,0.04,0.11,0.11,0.04,0,0,0.04,0.04,0,Matches
256,Aridane Hernández,es ESP,DF,Rayo Vallecano,35,1989,11.4,0.79,0.79,0.61,0.18,0,0,0,0,0,0,0,0,0,0,0,0,Matches
257,Jorge Herrando,es ESP,DF,Osasuna,23,2001,15.2,0.86,0.86,0.66,0,0,0.2,0,0,0,0,0,0,0,0,0,0,Matches
258,Ander Herrera,es ESP,MF,Athletic Club,34,1989,3,3.67,3.64,3.33,0,0,0.33,0,0,0,0,0,0,0,0,0,0,Matches
259,Sergio Herrera,es ESP,GK,Osasuna,31,1993,37,0.16,0.16,0.11,0.05,0,0,0,0,0,0,0,0,0,0,0,0,Matches
260,Yangel Herrera,ve VEN,MF,Girona,26,1998,25.1,1.99,1.99,1.51,0.08,0.04,0.12,0.16,0.08,0.24,0.24,0.24,0,0,0,0,0,Matches
261,Juan Herzog,es ESP,DF,Las Palmas,21,2003,14.6,0.21,0.21,0.14,0.07,0,0,0,0,0,0,0,0,0,0,0,0,Matches
262,Omar El Hilali,ma MAR,DF,Espanyol,20,2003,35,0.8,0.8,0.69,0.03,0.03,0.03,0.03,0,0.09,0.09,0.09,0,0,0,0,0,Matches
263,Roger Hinojo,es ESP,DF,Espanyol,19,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
264,Dinko Horkaš,hr CRO,GK,Las Palmas,25,1999,12.1,0.17,0.17,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,Matches
265,Pablo Ibáñez,es ESP,MF,Osasuna,25,1998,14.4,1.39,1.39,0.97,0,0.07,0.07,0.21,0.07,0.28,0.28,0.21,0,0,0,0.07,0,Matches
266,Stanis Idumbo,be BEL,"FW,MF",Sevilla,19,2005,3.2,2.19,2.21,2.19,0,0,0,0,0,0.31,0.32,0.31,0,0,0,0,0,Matches
267,Iglesias,es ESP,DF,Getafe,26,1998,32.1,1.84,1.84,0.93,0.5,0.12,0.09,0.16,0.03,0.16,0.16,0.06,0.03,0,0.03,0,0.03,Matches
268,Borja Iglesias,es ESP,FW,Celta Vigo,31,1993,21.7,1.66,1.66,1.15,0.05,0,0.23,0.23,0,0.32,0.32,0.14,0,0,0.05,0.14,0,Matches
269,Kelechi Iheanacho,ng NGA,FW,Sevilla,27,1996,4.4,2.73,2.7,1.82,0,0.23,0.68,0,0,0,0,0,0,0,0,0,0,Matches
270,Isco,es ESP,MF,Betis,32,1992,17.2,6.45,6.46,4.36,1.4,0.17,0.23,0.17,0.12,0.81,0.81,0.58,0.23,0,0,0,0,Matches
271,Diego Iturralde,es ESP,FW,Sevilla,21,2003,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
272,Ivan Jaime Pajuelo,es ESP,MF,Valencia,23,2000,3.3,3.64,3.65,2.73,0.3,0.3,0,0.3,0,0,0,0,0,0,0,0,0,Matches
273,Karl Jakob Hein,ee EST,GK,Valladolid,22,2002,31,0.13,0.13,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,Matches
274,Adnan Januzaj,be BEL,"MF,FW",Las Palmas,29,1995,6.6,5.61,5.57,3.03,1.36,0,0.45,0.76,0,0.76,0.75,0.3,0,0,0.3,0.15,0,Matches
275,Mikel Jauregizar,es ESP,MF,Athletic Club,20,2003,24.9,2.93,2.93,2.21,0.24,0.04,0.16,0.12,0.16,0.36,0.36,0.28,0,0,0,0.08,0,Matches
276,John Joe,ie IRL,"MF,FW",Getafe,20,2003,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
277,Jofre,es ESP,"MF,FW",Espanyol,23,2001,24.1,2.32,2.33,1.58,0,0.25,0.21,0.29,0,0.21,0.21,0.17,0,0,0,0.04,0,Matches
278,Frenkie de Jong,nl NED,MF,Barcelona,27,1997,12.7,3.39,3.39,3.07,0,0.16,0.08,0,0.08,0.87,0.87,0.71,0,0.16,0,0,0,Matches
279,Joan Jordán,es ESP,MF,Alavés,30,1994,15.7,3.5,3.5,2.04,1.27,0,0.06,0.13,0,0.19,0.19,0.13,0.06,0,0,0,0,Matches
280,Juanmi,es ESP,"FW,MF",Getafe,31,1993,7.7,1.17,1.16,0.91,0,0.13,0,0,0.13,0.13,0.13,0.13,0,0,0,0,0,Matches
281,Juanmi,es ESP,"FW,MF",Betis,31,1993,2.7,1.85,1.84,1.11,0,0.37,0,0.37,0,0,0,0,0,0,0,0,0,Matches
282,Juanpe,es ESP,DF,Girona,33,1991,8.1,0.37,0.37,0.25,0,0,0.12,0,0,0,0,0,0,0,0,0,0,Matches
283,Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,23,2001,16.2,0.06,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
284,Vinicius Júnior,br BRA,FW,Real Madrid,24,2000,25,5.4,5.39,3.2,0.04,1.16,0.44,0.44,0.12,0.72,0.72,0.44,0,0.2,0,0.08,0,Matches
285,Stanko Jurić,hr CRO,MF,Valladolid,27,1996,19.2,0.47,0.47,0.36,0,0,0.05,0,0.05,0.1,0.1,0.1,0,0,0,0,0,Matches
286,Willy Kambwala,fr FRA,DF,Villarreal,19,2004,12.4,0.4,0.4,0.24,0,0,0.16,0,0,0,0,0,0,0,0,0,0,Matches
287,Abdoulaye Keita,es ESP,"FW,MF",Getafe,21,2002,1.1,0.91,0.95,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
288,Kenedy,br BRA,"MF,FW",Valladolid,28,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
289,Kiké,es ESP,FW,Alavés,34,1989,28.2,1.35,1.35,1.06,0,0,0.07,0.21,0,0.14,0.14,0.11,0,0,0,0.04,0,Matches
290,Koke,es ESP,MF,Atlético Madrid,32,1992,21.4,2.38,2.38,2.24,0.09,0,0,0,0.05,0.23,0.23,0.23,0,0,0,0,0,Matches
291,Jules Koundé,fr FRA,DF,Barcelona,25,1998,28.9,2.04,2.04,1.9,0,0.07,0.07,0,0,0.24,0.24,0.21,0,0,0.03,0,0,Matches
292,Alex Král,cz CZE,MF,Espanyol,26,1998,30.2,1.39,1.39,1.03,0.03,0.07,0.07,0.13,0.07,0.03,0.03,0.03,0,0,0,0,0,Matches
293,Ladislav Krejčí,cz CZE,DF,Girona,25,1999,27.1,1.07,1.07,0.92,0.04,0,0.07,0.04,0,0.15,0.15,0.07,0,0,0.04,0.04,0,Matches
294,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,23,2001,26.4,4.32,4.33,2.73,0.42,0.61,0.08,0.34,0.15,0.3,0.3,0.08,0,0.19,0,0.04,0,Matches
295,Marash Kumbulla,al ALB,DF,Espanyol,24,2000,33,0.48,0.48,0.33,0,0.03,0.09,0.03,0,0.06,0.06,0.03,0,0.03,0,0,0,Matches
296,Luca de la Torre,us USA,MF,Celta Vigo,26,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
297,Yoel Lago,es ESP,DF,Celta Vigo,20,2004,6.5,0.31,0.31,0.31,0,0,0,0,0,0.15,0.15,0.15,0,0,0,0,0,Matches
298,Cyle Larin,ca CAN,FW,Mallorca,29,1995,19.6,1.07,1.07,0.66,0,0,0.2,0.2,0,0.15,0.15,0.05,0,0,0.05,0.05,0,Matches
299,Juanmi Latasa,es ESP,FW,Valladolid,23,2001,15.5,1.94,1.93,1.35,0,0.06,0.32,0.13,0.06,0,0,0,0,0,0,0,0,Matches
300,Toni Lato,es ESP,DF,Mallorca,26,1997,6.9,2.03,2.03,1.59,0.14,0,0,0.14,0.14,0.14,0.15,0.14,0,0,0,0,0,Matches
301,Robin Le Normand,es ESP,DF,Atlético Madrid,27,1996,23.9,0.29,0.29,0.17,0,0,0.13,0,0,0.04,0.04,0,0,0,0.04,0,0,Matches
302,Florian Lejeune,fr FRA,DF,Rayo Vallecano,33,1991,36.9,1,1,0.73,0.03,0.03,0.22,0,0,0.11,0.11,0.08,0,0,0.03,0,0,Matches
303,Iñigo Lekue,es ESP,DF,Athletic Club,31,1993,8.6,1.86,1.86,1.28,0.35,0,0.12,0,0.12,0.12,0.12,0,0,0,0.12,0,0,Matches
304,Thomas Lemar,fr FRA,MF,Atlético Madrid,28,1995,0.9,4.44,4.24,3.33,1.11,0,0,0,0,0,0,0,0,0,0,0,0,Matches
305,Clément Lenglet,fr FRA,DF,Atlético Madrid,29,1995,21.9,0.78,0.78,0.73,0,0.05,0,0,0,0.09,0.09,0.09,0,0,0,0,0,Matches
306,Robert Lewandowski,pl POL,FW,Barcelona,35,1988,29.6,1.69,1.69,1.11,0,0.14,0.27,0.17,0,0.1,0.1,0.07,0,0,0.03,0,0,Matches
307,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,24,1999,17.2,2.85,2.84,2.27,0,0.17,0.23,0.17,0,0.35,0.35,0.23,0,0,0.06,0.06,0,Matches
308,Javier Llabrés,es ESP,FW,Mallorca,21,2002,0.6,5,4.74,3.33,0,0,1.67,0,0,0,0,0,0,0,0,0,0,Matches
309,Diego Llorente,es ESP,DF,Betis,30,1993,28,0.54,0.54,0.43,0,0,0.04,0.04,0.04,0.07,0.07,0.04,0,0,0,0,0.04,Matches
310,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,29,1995,27.9,2.01,2.01,1.79,0.07,0.04,0.07,0.04,0,0.43,0.43,0.39,0,0,0,0.04,0,Matches
311,Giovani Lo Celso,ar ARG,"MF,FW",Betis,28,1996,16.2,5.74,5.74,4.14,1.17,0.19,0,0.25,0,0.56,0.56,0.37,0.06,0.12,0,0,0,Matches
312,Enzo Loiodice,fr FRA,MF,Las Palmas,23,2000,7.6,1.71,1.71,0.92,0.53,0.13,0,0.13,0,0,0,0,0,0,0,0,0,Matches
313,David López,es ESP,DF,Mallorca,21,2003,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
314,David López,es ESP,DF,Girona,34,1989,27,0.89,0.89,0.74,0,0,0.15,0,0,0.11,0.11,0.04,0,0,0.07,0,0,Matches
315,Diego López,es ESP,"MF,FW",Valencia,22,2002,30.4,2.27,2.27,1.97,0.03,0.1,0.07,0.1,0,0.3,0.3,0.23,0,0.03,0,0.03,0,Matches
316,Fer López,,"FW,MF",Celta Vigo,,,7.5,4,4.02,3.07,0,0.4,0.27,0.13,0.13,0.4,0.4,0.27,0,0,0.13,0,0,Matches
317,Fermin López,es ESP,"MF,FW",Barcelona,21,2003,13.9,4.1,4.1,2.81,0.36,0.43,0.29,0.07,0.14,0.5,0.5,0.5,0,0,0,0,0,Matches
318,Javi López,es ESP,DF,Real Sociedad,22,2002,21.5,0.93,0.93,0.74,0.05,0.05,0,0.09,0,0.09,0.09,0.05,0,0,0,0.05,0,Matches
319,Pau López,es ESP,GK,Girona,29,1994,0.5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
320,Roberto López,es ESP,MF,Leganés,24,2000,4.4,3.41,3.41,1.82,1.14,0.23,0,0,0.23,0.23,0.23,0,0.23,0,0,0,0,Matches
321,Unai López,es ESP,MF,Rayo Vallecano,28,1995,19,2.79,2.79,2.26,0.26,0.11,0.05,0.05,0.05,0.11,0.11,0.05,0.05,0,0,0,0,Matches
322,Iker Losada,es ESP,"FW,MF",Celta Vigo,22,2001,4,2,2.02,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
