Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
323,Iker Losada,es ESP,"MF,FW",Betis,22,2001,3.7,2.16,2.14,1.89,0,0,0.27,0,0,0,0,0,0,0,0,0,0,Matches
324,Pol Lozano,es ESP,MF,Espanyol,24,1999,21.6,1.85,1.84,1.48,0.28,0,0,0,0.09,0.09,0.09,0.09,0,0,0,0,0,Matches
325,José Luis Gayà,es ESP,DF,Valencia,29,1995,20,1.95,1.95,1.75,0.05,0.1,0.05,0,0,0.25,0.25,0.2,0,0.05,0,0,0,Matches
326,Dodi Lukebakio,be BEL,FW,Sevilla,26,1997,34.4,3.46,3.46,1.89,0.52,0.61,0.15,0.23,0.06,0.26,0.26,0.17,0,0.06,0,0.03,0,Matches
327,Daniel Luna,co COL,MF,Mallorca,21,2003,0.2,5,4.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
328,Andriy Lunin,ua UKR,GK,Real Madrid,25,1999,7,0.14,0.14,0.14,0,0,0,0,0,0.14,0.14,0.14,0,0,0,0,0,Matches
329,Darwin Machís,ve VEN,"MF,FW",Valladolid,31,1993,7.1,2.11,2.11,1.13,0.7,0,0.14,0.14,0,0.14,0.14,0.14,0,0,0,0,0,Matches
330,Pablo Maffeo,es ESP,DF,Mallorca,27,1997,26.3,2.28,2.28,1.48,0.34,0.19,0.04,0.19,0.04,0.15,0.15,0.11,0.04,0,0,0,0,Matches
331,Jon Magunazelaia,es ESP,MF,Real Sociedad,23,2001,0.1,10,12.86,10,0,0,0,0,0,10,12.86,10,0,0,0,0,0,Matches
332,Giorgi Mamardashvili,ge GEO,GK,Valencia,23,2000,34,0.26,0.26,0.18,0.09,0,0,0,0,0.06,0.06,0.03,0.03,0,0,0,0,Matches
333,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,30,1994,10.5,0.67,0.67,0.57,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0.1,Matches
334,Javier Manquillo,es ESP,DF,Celta Vigo,30,1994,5.7,0.18,0.18,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
335,Marcão,br BRA,DF,Sevilla,28,1996,6.1,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
336,Óscar de Marcos,es ESP,DF,Athletic Club,35,1989,17.4,2.7,2.7,2.47,0.17,0,0,0.06,0,0.46,0.46,0.46,0,0,0,0,0,Matches
337,Alberto Marí,es ESP,FW,Valencia,23,2001,0.1,10,12.86,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
338,José María Giménez,uy URU,DF,Atlético Madrid,29,1995,22.2,0.32,0.32,0.32,0,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0,Matches
339,Arkaitz Mariezkurrena,es ESP,"FW,MF",Real Sociedad,19,2005,2.7,2.59,2.61,1.48,0,0.74,0.37,0,0,0.37,0.37,0.37,0,0,0,0,0,Matches
340,Pablo Marín,es ESP,MF,Real Sociedad,21,2003,13.8,1.88,1.89,1.59,0,0.14,0,0.14,0,0.14,0.15,0.14,0,0,0,0,0,Matches
341,Mika Mármol,es ESP,DF,Las Palmas,23,2001,26.7,1.46,1.46,1.27,0.15,0,0.04,0,0,0.15,0.15,0.15,0,0,0,0,0,Matches
342,Mario Maroto,es ESP,MF,Valladolid,20,2003,0.7,2.86,2.81,2.86,0,0,0,0,0,1.43,1.41,1.43,0,0,0,0,0,Matches
343,Unai Marrero,es ESP,GK,Real Sociedad,22,2001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
344,Carlos Martín,es ESP,"FW,MF",Alavés,22,2002,14.8,1.96,1.96,1.35,0,0.2,0.27,0.14,0,0.2,0.2,0.07,0,0,0.14,0,0,Matches
345,Diego Martín,es ESP,FW,Las Palmas,20,2003,0.4,5,4.5,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,Matches
346,Gerard Martín,es ESP,DF,Barcelona,22,2002,11.5,2.35,2.34,2.26,0,0,0,0.09,0,0.26,0.26,0.26,0,0,0,0,0,Matches
347,Iván Martín,es ESP,MF,Girona,25,1999,22.7,2.47,2.47,2.33,0,0,0.09,0.04,0,0.18,0.18,0.13,0,0,0.04,0,0,Matches
348,Jon Martin,es ESP,DF,Real Sociedad,18,2006,10,0.8,0.8,0.6,0,0,0.2,0,0,0.1,0.1,0.1,0,0,0,0,0,Matches
349,Mario Martín,es ESP,MF,Valladolid,20,2004,19.4,1.7,1.7,1.03,0.05,0.15,0.15,0.31,0,0.05,0.05,0.05,0,0,0,0,0,Matches
350,Arnau Martinez,es ESP,"DF,MF",Girona,21,2003,29.2,1.92,1.92,1.54,0.1,0.1,0.07,0.07,0.03,0.21,0.21,0.21,0,0,0,0,0,Matches
351,Iñigo Martínez,es ESP,DF,Barcelona,33,1991,27.7,1.62,1.63,1.37,0.04,0.04,0.11,0.07,0,0.32,0.33,0.22,0.04,0.04,0,0.04,0,Matches
352,Javi Martínez,es ESP,MF,Osasuna,24,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
353,Ramón Martínez,es ESP,DF,Sevilla,21,2002,2.9,2.07,2.07,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
354,Toni Martínez,es ESP,FW,Alavés,27,1997,11.2,2.41,2.4,1.43,0,0.45,0.18,0.18,0.18,0.09,0.09,0,0,0,0.09,0,0,Matches
355,Javi Martón,es ESP,"FW,MF",Athletic Club,25,1999,0.6,1.67,1.73,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
356,Marvin,es ESP,"DF,FW",Las Palmas,24,2000,11.5,1.22,1.21,1.04,0.09,0,0.09,0,0,0.17,0.17,0.17,0,0,0,0,0,Matches
357,Omar Mascarell,gq EQG,MF,Mallorca,31,1993,22.1,0.68,0.68,0.54,0,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,Matches
358,Jaime Mata,es ESP,"FW,MF",Las Palmas,35,1988,7.3,2.19,2.19,1.51,0,0.14,0.41,0.14,0,0.14,0.14,0.14,0,0,0,0,0,Matches
359,Borja Mayoral,es ESP,FW,Getafe,27,1997,12.4,1.53,1.54,1.29,0,0.08,0.08,0,0.08,0.16,0.16,0.08,0,0,0.08,0,0,Matches
360,Kylian Mbappé,fr FRA,FW,Real Madrid,25,1998,32.3,4.12,4.12,2.57,0.06,0.71,0.53,0.25,0,0.46,0.46,0.25,0.03,0.06,0.09,0.03,0,Matches
361,Oliver McBurnie,sct SCO,FW,Las Palmas,28,1996,20.4,2.06,2.06,1.57,0,0.15,0.2,0.15,0,0.29,0.29,0.29,0,0,0,0,0,Matches
362,Scott McKenna,sct SCO,DF,Las Palmas,27,1996,27.4,0.44,0.44,0.29,0.04,0.04,0.07,0,0,0,0,0,0,0,0,0,0,Matches
363,Mateo Mejía,es ESP,FW,Sevilla,21,2003,0.1,10,8.18,0,0,0,0,10,0,0,0,0,0,0,0,0,0,Matches
364,Arthur Melo,br BRA,MF,Girona,27,1996,10.5,1.43,1.43,1.24,0,0,0.1,0,0.1,0.1,0.1,0,0,0,0.1,0,0,Matches
365,Brais Méndez,es ESP,MF,Real Sociedad,27,1997,17,2.53,2.53,1.88,0.41,0.06,0.06,0.12,0,0.12,0.12,0.06,0.06,0,0,0,0,Matches
366,Ferland Mendy,fr FRA,DF,Real Madrid,29,1995,11.2,0.45,0.45,0.36,0,0,0,0,0.09,0.09,0.09,0.09,0,0,0,0,0,Matches
367,Nobel Mendy,fr FRA,DF,Betis,19,2004,1.2,0.83,0.83,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
368,Víctor Meseguer,es ESP,MF,Valladolid,25,1999,4.6,1.74,1.72,1.09,0,0,0.43,0.22,0,0.22,0.22,0.22,0,0,0,0,0,Matches
369,Miguel,es ESP,FW,Leganés,24,1999,19.2,1.46,1.46,0.68,0,0.1,0.26,0.31,0.1,0.31,0.31,0.26,0,0.05,0,0,0,Matches
370,Éder Militão,br BRA,DF,Real Madrid,26,1998,10.4,1.15,1.15,0.87,0,0,0.19,0,0.1,0.1,0.1,0.1,0,0,0,0,0,Matches
371,Luis Milla,es ESP,MF,Getafe,29,1994,31.9,4.08,4.07,2.26,1.35,0.13,0.13,0.16,0.06,0.19,0.19,0.09,0.09,0,0,0,0,Matches
372,Pere Milla,es ESP,"MF,FW",Espanyol,31,1992,5.1,2.55,2.57,2.16,0.2,0,0.2,0,0,0.2,0.2,0.2,0,0,0,0,0,Matches
373,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,25,1999,30.3,3.2,3.2,2.54,0.3,0.07,0.13,0.1,0.07,0.46,0.46,0.33,0.03,0.07,0,0.03,0,Matches
374,Kim Minsu,kr KOR,"MF,FW",Girona,18,2006,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
375,Bojan Miovski,mk MKD,FW,Girona,25,1999,9.7,1.03,1.03,0.41,0,0.1,0.21,0.21,0.1,0.41,0.41,0.21,0,0,0.1,0.1,0,Matches
376,Rafa Mir,es ESP,"FW,MF",Valencia,27,1997,8.4,1.31,1.31,0.95,0,0,0.36,0,0,0.48,0.48,0.24,0,0,0.24,0,0,Matches
377,Luka Modrić,hr CRO,MF,Real Madrid,38,1985,20.3,6.01,6.01,4.14,1.63,0,0.2,0,0.05,0.74,0.74,0.59,0.15,0,0,0,0,Matches
378,Johan Mojica,co COL,DF,Mallorca,31,1992,30.6,2.71,2.71,2.19,0.23,0.13,0.1,0.07,0,0.2,0.2,0.16,0.03,0,0,0,0,Matches
379,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,20,2003,30.2,3.51,3.52,2.52,0,0.56,0.23,0.17,0.03,0.2,0.2,0.1,0,0.03,0.03,0.03,0,Matches
380,Nahuel Molina,ar ARG,DF,Atlético Madrid,26,1998,17.7,2.49,2.49,1.81,0.34,0.17,0.06,0,0.11,0.28,0.28,0.28,0,0,0,0,0,Matches
381,Jon Moncayola,es ESP,MF,Osasuna,26,1998,23.3,2.88,2.87,1.97,0.77,0,0.09,0,0.04,0.17,0.17,0.13,0.04,0,0,0,0,Matches
382,Gonzalo Montiel,ar ARG,"DF,MF",Sevilla,27,1997,1.3,1.54,1.59,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
383,Gerard Moreno,es ESP,FW,Villarreal,32,1992,8,4.88,4.87,3.88,0,0.25,0.38,0.25,0.13,0.5,0.5,0.25,0,0,0.13,0.13,0,Matches
384,Xavier Moreno,es ESP,FW,Valladolid,19,2004,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
385,Mateu Morey,es ESP,DF,Mallorca,24,2000,8.2,1.46,1.46,1.1,0,0.12,0,0.12,0.12,0.12,0.12,0.12,0,0,0,0,0,Matches
386,Ilaix Moriba,gn GUI,MF,Celta Vigo,21,2003,23.7,2.32,2.32,1.69,0,0.08,0.21,0.17,0.17,0.21,0.21,0.13,0,0,0.04,0.04,0,Matches
387,Manu Morlanes,es ESP,MF,Mallorca,25,1999,14.9,2.35,2.35,2.15,0.07,0,0.13,0,0,0,0,0,0,0,0,0,0,Matches
388,Raúl Moro,es ESP,"MF,FW",Valladolid,21,2002,26,3.62,3.61,2.19,0.5,0.73,0.04,0.12,0.04,0.35,0.35,0.23,0,0.08,0,0.04,0,Matches
389,Cristhian Mosquera,es ESP,DF,Valencia,20,2004,36.9,0.38,0.38,0.33,0,0,0,0,0.05,0.03,0.03,0.03,0,0,0,0,0,Matches
390,Santiago Mouriño,uy URU,DF,Alavés,22,2002,20.5,0.54,0.54,0.39,0.05,0,0,0.1,0,0.1,0.1,0.05,0,0,0,0.05,0,Matches
391,Abdul Mumin,gh GHA,DF,Rayo Vallecano,26,1998,22.4,0.49,0.49,0.45,0,0,0,0.04,0,0.13,0.13,0.13,0,0,0,0,0,Matches
392,Aihen Muñoz,es ESP,DF,Real Sociedad,26,1997,12.2,0.82,0.82,0.66,0,0,0.16,0,0,0,0,0,0,0,0,0,0,Matches
393,Álex Muñoz,es ESP,DF,Las Palmas,30,1994,15.7,0.96,0.95,0.76,0.06,0,0,0.13,0,0,0,0,0,0,0,0,0,Matches
394,Iker Muñoz,es ESP,MF,Osasuna,21,2002,6.8,2.21,2.21,1.47,0,0.15,0.29,0.29,0,0.29,0.29,0.15,0,0,0.15,0,0,Matches
395,Javier Muñoz,es ESP,"MF,DF",Las Palmas,29,1995,28.8,2.01,2.02,1.53,0.14,0.17,0,0.1,0.07,0.28,0.28,0.24,0.03,0,0,0,0,Matches
396,Víctor Muñoz,es ESP,"FW,DF",Real Madrid,21,2003,0.4,2.5,2.5,2.5,0,0,0,0,0,2.5,2.5,2.5,0,0,0,0,0,Matches
397,Vedat Muriqi,xk KVX,FW,Mallorca,30,1994,22.9,1.97,1.97,1.31,0,0.09,0.35,0.17,0.04,0.26,0.26,0.22,0,0,0,0.04,0,Matches
398,Juan Musso,ar ARG,GK,Atlético Madrid,30,1994,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
399,Matija Nastasić,rs SRB,DF,Leganés,31,1993,23.4,0.26,0.26,0.21,0,0,0,0.04,0,0.04,0.04,0,0,0,0,0.04,0,Matches
400,Natan,br BRA,DF,Betis,23,2001,24.2,0.45,0.46,0.37,0,0,0,0.04,0.04,0,0,0,0,0,0,0,0,Matches
401,Pau Navarro,es ESP,DF,Villarreal,19,2005,10.2,0.59,0.59,0.59,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,Matches
402,Roberto Navarro,es ESP,"MF,FW",Mallorca,22,2002,14.2,3.1,3.1,2.54,0.07,0.28,0.07,0.14,0,0.14,0.14,0.14,0,0,0,0,0,Matches
403,Jesús Navas,es ESP,"FW,MF",Sevilla,38,1985,4.7,3.19,3.18,2.77,0.43,0,0,0,0,0,0,0,0,0,0,0,0,Matches
404,Yvan Neyou,cm CMR,MF,Leganés,27,1997,25.7,1.17,1.17,0.97,0,0.08,0,0.12,0,0.08,0.08,0.08,0,0,0,0,0,Matches
405,Tanguy Nianzou,fr FRA,DF,Sevilla,22,2002,5.8,0.17,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
406,Saúl Ñíguez,es ESP,MF,Sevilla,29,1994,17.3,2.89,2.9,2.2,0,0,0.46,0.06,0.17,0.46,0.46,0.4,0,0,0.06,0,0,Matches
407,Tamás Nikitscher,hu HUN,"MF,DF",Valladolid,24,1999,9.5,0.42,0.42,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
408,Adrian Niño,es ESP,FW,Atlético Madrid,20,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
409,Hugo Novoa,es ESP,"DF,MF",Alavés,21,2003,2.6,2.31,2.28,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
410,Randy Nteka,ao ANG,FW,Rayo Vallecano,26,1997,12.5,1.68,1.67,0.96,0.08,0.08,0.32,0.24,0,0,0,0,0,0,0,0,0,Matches
411,Unai Núñez,es ESP,DF,Athletic Club,27,1997,7.2,0.28,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
412,Ørjan Nyland,no NOR,GK,Sevilla,33,1990,29.7,0.37,0.37,0.34,0.03,0,0,0,0,0.07,0.07,0.03,0.03,0,0,0,0,Matches
413,Allan Nyom,cm CMR,"DF,MF",Getafe,36,1988,9.9,1.11,1.12,0.71,0,0,0.1,0.2,0.1,0.3,0.3,0.2,0,0,0.1,0,0,Matches
414,Jan Oblak,si SVN,GK,Atlético Madrid,31,1993,36,0.17,0.17,0.11,0.06,0,0,0,0,0.03,0.03,0.03,0,0,0,0,0,Matches
415,Lucas Ocampos,ar ARG,FW,Sevilla,30,1994,1.9,3.68,3.6,3.68,0,0,0,0,0,1.05,1.03,1.05,0,0,0,0,0,Matches
416,Álvaro Odriozola,es ESP,DF,Real Sociedad,28,1995,0.5,2,2.09,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
417,Thiago Ojeda,ar ARG,MF,Villarreal,21,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
418,Aingeru Olabarrieta,es ESP,FW,Athletic Club,18,2005,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
419,Olasagasti,es ESP,MF,Real Sociedad,23,2000,9.5,1.68,1.68,1.47,0,0,0.11,0.11,0,0.21,0.21,0.21,0,0,0,0,0,Matches
420,Brian Oliván,es ESP,DF,Espanyol,30,1994,11.3,2.12,2.09,1.42,0.71,0,0,0,0,0.09,0.09,0,0.09,0,0,0,0,Matches
421,Lucas Oliveira Rosa,br BRA,DF,Valladolid,24,2000,21,1.48,1.48,1.14,0.05,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,Matches
422,Dani Olmo,es ESP,"MF,FW",Barcelona,26,1998,13.5,4.89,4.9,3.41,0.15,0.52,0.37,0.37,0.07,0.89,0.89,0.22,0.07,0.22,0.07,0.3,0,Matches
423,Aimar Oroz,es ESP,MF,Osasuna,22,2001,33,2.79,2.79,2.27,0.03,0.12,0.21,0.12,0.03,0.24,0.24,0.18,0,0,0.06,0,0,Matches
424,Ángel Ortíz,es ESP,DF,Betis,20,2004,3.9,1.54,1.53,1.28,0,0,0,0.26,0,0.51,0.51,0.51,0,0,0,0,0,Matches
425,Gabriel Osei Misehouy,nl NED,"FW,MF",Girona,19,2005,2.9,2.07,2.1,1.72,0,0,0,0.34,0,0,0,0,0,0,0,0,0,Matches
426,David Otorbi,es ESP,MF,Valencia,16,2007,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
427,Jesús Owono,gq EQG,GK,Alavés,23,2001,5.4,0.19,0.18,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,Matches
428,Mikel Oyarzabal,es ESP,FW,Real Sociedad,27,1997,25,1.52,1.52,1.08,0,0.04,0.16,0.24,0,0.2,0.2,0.12,0,0,0,0.08,0,Matches
429,Cenk Özkacar,tr TUR,DF,Valladolid,23,2000,8.4,0.12,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
430,Jon Pacheco,es ESP,DF,Real Sociedad,23,2001,9.5,0.42,0.42,0.32,0.11,0,0,0,0,0,0,0,0,0,0,0,0,Matches
431,Alex Padilla,es ESP,GK,Athletic Club,20,2003,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
432,Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,29,1994,24,4.58,4.57,2.63,1.04,0.25,0.29,0.38,0,0.21,0.21,0.08,0.13,0,0,0,0,Matches
433,Aitor Paredes,es ESP,DF,Athletic Club,24,2000,20.1,0.4,0.4,0.4,0,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0,Matches
434,Daniel Parejo,es ESP,MF,Villarreal,35,1989,25.3,3.04,3.05,2.41,0.51,0,0.08,0.04,0,0.47,0.48,0.4,0.04,0,0.04,0,0,Matches
435,Iago Parente,es ESP,DF,Valladolid,18,2006,0.8,2.5,2.54,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
436,Álvaro Pascual,es ESP,FW,Sevilla,22,2002,4.5,1.33,1.32,0.89,0,0,0.44,0,0,0.22,0.22,0.22,0,0,0,0,0,Matches
437,Alfonso Pedraza,es ESP,"DF,MF",Villarreal,28,1996,5.1,3.33,3.33,2.35,0.2,0.39,0.39,0,0,0.59,0.59,0.39,0,0,0.2,0,0,Matches
438,Pedri,es ESP,MF,Barcelona,21,2002,32,5.16,5.16,4.63,0.25,0.06,0.06,0.13,0.03,0.53,0.53,0.47,0.03,0.03,0,0,0,Matches
439,Adrià Pedrosa,es ESP,DF,Sevilla,26,1998,25.5,1.84,1.84,1.22,0.31,0.16,0.12,0.04,0,0.16,0.16,0.16,0,0,0,0,0,Matches
440,Pejiño,es ESP,FW,Las Palmas,28,1996,0.2,5,5.63,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
441,Andy Pelmard,fr FRA,DF,Las Palmas,24,2000,2.3,1.3,1.32,0.43,0,0,0.43,0.43,0,0,0,0,0,0,0,0,0,Matches
442,Iñaki Peña,es ESP,GK,Barcelona,25,1999,15.5,0.13,0.13,0.13,0,0,0,0,0,0.13,0.13,0.13,0,0,0,0,0,Matches
443,Rubén Peña,es ESP,"FW,DF",Osasuna,33,1991,8.6,2.67,2.67,2.21,0.12,0.12,0,0.23,0,0.12,0.12,0,0,0,0,0.12,0,Matches
444,Nicolas Pépé,ci CIV,"FW,MF",Villarreal,29,1995,16.7,3.89,3.9,2.75,0.48,0.3,0.12,0.24,0,0.42,0.42,0.42,0,0,0,0,0,Matches
445,Peque,es ESP,"MF,FW",Sevilla,21,2002,12.6,2.54,2.54,1.9,0,0,0.4,0.24,0,0.24,0.24,0.24,0,0,0,0,0,Matches
446,Ayoze Pérez,es ESP,FW,Villarreal,31,1993,21.9,3.29,3.26,2.28,0,0.41,0.32,0.18,0.09,0.23,0.23,0.09,0,0.09,0.05,0,0,Matches
447,Carles Pérez,es ESP,"MF,FW",Getafe,26,1998,15.9,2.52,2.52,1.64,0.06,0.38,0.13,0.19,0.13,0.06,0.06,0,0,0,0,0,0.06,Matches
448,Francisco Perez,es ESP,"FW,MF",Valencia,21,2002,6.3,2.54,2.53,2.54,0,0,0,0,0,0.16,0.16,0.16,0,0,0,0,0,Matches
449,Kike Pérez,es ESP,MF,Valladolid,27,1997,13.2,2.73,2.72,1.52,0.83,0.08,0.08,0.15,0.08,0.08,0.08,0.08,0,0,0,0,0,Matches
450,Luis Pérez,es ESP,DF,Valladolid,29,1995,28.4,1.87,1.86,1.62,0.21,0,0,0,0.04,0.07,0.07,0.07,0,0,0,0,0,Matches
451,Romain Perraud,fr FRA,DF,Betis,26,1997,22.2,1.62,1.62,1.44,0.05,0.05,0.09,0,0,0.23,0.23,0.18,0,0,0.05,0,0,Matches
452,Valentín Pezzolesi,es ESP,DF,Las Palmas,17,2007,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
453,Pica,es ESP,DF,Alavés,22,2002,5.5,0.55,0.54,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
454,Yeremi Pino,es ESP,"MF,FW",Villarreal,21,2002,21.5,3.12,3.12,2.47,0,0.23,0.23,0.14,0.05,0.51,0.51,0.37,0,0,0.09,0.05,0,Matches
455,Portu,es ESP,"FW,MF",Girona,32,1992,8.7,2.87,2.88,2.3,0.11,0.34,0.11,0,0,0.46,0.46,0.34,0,0.11,0,0,0,Matches
456,Beñat Prados,es ESP,MF,Athletic Club,23,2001,19.1,1.1,1.1,1.05,0,0,0.05,0,0,0.16,0.16,0.16,0,0,0,0,0,Matches
457,Abdón Prats,es ESP,"FW,MF",Mallorca,31,1992,5.1,1.37,1.39,0.98,0,0,0.2,0.2,0,0.2,0.2,0,0,0,0,0.2,0,Matches
458,Javi Puado,es ESP,"FW,MF",Espanyol,26,1998,33,1.67,1.66,1.33,0,0.06,0.15,0.12,0,0.21,0.21,0.18,0,0,0,0.03,0,Matches
459,Dani Raba,es ESP,"FW,MF",Leganés,28,1995,20.9,5.12,5.12,2.25,1.05,0.91,0.14,0.53,0.24,0.67,0.67,0.38,0.05,0.14,0,0.05,0.05,Matches
460,Arnau Rafús,es ESP,GK,Valladolid,21,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
461,Antonio Raillo,es ESP,DF,Mallorca,32,1991,35.6,0.76,0.76,0.65,0.06,0,0.06,0,0,0.03,0.03,0.03,0,0,0,0,0,Matches
462,Benito Ramírez,es ESP,"DF,FW",Las Palmas,29,1995,5.3,5.28,5.29,3.96,0.57,0,0.38,0.38,0,0,0,0,0,0,0,0,0,Matches
463,Sandro Ramírez,es ESP,"FW,MF",Las Palmas,29,1995,22.6,2.61,2.61,1.37,0.8,0,0.09,0.35,0,0.27,0.27,0.13,0.04,0,0,0.09,0,Matches
464,Jacobo Ramón,es ESP,DF,Real Madrid,19,2005,2.3,1.74,1.76,1.3,0,0,0.43,0,0,0,0,0,0,0,0,0,0,Matches
465,Raphinha,br BRA,"FW,MF",Barcelona,27,1996,31.5,5.17,5.17,3.21,0.98,0.25,0.38,0.32,0.03,0.7,0.7,0.35,0.06,0.13,0.06,0.06,0.03,Matches
466,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,26,1998,34.1,2.67,2.67,1.99,0.15,0.23,0.18,0.06,0.06,0.15,0.15,0.09,0,0,0.06,0,0,Matches
467,Raúl,es ESP,"FW,MF",Osasuna,23,2000,8.3,1.93,1.92,0.6,0,0.48,0.36,0.48,0,0.24,0.24,0,0,0.24,0,0,0,Matches
468,Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,25,1998,4.3,2.33,2.34,1.63,0,0.23,0.47,0,0,0,0,0,0,0,0,0,0,Matches
469,Álex Remiro,es ESP,GK,Real Sociedad,29,1995,36,0.17,0.17,0.11,0.06,0,0,0,0,0,0,0,0,0,0,0,0,Matches
470,Daniel Requena,es ESP,MF,Villarreal,20,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
471,Diego Rico,es ESP,DF,Getafe,31,1993,31.3,2.4,2.39,1.53,0.7,0.03,0.06,0.06,0,0.26,0.26,0.06,0.1,0.03,0.03,0.03,0,Matches
472,Luis Rioja,es ESP,FW,Alavés,30,1993,0.3,3.33,3.91,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
473,Luis Rioja,es ESP,"MF,FW",Valencia,30,1993,31.5,2.6,2.61,2.06,0.25,0.16,0.03,0.06,0.03,0.32,0.32,0.25,0.03,0,0.03,0,0,Matches
474,Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,24,2000,5.7,5.09,5.05,4.74,0.18,0.18,0,0,0,0.18,0.17,0.18,0,0,0,0,0,Matches
475,Alberto Risco,es ESP,"MF,FW",Getafe,18,2005,0.8,7.5,7.71,6.25,0,0,1.25,0,0,0,0,0,0,0,0,0,0,Matches
476,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,28,1995,4.8,2.08,2.1,1.25,0.63,0,0.21,0,0,0.21,0.21,0.21,0,0,0,0,0,Matches
477,Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,19,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
478,Marc Roca,es ESP,MF,Betis,27,1996,10.1,2.38,2.38,1.88,0.1,0.2,0.1,0,0.1,0.1,0.1,0.1,0,0,0,0,0,Matches
479,Rodri,es ESP,FW,Betis,24,2000,1.3,8.46,8.39,5.38,1.54,0,0.77,0,0.77,0,0,0,0,0,0,0,0,Matches
480,Adrian Rodriguez,es ESP,GK,Alavés,23,2000,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
481,Álvaro Rodríguez,uy URU,FW,Getafe,20,2004,9.5,1.68,1.69,0.95,0,0.42,0.21,0.11,0,0,0,0,0,0,0,0,0,Matches
482,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,26,1998,14.8,3.24,3.25,2.03,0.47,0.34,0.2,0.14,0.07,0.61,0.61,0.34,0.07,0.07,0.07,0,0.07,Matches
483,Arturo Rodríguez,es ESP,FW,Las Palmas,17,2006,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
484,Damián Rodríguez,es ESP,MF,Celta Vigo,21,2003,10.3,2.52,2.52,1.65,0.87,0,0,0,0,0.19,0.19,0.19,0,0,0,0,0,Matches
