Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,#ERROR!,#ERROR!,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
135,Sergi Canós,es ESP,"MF,FW",Valencia,27,1997,17,370,22,10.8,4.1,0.49,58,0,3.66,17,4.15,0.94,0.98,2.2,-1.22,-1.22,-1.07,1.44,1.49,-0.05,-0.05,0.2,Matches
136,Dani Cárdenas,es ESP,GK,Rayo Vallecano,27,1997,6,540,90,15.8,6,1,90,1,0,,5.33,1.67,1.17,1,0.17,0.17,0.32,0.82,1.25,-0.45,-0.44,-0.41,Matches
137,Irvin Cardona,fr FRA,"FW,MF",Espanyol,26,1997,16,606,38,17.7,6.7,0.75,68,0,1.64,24,0.3,0.94,1.04,0.75,0.3,0.3,0.71,1.04,0.9,0.15,0.15,0.8,Matches
138,Marc Cardona,es ESP,"FW,DF",Las Palmas,29,1995,11,132,12,3.9,1.5,0,,0,7.33,12,14,0.64,1.33,2.67,-1.33,-1.36,-0.84,1.87,3.13,-1.27,-1.3,-0.51,Matches
139,Sergi Cardona,es ESP,DF,Villarreal,25,1999,35,"2,945",84,86.1,32.7,1.04,86,0.73,0.03,18,0.03,1.91,1.83,1.35,0.49,0.49,-0.27,1.75,1.14,0.61,0.61,0.52,Matches
140,Johnny Cardoso,us USA,MF,Betis,22,2001,28,"2,144",77,62.7,23.8,1.01,86,0.8,0.17,18,0.13,1.61,1.64,1.34,0.29,0.29,0.29,1.32,1.51,-0.19,-0.19,-0.79,Matches
141,José Carlos González,es ESP,DF,Las Palmas,18,2006,1,11,11,0.3,0.1,0,,0,10,11,0,0,0,10,-10,-8.18,-7.65,0,9,-9,-7.14,-6.36,Matches
142,Juan Carlos,es ESP,GK,Girona,36,1988,0,,,0,0,0,,0,0,,33,0,0,1,-1,,,,,,,,Matches
143,Carmona,es ESP,DF,Sevilla,22,2002,35,"2,942",84,86,32.7,1.07,84,0.67,0,,0,1.09,1.01,1.44,-0.43,-0.43,-0.62,1.02,1.25,-0.24,-0.24,-0.81,Matches
144,Sergio Carreira,es ESP,"MF,DF",Celta Vigo,23,2000,23,"1,656",72,48.4,18.4,1.03,82,0.76,0.22,25,0.49,1.52,1.41,1.3,0.11,0.11,0.11,1.21,1.13,0.08,0.08,-0.4,Matches
145,Dani Carvajal,es ESP,DF,Real Madrid,32,1992,8,609,76,17.8,6.8,1.03,85,0.74,0.15,15,0,2.25,1.76,0.44,1.32,1.33,0.34,1.66,0.78,0.87,0.88,0.03,Matches
146,William Carvalho,pt POR,MF,Betis,32,1992,14,484,35,14.2,5.4,1.11,60,0.19,1.48,15,0.19,1.5,0.56,0.93,-0.37,-0.37,-0.65,1.02,1.22,-0.2,-0.21,-0.37,Matches
147,Marc Casado,es ESP,MF,Barcelona,20,2003,23,"1,611",70,47.1,17.9,1.12,78,0.56,0.17,19,0.39,2.22,2.74,0.78,1.96,1.96,0.56,2.45,1.07,1.38,1.38,0.14,Matches
148,Castrin,es ESP,FW,Sevilla,21,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
149,Català,es ESP,DF,Espanyol,19,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
150,Catena,es ESP,DF,Osasuna,29,1994,35,"3,074",88,89.9,34.2,1.02,88,0.94,0,,0.03,1.46,1.29,1.32,-0.03,-0.03,0.75,1.18,1.42,-0.23,-0.23,0.22,Matches
151,Maximiliano Caufriez,be BEL,DF,Valencia,27,1997,1,90,90,2.6,1,1,90,1,0,,10,1,1,1,0,0,0.27,0.7,2.2,-1.5,-1.48,-1.29,Matches
152,Dani Ceballos,es ESP,MF,Real Madrid,27,1996,23,"1,215",53,35.5,13.5,1.11,74,0.3,0.59,13,0.44,2.43,2.22,0.81,1.41,1.41,0.55,2.28,1.06,1.23,1.23,0.58,Matches
153,Franco Cervi,ar ARG,"FW,MF",Celta Vigo,30,1994,7,273,39,8,3,1.33,60,0,1,11,8.33,1.43,1,2,-1,-0.99,-1.13,0.7,1.73,-1.03,-1.01,-1.4,Matches
154,Raúl Chasco,es ESP,DF,Valladolid,20,2003,2,130,65,3.8,1.4,0.71,90,0.71,0.71,40,15,1.5,2.86,2.86,0,0,1.75,1.93,1.71,0.21,0.23,1.14,Matches
155,Pep Chavarría,es ESP,"DF,FW",Rayo Vallecano,26,1998,34,"2,585",76,75.6,28.7,0.98,87,0.84,0.21,26,0.07,1.38,1.08,1.22,-0.14,-0.14,-0.14,1.27,1.15,0.11,0.12,0.86,Matches
156,Walid Cheddira,ma MAR,FW,Espanyol,26,1998,22,640,29,18.7,7.1,0.7,59,0,2.39,20,1.69,1,1.13,1.27,-0.14,-0.14,0.18,1.04,1.55,-0.51,-0.51,0,Matches
157,Chema,es ESP,MF,Real Madrid,19,2005,2,12,6,0.4,0.1,0,,0,20,6,50,3,0,0,0,0,-1.06,2,1,1,0.99,0.14,Matches
158,Julián Chicco,ar ARG,"MF,DF",Leganés,26,1998,14,302,22,8.8,3.4,0.59,80,0.29,3.53,12,6.76,1.14,1.18,2.35,-1.18,-1.19,-0.82,0.94,2.12,-1.18,-1.18,-0.62,Matches
159,Chiquinho,pt POR,"MF,FW",Mallorca,24,2000,8,146,18,4.3,1.6,0.63,56,0,4.38,13,14.4,1.13,2.5,1.25,1.25,1.23,1.54,2.06,1,1.06,1.02,1.29,Matches
160,Andreas Christensen,dk DEN,DF,Barcelona,28,1996,5,254,51,7.4,2.8,0.71,83,0.36,1.07,29,2.5,3,1.43,0.71,0.71,0.71,-1.03,1.96,1.29,0.71,0.7,-0.65,Matches
161,Jasper Cillessen,nl NED,GK,Las Palmas,35,1989,27,"2,335",86,68.3,25.9,1.04,86,0.97,0,,0.19,0.96,1.2,1.62,-0.42,-0.42,0.41,0.97,1.85,-0.88,-0.88,-0.25,Matches
162,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,30,1994,33,"2,140",65,62.6,23.8,1.05,78,0.42,0.34,25,0.13,1.33,1.01,1.34,-0.34,-0.34,-0.62,1.13,1.39,-0.26,-0.26,-0.45,Matches
163,Seydouba Cissé,gn GUI,MF,Leganés,23,2001,34,"2,435",72,71.2,27.1,1.14,76,0.41,0.11,30,0.07,1.12,1,1.37,-0.37,-0.37,0.27,0.94,1.49,-0.55,-0.55,0.21,Matches
164,Silvi Clúa,es ESP,MF,Girona,19,2005,4,163,41,4.8,1.8,1.11,68,0,1.11,14,3.89,2.25,1.67,1.67,0,0,0.44,1.28,0.44,0.83,0.83,1.09,Matches
165,Eray Cömert,ch SUI,"DF,MF",Valladolid,26,1998,25,"1,779",71,52,19.8,1.06,82,0.66,0.2,13,0.35,0.48,0.66,2.68,-2.02,-2.02,-0.71,0.88,1.9,-1.02,-1.02,-0.32,Matches
166,Santi Comesaña,es ESP,MF,Villarreal,27,1996,35,"2,560",73,74.9,28.4,1.06,82,0.67,0.18,18,0.07,1.83,1.69,1.48,0.21,0.21,-1.25,1.62,1.23,0.39,0.39,-0.57,Matches
167,Diego Conde,es ESP,GK,Villarreal,25,1998,22,"1,962",89,57.4,21.8,1.01,89,0.96,0,,0.5,1.77,1.88,1.51,0.37,0.37,-0.37,1.67,1.13,0.54,0.54,0,Matches
168,Martín Conde,es ESP,DF,Celta Vigo,21,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
169,Tomás Conechny,ar ARG,"FW,MF",Alavés,26,1998,22,847,39,24.8,9.4,0.96,64,0.11,1.38,21,0.96,1.09,1.17,1.7,-0.53,-0.53,-0.36,1.1,1.27,-0.17,-0.17,-0.08,Matches
170,Copete,es ESP,DF,Mallorca,24,1999,25,"1,528",61,44.7,17,0.94,88,0.88,0.53,13,0.53,1.2,0.82,1.24,-0.41,-0.41,-0.32,0.95,1.28,-0.32,-0.33,-0.21,Matches
171,Iker Córdoba,es ESP,DF,Valencia,18,2005,2,15,8,0.4,0.2,0,,0,10,8,50,0.5,0,0,0,0,0.26,1.5,0,1,1.52,1.75,Matches
172,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,29,1995,31,805,26,23.5,8.9,0.34,57,0,3.15,23,0.34,2,2.36,0.56,1.8,1.79,1.03,2.1,0.72,1.39,1.38,0.74,Matches
173,Thierry Correia,pt POR,DF,Valencia,25,1999,11,768,70,22.5,8.5,1.06,79,0.47,0.24,28,0,0.64,0.82,1.53,-0.71,-0.7,-0.57,0.86,1.55,-0.71,-0.7,-0.61,Matches
174,Álvaro Cortés,es ESP,DF,Barcelona,19,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
175,Guillem Cortiñas,es ESP,DF,Getafe,21,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
176,Coba da Costa,es ESP,"MF,FW",Getafe,22,2002,19,"1,006",53,29.4,11.2,1.07,69,0.09,0.63,25,0.98,1.05,0.89,0.89,0,0,0.19,0.98,1.4,-0.43,-0.43,-0.25,Matches
177,Logan Costa,cv CPV,DF,Villarreal,23,2001,32,"2,587",81,75.6,28.7,0.98,87,0.87,0.14,36,0.1,1.94,1.81,1.39,0.42,0.42,-0.45,1.75,1.22,0.53,0.53,-0.05,Matches
178,Samu Costa,pt POR,MF,Mallorca,23,2000,32,"2,649",83,77.5,29.4,1.05,85,0.78,0.03,26,0,1.19,0.85,1.26,-0.41,-0.41,-0.76,0.97,1.28,-0.31,-0.31,-0.45,Matches
179,Thibaut Courtois,be BEL,GK,Real Madrid,32,1992,30,"2,700",90,78.9,30,1,90,1,0,,0.07,2.2,2.07,0.97,1.1,1.1,0.23,1.93,1.12,0.81,0.81,-0.23,Matches
180,Juan Cruz Armada,es ESP,DF,Osasuna,32,1992,25,"1,492",60,43.6,16.6,1.14,74,0.36,0.36,14,0.72,1.56,1.14,1.2,-0.06,-0.06,0.08,1.19,1.33,-0.14,-0.14,0.2,Matches
181,Juan Cruz,es ESP,"FW,MF",Leganés,24,2000,34,"2,257",66,66,25.1,1.04,78,0.4,0.32,28,0.16,0.97,1.08,1.43,-0.36,-0.36,0.26,0.97,1.54,-0.57,-0.57,0.12,Matches
182,Pablo Cruz,es ESP,MF,Sevilla,20,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
183,Pau Cubarsí,es ESP,DF,Barcelona,17,2007,35,"2,618",75,76.5,29.1,1,84,0.69,0.21,30,0.1,2.26,2.78,1.1,1.68,1.68,0.11,2.29,1.12,1.18,1.18,-0.55,Matches
184,Cucho,co COL,FW,Betis,25,1999,15,"1,139",76,33.3,12.7,1.1,78,0.24,0.08,45,0.08,2.07,2.2,1.18,1.02,1.03,1.26,1.55,1.12,0.43,0.43,0.49,Matches
185,Iván Cuéllar,es ESP,GK,Mallorca,40,1984,0,,,,,0,,0,0,,28,,,,,,,,,,,,Matches
186,Martin Cuellar,es ESP,,Getafe,17,2007,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
187,Andres Cuenca,es ESP,DF,Barcelona,17,2007,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
188,Arnaut Danjuma,nl NED,FW,Villarreal,27,1997,3,200,67,5.8,2.2,1.36,67,0,0,,0,2.33,1.82,2.27,-0.45,-0.45,-1.04,1.55,1.23,0.32,0.31,-0.24,Matches
189,Arnaut Danjuma,nl NED,"FW,MF",Girona,27,1997,25,"1,335",53,39,14.8,1.01,72,0.34,0.68,25,0.34,0.96,0.74,1.76,-1.01,-1.01,-0.97,0.96,1.44,-0.49,-0.48,-0.45,Matches
190,Sergi Darder,es ESP,"MF,FW",Mallorca,30,1993,38,"2,744",72,80.2,30.5,1.11,78,0.3,0.13,19,0,1.26,0.89,1.08,-0.2,-0.2,0.2,0.99,1.21,-0.22,-0.22,-0.02,Matches
191,Noah Darvich,de GER,MF,Barcelona,17,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
192,Lulo Dasilva,es ESP,MF,Sevilla,21,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
193,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,30,1994,34,"2,106",62,61.6,23.4,0.98,76,0.34,0.47,33,0,1.94,1.75,0.73,1.03,1.03,0.07,1.79,0.88,0.91,0.91,0.23,Matches
194,Mouctar Diakhaby,gn GUI,DF,Valencia,27,1996,13,653,50,19.1,7.3,0.96,83,0.55,0.82,12,0.68,2,1.23,0.96,0.27,0.28,0.67,0.86,1.37,-0.49,-0.5,-0.34,Matches
195,Assane Diao,sn SEN,FW,Betis,18,2005,10,277,28,8.1,3.1,0.65,62,0,2.58,19,2.58,1.6,0.97,1.29,-0.32,-0.32,-0.55,1.48,2.1,-0.61,-0.61,-0.78,Matches
196,Moussa Diarra,ml MLI,DF,Alavés,23,2000,26,"1,866",72,54.6,20.7,0.97,89,0.87,0.29,16,0.39,0.81,1.01,1.5,-0.48,-0.48,-0.48,1.04,1.29,-0.25,-0.25,-0.3,Matches
197,Alassane Diatta,sn SEN,MF,Villarreal,19,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
198,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,24,1999,31,"1,385",45,40.5,15.4,1.04,68,0.32,0.97,20,0,2.1,2.79,1.04,1.75,1.75,1.18,2.41,1.26,1.15,1.15,0.5,Matches
199,Daniel Díaz,es ESP,MF,Real Sociedad,18,2006,1,10,10,0.3,0.1,0,,0,10,10,10,3,0,10,-10,-9,-8.74,0,2,-2,-2.01,-1.98,Matches
200,Pedro Díaz,es ESP,MF,Rayo Vallecano,26,1998,26,"1,211",47,35.4,13.5,0.89,73,0.22,1.04,24,0.89,1.27,1.11,1.26,-0.15,-0.15,-0.07,1.21,1.45,-0.24,-0.24,-0.22,Matches
201,Diego,es ESP,FW,Leganés,24,2000,28,"1,195",43,34.9,13.3,0.98,77,0.23,1.13,13,0.45,1.14,1.13,1.73,-0.6,-0.6,-0.24,1.08,1.59,-0.51,-0.51,0.16,Matches
202,Stole Dimitrievski,mk MKD,GK,Valencia,30,1993,4,360,90,10.5,4,1,90,1,0,,8.5,0.5,1,1.5,-0.5,-0.5,-0.26,1.4,1.73,-0.33,-0.33,-0.12,Matches
203,Yan Diomandé,ci CIV,"MF,FW",Leganés,17,2006,10,545,55,15.9,6.1,0.98,73,0.49,0.66,28,0,1.3,1.31,1.15,0.16,0.17,0.73,1.38,1.08,0.31,0.31,1.1,Matches
204,Álvaro djaló,es ESP,FW,Athletic Club,24,1999,17,659,39,19.3,7.3,0.96,58,0,1.37,25,1.64,1.76,0.96,0.82,0.14,0.14,-0.65,1.11,1.07,0.04,0.04,-0.44,Matches
205,Djené,tg TOG,"DF,MF",Getafe,32,1991,31,"2,548",82,74.5,28.3,1.1,82,0.81,0,,0.04,1.16,0.85,0.85,0,0,0.52,0.89,1.16,-0.27,-0.27,-0.07,Matches
206,Marko Dmitrović,rs SRB,GK,Leganés,32,1992,32,"2,880",90,84.2,32,1,90,1,0,,0.19,1.09,1.13,1.53,-0.41,-0.41,0.26,1,1.6,-0.6,-0.6,0.1,Matches
207,Jaume Doménech,es ESP,GK,Valencia,33,1990,0,,,,,0,,0,0,,23,,,,,,,,,,,,Matches
208,Marc Domenech,es ESP,"FW,MF",Mallorca,18,2006,10,303,30,8.9,3.4,0.88,59,0,2.06,18,3.53,0.6,0.59,0.59,0,0,0.26,0.85,1.5,-0.65,-0.66,-0.49,Matches
209,Carlos Dominguez,es ESP,DF,Celta Vigo,23,2001,19,"1,181",62,34.5,13.1,0.99,82,0.76,0.46,19,1.37,1.68,1.68,1.45,0.23,0.23,0.27,1.29,1.19,0.1,0.1,-0.28,Matches
210,Israel Domínguez,es ESP,FW,Sevilla,21,2003,1,18,18,0.5,0.2,0,,0,5,18,10,0,0,0,0,0,0.34,4,0,4,4.19,4.33,Matches
211,Sergi Dominguez,es ESP,DF,Barcelona,19,2005,3,172,57,5,1.9,1.05,71,0,0.53,30,8.42,2,4.21,2.11,2.11,2.09,0.46,2.26,2.26,0,0.01,-1.36,Matches
212,Daouda Doumbia,ml MLI,MF,Alavés,22,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
213,Anastasios Douvikas,gr GRE,FW,Celta Vigo,24,1999,20,700,35,20.5,7.8,0.77,66,0,1.79,22,0.26,1.25,1.79,1.67,0.13,0.13,0.1,1.58,1.15,0.44,0.43,0.18,Matches
214,Domingos Duarte,pt POR,DF,Getafe,29,1995,22,"1,859",85,54.4,20.7,1.01,88,0.87,0.05,2,0.72,1.32,1.06,1.21,-0.14,-0.15,-0.03,0.99,1.36,-0.38,-0.38,-0.28,Matches
215,Duk,cv CPV,"MF,FW",Leganés,24,2000,10,179,18,5.2,2,0.5,65,0,4.5,13,3,1.2,1.5,1,0.5,0.5,1,0.8,1.2,-0.4,-0.39,0.23,Matches
216,Pablo Durán,es ESP,"FW,MF",Celta Vigo,23,2001,27,"1,394",52,40.8,15.5,0.97,80,0.26,0.77,16,0.65,1.56,1.55,1.48,0.06,0.06,0.02,1.34,1.22,0.12,0.12,-0.27,Matches
217,Hugo Duro,es ESP,FW,Valencia,24,1999,31,"2,166",70,63.3,24.1,1.04,80,0.58,0.25,27,0.08,1.1,1.16,1.54,-0.37,-0.37,-0.3,1.18,1.36,-0.18,-0.18,0.12,Matches
218,Unai Eguíluz,es ESP,DF,Athletic Club,22,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
219,Chidera Ejuke,ng NGA,FW,Sevilla,26,1998,25,966,39,28.2,10.7,0.84,72,0.19,1.5,20,0.37,1.04,1.03,1.12,-0.09,-0.09,0.35,1.09,1.51,-0.42,-0.42,-0.42,Matches
220,Aritz Elustondo,es ESP,DF,Real Sociedad,30,1994,22,"1,457",66,42.6,16.2,0.99,82,0.74,0.37,25,0.49,1.32,1.36,1.42,-0.06,-0.06,0.4,1.15,1.23,-0.09,-0.09,-0.08,Matches
221,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,32,1992,35,"1,607",46,47,17.9,1.01,69,0.06,0.95,22,0.17,1.43,1.12,1.17,-0.06,-0.06,0.09,1.09,1.31,-0.21,-0.22,-0.23,Matches
222,Endrick,br BRA,FW,Real Madrid,18,2006,22,363,17,10.6,4,0.75,64,0,4.75,9,3.75,2.18,1.5,1.25,0.25,0.25,-0.9,2.15,1.05,1.1,1.08,0.25,Matches
223,Antonio Espigare,es ESP,DF,Villarreal,19,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
224,Alfonso Espino,uy URU,DF,Rayo Vallecano,32,1992,16,833,52,24.4,9.3,0.97,76,0.32,0.75,22,1.4,1.25,1.08,1.61,-0.54,-0.54,-0.58,1.05,1.52,-0.46,-0.47,-0.49,Matches
225,Dario Essugo,pt POR,MF,Las Palmas,19,2005,27,"1,938",72,56.7,21.5,1.16,74,0.37,0.09,43,0.05,0.96,0.79,1.26,-0.47,-0.46,0.2,0.84,1.6,-0.75,-0.75,0.11,Matches
226,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,21,2002,2,40,20,1.2,0.4,0,,0,5,20,20,0.5,5,2.5,2.5,2.25,2.38,1,1.25,-0.25,-0.18,-0.09,Matches
227,Karl Etta,cm CMR,"MF,FW",Villarreal,20,2003,4,37,9,1.1,0.4,0,,0,10,9,20,2.5,2.5,2.5,0,0,-0.53,2,1,1,1,0.46,Matches
228,Edu Expósito,es ESP,MF,Espanyol,27,1996,19,"1,045",55,30.6,11.6,1.03,75,0.34,0.6,20,0.43,1.11,1.12,0.95,0.17,0.17,0.66,1.03,1.06,-0.03,-0.03,0.69,Matches
229,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,22,2001,32,"1,984",62,58,22,1.05,75,0.09,0.41,28,0.05,1.47,1.41,1.41,0,0,-0.44,1.45,1.36,0.08,0.08,-0.05,Matches
230,Landry Farré,es ESP,DF,Barcelona,17,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
231,Ansu Fati,es ESP,FW,Barcelona,21,2002,6,233,39,6.8,2.6,1.15,60,0,1.15,17,6.54,2.5,1.54,0.38,1.15,1.16,-0.54,2.62,0.58,2.04,2.05,0.8,Matches
232,Nabil Fekir,fr FRA,MF,Betis,31,1993,2,180,90,5.3,2,1,90,1,0,,0,1,0.5,0.5,0,0,-0.19,1.4,0.9,0.55,0.53,0.45,Matches
233,Kiko Femenía,es ESP,DF,Villarreal,33,1991,28,"2,227",80,65.1,24.7,1.09,82,0.85,0.04,24,0.08,1.86,1.62,1.38,0.24,0.24,-0.81,1.64,1.18,0.45,0.45,-0.24,Matches
234,Guilherme Fernandes,pt POR,GK,Betis,23,2001,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
235,Aitor Fernández,es ESP,GK,Osasuna,33,1991,1,90,90,2.6,1,1,90,1,0,,37,1,0,0,0,0,0.11,0.4,0.7,-0.3,-0.33,-0.07,Matches
236,Álvaro Fernández,es ESP,GK,Sevilla,26,1998,9,747,83,21.8,8.3,0.96,90,0.96,0.12,27,3.49,1.11,1.2,1.93,-0.72,-0.72,-0.49,1.01,1.31,-0.3,-0.3,-0.23,Matches
237,César Fernández,es ESP,GK,Celta Vigo,20,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
238,Guillermo Fernandez,es ESP,MF,Barcelona,16,2008,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
239,Marcos Fernández,es ESP,FW,Betis,21,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
240,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,21,2003,2,98,49,2.9,1.1,0.91,90,0.91,0.91,8,20.9,3,1.82,0,1.82,1.84,2,0.55,1.55,-1,-0.97,-0.9,Matches
241,Rafa Fernández,es ESP,GK,Osasuna,20,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
242,Roberto Férnandez,es ESP,FW,Espanyol,22,2002,19,"1,497",79,43.8,16.6,1.08,82,0.3,0.06,28,0,1.37,1.02,0.96,0.06,0.06,0.62,0.93,1.13,-0.2,-0.2,0.55,Matches
243,Toni Fernández,es ESP,MF,Barcelona,16,2008,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
244,Valery Fernández,es ESP,"MF,FW",Mallorca,24,1999,18,309,17,9,3.4,0.29,66,0,5,14,3.53,1.56,3.24,1.47,1.76,1.75,2.18,1.79,1.82,-0.03,-0.02,0.21,Matches
245,André Ferreira,pt POR,GK,Valladolid,28,1996,6,540,90,15.8,6,1,90,1,0,,4.5,0,1.17,3.33,-2.17,-2.17,-0.57,1.18,2.08,-0.88,-0.89,-0.02,Matches
246,Diego Ferrer,,GK,Getafe,,,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
247,Mateo Flores,es ESP,MF,Betis,20,2004,6,153,26,4.5,1.7,0.59,75,0,2.94,16,8.82,1.17,1.18,1.76,-0.59,-0.59,-0.81,2.82,1.24,1.59,1.62,1.58,Matches
248,Pablo Fornals,es ESP,"MF,FW",Betis,28,1996,26,"1,827",70,53.4,20.3,1.08,78,0.34,0.2,28,0.1,1.54,1.28,1.18,0.1,0.1,-0.18,1.33,1.38,-0.04,-0.05,-0.32,Matches
249,Héctor Fort,es ESP,DF,Barcelona,17,2006,17,585,34,17.1,6.5,0.77,75,0.15,1.85,18,2.92,2.24,2.62,1.38,1.23,1.23,-0.52,2.55,1.25,1.31,1.31,0.01,Matches
250,Fortuño,es ESP,GK,Espanyol,22,2001,0,,,,,0,,0,0,,38,,,,,,,,,,,,Matches
251,Dimitri Foulquier,fr FRA,DF,Valencia,31,1993,32,"2,299",72,67.2,25.5,0.98,86,0.78,0.27,21,0.04,1.22,1.25,1.57,-0.31,-0.31,-0.15,1.22,1.41,-0.19,-0.19,0.12,Matches
252,Juan Foyth,ar ARG,DF,Villarreal,26,1998,19,"1,517",80,44.4,16.9,1.01,88,0.89,0.12,13,0.12,2.11,2.01,0.83,1.18,1.19,1.19,1.83,0.97,0.86,0.87,0.59,Matches
253,Aitor Fraga,es ESP,GK,Real Sociedad,21,2003,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
254,Fran,es ESP,GK,Real Madrid,19,2005,1,90,90,2.6,1,1,90,1,0,,24,0,1,2,-1,-1,-2.11,3.4,0.8,2.7,2.66,1.86,Matches
255,Alejandro Francés,es ESP,DF,Girona,21,2002,18,"1,173",65,34.3,13,1,80,0.54,0.38,26,1.38,0.89,1,2,-1,-1,-0.88,1.08,1.48,-0.42,-0.41,-0.31,Matches
256,Enric Franquesa,es ESP,"DF,FW",Leganés,27,1997,12,616,51,18,6.8,1.03,76,0.59,0.74,17,0.15,1.08,1.32,1.47,-0.15,-0.15,0.37,0.76,1.49,-0.72,-0.71,-0.12,Matches
257,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,27,1997,36,"2,495",69,73,27.7,1.08,76,0.22,0.22,37,0,1.42,1.26,1.08,0.18,0.18,1.06,1.21,1.27,-0.06,-0.06,0.13,Matches
258,Darío Fuentes,es ESP,DF,Sevilla,21,2003,1,5,5,0.1,0.1,0,,0,10,5,0,3,0,0,0,0,0.34,0,5,-5,-8.87,-8.76,Matches
259,Jon Fuentes,es ESP,MF,Osasuna,21,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
260,Manuel Fuster,es ESP,"FW,MF",Las Palmas,26,1997,28,"1,003",36,29.3,11.1,0.72,69,0.18,1.8,23,0.9,0.61,1.08,1.89,-0.81,-0.81,-0.36,1.06,1.77,-0.7,-0.7,0.14,Matches
261,Javi Galán,es ESP,DF,Atlético Madrid,29,1994,25,"1,784",71,52.2,19.8,1.06,78,0.56,0.2,38,0.56,2,1.92,0.71,1.21,1.21,0.44,1.91,0.82,1.1,1.09,0.57,Matches
262,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,30,1993,26,"1,477",57,43.2,16.4,1.1,70,0,0.49,28,0.06,2.19,1.71,0.67,1.04,1.04,0.67,1.43,0.95,0.48,0.48,0.14,Matches
263,Conor Gallagher,eng ENG,MF,Atlético Madrid,24,2000,32,"1,633",51,47.7,18.1,1.05,68,0.22,0.72,26,0.28,2,1.88,1.05,0.83,0.83,-0.33,1.57,1.02,0.56,0.56,-0.51,Matches
264,Facundo Garcés,ar ARG,DF,Alavés,24,1999,10,678,68,19.8,7.5,0.93,90,0.93,0.4,16,1.33,1.7,0.67,0.67,0,0,0.33,1.01,1.36,-0.35,-0.35,-0.29,Matches
265,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,31,1992,36,"2,559",71,74.8,28.4,0.99,83,0.49,0.28,30,0,1.33,0.99,1.2,-0.21,-0.21,-0.42,1.21,1.25,-0.03,-0.03,0.25,Matches
266,Enric García,es ESP,MF,Girona,18,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
267,Eric García,es ESP,"DF,MF",Barcelona,23,2001,29,"1,566",54,45.8,17.4,0.8,85,0.52,0.86,25,0.17,2.52,3.05,0.92,2.13,2.13,0.86,2.64,1.05,1.6,1.6,0.54,Matches
268,Fran Garcia,es ESP,DF,Real Madrid,24,1999,31,"2,171",70,63.5,24.1,1,87,0.79,0.29,13,0.29,2.1,2.24,0.95,1.29,1.29,0.64,2.25,1.13,1.12,1.11,0.71,Matches
269,Germán García,es ESP,GK,Betis,20,2004,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
270,Gonzalo García,es ESP,"FW,DF",Real Madrid,20,2004,3,56,19,1.6,0.6,0,,0,5,19,5,3,6.67,0,6.67,6.43,5.47,3.83,0.17,3.5,3.4,2.58,Matches
271,Jastin García,es ESP,FW,Girona,20,2004,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
