Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
534,David Soria,es ESP,GK,Getafe,31,1993,38,38,"3,420",38,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,Matches
535,Juan Soriano,es ESP,GK,Leganés,26,1997,6,6,540,6,0,0,0,0,0,0,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
536,Hugo Sotelo,es ESP,MF,Celta Vigo,20,2003,24,15,"1,254",13.9,0,0,0,0,0,0,0.36,0,0.01,0.01,0.12,0.13,1.51,5.97,2.73,0,0,0,0,0,0.01,0.12,0.13,0.01,0.13,Matches
537,Djibril Sow,ch SUI,MF,Sevilla,27,1997,30,24,"2,062",22.9,0.09,0.04,0.13,0.09,0,0,0.22,0,0.1,0.1,0.07,0.17,1,4.37,2.18,0.09,0.04,0.13,0.09,0.13,0.1,0.07,0.18,0.1,0.18,Matches
538,Carl Starfelt,se SWE,DF,Celta Vigo,29,1995,28,26,"2,270",25.2,0.04,0,0.04,0.04,0,0,0.2,0,0.02,0.02,0.01,0.03,0.44,2.62,0.04,0.04,0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,Matches
539,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,19,2004,23,9,944,10.5,0.29,0,0.29,0.29,0,0,0.1,0,0.5,0.5,0.02,0.51,0.57,0.86,4.76,0.29,0,0.29,0.29,0.29,0.5,0.02,0.52,0.5,0.52,Matches
540,Stoichkov,es ESP,"MF,FW",Alavés,30,1993,16,6,699,7.8,0,0.13,0.13,0,0,0,0.13,0,0.14,0.14,0.15,0.29,1.15,3.33,5.26,0,0.13,0.13,0,0.13,0.14,0.15,0.3,0.14,0.3,Matches
541,Cristhian Stuani,uy URU,FW,Girona,37,1986,32,6,"1,078",12,0.92,0.17,1.08,0.67,0.25,0.25,0.33,0,0.67,0.48,0.05,0.54,0.17,0.83,3,0.92,0.17,1.09,0.67,0.83,0.68,0.05,0.73,0.49,0.54,Matches
542,Álex Suárez,es ESP,DF,Las Palmas,31,1993,30,30,"2,460",27.3,0,0,0,0,0,0,0.44,0,0.02,0.02,0,0.02,0.22,1.94,0.11,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
543,Denis Suárez,es ESP,MF,Villarreal,30,1994,21,7,608,6.8,0.15,0.15,0.29,0.15,0,0,0,0,0.13,0.13,0.22,0.35,3.97,5.15,3.53,0.15,0.15,0.3,0.15,0.3,0.14,0.22,0.36,0.14,0.36,Matches
544,Luka Sučić,hr CRO,MF,Real Sociedad,21,2002,29,21,"1,792",19.9,0.05,0.05,0.1,0.05,0,0,0.2,0,0.17,0.17,0.13,0.3,1.51,3.97,2.81,0.05,0.05,0.1,0.05,0.1,0.17,0.13,0.3,0.17,0.3,Matches
545,Suso,es ESP,"FW,MF",Sevilla,30,1993,16,4,606,6.7,0,0.3,0.3,0,0,0,0.45,0,0.1,0.1,0.24,0.34,2.99,6.42,11,0,0.3,0.3,0,0.3,0.11,0.24,0.35,0.11,0.35,Matches
546,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,20,2004,32,15,"1,348",15,0.27,0.33,0.6,0.27,0,0,0.07,0,0.35,0.35,0.17,0.53,2.27,1.87,7.73,0.27,0.33,0.6,0.27,0.6,0.35,0.17,0.52,0.35,0.52,Matches
547,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,30,1994,29,17,"1,583",17.6,0.28,0.06,0.34,0.06,0.23,0.23,0.28,0,0.29,0.11,0.1,0.2,0.85,1.25,2.95,0.28,0.06,0.34,0.06,0.11,0.29,0.09,0.39,0.11,0.21,Matches
548,Wojciech Szczęsny,pl POL,GK,Barcelona,34,1990,15,15,"1,350",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
549,Alexander Sørloth,no NOR,FW,Atlético Madrid,28,1995,35,15,"1,566",17.4,1.15,0.11,1.26,1.09,0.06,0.06,0.23,0,0.97,0.92,0.09,1.01,1.84,1.78,4.66,1.15,0.11,1.26,1.09,1.21,0.97,0.09,1.06,0.92,1.01,Matches
550,Renato Tapia,pe PER,"MF,DF",Leganés,29,1995,34,28,"2,424",26.9,0.04,0,0.04,0.04,0,0,0.3,0,0.02,0.02,0.01,0.04,0.63,3.09,0.74,0.04,0,0.04,0.04,0.04,0.02,0.01,0.04,0.02,0.04,Matches
551,César Tárrega,es ESP,DF,Valencia,22,2002,34,34,"3,026",33.6,0.06,0,0.06,0.06,0,0,0.21,0,0.06,0.06,0,0.06,0.6,2.35,0.03,0.06,0,0.06,0.06,0.06,0.06,0,0.06,0.06,0.06,Matches
552,Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,24,2000,32,31,"2,689",29.9,0,0,0,0,0,0,0.17,0,0.06,0.06,0.02,0.07,0.64,5.15,0.43,0,0,0,0,0,0.06,0.02,0.07,0.06,0.07,Matches
553,Álvaro Tejero,es ESP,"MF,DF",Espanyol,28,1996,28,13,"1,238",13.8,0.07,0.29,0.36,0.07,0,0,0.14,0,0.04,0.04,0.21,0.25,1.96,3.33,5.22,0.07,0.29,0.36,0.07,0.36,0.04,0.21,0.26,0.04,0.26,Matches
554,Martín Tejón,es ESP,"MF,DF",Valencia,20,2004,4,0,49,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,8,12,0,0,0,0,0,0.16,0.05,0.21,0.16,0.21,Matches
555,Nahuel Tenaglia,ar ARG,DF,Alavés,28,1996,34,33,"2,922",32.5,0.06,0.03,0.09,0.06,0,0,0.34,0,0.07,0.07,0.05,0.11,1.29,3.17,3.02,0.06,0.03,0.09,0.06,0.09,0.07,0.05,0.12,0.07,0.12,Matches
556,Marc-André ter Stegen,de GER,GK,Barcelona,32,1992,8,8,674,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,Matches
557,Ramón Terrats,es ESP,"MF,FW",Villarreal,23,2000,11,1,131,1.5,0,0,0,0,0,0,0.67,0,0.07,0.07,0.2,0.2,0.67,4.67,2,0,0,0,0,0,0.04,0.19,0.22,0.04,0.22,Matches
558,Ramón Terrats,es ESP,"MF,FW",Getafe,23,2000,15,15,"1,219",13.5,0.3,0.07,0.37,0.3,0,0,0.07,0,0.16,0.16,0.19,0.35,0.59,2.67,2.74,0.3,0.07,0.37,0.3,0.37,0.16,0.19,0.35,0.16,0.35,Matches
559,Raúl de Tomás,es ESP,"DF,FW",Rayo Vallecano,29,1994,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,Matches
560,Pablo Torre,es ESP,"MF,FW",Barcelona,21,2003,10,4,310,3.4,0.88,0.29,1.18,0.88,0,0,0,0,0.12,0.12,0.24,0.32,1.47,5,5.88,0.87,0.29,1.16,0.87,1.16,0.11,0.23,0.33,0.11,0.33,Matches
561,David Torres,es ESP,DF,Valladolid,21,2003,18,15,"1,387",15.4,0,0,0,0,0,0,0.32,0,0.02,0.02,0,0.02,0.71,2.4,0.19,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
562,Ferrán Torres,es ESP,"FW,MF",Barcelona,24,2000,27,12,"1,106",12.3,0.81,0.49,1.3,0.81,0,0,0.08,0.08,0.65,0.65,0.25,0.89,1.87,2.85,7.97,0.81,0.49,1.3,0.81,1.3,0.65,0.25,0.9,0.65,0.9,Matches
563,Lucas Torró,es ESP,MF,Osasuna,30,1994,35,35,"2,957",32.9,0.09,0,0.09,0.09,0,0,0.3,0,0.07,0.07,0.04,0.11,0.3,3.31,0.91,0.09,0,0.09,0.09,0.09,0.07,0.04,0.11,0.07,0.11,Matches
564,Hamari Traoré,ml MLI,DF,Real Sociedad,32,1992,11,9,700,7.8,0,0.13,0.13,0,0,0,0.26,0,0,0,0.03,0.04,1.54,3.33,2.56,0,0.13,0.13,0,0.13,0.01,0.03,0.04,0.01,0.04,Matches
565,Óscar Trejo,ar ARG,MF,Rayo Vallecano,36,1988,19,6,496,5.5,0.18,0,0.18,0.18,0,0,0.18,0,0.11,0.11,0.18,0.29,2.73,6.73,5.09,0.18,0,0.18,0.18,0.18,0.11,0.18,0.28,0.11,0.28,Matches
566,Viktor Tsyhankov,ua UKR,"FW,MF",Girona,26,1997,27,23,"1,913",21.3,0.09,0.23,0.33,0.09,0,0,0.05,0,0.13,0.13,0.18,0.31,2.91,3.05,9.15,0.09,0.24,0.33,0.09,0.33,0.13,0.18,0.31,0.13,0.31,Matches
567,Beñat Turrientes,es ESP,MF,Real Sociedad,22,2002,21,11,942,10.5,0,0,0,0,0,0,0.38,0,0.06,0.06,0.02,0.07,1.71,4,2.67,0,0,0,0,0,0.05,0.01,0.07,0.05,0.07,Matches
568,Christantus Uche,ng NGA,"FW,MF",Getafe,21,2003,33,30,"2,486",27.6,0.14,0.22,0.36,0.14,0,0,0.29,0.07,0.14,0.14,0.11,0.24,1.56,1.78,5.36,0.14,0.22,0.36,0.14,0.36,0.14,0.1,0.24,0.14,0.24,Matches
569,Naci Ünüvar,nl NED,"MF,DF",Espanyol,21,2003,2,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0.33,3.33,3.33,13.3,0,0,0,0,0,0.14,0.09,0.23,0.14,0.23,Matches
570,Óscar Valentín,es ESP,MF,Rayo Vallecano,29,1994,34,18,"1,835",20.4,0,0,0,0,0,0,0.25,0,0.02,0.02,0.04,0.06,0.64,4.22,0.39,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06,Matches
571,Germán Valera,es ESP,MF,Valencia,22,2002,8,1,148,1.6,0,0,0,0,0,0,0,0,0.06,0.06,0,0.13,0.63,1.25,6.25,0,0,0,0,0,0.08,0.01,0.09,0.08,0.09,Matches
572,Martin Valjent,sk SVK,DF,Mallorca,28,1995,31,31,"2,763",30.7,0.1,0,0.1,0.1,0,0,0.13,0,0.03,0.03,0,0.03,0.75,2.96,0.55,0.1,0,0.1,0.1,0.1,0.03,0,0.03,0.03,0.03,Matches
573,Jesús Vallejo,es ESP,DF,Real Madrid,27,1997,4,1,138,1.5,0,0.67,0.67,0,0,0,0,0,0,0,0.07,0.07,0,3.33,0.67,0,0.65,0.65,0,0.65,0,0.08,0.08,0,0.08,Matches
574,Federico Valverde,uy URU,"MF,DF",Real Madrid,26,1998,36,34,"3,032",33.7,0.18,0.12,0.3,0.18,0,0,0.12,0,0.08,0.08,0.09,0.17,1.96,6.71,2.26,0.18,0.12,0.3,0.18,0.3,0.08,0.09,0.17,0.08,0.17,Matches
575,Siebe Van Der Heyden,be BEL,"DF,MF",Mallorca,26,1998,2,1,97,1.1,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0.91,4.55,0.91,0,0,0,0,0,0.03,0.07,0.1,0.03,0.1,Matches
576,Ruben Vargas,ch SUI,"FW,MF",Sevilla,25,1998,11,9,671,7.5,0.27,0.13,0.4,0.27,0,0,0,0,0.27,0.27,0.11,0.36,3.87,1.87,8.4,0.27,0.13,0.4,0.27,0.4,0.26,0.1,0.37,0.26,0.37,Matches
577,José Luis García Vayá,es ESP,MF,Valencia,25,1998,34,18,"1,742",19.4,0.1,0.1,0.21,0,0.1,0.1,0.41,0.05,0.11,0.03,0.11,0.13,0.67,7.32,0.98,0.1,0.1,0.21,0,0.1,0.11,0.11,0.22,0.03,0.14,Matches
578,Jesus Vazquez,es ESP,DF,Valencia,21,2003,19,10,919,10.2,0,0,0,0,0,0,0.29,0,0.01,0.01,0.06,0.08,3.14,2.06,4.71,0,0,0,0,0,0.01,0.06,0.08,0.01,0.08,Matches
579,Lucas Vázquez,es ESP,DF,Real Madrid,33,1991,32,25,"2,189",24.3,0.04,0.21,0.25,0.04,0,0,0.16,0,0.06,0.06,0.19,0.25,1.52,4.07,7.98,0.04,0.21,0.25,0.04,0.25,0.06,0.19,0.25,0.06,0.25,Matches
580,Alejo Véliz,ar ARG,FW,Espanyol,20,2003,27,10,"1,127",12.5,0.08,0,0.08,0.08,0,0,0.24,0,0.18,0.18,0.05,0.22,0.16,0.64,2.16,0.08,0,0.08,0.08,0.08,0.18,0.04,0.22,0.18,0.22,Matches
581,Mikel Vesga,es ESP,MF,Athletic Club,31,1993,25,10,988,11,0,0,0,0,0,0.09,0.09,0,0.11,0.04,0.09,0.13,0.91,5.82,2,0,0,0,0,0,0.11,0.09,0.2,0.04,0.13,Matches
582,Carlos Vicente,es ESP,"FW,MF",Alavés,25,1999,37,35,"3,092",34.4,0.15,0.15,0.29,0.12,0.03,0.03,0.09,0,0.1,0.08,0.16,0.24,3.02,1.98,6.57,0.15,0.15,0.29,0.12,0.26,0.1,0.16,0.26,0.08,0.24,Matches
583,Pau Victor,es ESP,FW,Barcelona,22,2001,21,2,319,3.5,0.57,0.29,0.86,0.57,0,0,0.57,0,0.86,0.86,0.26,1.11,1.71,3.14,8,0.56,0.28,0.85,0.56,0.85,0.85,0.24,1.09,0.85,1.09,Matches
584,Nacho Vidal,es ESP,DF,Osasuna,29,1995,5,1,124,1.4,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0.71,3.57,0,0,0,0,0,0,0,0,0,0,Matches
585,Fran Vieites,es ESP,GK,Betis,25,1999,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
586,Sergio Viera,es ESP,MF,Las Palmas,19,2005,2,1,96,1.1,0,0,0,0,0,0,0.91,0,0,0,0,0,0,1.82,1.82,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
587,Asier Villalibre,es ESP,FW,Alavés,26,1997,16,2,333,3.7,0.27,0.27,0.54,0,0.27,0.27,0.54,0,0.43,0.22,0.27,0.49,1.08,1.89,4.86,0.27,0.27,0.54,0,0.27,0.43,0.27,0.69,0.21,0.48,Matches
588,Iván Villar,es ESP,GK,Celta Vigo,27,1997,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
589,Viti,es ESP,DF,Las Palmas,26,1997,29,23,"1,982",22,0,0.09,0.09,0,0,0,0.23,0,0,0,0.06,0.06,1.95,2,2.95,0,0.09,0.09,0,0.09,0,0.06,0.06,0,0.06,Matches
590,Daniel Vivian,es ESP,DF,Athletic Club,25,1999,32,28,"2,608",29,0.14,0,0.14,0.14,0,0,0.1,0,0.07,0.07,0.01,0.08,1.24,6.38,0.21,0.14,0,0.14,0.14,0.14,0.07,0.01,0.08,0.07,0.08,Matches
591,Krapyvtsov Vladyslav,ua UKR,GK,Girona,19,2005,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
592,Iñaki Williams,gh GHA,FW,Athletic Club,30,1994,35,29,"2,652",29.5,0.2,0.27,0.47,0.2,0,0,0.03,0,0.26,0.26,0.26,0.52,3.63,2.58,10.2,0.2,0.27,0.48,0.2,0.48,0.26,0.27,0.52,0.26,0.52,Matches
593,Nico Williams,es ESP,FW,Athletic Club,22,2002,29,22,"1,996",22.2,0.23,0.23,0.45,0.23,0,0,0.05,0,0.19,0.19,0.16,0.35,5.32,3.11,11.4,0.23,0.23,0.45,0.23,0.45,0.19,0.16,0.35,0.19,0.35,Matches
594,Axel Witsel,be BEL,DF,Atlético Madrid,35,1989,14,9,852,9.5,0,0.11,0.11,0,0,0,0.11,0,0,0,0.05,0.06,0.21,2.21,0.11,0,0.11,0.11,0,0.11,0,0.06,0.06,0,0.06,Matches
595,Lamine Yamal,es ESP,FW,Barcelona,17,2007,35,31,"2,856",31.7,0.28,0.41,0.69,0.28,0,0,0.09,0,0.31,0.31,0.44,0.75,5.71,5.05,13.7,0.28,0.41,0.69,0.28,0.69,0.31,0.44,0.75,0.31,0.75,Matches
596,Daniel Yáñez,es ESP,FW,Real Madrid,17,2007,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
597,Bertuğ Yıldırım,tr TUR,FW,Getafe,22,2002,22,14,"1,083",12,0.08,0,0.08,0.08,0,0,0.58,0,0.21,0.21,0.1,0.31,0.67,1.17,4,0.08,0,0.08,0.08,0.08,0.21,0.1,0.31,0.21,0.31,Matches
598,Arsen Zakharyan,ru RUS,"MF,FW",Real Sociedad,21,2003,3,1,73,0.8,1.25,0,1.25,1.25,0,0,0,0,0.25,0.25,0.13,0.37,0,3.75,5,1.23,0,1.23,1.23,1.23,0.24,0.12,0.36,0.24,0.36,Matches
599,Bryan Zaragoza,es ESP,"FW,MF",Osasuna,23,2001,27,22,"1,836",20.4,0.05,0.29,0.34,0.05,0,0,0.2,0,0.13,0.13,0.16,0.29,5.15,2.45,6.86,0.05,0.29,0.34,0.05,0.34,0.13,0.16,0.29,0.13,0.29,Matches
600,Igor Zubeldia,es ESP,DF,Real Sociedad,27,1997,28,27,"2,269",25.2,0,0,0,0,0,0,0.24,0.04,0.02,0.02,0.02,0.04,0.87,4.01,0.12,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,Matches
601,Martín Zubimendi,es ESP,MF,Real Sociedad,25,1999,36,33,"2,962",32.9,0.06,0.03,0.09,0.06,0,0,0.18,0,0.08,0.08,0.03,0.11,1.16,5.93,1.31,0.06,0.03,0.09,0.06,0.09,0.08,0.03,0.11,0.08,0.11,Matches
