Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
372,Pere Milla,es ESP,"MF,FW",Espanyol,31,1992,5.1,13,2.57,11,1,0,1,0,0,1,0.2,1,0,0,0,0,0,Matches
373,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,25,1999,30.3,97,3.2,77,9,2,4,3,2,14,0.46,10,1,2,0,1,0,Matches
374,Kim Minsu,kr KOR,"MF,FW",Girona,18,2006,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
375,Bojan Miovski,mk MKD,FW,Girona,25,1999,9.7,10,1.03,4,0,1,2,2,1,4,0.41,2,0,0,1,1,0,Matches
376,Rafa Mir,es ESP,"FW,MF",Valencia,27,1997,8.4,11,1.31,8,0,0,3,0,0,4,0.48,2,0,0,2,0,0,Matches
377,Luka Modrić,hr CRO,MF,Real Madrid,38,1985,20.3,122,6.01,84,33,0,4,0,1,15,0.74,12,3,0,0,0,0,Matches
378,Johan Mojica,co COL,DF,Mallorca,31,1992,30.6,83,2.71,67,7,4,3,2,0,6,0.2,5,1,0,0,0,0,Matches
379,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,20,2003,30.2,106,3.52,76,0,17,7,5,1,6,0.2,3,0,1,1,1,0,Matches
380,Nahuel Molina,ar ARG,DF,Atlético Madrid,26,1998,17.7,44,2.49,32,6,3,1,0,2,5,0.28,5,0,0,0,0,0,Matches
381,Jon Moncayola,es ESP,MF,Osasuna,26,1998,23.3,67,2.87,46,18,0,2,0,1,4,0.17,3,1,0,0,0,0,Matches
382,Gonzalo Montiel,ar ARG,"DF,MF",Sevilla,27,1997,1.3,2,1.59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
383,Gerard Moreno,es ESP,FW,Villarreal,32,1992,8,39,4.87,31,0,2,3,2,1,4,0.5,2,0,0,1,1,0,Matches
384,Xavier Moreno,es ESP,FW,Valladolid,19,2004,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
385,Mateu Morey,es ESP,DF,Mallorca,24,2000,8.2,12,1.46,9,0,1,0,1,1,1,0.12,1,0,0,0,0,0,Matches
386,Ilaix Moriba,gn GUI,MF,Celta Vigo,21,2003,23.7,55,2.32,40,0,2,5,4,4,5,0.21,3,0,0,1,1,0,Matches
387,Manu Morlanes,es ESP,MF,Mallorca,25,1999,14.9,35,2.35,32,1,0,2,0,0,0,0,0,0,0,0,0,0,Matches
388,Raúl Moro,es ESP,"MF,FW",Valladolid,21,2002,26,94,3.61,57,13,19,1,3,1,9,0.35,6,0,2,0,1,0,Matches
389,Cristhian Mosquera,es ESP,DF,Valencia,20,2004,36.9,14,0.38,12,0,0,0,0,2,1,0.03,1,0,0,0,0,0,Matches
390,Santiago Mouriño,uy URU,DF,Alavés,22,2002,20.5,11,0.54,8,1,0,0,2,0,2,0.1,1,0,0,0,1,0,Matches
391,Abdul Mumin,gh GHA,DF,Rayo Vallecano,26,1998,22.4,11,0.49,10,0,0,0,1,0,3,0.13,3,0,0,0,0,0,Matches
392,Aihen Muñoz,es ESP,DF,Real Sociedad,26,1997,12.2,10,0.82,8,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches
393,Álex Muñoz,es ESP,DF,Las Palmas,30,1994,15.7,15,0.95,12,1,0,0,2,0,0,0,0,0,0,0,0,0,Matches
394,Iker Muñoz,es ESP,MF,Osasuna,21,2002,6.8,15,2.21,10,0,1,2,2,0,2,0.29,1,0,0,1,0,0,Matches
395,Javier Muñoz,es ESP,"MF,DF",Las Palmas,29,1995,28.8,58,2.02,44,4,5,0,3,2,8,0.28,7,1,0,0,0,0,Matches
396,Víctor Muñoz,es ESP,"FW,DF",Real Madrid,21,2003,0.4,1,2.5,1,0,0,0,0,0,1,2.5,1,0,0,0,0,0,Matches
397,Vedat Muriqi,xk KVX,FW,Mallorca,30,1994,22.9,45,1.97,30,0,2,8,4,1,6,0.26,5,0,0,0,1,0,Matches
398,Juan Musso,ar ARG,GK,Atlético Madrid,30,1994,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
399,Matija Nastasić,rs SRB,DF,Leganés,31,1993,23.4,6,0.26,5,0,0,0,1,0,1,0.04,0,0,0,0,1,0,Matches
400,Natan,br BRA,DF,Betis,23,2001,24.2,11,0.46,9,0,0,0,1,1,0,0,0,0,0,0,0,0,Matches
401,Pau Navarro,es ESP,DF,Villarreal,19,2005,10.2,6,0.59,6,0,0,0,0,0,1,0.1,1,0,0,0,0,0,Matches
402,Roberto Navarro,es ESP,"MF,FW",Mallorca,22,2002,14.2,44,3.1,36,1,4,1,2,0,2,0.14,2,0,0,0,0,0,Matches
403,Jesús Navas,es ESP,"FW,MF",Sevilla,38,1985,4.7,15,3.18,13,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
404,Yvan Neyou,cm CMR,MF,Leganés,27,1997,25.7,30,1.17,25,0,2,0,3,0,2,0.08,2,0,0,0,0,0,Matches
405,Tanguy Nianzou,fr FRA,DF,Sevilla,22,2002,5.8,1,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
406,Saúl Ñíguez,es ESP,MF,Sevilla,29,1994,17.3,50,2.9,38,0,0,8,1,3,8,0.46,7,0,0,1,0,0,Matches
407,Tamás Nikitscher,hu HUN,"MF,DF",Valladolid,24,1999,9.5,4,0.42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
408,Adrian Niño,es ESP,FW,Atlético Madrid,20,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
409,Hugo Novoa,es ESP,"DF,MF",Alavés,21,2003,2.6,6,2.28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
410,Randy Nteka,ao ANG,FW,Rayo Vallecano,26,1997,12.5,21,1.67,12,1,1,4,3,0,0,0,0,0,0,0,0,0,Matches
411,Unai Núñez,es ESP,DF,Athletic Club,27,1997,7.2,2,0.28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
412,Ørjan Nyland,no NOR,GK,Sevilla,33,1990,29.7,11,0.37,10,1,0,0,0,0,2,0.07,1,1,0,0,0,0,Matches
413,Allan Nyom,cm CMR,"DF,MF",Getafe,36,1988,9.9,11,1.12,7,0,0,1,2,1,3,0.3,2,0,0,1,0,0,Matches
414,Jan Oblak,si SVN,GK,Atlético Madrid,31,1993,36,6,0.17,4,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
415,Lucas Ocampos,ar ARG,FW,Sevilla,30,1994,1.9,7,3.6,7,0,0,0,0,0,2,1.03,2,0,0,0,0,0,Matches
416,Álvaro Odriozola,es ESP,DF,Real Sociedad,28,1995,0.5,1,2.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
417,Thiago Ojeda,ar ARG,MF,Villarreal,21,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
418,Aingeru Olabarrieta,es ESP,FW,Athletic Club,18,2005,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
419,Olasagasti,es ESP,MF,Real Sociedad,23,2000,9.5,16,1.68,14,0,0,1,1,0,2,0.21,2,0,0,0,0,0,Matches
420,Brian Oliván,es ESP,DF,Espanyol,30,1994,11.3,24,2.09,16,8,0,0,0,0,1,0.09,0,1,0,0,0,0,Matches
421,Lucas Oliveira Rosa,br BRA,DF,Valladolid,24,2000,21,31,1.48,24,1,2,2,1,1,1,0.05,1,0,0,0,0,0,Matches
422,Dani Olmo,es ESP,"MF,FW",Barcelona,26,1998,13.5,66,4.9,46,2,7,5,5,1,12,0.89,3,1,3,1,4,0,Matches
423,Aimar Oroz,es ESP,MF,Osasuna,22,2001,33,92,2.79,75,1,4,7,4,1,8,0.24,6,0,0,2,0,0,Matches
424,Ángel Ortíz,es ESP,DF,Betis,20,2004,3.9,6,1.53,5,0,0,0,1,0,2,0.51,2,0,0,0,0,0,Matches
425,Gabriel Osei Misehouy,nl NED,"FW,MF",Girona,19,2005,2.9,6,2.1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
426,David Otorbi,es ESP,MF,Valencia,16,2007,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
427,Jesús Owono,gq EQG,GK,Alavés,23,2001,5.4,1,0.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
428,Mikel Oyarzabal,es ESP,FW,Real Sociedad,27,1997,25,38,1.52,27,0,1,4,6,0,5,0.2,3,0,0,0,2,0,Matches
429,Cenk Özkacar,tr TUR,DF,Valladolid,23,2000,8.4,1,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
430,Jon Pacheco,es ESP,DF,Real Sociedad,23,2001,9.5,4,0.42,3,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
431,Alex Padilla,es ESP,GK,Athletic Club,20,2003,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
432,Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,29,1994,24,110,4.57,63,25,6,7,9,0,5,0.21,2,3,0,0,0,0,Matches
433,Aitor Paredes,es ESP,DF,Athletic Club,24,2000,20.1,8,0.4,8,0,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
434,Daniel Parejo,es ESP,MF,Villarreal,35,1989,25.3,77,3.05,61,13,0,2,1,0,12,0.48,10,1,0,1,0,0,Matches
435,Iago Parente,es ESP,DF,Valladolid,18,2006,0.8,2,2.54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
436,Álvaro Pascual,es ESP,FW,Sevilla,22,2002,4.5,6,1.32,4,0,0,2,0,0,1,0.22,1,0,0,0,0,0,Matches
437,Alfonso Pedraza,es ESP,"DF,MF",Villarreal,28,1996,5.1,17,3.33,12,1,2,2,0,0,3,0.59,2,0,0,1,0,0,Matches
438,Pedri,es ESP,MF,Barcelona,21,2002,32,165,5.16,148,8,2,2,4,1,17,0.53,15,1,1,0,0,0,Matches
439,Adrià Pedrosa,es ESP,DF,Sevilla,26,1998,25.5,47,1.84,31,8,4,3,1,0,4,0.16,4,0,0,0,0,0,Matches
440,Pejiño,es ESP,FW,Las Palmas,28,1996,0.2,1,5.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
441,Andy Pelmard,fr FRA,DF,Las Palmas,24,2000,2.3,3,1.32,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Matches
442,Iñaki Peña,es ESP,GK,Barcelona,25,1999,15.5,2,0.13,2,0,0,0,0,0,2,0.13,2,0,0,0,0,0,Matches
443,Rubén Peña,es ESP,"FW,DF",Osasuna,33,1991,8.6,23,2.67,19,1,1,0,2,0,1,0.12,0,0,0,0,1,0,Matches
444,Nicolas Pépé,ci CIV,"FW,MF",Villarreal,29,1995,16.7,65,3.9,46,8,5,2,4,0,7,0.42,7,0,0,0,0,0,Matches
445,Peque,es ESP,"MF,FW",Sevilla,21,2002,12.6,32,2.54,24,0,0,5,3,0,3,0.24,3,0,0,0,0,0,Matches
446,Ayoze Pérez,es ESP,FW,Villarreal,31,1993,21.9,72,3.26,50,0,9,7,4,2,5,0.23,2,0,2,1,0,0,Matches
447,Carles Pérez,es ESP,"MF,FW",Getafe,26,1998,15.9,40,2.52,26,1,6,2,3,2,1,0.06,0,0,0,0,0,1,Matches
448,Francisco Perez,es ESP,"FW,MF",Valencia,21,2002,6.3,16,2.53,16,0,0,0,0,0,1,0.16,1,0,0,0,0,0,Matches
449,Kike Pérez,es ESP,MF,Valladolid,27,1997,13.2,36,2.72,20,11,1,1,2,1,1,0.08,1,0,0,0,0,0,Matches
450,Luis Pérez,es ESP,DF,Valladolid,29,1995,28.4,53,1.86,46,6,0,0,0,1,2,0.07,2,0,0,0,0,0,Matches
451,Romain Perraud,fr FRA,DF,Betis,26,1997,22.2,36,1.62,32,1,1,2,0,0,5,0.23,4,0,0,1,0,0,Matches
452,Valentín Pezzolesi,es ESP,DF,Las Palmas,17,2007,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
453,Pica,es ESP,DF,Alavés,22,2002,5.5,3,0.54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
454,Yeremi Pino,es ESP,"MF,FW",Villarreal,21,2002,21.5,67,3.12,53,0,5,5,3,1,11,0.51,8,0,0,2,1,0,Matches
455,Portu,es ESP,"FW,MF",Girona,32,1992,8.7,25,2.88,20,1,3,1,0,0,4,0.46,3,0,1,0,0,0,Matches
456,Beñat Prados,es ESP,MF,Athletic Club,23,2001,19.1,21,1.1,20,0,0,1,0,0,3,0.16,3,0,0,0,0,0,Matches
457,Abdón Prats,es ESP,"FW,MF",Mallorca,31,1992,5.1,7,1.39,5,0,0,1,1,0,1,0.2,0,0,0,0,1,0,Matches
458,Javi Puado,es ESP,"FW,MF",Espanyol,26,1998,33,55,1.66,44,0,2,5,4,0,7,0.21,6,0,0,0,1,0,Matches
459,Dani Raba,es ESP,"FW,MF",Leganés,28,1995,20.9,107,5.12,47,22,19,3,11,5,14,0.67,8,1,3,0,1,1,Matches
460,Arnau Rafús,es ESP,GK,Valladolid,21,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
461,Antonio Raillo,es ESP,DF,Mallorca,32,1991,35.6,27,0.76,23,2,0,2,0,0,1,0.03,1,0,0,0,0,0,Matches
462,Benito Ramírez,es ESP,"DF,FW",Las Palmas,29,1995,5.3,28,5.29,21,3,0,2,2,0,0,0,0,0,0,0,0,0,Matches
463,Sandro Ramírez,es ESP,"FW,MF",Las Palmas,29,1995,22.6,59,2.61,31,18,0,2,8,0,6,0.27,3,1,0,0,2,0,Matches
464,Jacobo Ramón,es ESP,DF,Real Madrid,19,2005,2.3,4,1.76,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
465,Raphinha,br BRA,"FW,MF",Barcelona,27,1996,31.5,163,5.17,101,31,8,12,10,1,22,0.7,11,2,4,2,2,1,Matches
466,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,26,1998,34.1,91,2.67,68,5,8,6,2,2,5,0.15,3,0,0,2,0,0,Matches
467,Raúl,es ESP,"FW,MF",Osasuna,23,2000,8.3,16,1.92,5,0,4,3,4,0,2,0.24,0,0,2,0,0,0,Matches
468,Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,25,1998,4.3,10,2.34,7,0,1,2,0,0,0,0,0,0,0,0,0,0,Matches
469,Álex Remiro,es ESP,GK,Real Sociedad,29,1995,36,6,0.17,4,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
470,Daniel Requena,es ESP,MF,Villarreal,20,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
471,Diego Rico,es ESP,DF,Getafe,31,1993,31.3,75,2.39,48,22,1,2,2,0,8,0.26,2,3,1,1,1,0,Matches
472,Luis Rioja,es ESP,FW,Alavés,30,1993,0.3,1,3.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
473,Luis Rioja,es ESP,"MF,FW",Valencia,30,1993,31.5,82,2.61,65,8,5,1,2,1,10,0.32,8,1,0,1,0,0,Matches
474,Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,24,2000,5.7,29,5.05,27,1,1,0,0,0,1,0.17,1,0,0,0,0,0,Matches
475,Alberto Risco,es ESP,"MF,FW",Getafe,18,2005,0.8,6,7.71,5,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
476,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,28,1995,4.8,10,2.1,6,3,0,1,0,0,1,0.21,1,0,0,0,0,0,Matches
477,Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,19,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
478,Marc Roca,es ESP,MF,Betis,27,1996,10.1,24,2.38,19,1,2,1,0,1,1,0.1,1,0,0,0,0,0,Matches
479,Rodri,es ESP,FW,Betis,24,2000,1.3,11,8.39,7,2,0,1,0,1,0,0,0,0,0,0,0,0,Matches
480,Adrian Rodriguez,es ESP,GK,Alavés,23,2000,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
481,Álvaro Rodríguez,uy URU,FW,Getafe,20,2004,9.5,16,1.69,9,0,4,2,1,0,0,0,0,0,0,0,0,0,Matches
482,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,26,1998,14.8,48,3.25,30,7,5,3,2,1,9,0.61,5,1,1,1,0,1,Matches
483,Arturo Rodríguez,es ESP,FW,Las Palmas,17,2006,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
484,Damián Rodríguez,es ESP,MF,Celta Vigo,21,2003,10.3,26,2.52,17,9,0,0,0,0,2,0.19,2,0,0,0,0,0,Matches
485,Dani Rodríguez,es ESP,"MF,FW",Mallorca,36,1988,24,62,2.58,33,23,0,3,3,0,12,0.5,9,2,0,0,1,0,Matches
486,Daniel Rodriguez,es ESP,FW,Barcelona,18,2005,0.4,2,4.86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
487,James Rodríguez,co COL,"MF,FW",Rayo Vallecano,33,1991,1.6,6,3.86,4,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches
488,Javi Rodríguez,es ESP,DF,Celta Vigo,21,2003,27.9,35,1.25,29,0,2,1,3,0,3,0.11,3,0,0,0,0,0,Matches
489,Jesus Rodríguez,es ESP,FW,Betis,18,2005,12.3,34,2.75,17,0,8,2,7,0,5,0.41,3,0,0,1,1,0,Matches
490,Kirian Rodríguez,es ESP,MF,Las Palmas,28,1996,19.5,49,2.51,43,2,1,0,2,1,7,0.36,7,0,0,0,0,0,Matches
491,Ricardo Rodríguez,ch SUI,DF,Betis,31,1992,14.2,27,1.91,23,1,0,2,0,1,2,0.14,2,0,0,0,0,0,Matches
492,Rodrygo,br BRA,"FW,MF",Real Madrid,23,2001,21.4,106,4.95,66,18,13,3,5,1,9,0.42,7,0,1,0,1,0,Matches
493,Leo Román,es ESP,GK,Mallorca,24,2000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
494,Carlos Romero,es ESP,DF,Espanyol,22,2001,28.4,62,2.18,42,12,6,1,1,0,4,0.14,2,1,0,0,1,0,Matches
495,Isaac Romero,es ESP,FW,Sevilla,24,2000,24,44,1.84,30,1,5,3,5,0,7,0.29,4,0,1,2,0,0,Matches
496,Luka Romero,ar ARG,"FW,MF",Alavés,19,2004,2.2,8,3.62,4,1,1,0,1,1,1,0.45,1,0,0,0,0,0,Matches
497,Oriol Romeu,es ESP,MF,Girona,32,1991,15.1,20,1.33,20,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
498,Vitor Roque,br BRA,FW,Betis,19,2005,13.7,34,2.48,19,0,5,5,5,0,4,0.29,0,0,0,1,3,0,Matches
499,Valentin Rosier,fr FRA,DF,Leganés,27,1996,28.8,35,1.21,24,4,3,4,0,0,6,0.21,5,0,1,0,0,0,Matches
500,Antonio Rüdiger,de GER,DF,Real Madrid,31,1993,25.5,28,1.1,19,0,0,6,3,0,2,0.08,1,0,0,0,1,0,Matches
501,Aitor Ruibal,es ESP,"DF,FW",Betis,28,1996,14.6,36,2.46,31,2,1,1,1,0,4,0.27,4,0,0,0,0,0,Matches
502,Abel Ruiz,es ESP,FW,Girona,24,2000,15,17,1.14,12,0,1,3,1,0,1,0.07,0,0,0,1,0,0,Matches
503,Ferrán Ruiz,es ESP,MF,Girona,21,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
504,Youssouf Sabaly,sn SEN,DF,Betis,31,1993,17.6,19,1.08,17,1,1,0,0,0,3,0.17,3,0,0,0,0,0,Matches
505,Umar Sadiq,ng NGA,FW,Valencia,27,1997,9.2,15,1.64,8,0,2,2,1,2,3,0.33,0,0,1,1,0,1,Matches
506,Umar Sadiq,ng NGA,FW,Real Sociedad,27,1997,2.5,3,1.19,2,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
507,Jorge Sáenz,es ESP,DF,Leganés,27,1996,18.8,10,0.53,8,0,0,0,1,1,0,0,0,0,0,0,0,0,Matches
508,Jan Salas,es ESP,"MF,FW",Mallorca,18,2005,0.5,1,2.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
509,Kike Salas,es ESP,DF,Sevilla,22,2002,24.9,17,0.68,14,0,0,3,0,0,4,0.16,4,0,0,0,0,0,Matches
510,Albert Sambi Lokonga,be BEL,MF,Sevilla,24,1999,16.3,35,2.14,32,0,0,2,0,1,3,0.18,3,0,0,0,0,0,Matches
511,Chuky san jose,es ESP,MF,Valladolid,20,2004,8.1,15,1.86,9,3,1,0,2,0,2,0.25,0,0,1,0,1,0,Matches
512,Oihan Sancet,es ESP,MF,Athletic Club,24,2000,18,50,2.77,38,0,4,5,3,0,8,0.44,4,0,1,3,0,0,Matches
513,Antonio Sánchez,es ESP,"MF,DF",Mallorca,27,1997,15.5,18,1.16,12,2,1,2,1,0,0,0,0,0,0,0,0,0,Matches
514,Iván Sánchez,es ESP,"MF,FW",Valladolid,31,1992,15.6,64,4.11,46,7,4,1,5,1,5,0.32,5,0,0,0,0,0,Matches
515,Javi Sánchez,es ESP,DF,Valladolid,27,1997,22.5,14,0.62,13,0,0,1,0,0,2,0.09,1,0,0,1,0,0,Matches
516,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,20,2003,19.1,40,2.09,36,0,2,2,0,0,5,0.26,5,0,0,0,0,0,Matches
517,Manu Sánchez,es ESP,DF,Alavés,23,2000,29.3,40,1.37,28,5,0,5,2,0,3,0.1,2,0,0,1,0,0,Matches
518,Maroan Sannadi,es ESP,FW,Athletic Club,23,2001,8.4,16,1.91,8,0,4,2,2,0,2,0.24,1,0,0,0,1,0,Matches
519,Jesús Santiago,es ESP,MF,Getafe,20,2004,4.1,6,1.45,2,1,0,0,2,1,0,0,0,0,0,0,0,0,Matches
520,Aleksandar Sedlar,rs SRB,DF,Alavés,32,1991,6.6,2,0.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
521,Sergi,es ESP,DF,Leganés,32,1992,32.9,12,0.37,11,0,0,0,1,0,3,0.09,2,0,0,0,1,0,Matches
522,Nicolás Serrano,es ESP,FW,Athletic Club,21,2003,1.2,2,1.61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
523,Fábio Silva,pt POR,FW,Las Palmas,22,2002,20.7,43,2.08,30,0,4,3,5,1,5,0.24,3,0,1,1,0,0,Matches
524,Rui Silva,pt POR,GK,Betis,30,1994,15,5,0.33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
525,Giuliano Simeone,ar ARG,MF,Atlético Madrid,21,2002,21.4,50,2.34,40,0,5,2,3,0,9,0.42,7,0,1,0,1,0,Matches
526,Unai Simón,es ESP,GK,Athletic Club,27,1997,21,6,0.29,5,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
527,Daley Sinkgraven,nl NED,DF,Las Palmas,29,1995,1,2,1.98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
528,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,28,1995,6.8,8,1.17,5,0,0,1,0,2,0,0,0,0,0,0,0,0,Matches
529,Antonio Sivera,es ESP,GK,Alavés,27,1996,31.2,11,0.35,6,5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
530,Justin Smith,ca CAN,MF,Espanyol,21,2003,2.3,2,0.86,2,0,0,0,0,0,1,0.43,1,0,0,0,0,0,Matches
531,Alex Sola,es ESP,"MF,FW",Getafe,25,1999,11.4,26,2.28,17,0,6,0,3,0,2,0.18,2,0,0,0,0,0,Matches
532,Arnau Solà,es ESP,MF,Villarreal,21,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
533,Jhon Solis,co COL,MF,Girona,19,2004,5.9,6,1.01,5,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
534,David Soria,es ESP,GK,Getafe,31,1993,38,8,0.21,5,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
535,Juan Soriano,es ESP,GK,Leganés,26,1997,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
536,Hugo Sotelo,es ESP,MF,Celta Vigo,20,2003,13.9,40,2.87,27,12,0,0,0,1,0,0,0,0,0,0,0,0,Matches
537,Djibril Sow,ch SUI,MF,Sevilla,27,1997,22.9,64,2.79,58,0,0,1,3,2,4,0.17,4,0,0,0,0,0,Matches
538,Carl Starfelt,se SWE,DF,Celta Vigo,29,1995,25.2,18,0.71,16,0,0,1,0,1,1,0.04,1,0,0,0,0,0,Matches
539,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,19,2004,10.5,10,0.95,8,0,0,1,1,0,0,0,0,0,0,0,0,0,Matches
540,Stoichkov,es ESP,"MF,FW",Alavés,30,1993,7.8,28,3.6,17,0,2,3,4,2,2,0.26,1,0,0,1,0,0,Matches
541,Cristhian Stuani,uy URU,FW,Girona,37,1986,12,14,1.17,10,0,1,3,0,0,3,0.25,2,0,0,1,0,0,Matches
542,Álex Suárez,es ESP,DF,Las Palmas,31,1993,27.3,14,0.51,12,0,0,2,0,0,2,0.07,2,0,0,0,0,0,Matches
543,Denis Suárez,es ESP,MF,Villarreal,30,1994,6.8,28,4.14,20,6,0,2,0,0,3,0.44,3,0,0,0,0,0,Matches
544,Luka Sučić,hr CRO,MF,Real Sociedad,21,2002,19.9,55,2.76,44,0,3,5,2,1,5,0.25,5,0,0,0,0,0,Matches
545,Suso,es ESP,"FW,MF",Sevilla,30,1993,6.7,45,6.68,25,8,8,3,1,0,3,0.45,2,1,0,0,0,0,Matches
546,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,20,2004,15,36,2.4,24,0,3,8,1,0,8,0.53,6,0,1,1,0,0,Matches
547,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,30,1994,17.6,22,1.25,16,0,1,1,4,0,5,0.28,2,0,1,0,2,0,Matches
548,Wojciech Szczęsny,pl POL,GK,Barcelona,34,1990,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
549,Alexander Sørloth,no NOR,FW,Atlético Madrid,28,1995,17.4,30,1.73,19,0,4,5,2,0,5,0.29,2,0,2,1,0,0,Matches
550,Renato Tapia,pe PER,"MF,DF",Leganés,29,1995,26.9,24,0.89,19,2,1,0,1,1,4,0.15,4,0,0,0,0,0,Matches
551,César Tárrega,es ESP,DF,Valencia,22,2002,33.6,10,0.3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
552,Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,24,2000,29.9,34,1.14,33,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
553,Álvaro Tejero,es ESP,"MF,DF",Espanyol,28,1996,13.8,55,4,28,23,1,1,1,1,9,0.65,4,3,1,1,0,0,Matches
554,Martín Tejón,es ESP,"MF,DF",Valencia,20,2004,0.5,1,1.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
555,Nahuel Tenaglia,ar ARG,DF,Alavés,28,1996,32.5,51,1.57,28,10,2,2,8,1,4,0.12,1,0,0,0,3,0,Matches
556,Marc-André ter Stegen,de GER,GK,Barcelona,32,1992,7.5,1,0.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
557,Ramón Terrats,es ESP,"MF,FW",Villarreal,23,2000,1.5,4,2.73,2,0,0,1,1,0,0,0,0,0,0,0,0,0,Matches
