Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1,Max Aarons,eng ENG,"DF,MF",Valencia,24,2000,1.3,47,66,71.2,705,190,24,30,80,21,30,70,1,4,25,0,0,0,0,1,2,0,0,6,Matches
2,Rodrigo Abajas,es ESP,DF,Valencia,21,2003,0.7,17,29,58.6,268,110,11,14,78.6,4,7,57.1,2,7,28.6,0,0,0,0,0,0,0,0,2,Matches
3,Abel,es ESP,DF,Osasuna,23,2000,23,776,1071,72.5,12899,5046,385,439,87.7,315,401,78.6,58,158,36.7,0,1,1.5,-1,16,57,18,13,77,Matches
4,Nabil Aberdin,fr FRA,MF,Getafe,21,2002,2.9,36,61,59,680,267,12,20,60,12,19,63.2,8,13,61.5,0,0,0.1,0,1,7,2,0,6,Matches
5,Abdel Abqar,ma MAR,DF,Alavés,25,1999,27.4,719,939,76.6,16039,5771,180,194,92.8,421,460,91.5,114,258,44.2,1,0.3,0.4,0.7,8,67,10,2,79,Matches
6,Akor Adams,ng NGA,FW,Sevilla,24,2000,1.5,20,27,74.1,334,48,9,12,75,7,9,77.8,3,5,60,0,0,0,0,0,3,1,0,5,Matches
7,Adrián,es ESP,GK,Betis,37,1987,19,474,619,76.6,12206,8309,74,76,97.4,265,268,98.9,134,269,49.8,0,0,0,0,0,4,0,0,0,Matches
8,Julen Agirrezabala,es ESP,GK,Athletic Club,23,2000,13.4,281,411,68.4,7681,5777,46,46,100,165,165,100,70,196,35.7,0,0,0,0,0,1,0,0,0,Matches
9,Lucien Agoume,fr FRA,MF,Sevilla,22,2002,23.5,1007,1236,81.5,15958,5460,545,601,90.7,357,425,84,79,142,55.6,3,2.5,1.6,0.5,27,126,19,3,135,Matches
10,Álvaro Aguado,es ESP,MF,Espanyol,28,1996,4.9,193,248,77.8,3748,1187,63,81,77.8,99,116,85.3,28,40,70,1,0.6,0.4,0.4,4,31,8,3,37,Matches
11,Lorenzo Aguado,es ESP,DF,Real Madrid,21,2002,0.1,1,1,100,34,0,0,0,,0,0,,1,1,100,0,0,0,0,0,0,0,0,0,Matches
12,Nayef Aguerd,ma MAR,DF,Real Sociedad,28,1996,19.6,1213,1389,87.3,23636,8366,438,462,94.8,618,662,93.4,144,229,62.9,0,0.1,0.3,-0.1,5,87,3,1,75,Matches
13,Joseph Aidoo,gh GHA,DF,Valladolid,28,1995,6.5,337,378,89.2,7044,2518,80,87,92,215,226,95.1,41,63,65.1,0,0,0.1,0,0,9,2,0,14,Matches
14,Joseph Aidoo,gh GHA,DF,Celta Vigo,28,1995,0,6,7,85.7,126,81,1,1,100,5,5,100,0,0,,0,0,0,0,0,0,0,0,1,Matches
15,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,20,2004,6.5,136,185,73.5,2161,534,76,88,86.4,46,63,73,8,14,57.1,0,1,1.7,-1,9,5,8,2,12,Matches
16,David Alaba,at AUT,DF,Real Madrid,32,1992,3.5,206,228,90.4,3522,1456,90,90,100,96,98,98,15,32,46.9,0,0.1,0.1,-0.1,1,11,1,0,7,Matches
17,Ibrahim Alani,ng NGA,MF,Valladolid,18,2006,1.8,71,85,83.5,1385,298,23,25,92,37,39,94.9,8,15,53.3,0,0,0,0,0,7,0,0,5,Matches
18,Raúl Albiol,es ESP,DF,Villarreal,38,1985,13.2,727,813,89.4,14582,6006,213,225,94.7,433,463,93.5,76,115,66.1,0,0,0.1,0,0,26,1,0,34,Matches
19,Omar Alderete,py PAR,DF,Getafe,27,1996,33,724,1106,65.5,16992,7859,191,235,81.3,367,464,79.1,163,366,44.5,0,0.9,0.9,-0.9,11,132,15,2,112,Matches
20,Carles Aleñá,es ESP,"MF,FW",Getafe,26,1998,5,93,117,79.5,1504,299,45,55,81.8,38,44,86.4,6,11,54.5,0,0.1,0.1,-0.1,3,9,3,1,12,Matches
21,Carles Aleñá,es ESP,"MF,FW",Alavés,26,1998,12.1,359,472,76.1,5385,1500,196,221,88.7,122,155,78.7,25,48,52.1,2,1.3,1.3,0.7,19,35,14,2,58,Matches
22,Alfon,es ESP,"FW,MF",Celta Vigo,25,1999,15.2,263,377,69.8,3844,521,146,165,88.5,94,132,71.2,11,27,40.7,2,2.6,2.1,-0.6,24,8,7,1,22,Matches
23,Tadeo Allende,ar ARG,FW,Celta Vigo,25,1999,0,1,3,33.3,7,1,1,2,50,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
24,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Valencia,24,2000,22,798,947,84.3,13067,3738,415,444,93.5,277,318,87.1,77,123,62.6,4,3.2,4.9,0.8,43,96,24,5,142,Matches
25,Iker Almena,es ESP,"FW,DF",Girona,20,2004,0.5,23,32,71.9,328,34,13,14,92.9,10,14,71.4,0,1,0,1,0.7,0.4,0.3,2,0,0,0,2,Matches
26,Marcos Alonso,es ESP,DF,Celta Vigo,33,1990,29.4,2139,2397,89.2,38937,14018,852,902,94.5,1078,1140,94.6,180,288,62.5,0,1.3,2,-1.3,21,226,21,6,215,Matches
27,Adrià Altimira,es ESP,"DF,FW",Leganés,23,2001,18.1,483,615,78.5,7731,2148,255,292,87.3,186,237,78.5,34,61,55.7,0,0.5,0.7,-0.5,11,34,10,2,42,Matches
28,Sergi Altimira,es ESP,MF,Betis,22,2001,21.9,1123,1258,89.3,18063,4176,560,608,92.1,443,480,92.3,82,101,81.2,1,1.7,1.2,-0.7,22,91,13,0,99,Matches
29,Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,21,2003,17.5,799,1013,78.9,12210,3255,429,492,87.2,319,385,82.9,32,57,56.1,3,1.1,2.1,1.9,17,35,15,3,60,Matches
30,Julián Álvarez,ar ARG,FW,Atlético Madrid,24,2000,27.9,717,966,74.2,10651,2652,404,486,83.1,214,267,80.1,53,114,46.5,4,5.3,5.3,-1.3,41,45,38,5,92,Matches
31,Yeray Álvarez,es ESP,DF,Athletic Club,29,1995,19.8,994,1182,84.1,20211,7016,283,316,89.6,608,651,93.4,100,193,51.8,0,0.2,0.4,-0.2,4,80,3,2,105,Matches
32,Selim Amallah,ma MAR,MF,Valladolid,27,1996,15.3,318,406,78.3,5560,1659,161,177,91,99,118,83.9,45,76,59.2,1,1.1,1.1,-0.1,13,42,11,0,57,Matches
33,Amath,sn SEN,"FW,DF",Valladolid,28,1996,4.2,86,112,76.8,1337,301,49,53,92.5,26,32,81.3,8,15,53.3,1,0.5,0.5,0.5,6,4,4,2,12,Matches
34,Marcos André,br BRA,FW,Valladolid,27,1996,13.2,138,210,65.7,2358,395,79,103,76.7,42,65,64.6,14,18,77.8,2,0.8,0.3,1.2,9,13,3,0,16,Matches
35,Leandro Antonetti,pr PUR,FW,Sevilla,21,2003,0.3,2,4,50,19,6,2,2,100,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,Matches
36,Antoniu,es ESP,"FW,MF",Espanyol,21,2002,11.4,148,221,67,2071,636,89,109,81.7,47,67,70.1,4,14,28.6,1,1.1,1.1,-0.1,7,10,7,3,28,Matches
37,Antony,br BRA,FW,Betis,24,2000,15.1,622,768,81,8403,2211,400,452,88.5,155,201,77.1,29,53,54.7,2,3.5,2.9,-1.5,36,34,43,7,67,Matches
38,Anuar,ma MAR,"MF,FW",Valladolid,29,1995,19.1,411,505,81.4,6137,1132,217,249,87.1,158,191,82.7,17,31,54.8,0,1.2,0.7,-1.2,7,19,3,2,30,Matches
39,Aritz Arambarri,es ESP,DF,Leganés,26,1998,2,49,67,73.1,1025,258,11,13,84.6,34,41,82.9,4,12,33.3,0,0,0,0,0,1,0,0,2,Matches
40,Mauro Arambarri,uy URU,MF,Getafe,28,1995,29.6,586,800,73.3,10098,2457,268,336,79.8,244,302,80.8,58,117,49.6,0,0.6,0.6,-0.6,17,74,4,1,75,Matches
41,Jon Aramburu,ve VEN,DF,Real Sociedad,22,2002,27.3,1190,1518,78.4,17685,7225,639,711,89.9,460,593,77.6,49,122,40.2,1,1.1,1.4,-0.1,15,82,11,6,97,Matches
42,Ronald Araújo,uy URU,DF,Barcelona,25,1999,8.4,666,725,91.9,12408,3957,218,234,93.2,388,406,95.6,50,70,71.4,1,0.4,0.2,0.6,4,51,3,0,49,Matches
43,Adu Ares,es ESP,FW,Athletic Club,22,2001,0.2,5,9,55.6,64,15,3,5,60,2,3,66.7,0,0,,0,0,0,0,0,0,1,0,3,Matches
44,Jesús Areso,es ESP,DF,Osasuna,25,1999,34.2,1139,1573,72.4,19266,8143,551,624,88.3,460,631,72.9,102,219,46.6,3,3.5,3.1,-0.5,30,96,50,30,106,Matches
45,David Argüelles,es ESP,MF,Getafe,22,2002,0.1,3,5,60,25,2,3,4,75,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,Matches
46,José Arnaiz,es ESP,"FW,MF",Osasuna,29,1995,1.5,52,77,67.5,720,249,32,36,88.9,8,15,53.3,6,15,40,0,0.1,0.4,-0.1,3,2,4,3,4,Matches
47,Sergio Arribas,es ESP,DF,Betis,21,2003,1,37,54,68.5,533,210,22,23,95.7,12,20,60,2,5,40,0,0,0,0,0,1,0,0,1,Matches
48,Takuma Asano,jp JPN,"FW,MF",Mallorca,29,1994,11.7,148,219,67.6,2071,485,93,110,84.5,48,67,71.6,4,17,23.5,1,0.7,0.6,0.3,6,8,3,2,20,Matches
49,Raúl Asencio,es ESP,DF,Real Madrid,21,2003,18.6,927,988,93.8,15881,5389,414,429,96.5,443,460,96.3,57,82,69.5,1,0.6,0.4,0.4,6,47,3,0,27,Matches
50,Iago Aspas,es ESP,"FW,MF",Celta Vigo,36,1987,19.4,661,877,75.4,10703,3064,349,429,81.4,201,253,79.4,73,105,69.5,5,4.6,3.9,0.4,38,74,35,4,132,Matches
51,Yaser Asprilla,co COL,"FW,MF",Girona,20,2003,15.6,471,653,72.1,8613,2194,219,257,85.2,184,239,77,62,115,53.9,1,2.8,3.4,-1.8,24,35,38,9,77,Matches
52,Ezequiel Ávila,ar ARG,FW,Betis,30,1994,7.5,166,238,69.7,2762,614,89,110,80.9,56,78,71.8,16,30,53.3,0,1,1,-1,15,1,11,6,18,Matches
53,Adam Aznou,ma MAR,DF,Valladolid,18,2006,9.7,245,343,71.4,3660,1261,138,161,85.7,84,118,71.2,16,37,43.2,0,0.3,0.4,-0.3,6,17,4,2,25,Matches
54,César Azpilicueta,es ESP,DF,Atlético Madrid,34,1989,9.7,581,671,86.6,9034,3451,300,320,93.8,240,269,89.2,28,63,44.4,0,0.1,0.4,-0.1,3,46,4,1,66,Matches
55,Papa Ba,es ESP,MF,Girona,19,2004,0.5,5,13,38.5,79,7,3,8,37.5,1,2,50,1,2,50,0,0,0,0,0,1,0,0,0,Matches
56,Loïc Bade,fr FRA,DF,Sevilla,24,2000,29.8,1562,1822,85.7,31207,11821,536,572,93.7,856,911,94,164,307,53.4,1,0.7,0.2,0.3,4,94,3,0,62,Matches
57,Alex Baena,es ESP,"MF,FW",Villarreal,23,2001,28.8,857,1287,66.6,17433,6579,314,394,79.7,393,535,73.5,138,278,49.6,9,11.7,12.6,-2.7,95,95,72,19,189,Matches
58,Juma Bah,sl SLE,DF,Valladolid,18,2006,9.6,330,407,81.1,6294,2123,118,131,90.1,177,191,92.7,31,73,42.5,0,0,0,0,1,15,0,0,13,Matches
59,Eric Bailly,ci CIV,DF,Villarreal,30,1994,6.9,280,320,87.5,5019,1914,103,109,94.5,150,165,90.9,23,41,56.1,0,0,0,0,0,18,0,0,18,Matches
60,Stefan Bajcetic,es ESP,"MF,DF",Las Palmas,19,2004,10.8,300,418,71.8,5892,1599,119,150,79.3,129,158,81.6,48,88,54.5,0,0.2,0.3,-0.2,7,28,8,0,39,Matches
61,Cédric Bakambu,cd COD,FW,Betis,33,1991,7.9,84,126,66.7,967,218,60,78,76.9,15,28,53.6,2,4,50,2,0.6,0.8,1.4,8,9,5,0,14,Matches
62,Alejandro Balde,es ESP,DF,Barcelona,20,2003,25.4,1306,1484,88,19158,3986,734,785,93.5,495,547,90.5,43,71,60.6,4,3.4,2.8,0.6,26,51,39,11,93,Matches
63,Iván Balliu,al ALB,DF,Rayo Vallecano,32,1992,13.3,492,649,75.8,8082,3338,247,272,90.8,202,256,78.9,34,85,40,0,0.5,0.4,-0.5,7,38,6,4,46,Matches
64,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,28,1996,9,287,364,78.8,4015,1041,170,197,86.3,85,102,83.3,14,24,58.3,1,1.8,1.6,-0.8,12,20,13,6,30,Matches
65,Adrian Baquerin,es ESP,FW,Valladolid,17,2007,0.5,9,10,90,122,11,5,5,100,2,2,100,1,2,50,0,0,0,0,0,0,1,0,1,Matches
66,Valentín Barco,ar ARG,"DF,FW",Sevilla,20,2004,3.2,139,191,72.8,2139,895,77,88,87.5,38,53,71.7,13,30,43.3,0,0.6,0.3,-0.6,6,12,3,0,13,Matches
67,Borna Barišić,hr CRO,DF,Leganés,31,1992,0.1,3,4,75,48,2,1,1,100,2,2,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
68,Kike Barja,es ESP,"FW,MF",Osasuna,27,1997,3.5,74,114,64.9,1428,431,33,40,82.5,26,37,70.3,12,21,57.1,1,1.2,1.3,-0.2,10,3,8,7,4,Matches
69,Enzo Barrenechea,ar ARG,MF,Valencia,23,2001,24.3,1170,1352,86.5,20141,5421,554,607,91.3,490,541,90.6,105,153,68.6,2,0.9,1.1,1.1,15,143,7,0,126,Matches
70,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,22,2001,14,375,529,70.9,6235,1409,202,241,83.8,118,163,72.4,42,71,59.2,3,1.9,2.5,1.1,16,23,22,4,48,Matches
71,Pablo Barrios,es ESP,MF,Atlético Madrid,21,2003,25.9,1299,1511,86,20821,5648,685,749,91.5,496,547,90.7,88,139,63.3,4,2.4,2,1.6,26,148,24,5,142,Matches
72,Thierno Barry,fr FRA,FW,Villarreal,21,2002,25.8,209,337,62,2946,546,118,172,68.6,70,116,60.3,9,19,47.4,4,2.9,2,1.1,23,14,12,1,27,Matches
73,Marc Bartra,es ESP,DF,Betis,33,1991,23.3,945,1163,81.3,19271,6573,314,337,93.2,493,546,90.3,126,249,50.6,1,0.2,0.3,0.8,4,64,5,1,68,Matches
74,Aboubacar Bassinga,ci CIV,MF,Las Palmas,19,2005,0,2,4,50,53,0,1,1,100,0,0,,1,3,33.3,0,0,0,0,0,0,0,0,0,Matches
75,Augusto Batalla,ar ARG,GK,Rayo Vallecano,28,1996,32,784,1177,66.6,23121,17259,121,122,99.2,397,403,98.5,265,645,41.1,0,0,0.1,0,1,25,1,0,2,Matches
76,Rafael Bauza,es ESP,MF,Espanyol,19,2005,2,46,54,85.2,779,192,24,25,96,17,20,85,4,7,57.1,0,0,0,0,0,3,1,0,7,Matches
77,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,29,1995,11.1,200,313,63.9,3391,742,105,132,79.5,77,121,63.6,15,33,45.5,1,2,1.7,-1,8,6,17,5,23,Matches
