Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
524,Rui Silva,pt POR,GK,Betis,30,1994,15,412,524,78.6,10283,6196,66,66,100,250,250,100,93,203,45.8,0,0.1,0,-0.1,2,5,0,0,0,Matches
525,Giuliano Simeone,ar ARG,MF,Atlético Madrid,21,2002,21.4,600,795,75.5,7159,2076,431,501,86,123,174,70.7,11,33,33.3,6,5.2,4.7,0.8,24,30,27,10,49,Matches
526,Unai Simón,es ESP,GK,Athletic Club,27,1997,21,455,654,69.6,13411,10784,64,64,100,238,242,98.3,152,343,44.3,0,0,0,0,0,12,0,0,0,Matches
527,Daley Sinkgraven,nl NED,DF,Las Palmas,29,1995,1,50,66,75.8,682,211,31,31,100,17,25,68,1,7,14.3,0,0,0,0,1,2,1,0,3,Matches
528,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,28,1995,6.8,435,481,90.4,7809,2959,162,173,93.6,238,252,94.4,32,46,69.6,0,0,0.1,0,1,33,0,0,43,Matches
529,Antonio Sivera,es ESP,GK,Alavés,27,1996,31.2,521,967,53.9,22083,19812,37,37,100,150,153,98,332,771,43.1,0,0.1,0.2,-0.1,1,42,1,0,1,Matches
530,Justin Smith,ca CAN,MF,Espanyol,21,2003,2.3,40,61,65.6,654,165,16,25,64,20,26,76.9,2,6,33.3,0,0,0,0,1,3,0,0,6,Matches
531,Alex Sola,es ESP,"MF,FW",Getafe,25,1999,11.4,155,242,64,2177,529,100,125,80,39,59,66.1,9,29,31,1,0.7,0.8,0.3,9,12,2,1,23,Matches
532,Arnau Solà,es ESP,MF,Villarreal,21,2003,0.1,1,2,50,11,3,1,2,50,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
533,Jhon Solis,co COL,MF,Girona,19,2004,5.9,264,295,89.5,4005,885,142,150,94.7,111,122,91,7,12,58.3,0,0.1,0.3,-0.1,2,29,1,1,29,Matches
534,David Soria,es ESP,GK,Getafe,31,1993,38,513,1029,49.9,22539,20168,29,29,100,137,139,98.6,346,854,40.5,0,0,0.2,0,0,51,1,0,1,Matches
535,Juan Soriano,es ESP,GK,Leganés,26,1997,6,98,185,53,3513,2922,17,17,100,35,35,100,46,133,34.6,0,0,0,0,0,0,0,0,0,Matches
536,Hugo Sotelo,es ESP,MF,Celta Vigo,20,2003,13.9,873,1018,85.8,16257,4277,351,371,94.6,400,436,91.7,102,170,60,0,1.7,1.8,-1.7,19,100,12,3,83,Matches
537,Djibril Sow,ch SUI,MF,Sevilla,27,1997,22.9,883,994,88.8,14168,3459,441,482,91.5,366,397,92.2,54,71,76.1,1,1.6,1,-0.6,21,87,10,1,100,Matches
538,Carl Starfelt,se SWE,DF,Celta Vigo,29,1995,25.2,1539,1643,93.7,27778,9742,555,579,95.9,895,937,95.5,80,105,76.2,0,0.2,0.2,-0.2,6,56,1,0,66,Matches
539,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,19,2004,10.5,104,197,52.8,1158,178,72,113,63.7,22,38,57.9,0,6,0,0,0.2,0.5,-0.2,5,4,3,1,9,Matches
540,Stoichkov,es ESP,"MF,FW",Alavés,30,1993,7.8,132,214,61.7,2161,697,61,82,74.4,50,73,68.5,14,33,42.4,1,1.2,0.7,-0.2,7,16,10,1,26,Matches
541,Cristhian Stuani,uy URU,FW,Girona,37,1986,12,107,154,69.5,1450,161,68,85,80,32,50,64,3,8,37.5,2,0.6,1,1.4,6,1,3,0,10,Matches
542,Álex Suárez,es ESP,DF,Las Palmas,31,1993,27.3,1165,1357,85.9,21803,7921,408,431,94.7,649,705,92.1,91,181,50.3,0,0.1,0.2,-0.1,3,50,3,0,53,Matches
543,Denis Suárez,es ESP,MF,Villarreal,30,1994,6.8,228,291,78.4,3710,1203,123,141,87.2,77,90,85.6,20,39,51.3,1,1.5,1.8,-0.5,14,21,8,3,35,Matches
544,Luka Sučić,hr CRO,MF,Real Sociedad,21,2002,19.9,727,882,82.4,11561,2321,387,429,90.2,262,299,87.6,55,89,61.8,1,2.6,2.2,-1.6,25,52,13,2,79,Matches
545,Suso,es ESP,"FW,MF",Sevilla,30,1993,6.7,285,385,74,4789,1573,146,160,91.3,94,123,76.4,33,72,45.8,2,1.6,1.3,0.4,22,31,13,4,43,Matches
546,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,20,2004,15,266,363,73.3,3749,737,161,196,82.1,75,100,75,14,24,58.3,5,2.6,2.2,2.4,16,16,12,1,28,Matches
547,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,30,1994,17.6,177,282,62.8,2675,420,103,140,73.6,59,93,63.4,9,14,64.3,1,1.7,0.6,-0.7,14,13,5,0,22,Matches
548,Wojciech Szczęsny,pl POL,GK,Barcelona,34,1990,15,402,454,88.5,9086,5717,81,81,100,251,254,98.8,68,115,59.1,0,0,0,0,0,1,0,0,0,Matches
549,Alexander Sørloth,no NOR,FW,Atlético Madrid,28,1995,17.4,229,359,63.8,2905,601,142,213,66.7,63,95,66.3,5,7,71.4,2,1.6,0.7,0.4,13,19,10,1,31,Matches
550,Renato Tapia,pe PER,"MF,DF",Leganés,29,1995,26.9,838,1070,78.3,14894,4774,401,452,88.7,338,399,84.7,87,162,53.7,0,0.4,0.8,-0.4,8,80,9,0,83,Matches
551,César Tárrega,es ESP,DF,Valencia,22,2002,33.6,1428,1692,84.4,27168,9416,477,512,93.2,817,892,91.6,127,247,51.4,0,0.1,0.2,-0.1,3,79,1,0,79,Matches
552,Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,24,2000,29.9,1869,2025,92.3,32598,10694,787,827,95.2,925,979,94.5,134,177,75.7,0,0.6,0.9,-0.6,5,176,9,1,154,Matches
553,Álvaro Tejero,es ESP,"MF,DF",Espanyol,28,1996,13.8,453,626,72.4,8414,3082,191,213,89.7,194,235,82.6,57,137,41.6,4,2.9,3.6,1.1,33,26,21,12,46,Matches
554,Martín Tejón,es ESP,"MF,DF",Valencia,20,2004,0.5,20,26,76.9,328,95,10,12,83.3,8,10,80,1,2,50,0,0,0,0,1,2,0,0,4,Matches
555,Nahuel Tenaglia,ar ARG,DF,Alavés,28,1996,32.5,1017,1410,72.1,17640,8188,466,544,85.7,465,617,75.4,74,177,41.8,1,1.6,1.4,-0.6,19,85,19,9,103,Matches
556,Marc-André ter Stegen,de GER,GK,Barcelona,32,1992,7.5,233,251,92.8,5847,4091,26,26,100,151,153,98.7,56,72,77.8,0,0,0,0,0,1,1,0,2,Matches
557,Ramón Terrats,es ESP,"MF,FW",Villarreal,23,2000,1.5,64,79,81,1157,305,28,29,96.6,27,35,77.1,7,12,58.3,0,0.3,0.4,-0.3,1,7,2,1,7,Matches
558,Ramón Terrats,es ESP,"MF,FW",Getafe,23,2000,13.5,228,352,64.8,3750,1171,121,145,83.4,79,115,68.7,20,69,29,1,2.5,1.1,-1.5,16,29,9,3,36,Matches
559,Raúl de Tomás,es ESP,"DF,FW",Rayo Vallecano,29,1994,0.2,5,6,83.3,50,0,4,4,100,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,Matches
560,Pablo Torre,es ESP,"MF,FW",Barcelona,21,2003,3.4,180,220,81.8,2702,678,96,108,88.9,65,73,89,11,21,52.4,1,0.8,1.3,0.2,8,13,4,1,17,Matches
561,David Torres,es ESP,DF,Valladolid,21,2003,15.4,589,714,82.5,11231,4594,193,205,94.1,335,373,89.8,59,115,51.3,0,0,0.1,0,1,27,1,1,37,Matches
562,Ferrán Torres,es ESP,"FW,MF",Barcelona,24,2000,12.3,267,360,74.2,3409,773,164,192,85.4,71,91,78,11,30,36.7,6,3.1,2.6,2.9,19,17,18,2,35,Matches
563,Lucas Torró,es ESP,MF,Osasuna,30,1994,32.9,1026,1363,75.3,17419,5017,481,607,79.2,428,527,81.2,87,162,53.7,0,1.2,1.7,-1.2,10,114,5,0,109,Matches
564,Hamari Traoré,ml MLI,DF,Real Sociedad,32,1992,7.8,381,460,82.8,6499,2206,184,201,91.5,161,197,81.7,35,53,66,1,0.2,0.4,0.8,3,17,5,2,26,Matches
565,Óscar Trejo,ar ARG,MF,Rayo Vallecano,36,1988,5.5,261,312,83.7,3441,775,171,187,91.4,67,82,81.7,10,20,50,0,1,0.3,-1,9,30,5,0,37,Matches
566,Viktor Tsyhankov,ua UKR,"FW,MF",Girona,26,1997,21.3,646,871,74.2,9793,2532,361,416,86.8,192,259,74.1,52,118,44.1,5,3.9,4.3,1.1,33,38,24,6,65,Matches
567,Beñat Turrientes,es ESP,MF,Real Sociedad,22,2002,10.5,405,452,89.6,6925,1458,203,220,92.3,145,155,93.5,43,58,74.1,0,0.2,0.4,-0.2,3,40,2,1,42,Matches
568,Christantus Uche,ng NGA,"FW,MF",Getafe,21,2003,27.6,387,592,65.4,5080,1266,248,328,75.6,101,157,64.3,12,32,37.5,6,2.9,3.1,3.1,29,37,16,4,49,Matches
569,Naci Ünüvar,nl NED,"MF,DF",Espanyol,21,2003,0.3,13,18,72.2,193,38,7,8,87.5,3,3,100,2,4,50,0,0,0.1,0,1,1,1,1,1,Matches
570,Óscar Valentín,es ESP,MF,Rayo Vallecano,29,1994,20.4,688,830,82.9,10843,3821,353,393,89.8,281,324,86.7,41,71,57.7,0,0.9,1.1,-0.9,13,74,6,1,86,Matches
571,Germán Valera,es ESP,MF,Valencia,22,2002,1.6,34,47,72.3,474,50,20,24,83.3,13,14,92.9,1,7,14.3,0,0,0,0,1,3,0,0,2,Matches
572,Martin Valjent,sk SVK,DF,Mallorca,28,1995,30.7,1195,1391,85.9,22418,8493,441,480,91.9,608,647,94,128,223,57.4,0,0.1,0.5,-0.1,4,84,4,0,91,Matches
573,Jesús Vallejo,es ESP,DF,Real Madrid,27,1997,1.5,60,67,89.6,1094,392,19,19,100,37,41,90.2,3,6,50,1,0.1,0.2,0.9,2,5,1,0,5,Matches
574,Federico Valverde,uy URU,"MF,DF",Real Madrid,26,1998,33.7,2010,2237,89.9,34974,10229,973,1037,93.8,789,841,93.8,198,262,75.6,4,3.1,3.2,0.9,39,232,31,2,226,Matches
575,Siebe Van Der Heyden,be BEL,"DF,MF",Mallorca,26,1998,1.1,65,73,89,1164,308,31,33,93.9,26,30,86.7,7,9,77.8,0,0.1,0.1,-0.1,1,7,1,1,5,Matches
576,Ruben Vargas,ch SUI,"FW,MF",Sevilla,25,1998,7.5,166,247,67.2,2714,696,94,113,83.2,51,74,68.9,16,39,41,1,0.8,0.9,0.2,13,11,9,5,14,Matches
577,José Luis García Vayá,es ESP,MF,Valencia,25,1998,19.4,970,1237,78.4,18326,6217,418,464,90.1,394,472,83.5,135,247,54.7,2,2.1,2.6,-0.1,32,163,6,3,142,Matches
578,Jesus Vazquez,es ESP,DF,Valencia,21,2003,10.2,345,447,77.2,4732,1323,216,237,91.1,115,150,76.7,8,27,29.6,0,0.6,0.6,-0.6,3,18,3,2,21,Matches
579,Lucas Vázquez,es ESP,DF,Real Madrid,33,1991,24.3,1415,1624,87.1,21508,5227,764,823,92.8,547,622,87.9,68,107,63.6,5,4.7,3.9,0.3,33,65,29,2,99,Matches
580,Alejo Véliz,ar ARG,FW,Espanyol,20,2003,12.5,122,187,65.2,1608,182,79,106,74.5,28,46,60.9,8,12,66.7,0,0.6,0.1,-0.6,3,9,0,0,8,Matches
581,Mikel Vesga,es ESP,MF,Athletic Club,31,1993,11,429,539,79.6,7559,2180,186,210,88.6,192,234,82.1,44,74,59.5,0,1,0.7,-1,12,51,5,0,64,Matches
582,Carlos Vicente,es ESP,"FW,MF",Alavés,25,1999,34.4,720,1140,63.2,12031,4061,388,496,78.2,240,354,67.8,77,185,41.6,5,5.4,5.9,-0.4,63,36,38,29,68,Matches
583,Pau Victor,es ESP,FW,Barcelona,22,2001,3.5,98,121,81,1416,221,54,60,90,37,47,78.7,4,5,80,1,0.9,0.4,0.1,8,5,4,0,11,Matches
584,Nacho Vidal,es ESP,DF,Osasuna,29,1995,1.4,37,49,75.5,613,304,21,23,91.3,8,11,72.7,7,11,63.6,0,0,0,0,0,1,0,0,1,Matches
585,Fran Vieites,es ESP,GK,Betis,25,1999,4,76,119,63.9,2047,1345,15,15,100,37,37,100,24,67,35.8,0,0,0,0,0,2,0,0,0,Matches
586,Sergio Viera,es ESP,MF,Las Palmas,19,2005,1.1,45,51,88.2,782,110,22,25,88,16,17,94.1,6,7,85.7,0,0,0,0,0,5,0,0,2,Matches
587,Asier Villalibre,es ESP,FW,Alavés,26,1997,3.7,44,69,63.8,645,153,29,39,74.4,12,23,52.2,3,4,75,1,1,0.3,0,1,3,4,0,7,Matches
588,Iván Villar,es ESP,GK,Celta Vigo,27,1997,4,95,117,81.2,1704,1111,30,30,100,44,44,100,10,32,31.3,0,0,0,0,0,0,0,0,0,Matches
589,Viti,es ESP,DF,Las Palmas,26,1997,22,757,934,81,12326,4296,366,400,91.5,331,411,80.5,45,80,56.3,2,1.4,1.3,0.6,12,40,13,8,44,Matches
590,Daniel Vivian,es ESP,DF,Athletic Club,25,1999,29,1526,1753,87.1,31626,11850,396,441,89.8,940,997,94.3,183,286,64,0,0.4,0.7,-0.4,10,166,10,3,185,Matches
591,Krapyvtsov Vladyslav,ua UKR,GK,Girona,19,2005,2,53,70,75.7,1585,1179,4,4,100,32,34,94.1,17,32,53.1,0,0,0,0,0,1,0,0,0,Matches
592,Iñaki Williams,gh GHA,FW,Athletic Club,30,1994,29.5,525,830,63.3,7922,2296,297,395,75.2,193,286,67.5,23,76,30.3,8,7.8,5,0.2,43,38,51,15,76,Matches
593,Nico Williams,es ESP,FW,Athletic Club,22,2002,22.2,497,705,70.5,7797,1800,283,338,83.7,160,214,74.8,39,88,44.3,5,3.5,4.2,1.5,40,23,29,8,69,Matches
594,Axel Witsel,be BEL,DF,Atlético Madrid,35,1989,9.5,494,545,90.6,8980,3351,181,198,91.4,277,300,92.3,33,40,82.5,1,0.5,0.7,0.5,2,17,0,0,21,Matches
595,Lamine Yamal,es ESP,FW,Barcelona,17,2007,31.7,1161,1553,74.8,16208,4559,727,843,86.2,327,448,73,56,125,44.8,13,13.9,11.6,-0.9,64,78,95,16,160,Matches
596,Daniel Yáñez,es ESP,FW,Real Madrid,17,2007,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
597,Bertuğ Yıldırım,tr TUR,FW,Getafe,22,2002,12,101,186,54.3,1304,287,56,99,56.6,30,50,60,4,9,44.4,0,1.2,0.6,-1.2,9,9,9,3,14,Matches
598,Arsen Zakharyan,ru RUS,"MF,FW",Real Sociedad,21,2003,0.8,28,33,84.8,451,106,17,20,85,6,7,85.7,4,5,80,0,0.1,0.1,-0.1,1,3,1,0,3,Matches
599,Bryan Zaragoza,es ESP,"FW,MF",Osasuna,23,2001,20.4,358,554,64.6,6526,1835,160,203,78.8,137,205,66.8,51,103,49.5,6,3.2,5.1,2.8,36,23,34,20,50,Matches
600,Igor Zubeldia,es ESP,DF,Real Sociedad,27,1997,25.2,1281,1483,86.4,24957,7655,396,436,90.8,778,826,94.2,100,192,52.1,0,0.4,0.6,-0.4,4,93,6,0,101,Matches
601,Martín Zubimendi,es ESP,MF,Real Sociedad,25,1999,32.9,1482,1772,83.6,25341,7363,685,781,87.7,655,741,88.4,114,177,64.4,1,1.1,1.3,-0.1,19,172,23,1,195,Matches
